"景点POI_ID","详情业务ID","景点名称","英文名","泰文名","实体类型","范围分类","携程评分（5分制）","精确点评数","热度（非评分）","区域/商圈","地址","纬度","经度","原坐标系","联系电话","营业时间","建议游玩时长","详情采集状态","列表采集时间（UTC）","详情采集时间（UTC）","详情来源URL","携程景点目的地ID","携程目的地名称","列表来源URL","类型标签","平台榜单原文","封面图片URL（未下载）","评分来源URL","点评数来源URL","坐标来源URL","列表评分","详情评分","列表精确点评数","详情精确点评数","范围核验依据","未采集/失败说明"
"90775","107614","克里普索人妖秀","Calypso Cabaret","คาลิปโซ่ คาบาเร่ต์","景点/场所","本地","4.3","1094","6.8","河畔区","2194 Charoen Krung Road, Wat Phraya Krai, Bang Kho Laem, Bangkok 10120泰国","13.703969","100.503641","WGS84","'+6626881415；+6626881416；+6626881417","2025年8月1日-2026年9月30日 09:00-22:00开放","1.5-2.5小时","ok","2026-08-31T02:25:37.000Z","2026-08-31T02:27:14.000Z","https://you.ctrip.com/sight/bangkok191/107614.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p3.html","","2026亚洲100夜游必打卡景点","https://dimg04.c-ctrip.com/images/1lo4m12000ciwm4gt8D13.jpg","https://you.ctrip.com/sight/bangkok191/107614.html","https://you.ctrip.com/sight/bangkok191/107614.html","https://you.ctrip.com/sight/bangkok191/s0-p3.html","4.3","4.3","1094","1094","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"90777","107616","曼谷暹罗海洋世界","SEA LIFE Bangkok Ocean World","ซีไลฟ์ แบงค็อก โอเชียน เวิลด์","景点/场所","本地","4.5","8084","7.9","暹罗","ชั้น บี1-บี2 สยามพารากอน 991 Rama I Rd, Pathum Wan, Bangkok 10330泰国","13.745935","100.535206","WGS84","'+6626872000；+6628422000","全年 10:00-20:00开放（19:00停止入园）","2-3小时","ok","2026-08-31T02:25:30.000Z","2026-08-31T02:26:35.000Z","https://you.ctrip.com/sight/bangkok191/107616.html","191","曼谷","https://you.ctrip.com/sight/bangkok191.html","遛娃宝藏地；亲子同乐","2026全球100亲子景点","https://dimg04.c-ctrip.com/images/0101q12000a4syk4vE492.jpg","https://you.ctrip.com/sight/bangkok191/107616.html","https://you.ctrip.com/sight/bangkok191/107616.html","https://you.ctrip.com/sight/bangkok191.html","4.5","4.5","8084","8084","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"91565","110031","考山路","Khao San Road","ถ. ข้าวสาร","景点/场所","本地","4.5","2584","6.8","曼谷老城","Talat Yot, 拍那空县曼谷都会区 10200泰国","13.758921","100.497258","WGS84","'+6622596268","全年 全天开放","1-3小时","ok","2026-08-31T02:25:37.000Z","2026-08-31T02:27:10.000Z","https://you.ctrip.com/sight/bangkok191/110031.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p3.html","城市漫步；夜游观景","泰国夜游必打卡景点榜 No.13","https://dimg04.c-ctrip.com/images/0100b12000eyi7cui1739.jpg","https://you.ctrip.com/sight/bangkok191/110031.html","https://you.ctrip.com/sight/bangkok191/110031.html","https://you.ctrip.com/sight/bangkok191/s0-p3.html","4.5","4.5","2584","2584","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"96118","134216","曼谷杜莎夫人蜡像馆","Madame Tussauds BANGKOK","พิพิธภัณฑ์หุ่นขี้ผึ้ง มาดามทุสโซ กรุงเทพฯ","景点/场所","本地","4.6","950","5.7","暹罗","Siam Discovery, 989 Rama I Rd, Pathum Wan, Bangkok 10330泰国","13.746418","100.531671","WGS84","'+6626580060","全年 10:00-20:00开放（19:00停止入园）","1-3小时","ok","2026-08-31T02:25:49.000Z","2026-08-31T02:28:36.000Z","https://you.ctrip.com/sight/bangkok191/134216.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p6.html","博物馆&展馆","入选曼谷必打卡景点榜","https://dimg04.c-ctrip.com/images/1lo6e12000grg29t26812.jpg","https://you.ctrip.com/sight/bangkok191/134216.html","https://you.ctrip.com/sight/bangkok191/134216.html","https://you.ctrip.com/sight/bangkok191/s0-p6.html","4.6","4.6","950","950","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"98349","136886","伦披尼拳击馆","Lumpinee Boxing Stadium","สนามมวยลุมพินี","演艺/游船/体验产品","本地","4.4","106","5","廊曼机场/因派特会展中心","6 Ram Inthra Rd, Anusawari, Bang Khen, Bangkok 10220泰国","13.86705","100.608776","WGS84","'+66626395596；+6622823141","每年1月1日-12月7日 19:30-次日00:00开放；10:00-12:00开放;17:30-20:00开放；不开放；18:00-21:00开放；每年12月8日 18:00-23:59开放；每年12月9日-12月31日 19:30-次日00:00开放；10:00-12:00开放;17:30-20:00开放；不开放；18:00-21:00开放","1-3小时","ok","2026-08-31T02:26:02.000Z","2026-08-31T02:29:34.000Z","https://you.ctrip.com/sight/bangkok191/136886.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p9.html","夜游观景","入选曼谷夜游必打卡景点榜","https://dimg04.c-ctrip.com/images/1lo1z12000t92rrh1574F.jpg","https://you.ctrip.com/sight/bangkok191/136886.html","https://you.ctrip.com/sight/bangkok191/136886.html","https://you.ctrip.com/sight/bangkok191/s0-p9.html","4.4","4.4","106","106","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"10523392","147451","帕蓬夜市","Patpong Night Market","ตลาดกลางคืนพัฒน์พงษ์","景点/场所","本地","4.1","348","5.2","是隆/沙吞","61, ซอย Thanon Phat Phong, Suriya Wong, Bang Rak, Bangkok 10500泰国","13.729249","100.531574","WGS84","'+66917787793","全年 18:00-次日01:00开放","1-3小时","ok","2026-08-31T02:25:58.000Z","2026-08-31T02:29:07.000Z","https://you.ctrip.com/sight/bangkok191/147451.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p8.html","城市漫步；夜游观景","曼谷夜游必打卡景点榜 No.16","https://dimg04.c-ctrip.com/images/0101j12000jcp0ei5E0E4.jpg","https://you.ctrip.com/sight/bangkok191/147451.html","https://you.ctrip.com/sight/bangkok191/147451.html","https://you.ctrip.com/sight/bangkok191/s0-p8.html","4.1","4.1","348","348","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"10524190","7499","唐人街 (耀华力路)","Chinatown Bangkok (Yaowarat)","ไชน่าทาวน์ (เยาวราช)","景点/场所","本地","4.7","1455","6.7","曼谷老城","Yaowarat Rd, Khwaeng Chakkrawat, Khet Samphanthawong, Bangkok 10100泰国","13.740862","100.508677","WGS84","","全年 全天开放","1-3小时","ok","2026-08-31T02:25:37.000Z","2026-08-31T02:27:27.000Z","https://you.ctrip.com/sight/bangkok191/7499.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p3.html","城市漫步；夜游观景","2026亚洲100夜游必打卡景点","https://dimg04.c-ctrip.com/images/10091f000001gsn280D23.jpg","https://you.ctrip.com/sight/bangkok191/7499.html","https://you.ctrip.com/sight/bangkok191/7499.html","https://you.ctrip.com/sight/bangkok191/s0-p3.html","4.7","4.7","1455","1455","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"13242741","1410541","朱拉隆功大学","Chulalongkorn University","จุฬาลงกรณ์มหาวิทยาลัย","景点/场所","本地","4.6","277","6.3","暹罗","254 Phaya Thai Rd, Wang Mai, Pathum Wan, Bangkok 10330泰国","13.738565","100.532134","WGS84","'+6622182000","全年 08:00-17:00开放","2-3小时","ok","2026-08-31T02:25:41.000Z","2026-08-31T02:26:18.000Z","https://you.ctrip.com/sight/bangkok191/1410541.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p4.html","","入选曼谷必打卡景点榜","https://dimg04.c-ctrip.com/images/0100312000ticsqk2670C.jpg","https://you.ctrip.com/sight/bangkok191/1410541.html","https://you.ctrip.com/sight/bangkok191/1410541.html","https://you.ctrip.com/sight/bangkok191.html","4.6","4.6","277","277","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"15011654","1479336","汤之森日式温泉馆(Sukhumvit 26店)","Yunomori Onsen & Spa Sukhumvit Soi 26","ยูโนะโมริ ออนเซ็น แอนด์ สปา(สุขุมวิท ซอย 26)","演艺/游船/体验产品","本地","4.7","188","6","素坤逸","120, 5 Sukhumvit 26, Khlong Tan, Khlong Toei, Bangkok 10110,泰国","13.719642","100.566747","WGS84","'+6622595778","全年 10:00-次日00:00开放","3-5小时","ok","2026-08-31T02:25:45.000Z","2026-08-31T02:28:15.000Z","https://you.ctrip.com/sight/bangkok191/1479336.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p5.html","SPA/按摩","泰国温泉景点榜 No.1","https://dimg04.c-ctrip.com/images/0104012000f6q5y7164A0.jpg","https://you.ctrip.com/sight/bangkok191/1479336.html","https://you.ctrip.com/sight/bangkok191/1479336.html","https://you.ctrip.com/sight/bangkok191/s0-p5.html","4.7","4.7","188","188","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"18445694","1672076","拉差达慕拳击馆","Rajadamnern Muay Thai Stadium","สนามมวยราชดำเนิน","景点/场所","本地","4.8","1359","8","曼谷老城","8 Ratchadamnoen Nok Rd, เเขวง วัดโสมนัส, Pom Prap Sattru Phai, Bangkok 10100泰国","13.761077","100.508513","WGS84","'+6622814205","全年 18:00-22:00开放；17:00-22:00开放","3-5小时","ok","2026-08-31T02:25:30.000Z","2026-08-31T02:26:26.000Z","https://you.ctrip.com/sight/bangkok191/1672076.html","191","曼谷","https://you.ctrip.com/sight/bangkok191.html","夜游观景","2026亚洲100夜游必打卡景点","https://dimg04.c-ctrip.com/images/1lo6x12000ikwra42576F.jpg","https://you.ctrip.com/sight/bangkok191/1672076.html","https://you.ctrip.com/sight/bangkok191/1672076.html","https://you.ctrip.com/sight/bangkok191.html","4.8","4.8","1359","1359","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"18687606","1685477","那那夜间娱乐城","Nana Plaza","นานาพลาซ่า","景点/场所","本地","4.6","127","4.9","中央商务区","3, 1 Sukhumvit Rd, เขต คลองตัน, Khlong Toei, Bangkok 10110泰国","13.741372","100.553308","WGS84","'+66610468709","全年 19:00-次日02:00开放","3-5小时","ok","2026-08-31T02:26:02.000Z","2026-08-31T02:29:38.000Z","https://you.ctrip.com/sight/bangkok191/1685477.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p9.html","夜游观景","入选曼谷夜游必打卡景点榜","https://dimg04.c-ctrip.com/images/0100612000f6si7wkB230.jpg","https://you.ctrip.com/sight/bangkok191/1685477.html","https://you.ctrip.com/sight/bangkok191/1685477.html","https://you.ctrip.com/sight/bangkok191/s0-p9.html","4.6","4.6","127","127","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"18687620","1685482","牛仔街","Soi Cowboy","ซอย คาวบอย","景点/场所","本地","4.4","209","4.7","素坤逸","Khlong Toei Nuea, 宛他那县曼谷都会区 10110泰国","13.737067","100.561899","WGS84","","全年 全天开放","1-3小时","ok","2026-08-31T02:26:06.000Z","2026-08-31T02:30:02.000Z","https://you.ctrip.com/sight/bangkok191/1685482.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p10.html","城市漫步；夜游观景","入选曼谷夜游必打卡景点榜","https://dimg04.c-ctrip.com/images/0HJ5i12000h0145toE731.jpg","https://you.ctrip.com/sight/bangkok191/1685482.html","https://you.ctrip.com/sight/bangkok191/1685482.html","https://you.ctrip.com/sight/bangkok191/s0-p10.html","4.4","4.4","209","209","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"20905348","1699539","曼谷夜市摩天轮","Asiatique Sky","เอเชียทีค สกาย","景点/场所","本地","4.6","808","6.1","河畔区","2194 Charoen Krung Road, Wat Phraya Krai, Bang Kho Laem, Bangkok 10120泰国","13.705269","100.503183","WGS84","'+6621084488；+66820530881","全年 16:00-次日00:00开放","20-45分钟","ok","2026-08-31T02:25:45.000Z","2026-08-31T02:28:03.000Z","https://you.ctrip.com/sight/bangkok191/1699539.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p5.html","地标观景；夜游观景","入选曼谷必打卡景点榜","https://dimg04.c-ctrip.com/images/1lo6a12000g6hxc16101B.png","https://you.ctrip.com/sight/bangkok191/1699539.html","https://you.ctrip.com/sight/bangkok191/1699539.html","https://you.ctrip.com/sight/bangkok191/s0-p5.html","4.6","4.6","808","808","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"22847051","1710794","拉贾曼加拉体育场","Rajamangala National Stadium","ราชมังคลากีฬาสถาน","演艺/游船/体验产品","本地","4.8","107","5.5","素万那普国际机场","286 Soi Ramkhamhaeng 24 Yaek 18, Hua Mak, Bang Kapi, Bangkok 10240泰国","13.75526","100.622348","WGS84","'+6621867111","全年 05:00-21:30开放","1-2小时","ok","2026-08-31T02:25:53.000Z","2026-08-31T02:28:47.000Z","https://you.ctrip.com/sight/bangkok191/1710794.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p7.html","","入选曼谷都会区必打卡景点榜","https://dimg04.c-ctrip.com/images/100p1f000001gpg6jCC4D.jpg","https://you.ctrip.com/sight/bangkok191/1710794.html","https://you.ctrip.com/sight/bangkok191/1710794.html","https://you.ctrip.com/sight/bangkok191/s0-p7.html","4.8","4.8","107","107","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"22847071","1710961","水门寺","Wat Paknam Phasi Charoen","วัดปากน้ำภาษีเจริญ","景点/场所","本地","4.9","162","6.7","","300, Ratchamongkhon Prasat Alley, Pak Khlong Phasi Charoen, Phasi Charoen, Bangkok 10160泰国","13.721776","100.470358","WGS84","'+6624670811","全年 08:00-18:00开放","1-2小时","ok","2026-08-31T02:25:37.000Z","2026-08-31T02:27:22.000Z","https://you.ctrip.com/sight/bangkok191/1710961.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p3.html","历史建筑；夜游观景","曼谷夜游必打卡景点榜 No.11","https://dimg04.c-ctrip.com/images/0104j12000kfq4wta98EC.jpg","https://you.ctrip.com/sight/bangkok191/1710961.html","https://you.ctrip.com/sight/bangkok191/1710961.html","https://you.ctrip.com/sight/bangkok191/s0-p3.html","4.9","4.9","162","162","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"24648969","1829770","彩虹云霄拜约克摩天塔","Baiyoke Tower II","อาคารใบหยก 2","景点/场所","本地","4.6","869","6","水门市场","曼谷市拉查特维区拉查巴若路222号","13.754396","100.540356","WGS84","'+6626563000；+6626563456","全年 10:00-22:00开放","1-3小时","ok","2026-08-31T02:25:45.000Z","2026-08-31T02:28:11.000Z","https://you.ctrip.com/sight/bangkok191/1829770.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p5.html","地标观景；夜游观景","曼谷夜游必打卡景点榜 No.15","https://dimg04.c-ctrip.com/images/350m1a0000019t8328C86.jpg","https://you.ctrip.com/sight/bangkok191/1829770.html","https://you.ctrip.com/sight/bangkok191/1829770.html","https://you.ctrip.com/sight/bangkok191/s0-p5.html","4.6","4.6","869","869","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"31981223","2118605","曼谷射击场","Bangkok Shooting Range","สนามยิงปืนกรุงเทพ","演艺/游船/体验产品","本地","4.7","53","5.5","乍都乍周末市场","1019/7 Phahonyothin Rd, Phaya Thai, Bangkok 10400泰国","13.77254","100.541508","WGS84","'+66824941179","全年 09:00-17:00开放；5月27日-5月29日 不开放","1-2小时","ok","2026-08-31T02:25:53.000Z","2026-08-31T02:28:52.000Z","https://you.ctrip.com/sight/bangkok191/2118605.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p7.html","射击","入选曼谷必打卡景点榜","https://dimg04.c-ctrip.com/images/0HJ0i12000haj2y9v72A6.jpg","https://you.ctrip.com/sight/bangkok191/2118605.html","https://you.ctrip.com/sight/bangkok191/2118605.html","https://you.ctrip.com/sight/bangkok191/s0-p7.html","4.7","4.7","53","53","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"33566792","2482246","昭披耶公主号夜游湄南河","Chao Phraya Princess","เจ้าพระยา ปริ้นเซส","演艺/游船/体验产品","本地","4.4","712","6","河畔区","2 & 4, ICONSIAM (Piers, 299 Charoen Nakhon Rd, Khlong Ton Sai, Khlong San, Bangkok 10600泰国","13.727569","100.511775","WGS84","'+6628603700","全年 19:30-21:30开放","1.5-2.5小时","ok","2026-08-31T02:25:45.000Z","2026-08-31T02:28:07.000Z","https://you.ctrip.com/sight/bangkok191/2482246.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p5.html","夜游观景；乘船游览","入选曼谷必打卡景点榜","https://dimg04.c-ctrip.com/images/100c0h00000090vpdE294.jpg","https://you.ctrip.com/sight/bangkok191/2482246.html","https://you.ctrip.com/sight/bangkok191/2482246.html","https://you.ctrip.com/sight/bangkok191/s0-p5.html","4.4","4.4","712","712","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"33573594","2482088","璀璨明珠号夜游湄南河","Wonderful Pearl Cruise","ล่องเรือสำราญวันเดอร์ฟูลเพิร์ล","演艺/游船/体验产品","本地","4.5","779","6.3","曼谷老城","23 Soi Charoen Krung 24, Talat Noi, Samphanthawong, Bangkok 10100","13.730023","100.512957","WGS84","'+6628610255","全年 19:00-21:30开放","1.5-2.5小时","ok","2026-08-31T02:25:41.000Z","2026-08-31T02:27:52.000Z","https://you.ctrip.com/sight/bangkok191/2482088.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p4.html","夜游观景；乘船游览","入选泰国夜游必打卡景点榜","https://dimg04.c-ctrip.com/images/0105m120009nykhmv946F.jpg","https://you.ctrip.com/sight/bangkok191/2482088.html","https://you.ctrip.com/sight/bangkok191/2482088.html","https://you.ctrip.com/sight/bangkok191/s0-p4.html","4.5","4.5","779","779","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
