采集任务ID,酒店ID,酒店名称,热度等级,标准平台ID,平台名称,原始平台名称,是否官网,平台酒店ID,详情URL模板,入住日期,离店日期,间夜数,成人数,儿童数,房间数,币种,POS,语言,采集通道,采集优先级,刷新周期小时,模板口径状态,模板口径问题,任务状态,不可执行原因,生成批次ID,任务哈希
task_3f77458521ca7b103ed2b8e4,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,hotels,Hotels.com,Hotels.com,否,7811824,https://www.hotels.com/Hotel-Search?selected=7811824&startDate={checkin}&endDate={checkout}&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.7811824.20261004.20261005.DDT.31.CID..AUDID.&adults=2&children=&mctc=10&mpf=40.72&mpg=USD&mpl=USD&mpj=7.25&mpr=4.09&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd%3DGGMETA.7811824USen-20261004-D-ABW%3D31-camp%3D-aud%3D-N&rateplanid=395799802&mpm=24&mpn=200659843&mpo=EC&mpp=1&locale=en_US&siteid=300000001,2026-09-11,2026-09-12,1,2,0,1,THB,TH,en,precision,first,6,待适配,URL模板缺少可规范化的币种参数；URL模板缺少可规范化的POS参数,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,3f77458521ca7b103ed2b8e48fbe017f9d8488c44a34b7827ac2a189f7cac9c0
task_84ff64060ce7b00cebf78df2,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,hotels,Hotels.com,Hotels.com,否,7811824,https://www.hotels.com/Hotel-Search?selected=7811824&startDate={checkin}&endDate={checkout}&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.7811824.20261004.20261005.DDT.31.CID..AUDID.&adults=2&children=&mctc=10&mpf=40.72&mpg=USD&mpl=USD&mpj=7.25&mpr=4.09&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd%3DGGMETA.7811824USen-20261004-D-ABW%3D31-camp%3D-aud%3D-N&rateplanid=395799802&mpm=24&mpn=200659843&mpo=EC&mpp=1&locale=en_US&siteid=300000001,2026-09-18,2026-09-19,1,2,0,1,THB,TH,en,precision,first,6,待适配,URL模板缺少可规范化的币种参数；URL模板缺少可规范化的POS参数,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,84ff64060ce7b00cebf78df2425cffdcb1e625073024aec3600a8bcf4e1f17a1
task_7185510f7c7320c74d758bfa,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,hotels,Hotels.com,Hotels.com,否,7811824,https://www.hotels.com/Hotel-Search?selected=7811824&startDate={checkin}&endDate={checkout}&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.7811824.20261004.20261005.DDT.31.CID..AUDID.&adults=2&children=&mctc=10&mpf=40.72&mpg=USD&mpl=USD&mpj=7.25&mpr=4.09&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd%3DGGMETA.7811824USen-20261004-D-ABW%3D31-camp%3D-aud%3D-N&rateplanid=395799802&mpm=24&mpn=200659843&mpo=EC&mpp=1&locale=en_US&siteid=300000001,2026-09-25,2026-09-26,1,2,0,1,THB,TH,en,precision,first,6,待适配,URL模板缺少可规范化的币种参数；URL模板缺少可规范化的POS参数,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,7185510f7c7320c74d758bfabc5730cff10e79b3930d9f742370d5995cf17423
task_182651c3e2e38f85e6119471,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,hotels,Hotels.com,Hotels.com,否,7811824,https://www.hotels.com/Hotel-Search?selected=7811824&startDate={checkin}&endDate={checkout}&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.7811824.20261004.20261005.DDT.31.CID..AUDID.&adults=2&children=&mctc=10&mpf=40.72&mpg=USD&mpl=USD&mpj=7.25&mpr=4.09&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd%3DGGMETA.7811824USen-20261004-D-ABW%3D31-camp%3D-aud%3D-N&rateplanid=395799802&mpm=24&mpn=200659843&mpo=EC&mpp=1&locale=en_US&siteid=300000001,2026-10-04,2026-10-05,1,2,0,1,THB,TH,en,precision,first,6,待适配,URL模板缺少可规范化的币种参数；URL模板缺少可规范化的POS参数,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,182651c3e2e38f85e6119471a308a1381f2ba0365c16355647fb585c9f5d33d2
task_1b18027605eba31d6e437a87,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,hotels,Hotels.com,Hotels.com,否,7811824,https://www.hotels.com/Hotel-Search?selected=7811824&startDate={checkin}&endDate={checkout}&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.7811824.20261004.20261005.DDT.31.CID..AUDID.&adults=2&children=&mctc=10&mpf=40.72&mpg=USD&mpl=USD&mpj=7.25&mpr=4.09&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd%3DGGMETA.7811824USen-20261004-D-ABW%3D31-camp%3D-aud%3D-N&rateplanid=395799802&mpm=24&mpn=200659843&mpo=EC&mpp=1&locale=en_US&siteid=300000001,2026-10-19,2026-10-20,1,2,0,1,THB,TH,en,precision,first,6,待适配,URL模板缺少可规范化的币种参数；URL模板缺少可规范化的POS参数,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,1b18027605eba31d6e437a87f3719c1778c44f247fd9ae8e397cad8ad775765b
task_7d35f686b44c0ba131208abe,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,hotels,Hotels.com,Hotels.com,否,7811824,https://www.hotels.com/Hotel-Search?selected=7811824&startDate={checkin}&endDate={checkout}&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.7811824.20261004.20261005.DDT.31.CID..AUDID.&adults=2&children=&mctc=10&mpf=40.72&mpg=USD&mpl=USD&mpj=7.25&mpr=4.09&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd%3DGGMETA.7811824USen-20261004-D-ABW%3D31-camp%3D-aud%3D-N&rateplanid=395799802&mpm=24&mpn=200659843&mpo=EC&mpp=1&locale=en_US&siteid=300000001,2026-11-03,2026-11-04,1,2,0,1,THB,TH,en,precision,first,6,待适配,URL模板缺少可规范化的币种参数；URL模板缺少可规范化的POS参数,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,7d35f686b44c0ba131208abef0f5a2f793441455c4235aa714625b918202f34f
task_3a444c7cc36abbab3fe165fa,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,booking,Booking.com,Booking.com,否,778437,https://www.booking.com/searchresults.en.html?dest_id=778437&highlighted_hotels=778437&dest_type=hotel&checkin={checkin}&checkout={checkout}&group_adults=2&req_adults=2&show_room=&lang=en&selected_currency=USD&exrt=0.03031406&ext_price_total=53.85&ext_price_tax=8.10&xfc=THB&hca=m&group_children=0&req_children=0&no_rooms=1&ts=1788423705&edgtid=wqo_acRQSACz9c9rFcee9Q&efpc=F3a1Chd2tQp2&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-778437&utm_content=dev-desktop_los-1_bw-31_dow-Sunday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-10_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261004_ppt-&aid=2127489&label=metagha-link-MRUS-hotel-778437_dev-desktop_los-1_bw-31_dow-Sunday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-10_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261004_ppt-,2026-09-05,2026-09-06,1,2,0,1,THB,TH,en,precision,first,6,待适配,"URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:aid,edgtid,efpc,label,ts,utm_campaign,utm_content,utm_medium,utm_source,utm_term",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,3a444c7cc36abbab3fe165fa2539d9573172f33542737b9c2e8f2de71d394b08
task_ae234e6caca4ffeb7da0857d,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,booking,Booking.com,Booking.com,否,778437,https://www.booking.com/searchresults.en.html?dest_id=778437&highlighted_hotels=778437&dest_type=hotel&checkin={checkin}&checkout={checkout}&group_adults=2&req_adults=2&show_room=&lang=en&selected_currency=USD&exrt=0.03031406&ext_price_total=53.85&ext_price_tax=8.10&xfc=THB&hca=m&group_children=0&req_children=0&no_rooms=1&ts=1788423705&edgtid=wqo_acRQSACz9c9rFcee9Q&efpc=F3a1Chd2tQp2&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-778437&utm_content=dev-desktop_los-1_bw-31_dow-Sunday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-10_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261004_ppt-&aid=2127489&label=metagha-link-MRUS-hotel-778437_dev-desktop_los-1_bw-31_dow-Sunday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-10_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261004_ppt-,2026-09-07,2026-09-08,1,2,0,1,THB,TH,en,precision,first,6,待适配,"URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:aid,edgtid,efpc,label,ts,utm_campaign,utm_content,utm_medium,utm_source,utm_term",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,ae234e6caca4ffeb7da0857d4c05bb92a4bb22f8822bdcc32dbed9b9307ad1a5
task_ec5717f03e0ebc2699c16672,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,booking,Booking.com,Booking.com,否,778437,https://www.booking.com/searchresults.en.html?dest_id=778437&highlighted_hotels=778437&dest_type=hotel&checkin={checkin}&checkout={checkout}&group_adults=2&req_adults=2&show_room=&lang=en&selected_currency=USD&exrt=0.03031406&ext_price_total=53.85&ext_price_tax=8.10&xfc=THB&hca=m&group_children=0&req_children=0&no_rooms=1&ts=1788423705&edgtid=wqo_acRQSACz9c9rFcee9Q&efpc=F3a1Chd2tQp2&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-778437&utm_content=dev-desktop_los-1_bw-31_dow-Sunday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-10_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261004_ppt-&aid=2127489&label=metagha-link-MRUS-hotel-778437_dev-desktop_los-1_bw-31_dow-Sunday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-10_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261004_ppt-,2026-09-11,2026-09-12,1,2,0,1,THB,TH,en,precision,first,6,待适配,"URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:aid,edgtid,efpc,label,ts,utm_campaign,utm_content,utm_medium,utm_source,utm_term",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,ec5717f03e0ebc2699c166722e4c854191cbcba1ced6c40b47d8e084bf690acd
task_f57b53090285685aef33b006,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,booking,Booking.com,Booking.com,否,778437,https://www.booking.com/searchresults.en.html?dest_id=778437&highlighted_hotels=778437&dest_type=hotel&checkin={checkin}&checkout={checkout}&group_adults=2&req_adults=2&show_room=&lang=en&selected_currency=USD&exrt=0.03031406&ext_price_total=53.85&ext_price_tax=8.10&xfc=THB&hca=m&group_children=0&req_children=0&no_rooms=1&ts=1788423705&edgtid=wqo_acRQSACz9c9rFcee9Q&efpc=F3a1Chd2tQp2&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-778437&utm_content=dev-desktop_los-1_bw-31_dow-Sunday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-10_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261004_ppt-&aid=2127489&label=metagha-link-MRUS-hotel-778437_dev-desktop_los-1_bw-31_dow-Sunday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-10_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261004_ppt-,2026-09-18,2026-09-19,1,2,0,1,THB,TH,en,precision,first,6,待适配,"URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:aid,edgtid,efpc,label,ts,utm_campaign,utm_content,utm_medium,utm_source,utm_term",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,f57b53090285685aef33b006b341263d093edc9e304e95252c8943a38e8ec0e2
