审核任务ID,标准平台ID,酒店ID,入住日期,离店日期,独立会话序号,匹配运行记录数,实际日期集合,最新采集状态,房型数量,售卖方案数量,匹配运行ID,原始页面留档路径,日期口径状态,证据状态,独立会话证据状态,生成批次ID
3d1961927b55d5fb76ff4e05144d06820be782002d4e927e1039e841e8585de6,booking,ChIJLxrEcMie4jARb4KfjpcicvA,2026-09-18,2026-09-19,1,2,2026-09-07/2026-09-08；2026-09-18/2026-09-19,页面未解析到房型,0,0,c47e8441632ff7ffaa0af58a,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/booking/fcea3a40a7543a80e63bc873.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
c71180bb7a1736f8165083ffc71691448127ed33d1b3143bea12b060adff7953,booking,ChIJLxrEcMie4jARb4KfjpcicvA,2026-09-18,2026-09-19,2,2,2026-09-07/2026-09-08；2026-09-18/2026-09-19,页面未解析到房型,0,0,d8f37baaedca5ec2362371d4,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/booking/fcd8aa355ac6e79355da40c2.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
b483a35ac0ae86c6d31cb6dc22610fc9ee0db1ee7283244e176861d81f62f0d6,stayforlong,ChIJLxrEcMie4jARb4KfjpcicvA,2026-09-07,2026-09-08,1,2,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19,页面未解析到房型,0,0,1675eea19017623f0923cb2f,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/stayforlong/fc4778f439753e6c74475735.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
2bed4a2965b4e020c84d068481f60e341af4a9a783c02b123eb8834b2d8a32a8,stayforlong,ChIJLxrEcMie4jARb4KfjpcicvA,2026-09-07,2026-09-08,2,2,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19,页面未解析到房型,0,0,20876fac876fe92c4c8fba61,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/stayforlong/1dc74bb9d10848b27eb97349.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
cd0b83c719c7b3ce4edec7e01c7aa721d1e6db3c54663d984ee84137774c8050,stayforlong,ChIJLxrEcMie4jARb4KfjpcicvA,2026-09-18,2026-09-19,1,2,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19,页面未解析到房型,0,0,52507900867a30fbcee849d4,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/stayforlong/35bce4465537aa0dfe4e731f.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
d8ac9f6ec3843cc42d788ca94a033ad5419ee782993c015e35d5f86eb998b666,stayforlong,ChIJLxrEcMie4jARb4KfjpcicvA,2026-09-18,2026-09-19,2,2,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19,页面未解析到房型,0,0,ab405d51e3c1fccfd2db943f,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/stayforlong/08c658ab10b3c27ac4fd4d5d.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
cc69ed82bc581ada4bd9a7795c57a5ca11ec1fbf14855ce223d63ea01cefa1d2,trip,ChIJLxrEcMie4jARb4KfjpcicvA,2026-09-07,2026-09-08,1,2,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19；2026-09-23/2026-09-24,房型已采集但售卖方案未解析,1,1,a16aef20df6899bfc0a16658,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/trip/5b5404f946d787fd8af98ac8.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
fa92459dd82669e17945a18ca2aab8469787b429d28010c1bb1a24f50aac9b4e,trip,ChIJLxrEcMie4jARb4KfjpcicvA,2026-09-07,2026-09-08,2,2,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19；2026-09-23/2026-09-24,房型已采集但售卖方案未解析,1,1,548af2e01177edafb7586be5,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/trip/5440763073b922af530fc22d.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
8fab7389cff3bf3ec0e94d6bc3229fd59959b9dc96f4a64dad6cec050b732d74,trip,ChIJLxrEcMie4jARb4KfjpcicvA,2026-09-18,2026-09-19,1,2,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19；2026-09-23/2026-09-24,房型已采集但售卖方案未解析,1,1,6a98e689ca909a2909505342,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/trip/a68f0d4eb6cb688dd2aae452.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
9d7115b04cace43583c74f0c785d30aeab492046951527e1b4702035a6e2494e,trip,ChIJLxrEcMie4jARb4KfjpcicvA,2026-09-18,2026-09-19,2,2,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19；2026-09-23/2026-09-24,房型已采集但售卖方案未解析,1,1,21ababc7a7df6049833b920b,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/trip/8c0bda73d5de199b6abc2fc3.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
d706c554e207e8da8754ebfe1d685f218c753cab3de9ef490d55eed23d9737bd,trip,ChIJf1YJeC-Z4jARNNLn8M9QwMw,2026-09-07,2026-09-08,1,2,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19,房型已采集但售卖方案未解析,1,1,0ae07689ea67413cd8bb46a2,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/trip/490855e968a2102d9ed31e52.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
816841c02c8606bfe4f7d1e82dfe75bd1f958483ce89fc0af404cf780d94aecb,trip,ChIJf1YJeC-Z4jARNNLn8M9QwMw,2026-09-07,2026-09-08,2,2,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19,房型已采集但售卖方案未解析,1,1,5c65ad649994f3595c028e16,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/trip/cad695939e27eb76f30642da.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
b6d5dcc41b6625cbb538610d9bdf1c2e13496453d5b1ae48145e3f0ed4f4f83f,trip,ChIJf1YJeC-Z4jARNNLn8M9QwMw,2026-09-18,2026-09-19,1,2,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19,房型已采集但售卖方案未解析,1,1,31fd8b92d1f0ded4d6c928cd,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/trip/3c2de421ebf9a53badf25fbb.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
7d8d0ef798af7d2cf645292f88a5ea094d1270e470a6b00fa36636b6bb62c161,trip,ChIJf1YJeC-Z4jARNNLn8M9QwMw,2026-09-18,2026-09-19,2,2,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19,房型已采集但售卖方案未解析,1,1,8fcd1da673878dd388d6ed1f,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/trip/70cda049c2e104ff69ee184d.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
3f25bfd6ad3c2c9a30b12187bb55d30efbec7154aa0581a8e85029271af36227,trip,ChIJpYbWb8aY4jAR5PmlBlsxOoM,2026-09-07,2026-09-08,1,2,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19；2026-09-21/2026-09-22,房型已采集但售卖方案未解析,1,1,8314e0002b7c36a987c89843,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/trip/8293e6dd06d17c51f2b46386.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
561ee0d36bf016c29573396d07297188fe3e7e8cfd6cd63e2101f82387cc21a6,trip,ChIJpYbWb8aY4jAR5PmlBlsxOoM,2026-09-07,2026-09-08,2,2,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19；2026-09-21/2026-09-22,房型已采集但售卖方案未解析,1,1,1aec326bf4259b4ed737f91d,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/trip/cc2cef703d8cc4f7f8dac40d.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
8b7aeaf4476f5aa73e3abd327c603d5e1ef76124e253b86d4da96a60fc64f704,trip,ChIJpYbWb8aY4jAR5PmlBlsxOoM,2026-09-18,2026-09-19,1,2,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19；2026-09-21/2026-09-22,房型已采集但售卖方案未解析,1,1,e3d8db063a1af2dde4bd0a8d,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/trip/2915d0ea628c77686689354f.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
1f2630c8fd5a1731c1cdf78a26ca491af9c384b44965470cd71b173d74257405,trip,ChIJpYbWb8aY4jAR5PmlBlsxOoM,2026-09-18,2026-09-19,2,2,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19；2026-09-21/2026-09-22,房型已采集但售卖方案未解析,1,1,6c5b6485c6511a69ab610b0e,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/trip/f3d7e02ccf76704839867363.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
653cf8ae41cf1d158dc52d73d924bc54dd77ef3f4464eb2d9e495c61f5affce3,vio,ChIJZTiLx92Y4jARaoCZW0M2Zew,2026-09-07,2026-09-08,1,3,2026-09-07/2026-09-08；2026-09-18/2026-09-19,房型已采集但售卖方案未解析,1,1,f2037d989932601b1d49875d,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/meta_redirect/52ca2c25b53d2c961e4c2f4b.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
b42a6042287e36a1ac0e40db2645a92ecb6c07aa8550c96b507ff1f897b20704,vio,ChIJZTiLx92Y4jARaoCZW0M2Zew,2026-09-07,2026-09-08,2,3,2026-09-07/2026-09-08；2026-09-18/2026-09-19,房型已采集但售卖方案未解析,1,1,3c7763c931e3316c5686de0b,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/meta_redirect/6f7a69ba0ce800e213dec6d5.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
e46133e21974b56962fc10d2179c19fda2a1687ee0b6b8f6a9f01ca9df94222c,vio,ChIJZTiLx92Y4jARaoCZW0M2Zew,2026-09-18,2026-09-19,1,2,2026-09-07/2026-09-08；2026-09-18/2026-09-19,房型已采集但售卖方案未解析,1,1,7d5041570deddea33f60f6f4,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/meta_redirect/3d8a8a68bedccac1dc85c6e3.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
2bd65ddb18722422225de3ab3dc2baba57a5ac05aa4a15980d0b7a6b2ed497cb,vio,ChIJZTiLx92Y4jARaoCZW0M2Zew,2026-09-18,2026-09-19,2,2,2026-09-07/2026-09-08；2026-09-18/2026-09-19,房型已采集但售卖方案未解析,1,1,e00d3735bd82c899336ad8fa,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/meta_redirect/a233780f63f2a6093c8478bb.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
33c58c9f07431d0076d8cfdbe2992706396606204e890793ad511c1e81708456,vio,ChIJCWbW7MWY4jARuQATRiSHlA0,2026-09-07,2026-09-08,1,5,2026-09-07/2026-09-08；2026-09-18/2026-09-19,房型已采集但售卖方案未解析,1,1,aaaa564004995fb4bf4702c1,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/meta_redirect/4c2d979891a10f1718d02568.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
fa9dee3395f15c7bbc70a8489093e264264fc8106dcfb503b20eb7232e1b9e4c,vio,ChIJCWbW7MWY4jARuQATRiSHlA0,2026-09-07,2026-09-08,2,5,2026-09-07/2026-09-08；2026-09-18/2026-09-19,房型已采集但售卖方案未解析,1,1,ee5d636da9166237ef3abcf1,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/meta_redirect/b57fc69e087b61d5e9599416.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
844d95c13e6bb846d685fde5d85712cf5bbbc988bd9d8d703d428b6296399aa1,vio,ChIJCWbW7MWY4jARuQATRiSHlA0,2026-09-18,2026-09-19,1,2,2026-09-07/2026-09-08；2026-09-18/2026-09-19,房型已采集但售卖方案未解析,1,1,91266f7085c490e6a0c719da,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/meta_redirect/ee9eeb260798e81f76cfb1a9.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
a1a8a88cc6c55c37b4287df832253db6708443704351def48215baac32002f92,vio,ChIJCWbW7MWY4jARuQATRiSHlA0,2026-09-18,2026-09-19,2,2,2026-09-07/2026-09-08；2026-09-18/2026-09-19,房型已采集但售卖方案未解析,1,1,d347b5787d8f69b6c35e82ea,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/meta_redirect/f691b23b95a0900f9c796ba0.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
f6192b5fdd363c18e2aee14857e0298af6d9c55a6dd47f1255cabc1414c8ffb9,vio,ChIJ69UzUM-e4jARwyvJBkeTbr0,2026-09-07,2026-09-08,1,4,2026-09-05/2026-09-06；2026-09-07/2026-09-08；2026-09-18/2026-09-19,房型已采集但售卖方案未解析,1,1,bb9b750b82880afea9bf4954,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/meta_redirect/0be48b7aee761bde6d1689fb.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
e5921f65ca3d2757ea9f7acad5a6a571b4de490eff9db6fca8b4fbf18ec90160,vio,ChIJ69UzUM-e4jARwyvJBkeTbr0,2026-09-07,2026-09-08,2,4,2026-09-05/2026-09-06；2026-09-07/2026-09-08；2026-09-18/2026-09-19,房型已采集但售卖方案未解析,1,1,44bf165e392b03cefb08492a,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/meta_redirect/28a2150f79f25290261a9747.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
7e7eba1605fd30760518cb63d0028999d03089156d9b3673d8748dcd7e16537c,vio,ChIJ69UzUM-e4jARwyvJBkeTbr0,2026-09-18,2026-09-19,1,4,2026-09-05/2026-09-06；2026-09-07/2026-09-08；2026-09-18/2026-09-19,房型已采集但售卖方案未解析,1,1,6d5cd6c97af4e12f85167f93,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/meta_redirect/2c5e53f49702c072397fd6c2.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
f4fa254fbd84335a59404a4ba9aba12f57ac07a51e6f77963025f25064e19cb5,vio,ChIJ69UzUM-e4jARwyvJBkeTbr0,2026-09-18,2026-09-19,2,4,2026-09-05/2026-09-06；2026-09-07/2026-09-08；2026-09-18/2026-09-19,房型已采集但售卖方案未解析,1,1,a08b75f1c3a99f711d838f8b,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/04_平台详情/原始页面留档/meta_redirect/9bca040b3a55d6e71cda7b6b.html.gz,通过,已留档,已匹配独立运行,20260904-093453-csv-761aec95
