异常ID,严重级别,实体类型,酒店ID,标准平台ID,原始平台名称,实体记录哈希,规则代码,异常描述,证据字段,处理状态,数据质量等级,发现批次ID,发现时间
1a060f35f889ee7f5b5c1c1c126d435337ffd1852f689e6378a79c9ef8972452,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,a56d7ae79396fa879523ba543daf739c53bfdea9d325523e47ee545136cefb30,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""20.25"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
1d3098f8ae30438b4c5393488160aafb218eae9e9e7cef441366cd05b2dc270e,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,21c2c48495819c1968118336d9830089c6cef9aaad52f273628fc2972d62d2f6,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""12.72"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
1dde81d2b9b4b81fe299db3b8b73fcc8c03bffb54421a01f7aeaafed210da0d0,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,7a7046f8a53cc9552d3e952d2d9fb78568299f01f93e4c952a980452a62789bd,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""20.25"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
23a3e8c4f1179c9f704404d5a63bb95085fa0e6dc078bdd32e5bbf52fbbeb8cb,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,4887d579796ac86d2b74fbedcb8ddc5c9497fabd859e2dfefb6defe680022427,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""82.10"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
263795968b50223d7f9b8baaf6fab65ceaf1f64e903414e173aaaddf3a2b3400,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,3da4d2a32debd8bc4a65fd08ba037848581706fd894891b1d9a1d55272d54280,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""16.54"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
27ce8b609f12aeb4b4394a81cf232e1500893518ef10d7f3a08db118153ec4ff,P0,房型,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,35affc4049af522d86967fa4b21c421eba562c972e9686adb13e9ce8e38d5f18,bookmybooking_semantic_false_positive,平台专属解析规则修复前，该记录不得进入 T3/T4,lebua Suite City View-breakfast,待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
2a91fffcf961a41361c37dd005f4397a6b2b10fb81c19564e602c3ce4585cfd4,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,cb7b1f791c8779bb47b43de9f881fe4014c9d62f3a13d88753d4d39021f640ff,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""12.72"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
2bc027a5b076a82c478c93df35bbd09a97b643614e9a36cbf2e4496a073ac9a9,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,3505fdf929a0e44f81d3c23542cc6003d7d7eb0e031ff30070c00d0572da3693,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""18.82"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
2efdd1639fff1dc8d92a51a66b7f1e43798d27270d1b9aba13b9b16de8860e65,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,e496462400265ac80461a08a9e510e85682ac40f15a84eb901fb7a6c1727a922,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""16.54"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
327935bdc189104b9e92ba48ec66b5ad532ced26083597acd242c58208cb4d18,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,6947a7a17b53a32af10b2c0115932d7e2a5eaa7672a445429f86ef0d15321f86,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""13.72"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
33a5b5d1ea2d5c37a599531a503be30889eeeeac8bb788ee7cefbf11f0c0bdb7,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,e40e517dd0cdedc7b8a7b40b14e21ba60d4273e1e6464d5f6f6b8f9ea9a44bbf,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""17.74"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
3866a1a00965e71007062a8e2cc679f1ecce12f16c5d407cfa0d109b28cb7760,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,8776034ebab4bf76885a619e0474672e04d6a2c44811facefaf03653a4a3ddca,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""15.59"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
3c594b6676cb0caf3974c73b8893a2380ad3ce64163187b25bc3d2d6c40b5d7f,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,64f4d85e90477b37723347e77a4d9237a38ae4c1ca19760d7011059e80e72b5f,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""17.84"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
40cd7bcd3a3243c45803bda231f1c2b63d521544e4f3d7d53f589eadf5181fd2,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,777b899e1ec3e84ba273906cd750dac24b8fc7aea6c4be9c2a85e6c5fa4ebc92,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""13.72"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
41a35086e2626578a60a869a57ffcaa71fdb09cdc24e0648d7d5e4ff801dbb0c,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,527b6d7611da3c33dbc27608b22a988400bad7d505f6b784feb39cc3f831aa1b,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""13.72"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
43ab3d28347c4442164b2b2c32092d21cd90685afee4ce3339fb1f1d7d75fc92,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,f09488a5518c01c12ae4340a188832e52e54a4f15f540a0f7af5150423db6e71,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""15.52"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
44991f0324d90740769b873431f20036fbe201b0f473551d5a5e93646065ea84,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,94c1236dd678eb7712867b3c7bd74a16e73fb5c01fcbcbc619cf2a10ffbcb5ce,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""23.17"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
46e15bf9713652eb5168f7b363b96c5b94fbebbd68b38cb10efd4ec068f0c370,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,aa6f5b3a43dcfbbd60cb20c06a870be5ab1c598f3d294a42613b3a8faddb9953,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""82.10"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
46f1a18eb32b1184c8e18750a0293a6a876bb9c8abea7c40b79bea7f6509bbe9,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,accbc9bd70d628d8158eb5a8c6b2b5c90e144141b8cd1cca86bc7ac04675538c,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""16.45"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
4891dc9a6465a4cfa833967e178365d69e0b57709c5d69fdfd5e6eddd52e1359,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,d5e47430b7215ee274a35b7f31c299eb628d4731967370451570634ec8a8490a,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""21.83"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
493bda7fc48cd743810355f0d35f87d34d35aff5420d462b8235368f018a798c,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,93006fc52e96d1db3751a478039c342eaabe29e98569c06cfeb4d2c05dc806fb,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""12.72"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
4b38de3b79a0dd2e55cfec29d6b364e4832ad88847a12e396bfec672a8689d7c,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,65fce4bd6dc906bdcee8ad60e3cba705e25ff94133144c2bef8c0f85972c0e8a,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""16.73"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
4cd47b807e8f69d730d533eec5cdf3fd87a380ddcd8d82477864e9085ffe242f,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,ca4e5cb0f83ffd8dde293d1db7800ec0aae79f0072da2263a79a51998fed7656,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""15.52"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
4e1ee9ec6e9805df2566f82f29f32728a6122cb5088ee0d8d16f003be5711f5a,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,c76f0bfd8b0ca1e9956cd1e3ec50073cd3169b5e539e333c68a37f273f40c7dc,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""12.66"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
530c9bbe01a60e44955398ca2d6bb5d96ab729c94713388b23508d001d31f651,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,4f0a4b49918c6727dbca0f53c92b844dfb04257928e0727a5eef291afba682dc,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""14.49"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
5542ca1d724fca0f6785a7bd6eb4f46b059eb2a15653fed11549cd24c3199410,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,323dcbda0ed2427806abf9cabbc64e94ac51533c19be76126f710fe63a1bb7e0,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""16.45"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
58bd51fbea67ee136a68455564c767f19a5f677ffc69cc737ac79f77da04e1a3,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,f60da1cc76b5106f6a3e90e7ca4b51ff2c4690f419e359db65c72fe725d76b03,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""15.59"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
5a27b9f2ee38830d1acd7650c1b749bdfcb2e8201c39c1078dae71d097c99417,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,b405f41bf1dc7e835509a25dac2effbadbdcddc12f6b07782b2bc41331040e5e,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""13.44"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
5c653fa396a1268ec3bd7172f1c0cf1c7be088b390c9fe4bebc4f9055cf4b60f,P0,房型,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,0f2f8867550a6ef0294336ac0c471d6be16f7e4064caa88add55520030f7387a,bookmybooking_semantic_false_positive,平台专属解析规则修复前，该记录不得进入 T3/T4,Premium Suite City View-breakfast,待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
6088b6d5ffd0d474cb36cb5c97a503f2ff8eef834db9880cc76375865ec5078f,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,bf9c1964d801221b010161eb668fc02b02bcaf4d4d0e95333d7961252b9a2ad1,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""17.82"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
659a9a6d29c2098c31f8bf2449263e781132d28804fa028692949fb851137ffa,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,27c980ed255e35354b1213f6d1893063b21f3e621620b67cb2aa7f942970c726,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""21.49"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
