酒店ID,标准平台ID,平台标准名称,原始平台名称,是否官网,平台酒店ID,ID来源,平台Slug,平台城市代码,平台入口URL,最终详情URL,详情URL模板,URL形态,固化路径,落地层级,名称指纹,地址指纹,纬度指纹,经度指纹,星级指纹,名称匹配分,坐标匹配分,地址匹配分,身份匹配总分,结构核验状态,可达性核验状态,身份核验状态,数据质量等级,URL解析状态,首次发现时间,最近核验时间,漂移开始时间,采集批次ID,记录哈希
ChIJHWUWJQqZ4jARAtfHR_Zqabs,cheaptickets,CheapTickets.com,CheapTickets.com,否,7754610,upstream_adapter:expedia_family,,,https://www.cheaptickets.com/Hotel-Search?selected=7754610&startDate=2026-09-23&endDate=2026-09-24&MDPCID=CHEAPTICKETS-US.META.HPA.ORGANIC-desktop.HOTEL&langid=1033&adults=2&children=&MDPDTL=htl.7754610.20260923.20260924.DDT.19.CID..AUDID..mapresults&mpg=USD&mpf=52.98&mpj=7.97&mpr=4.50&mctc=10&rateplanid=203005902&rateplanid=203005902&mpm=24&mpn=200618473&mpo=EC&mpp=1,https://www.cheaptickets.com/Hotel-Search?selected=7754610&startDate=2026-09-23&endDate=2026-09-24&MDPCID=CHEAPTICKETS-US.META.HPA.ORGANIC-desktop.HOTEL&langid=1033&adults=2&children=&MDPDTL=htl.7754610.20260923.20260924.DDT.19.CID..AUDID..mapresults&mpg=USD&mpf=52.98&mpj=7.97&mpr=4.50&mctc=10&rateplanid=203005902&rateplanid=203005902&mpm=24&mpn=200618473&mpo=EC&mpp=1,https://www.cheaptickets.com/Hotel-Search?selected=7754610&startDate={checkin}&endDate={checkout}&MDPCID=CHEAPTICKETS-US.META.HPA.ORGANIC-desktop.HOTEL&langid=1033&adults=2&children=&MDPDTL=htl.7754610.20260923.20260924.DDT.19.CID..AUDID..mapresults&mpg=USD&mpf=52.98&mpj=7.97&mpr=4.50&mctc=10&rateplanid=203005902&rateplanid=203005902&mpm=24&mpn=200618473&mpo=EC&mpp=1,redirect,B,L1,,,,,,,,,,通过,待确认,待核验,T0,待浏览器解析,2026-09-06T09:20:49-07:00,,,20260906-092202-csv-fb22d95c,53abcaedb1fc8a1116ae9f94fc100bb00db95ca9495b889eea3a559ac83a9281
ChIJHWUWJQqZ4jARAtfHR_Zqabs,dealbase,dealbase.com,dealbase.com,否,1969601,upstream_adapter:meta_redirect,,,https://deals.dealbase.com/?sig=d24b78db5ff27b2a7633c125e8c1eb65fcdd29bfbe8d2468da3702f8e475011131373338383435313339&turl=https%3A%2F%2Fwww.dealbase.com%2FHotel%2FSearch%3FcheckIn%3D2026-09-23%26checkOut%3D2026-09-24%26currency%3DUSD%26forceCurrencyChange%3D1%26lang%3Den%26forceLanguageChange%3D1%26rooms%3D2%3A%26utm_source%3Dgha%26utm_medium%3Dcpc%26hotelId%3D1969601%26userCountry%3DUS%26profile%3Dr2d2m73kn8%26preferredRate%3D43.37%26deviceType%3Ddesktop%26label%3Dsrc%253Dgha%2526cltype%253Dhotel%2526datype%253Ddefault%2526gsite%253Dmapresults%2526vf%253D0%2526ucountry%253DUS%2526udevice%253Ddesktop%2526hotel%253D1969601%2526day%253D23%2526month%253D09%2526year%253D2026%2526los%253D1%2526price%253D43.37%2526currency%253DUSD%2526cid%253D%2526listid%253D%2526rateid%253DUS_D%2526closerateid%253D%2526promo%253D0%2526isPrivateRate%253D0%2526isAudienceUser%253D0%2526isPaidClick%253D0%2526%26cp%3D5Y_OlYaQQsW6__eBChEI2xsQkAQYhgIiA1VTRFIBMhIaFaGHz-saCzc3cks2eUZtaGMwKAIwnfPo1AY,https://www.dealbase.com/Hotel/Search?checkIn=2026-09-23&checkOut=2026-09-24&currency=USD&forceCurrencyChange=1&lang=en&forceLanguageChange=1&rooms=2:&utm_source=gha&utm_medium=cpc&hotelId=1969601&userCountry=US&profile=r2d2m73kn8&preferredRate=43.37&deviceType=desktop&label=src=gha&cltype=hotel&datype=default&gsite=mapresults&vf=0&ucountry=US&udevice=desktop&hotel=1969601&day=23&month=09&year=2026&los=1&price=43.37&currency=USD&cid=&listid=&rateid=US_D&closerateid=&promo=0&isPrivateRate=0&isAudienceUser=0&isPaidClick=0&&cp=5Y_OlYaQQsW6__eBChEI2xsQkAQYhgIiA1VTRFIBMhIaFaGHz-saCzc3cks2eUZtaGMwKAIwnfPo1AY,https://www.dealbase.com/Hotel/Search?checkIn={checkin}&checkOut={checkout}&currency=USD&forceCurrencyChange=1&lang=en&forceLanguageChange=1&rooms=2:&utm_source=gha&utm_medium=cpc&hotelId=1969601&userCountry=US&profile=r2d2m73kn8&preferredRate=43.37&deviceType=desktop&label=src%3Dgha&cltype=hotel&datype=default&gsite=mapresults&vf=0&ucountry=US&udevice=desktop&hotel=1969601&day=23&month=09&year=2026&los=1&price=43.37&currency=USD&cid=&listid=&rateid=US_D&closerateid=&promo=0&isPrivateRate=0&isAudienceUser=0&isPaidClick=0&cp=5Y_OlYaQQsW6__eBChEI2xsQkAQYhgIiA1VTRFIBMhIaFaGHz-saCzc3cks2eUZtaGMwKAIwnfPo1AY,redirect,C,L0,,,,,,,,,,通过,待确认,待核验,T0,待浏览器解析,2026-09-06T09:20:49-07:00,,,20260906-092202-csv-fb22d95c,76b3c768642cab3fad0d43142a22640e4bb631c5a01b51d5afb702053ec1c4f8
ChIJHWUWJQqZ4jARAtfHR_Zqabs,easemytrip,EaseMyTrip.com,EaseMyTrip.com,否,EMTHOTEL-261762,upstream_adapter:easemytrip,,,https://www.easemytrip.com/hotels/metasearch.aspx?hotelID=EMTHOTEL-261762&checkinDay=23&checkinMonth=09&checkinYear=2026&nights=1&adlts=2&p=48.78|7.34|USD&pl=US|desktop&curr=USD&clickId=&wlcode=Google&children=0,https://www.easemytrip.com/hotels/metasearch.aspx?hotelID=EMTHOTEL-261762&checkinDay=23&checkinMonth=09&checkinYear=2026&nights=1&adlts=2&p=48.78|7.34|USD&pl=US|desktop&curr=USD&clickId=&wlcode=Google&children=0,https://www.easemytrip.com/hotels/metasearch.aspx?hotelID=EMTHOTEL-261762&checkinDay={checkin_day}&checkinMonth={checkin_month}&checkinYear={checkin_year}&nights={nights}&adlts=2&p=48.78|7.34|USD&pl=US|desktop&curr=USD&clickId=&wlcode=Google&children=0,redirect,B,L1,,,,,,,,,,通过,待确认,待核验,T0,待浏览器解析,2026-09-06T09:20:49-07:00,,,20260906-092202-csv-fb22d95c,c9c1592429f679a72cc37113b59f89b7cc080cdaa7581784f55554ae074f8013
ChIJHWUWJQqZ4jARAtfHR_Zqabs,edreams,eDreams,eDreams,否,7754610,upstream_adapter:expedia_family,,,https://accommodation.edreams.net/Hotel-Search?selected=7754610&startDate=2026-09-23&endDate=2026-09-24&adults=2&children=&mpf=52.98&cur=USD&mpj=7.97&MDPCID=eDreams-US.DPS.Edreams.MetaSearch-GHA.HOTEL&mpl=USD&numberOfRooms=1&locale=en_US&rffrid=h4p.hcom.US.ghaodigeo.000.000.kwrd=&pos=EDREAMS_US&rateplanid=203005902&mctc=10&utm_medium=metasearch&utm_campaign=451926&utm_term=hotel&utm_source=FREEBOOKING,https://accommodation.edreams.net/Hotel-Search?selected=7754610&startDate=2026-09-23&endDate=2026-09-24&adults=2&children=&mpf=52.98&cur=USD&mpj=7.97&MDPCID=eDreams-US.DPS.Edreams.MetaSearch-GHA.HOTEL&mpl=USD&numberOfRooms=1&locale=en_US&rffrid=h4p.hcom.US.ghaodigeo.000.000.kwrd=&pos=EDREAMS_US&rateplanid=203005902&mctc=10&utm_medium=metasearch&utm_campaign=451926&utm_term=hotel&utm_source=FREEBOOKING,https://accommodation.edreams.net/Hotel-Search?selected=7754610&startDate={checkin}&endDate={checkout}&adults=2&children=&mpf=52.98&cur=USD&mpj=7.97&MDPCID=eDreams-US.DPS.Edreams.MetaSearch-GHA.HOTEL&mpl=USD&numberOfRooms=1&locale=en_US&rffrid=h4p.hcom.US.ghaodigeo.000.000.kwrd%3D&pos=EDREAMS_US&rateplanid=203005902&mctc=10&utm_medium=metasearch&utm_campaign=451926&utm_term=hotel&utm_source=FREEBOOKING,redirect,B,L1,,,,,,,,,,通过,待确认,待核验,T0,待浏览器解析,2026-09-06T09:20:49-07:00,,,20260906-092202-csv-fb22d95c,efa8c2f1d9f7859d885bd66484aeedf72b1f8c3d9ce75355bbad86d26dd62249
ChIJHWUWJQqZ4jARAtfHR_Zqabs,etrip,Etrip.net,Etrip.net,否,1969601,upstream_adapter:meta_redirect,,,https://deals.etrip.net/?sig=e9cc68956712e1e5d60f579a67e54afadd83f5d631dc9782cc50d47864de2f2c2d32303330363031313335&turl=https%3A%2F%2Fsearch.etrip.net%2FHotel%2FSearch%3FcheckIn%3D2026-09-23%26checkOut%3D2026-09-24%26currency%3DUSD%26forceCurrencyChange%3D1%26lang%3Den%26forceLanguageChange%3D1%26rooms%3D2%3A%26utm_source%3Dgha%26utm_medium%3Dcpc%26hotelId%3D1969601%26userCountry%3DUS%26profile%3Dr2d2m73kn8%26preferredRate%3D41.50%26label%3Dsrc%253Dgha%2526cltype%253Dhotel%2526datype%253Ddefault%2526gsite%253Dmapresults%2526vf%253D0%2526ucountry%253DUS%2526udevice%253Ddesktop%2526hotel%253D1969601%2526day%253D23%2526month%253D09%2526year%253D2026%2526los%253D1%2526price%253D41.50%2526currency%253DUSD%2526cid%253D%2526listid%253D%2526rateid%253DUS_D%2526closerateid%253D%2526promo%253D0%2526isPrivateRate%253D0%2526isAudienceUser%253D0%2526isPaidClick%253D0%2526%26cp%3DBy8FhsDCNGe6__eBChEIxhsQ0wIYnQIiA1VTRFIBMhIaFVa8R7waC2xHWjJOSjRDRjJNKAIwsIjo1AY,https://search.etrip.net/Hotel/Search?checkIn=2026-09-23&checkOut=2026-09-24&currency=USD&forceCurrencyChange=1&lang=en&forceLanguageChange=1&rooms=2:&utm_source=gha&utm_medium=cpc&hotelId=1969601&userCountry=US&profile=r2d2m73kn8&preferredRate=41.50&label=src=gha&cltype=hotel&datype=default&gsite=mapresults&vf=0&ucountry=US&udevice=desktop&hotel=1969601&day=23&month=09&year=2026&los=1&price=41.50&currency=USD&cid=&listid=&rateid=US_D&closerateid=&promo=0&isPrivateRate=0&isAudienceUser=0&isPaidClick=0&&cp=By8FhsDCNGe6__eBChEIxhsQ0wIYnQIiA1VTRFIBMhIaFVa8R7waC2xHWjJOSjRDRjJNKAIwsIjo1AY,https://search.etrip.net/Hotel/Search?checkIn={checkin}&checkOut={checkout}&currency=USD&forceCurrencyChange=1&lang=en&forceLanguageChange=1&rooms=2:&utm_source=gha&utm_medium=cpc&hotelId=1969601&userCountry=US&profile=r2d2m73kn8&preferredRate=41.50&label=src%3Dgha&cltype=hotel&datype=default&gsite=mapresults&vf=0&ucountry=US&udevice=desktop&hotel=1969601&day=23&month=09&year=2026&los=1&price=41.50&currency=USD&cid=&listid=&rateid=US_D&closerateid=&promo=0&isPrivateRate=0&isAudienceUser=0&isPaidClick=0&cp=By8FhsDCNGe6__eBChEIxhsQ0wIYnQIiA1VTRFIBMhIaFVa8R7waC2xHWjJOSjRDRjJNKAIwsIjo1AY,redirect,C,L0,,,,,,,,,,通过,待确认,待核验,T0,待浏览器解析,2026-09-06T09:20:49-07:00,,,20260906-092202-csv-fb22d95c,9609150ab1a8a76e9b398c86db90d36be12e39fc7f62a97101a8e4ff82d57824
ChIJHWUWJQqZ4jARAtfHR_Zqabs,expedia,Expedia.com,Expedia.com,否,7754610,upstream_adapter:expedia_family,,,https://www.expedia.com/Hotel-Search?selected=7754610&startDate=2026-09-23&endDate=2026-09-24&MDPCID=US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.7754610.20260923.20260924.DDT.19.CID..AUDID..RRID.bex_us_desktop&mctc=10&ct=hotel&mpg=USD&mpf=52.98&mpj=7.97&mpr=4.50&mpl=USD&exp_pg=google&langid=en&ad=2&tp=&utm_source=google&utm_medium=cpc&utm_term=7754610&utm_content=mapresults&utm_campaign=HotelAds&langid=1033&adults=2&children=&rrid=bex_us_desktop&rateplanid=203005902&mpm=24&mpn=200618473&mpo=EC&mpp=1,https://www.expedia.com/Hotel-Search?selected=7754610&startDate=2026-09-23&endDate=2026-09-24&MDPCID=US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.7754610.20260923.20260924.DDT.19.CID..AUDID..RRID.bex_us_desktop&mctc=10&ct=hotel&mpg=USD&mpf=52.98&mpj=7.97&mpr=4.50&mpl=USD&exp_pg=google&langid=en&ad=2&tp=&utm_source=google&utm_medium=cpc&utm_term=7754610&utm_content=mapresults&utm_campaign=HotelAds&langid=1033&adults=2&children=&rrid=bex_us_desktop&rateplanid=203005902&mpm=24&mpn=200618473&mpo=EC&mpp=1,https://www.expedia.com/Hotel-Search?selected=7754610&startDate={checkin}&endDate={checkout}&MDPCID=US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.7754610.20260923.20260924.DDT.19.CID..AUDID..RRID.bex_us_desktop&mctc=10&ct=hotel&mpg=USD&mpf=52.98&mpj=7.97&mpr=4.50&mpl=USD&exp_pg=google&langid=en&ad=2&tp=&utm_source=google&utm_medium=cpc&utm_term=7754610&utm_content=mapresults&utm_campaign=HotelAds&langid=1033&adults=2&children=&rrid=bex_us_desktop&rateplanid=203005902&mpm=24&mpn=200618473&mpo=EC&mpp=1,redirect,B,L1,,,,,,,,,,通过,待确认,待核验,T0,待浏览器解析,2026-09-06T09:20:49-07:00,,,20260906-092202-csv-fb22d95c,3283706dda21976292875c09ee631b3a1692c8f4e7b7310800108b1fd0b98cad
ChIJHWUWJQqZ4jARAtfHR_Zqabs,goseek,goseek.com,goseek.com,否,1969601,upstream_adapter:meta_redirect,,,https://deals.goseek.com/?sig=34c47a49c3e8320dca5a5dda0da2a460c1bc23afde972e2894a4ff0b6052fb53383131303836353931&turl=https%3A%2F%2Fwww.goseek.com%2FHotel%2FSearch%3FcheckIn%3D2026-09-23%26checkOut%3D2026-09-24%26currency%3DUSD%26forceCurrencyChange%3D1%26lang%3Den%26forceLanguageChange%3D1%26rooms%3D2%3A%26utm_source%3Dgha%26utm_medium%3Dcpc%26hotelId%3D1969601%26userCountry%3DUS%26profile%3Dr2d2m73kn8%26preferredRate%3D41.50%26deviceType%3Ddesktop%26label%3Dsrc%253Dgha%2526cltype%253Dhotel%2526datype%253Ddefault%2526gsite%253Dmapresults%2526vf%253D0%2526ucountry%253DUS%2526udevice%253Ddesktop%2526hotel%253D1969601%2526day%253D23%2526month%253D09%2526year%253D2026%2526los%253D1%2526price%253D41.50%2526currency%253DUSD%2526cid%253D%2526listid%253D%2526rateid%253DUS_D%2526closerateid%253D%2526promo%253D0%2526isPrivateRate%253D0%2526isAudienceUser%253D0%2526isPaidClick%253D0%2526%26cp%3DIRovoGWYwxa6__eBChEIxhsQ0wIYnQIiA1VTRFIBMhIaFVa8R7waC2xHWjJOSjRDRjJNKAIw_o7o1AY,https://www.goseek.com/Hotel/Search?checkIn=2026-09-23&checkOut=2026-09-24&currency=USD&forceCurrencyChange=1&lang=en&forceLanguageChange=1&rooms=2:&utm_source=gha&utm_medium=cpc&hotelId=1969601&userCountry=US&profile=r2d2m73kn8&preferredRate=41.50&deviceType=desktop&label=src=gha&cltype=hotel&datype=default&gsite=mapresults&vf=0&ucountry=US&udevice=desktop&hotel=1969601&day=23&month=09&year=2026&los=1&price=41.50&currency=USD&cid=&listid=&rateid=US_D&closerateid=&promo=0&isPrivateRate=0&isAudienceUser=0&isPaidClick=0&&cp=IRovoGWYwxa6__eBChEIxhsQ0wIYnQIiA1VTRFIBMhIaFVa8R7waC2xHWjJOSjRDRjJNKAIw_o7o1AY,https://www.goseek.com/Hotel/Search?checkIn={checkin}&checkOut={checkout}&currency=USD&forceCurrencyChange=1&lang=en&forceLanguageChange=1&rooms=2:&utm_source=gha&utm_medium=cpc&hotelId=1969601&userCountry=US&profile=r2d2m73kn8&preferredRate=41.50&deviceType=desktop&label=src%3Dgha&cltype=hotel&datype=default&gsite=mapresults&vf=0&ucountry=US&udevice=desktop&hotel=1969601&day=23&month=09&year=2026&los=1&price=41.50&currency=USD&cid=&listid=&rateid=US_D&closerateid=&promo=0&isPrivateRate=0&isAudienceUser=0&isPaidClick=0&cp=IRovoGWYwxa6__eBChEIxhsQ0wIYnQIiA1VTRFIBMhIaFVa8R7waC2xHWjJOSjRDRjJNKAIw_o7o1AY,redirect,C,L0,,,,,,,,,,通过,待确认,待核验,T0,待浏览器解析,2026-09-06T09:20:49-07:00,,,20260906-092202-csv-fb22d95c,489988a499cc81a74f2eca2b56e162a0a352bd5358b39920e3a16ae5803b0223
ChIJHWUWJQqZ4jARAtfHR_Zqabs,hotels,Hotels.com,Hotels.com,否,7754610,upstream_adapter:expedia_family,,,https://www.hotels.com/Hotel-Search?selected=7754610&startDate=2026-09-23&endDate=2026-09-24&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.7754610.20260923.20260924.DDT.19.CID..AUDID.&adults=2&children=&mctc=10&mpf=52.98&mpg=USD&mpl=USD&mpj=7.97&mpr=4.50&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd=GGMETA.7754610USen-20260923-D-ABW=19-camp=-aud=-N&rateplanid=203005902&mpm=24&mpn=200618473&mpo=EC&mpp=1&locale=en_US&siteid=300000001,https://www.hotels.com/Hotel-Search?selected=7754610&startDate=2026-09-23&endDate=2026-09-24&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.7754610.20260923.20260924.DDT.19.CID..AUDID.&adults=2&children=&mctc=10&mpf=52.98&mpg=USD&mpl=USD&mpj=7.97&mpr=4.50&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd=GGMETA.7754610USen-20260923-D-ABW=19-camp=-aud=-N&rateplanid=203005902&mpm=24&mpn=200618473&mpo=EC&mpp=1&locale=en_US&siteid=300000001,https://www.hotels.com/Hotel-Search?selected=7754610&startDate={checkin}&endDate={checkout}&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.7754610.20260923.20260924.DDT.19.CID..AUDID.&adults=2&children=&mctc=10&mpf=52.98&mpg=USD&mpl=USD&mpj=7.97&mpr=4.50&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd%3DGGMETA.7754610USen-20260923-D-ABW%3D19-camp%3D-aud%3D-N&rateplanid=203005902&mpm=24&mpn=200618473&mpo=EC&mpp=1&locale=en_US&siteid=300000001,redirect,B,L1,,,,,,,,,,通过,待确认,待核验,T0,待浏览器解析,2026-09-06T09:20:49-07:00,,,20260906-092202-csv-fb22d95c,d1d5b9dd563ce995af59320293a3cab93344d9c2b5a616356b8c4ccb461ffbf6
ChIJHWUWJQqZ4jARAtfHR_Zqabs,hotelscombined,Hotelscombined.com,Hotelscombined.com,否,504156,upstream_adapter:hotelscombined,,,https://www.hotelscombined.com/semi/ha/hotel_ads/504156/en.html?utm_source=google&utm_medium=cpc&utm_term=504156&adType=0&utm_content=mapresults&utm_campaign=HotelAds&ci=2026-09-23&co=2026-09-24&gs=mapresults&l=1&pc=USD&rid=&pdtax=6.02&pdtotal=40.02&rpid=&uc=US&ucuc=USD&d=desktop&lc=en&v=false&rrid=QUdPREFIUEE&k_pc=~QUdPREFIUEE&k_rt=&k_sid=usHEAZkPFd&k_kct=1788488367&k_gct=1788488947&g=2&r=1&ac=2&k_cc=us&dt=default&cmpid=&cmptrack=,https://www.hotelscombined.com/semi/ha/hotel_ads/504156/en.html?utm_source=google&utm_medium=cpc&utm_term=504156&adType=0&utm_content=mapresults&utm_campaign=HotelAds&ci=2026-09-23&co=2026-09-24&gs=mapresults&l=1&pc=USD&rid=&pdtax=6.02&pdtotal=40.02&rpid=&uc=US&ucuc=USD&d=desktop&lc=en&v=false&rrid=QUdPREFIUEE&k_pc=~QUdPREFIUEE&k_rt=&k_sid=usHEAZkPFd&k_kct=1788488367&k_gct=1788488947&g=2&r=1&ac=2&k_cc=us&dt=default&cmpid=&cmptrack=,https://www.hotelscombined.com/semi/ha/hotel_ads/504156/en.html?utm_source=google&utm_medium=cpc&utm_term=504156&adType=0&utm_content=mapresults&utm_campaign=HotelAds&ci={checkin}&co={checkout}&gs=mapresults&l=1&pc=USD&rid=&pdtax=6.02&pdtotal=40.02&rpid=&uc=US&ucuc=USD&d=desktop&lc=en&v=false&rrid=QUdPREFIUEE&k_pc=~QUdPREFIUEE&k_rt=&k_sid=usHEAZkPFd&k_kct=1788488367&k_gct=1788488947&g=2&r=1&ac=2&k_cc=us&dt=default&cmpid=&cmptrack=,direct,A,L2,,,,,,,,,,通过,待确认,待核验,T0,待浏览器解析,2026-09-06T09:20:49-07:00,,,20260906-092202-csv-fb22d95c,db17d2b554c96f755d9657b853975fc2f6504bc5127e4e623c023b392aeb105f
ChIJHWUWJQqZ4jARAtfHR_Zqabs,hutchgo,hutchgo (Hutchison Travel Limited),hutchgo (Hutchison Travel Limited),否,1200363,upstream_adapter:hutchgo,,,https://www.hutchgo.com/affiliate/r.aspx?region=CA&lang_id=1&product=RH&currency=USD&check_in=23/09/2026&check_out=24/09/2026&affiliate_id=210034&banner_id=860018&u_id=&room=2_0_0&searchtype=HOTEL-PROPERTY&code=1200363&tid=a3b185b0-4055-46af-acd6-85e2edf27064,https://www.hutchgo.com/affiliate/r.aspx?region=CA&lang_id=1&product=RH&currency=USD&check_in=23/09/2026&check_out=24/09/2026&affiliate_id=210034&banner_id=860018&u_id=&room=2_0_0&searchtype=HOTEL-PROPERTY&code=1200363&tid=a3b185b0-4055-46af-acd6-85e2edf27064,https://www.hutchgo.com/affiliate/r.aspx?region=CA&lang_id=1&product=RH&currency=USD&check_in={checkin_ddmmyyyy}&check_out={checkout_ddmmyyyy}&affiliate_id=210034&banner_id=860018&u_id=&room=2_0_0&searchtype=HOTEL-PROPERTY&code=1200363&tid=a3b185b0-4055-46af-acd6-85e2edf27064,redirect,C,L0,,,,,,,,,,通过,待确认,待核验,T0,待浏览器解析,2026-09-06T09:20:49-07:00,,,20260906-092202-csv-fb22d95c,a1264a001978081f24f470cd9c931287fb870411b837f021eda59bba72e28417
ChIJHWUWJQqZ4jARAtfHR_Zqabs,kayak,KAYAK.com,KAYAK.com,否,504156,upstream_adapter:kayak_family,,,https://www.kayak.com/semi/ha/hotel_ads/504156/en.html?utm_source=google&utm_medium=cpc&utm_term=504156&adType=0&utm_content=mapresults&utm_campaign=HotelAds&ci=2026-09-23&co=2026-09-24&gs=mapresults&l=1&pc=USD&rid=&pdtax=6.02&pdtotal=40.02&rpid=&uc=US&ucuc=USD&d=desktop&lc=en&v=false&rrid=QUdPREFIUEE&k_pc=~QUdPREFIUEE&k_rt=&k_sid=1sAkL-O0R0&k_kct=1788488367&k_gct=1788488993&g=2&r=1&ac=2&k_cc=us&dt=default&cmpid=&cmptrack=,https://www.kayak.com/semi/ha/hotel_ads/504156/en.html?utm_source=google&utm_medium=cpc&utm_term=504156&adType=0&utm_content=mapresults&utm_campaign=HotelAds&ci=2026-09-23&co=2026-09-24&gs=mapresults&l=1&pc=USD&rid=&pdtax=6.02&pdtotal=40.02&rpid=&uc=US&ucuc=USD&d=desktop&lc=en&v=false&rrid=QUdPREFIUEE&k_pc=~QUdPREFIUEE&k_rt=&k_sid=1sAkL-O0R0&k_kct=1788488367&k_gct=1788488993&g=2&r=1&ac=2&k_cc=us&dt=default&cmpid=&cmptrack=,https://www.kayak.com/semi/ha/hotel_ads/504156/en.html?utm_source=google&utm_medium=cpc&utm_term=504156&adType=0&utm_content=mapresults&utm_campaign=HotelAds&ci={checkin}&co={checkout}&gs=mapresults&l=1&pc=USD&rid=&pdtax=6.02&pdtotal=40.02&rpid=&uc=US&ucuc=USD&d=desktop&lc=en&v=false&rrid=QUdPREFIUEE&k_pc=~QUdPREFIUEE&k_rt=&k_sid=1sAkL-O0R0&k_kct=1788488367&k_gct=1788488993&g=2&r=1&ac=2&k_cc=us&dt=default&cmpid=&cmptrack=,direct,A,L2,,,,,,,,,,通过,待确认,待核验,T0,待浏览器解析,2026-09-06T09:20:49-07:00,,,20260906-092202-csv-fb22d95c,0a4e54da4ae03cc83a824732e6c5d6a63d6d1e89287a4e2fda7feb5f72f49cd3
ChIJHWUWJQqZ4jARAtfHR_Zqabs,klook,klook,klook,否,485665,upstream_adapter:klook,,,https://api.klktech.com/v1/meta/hotels/detail/485665/?hotelid=485665&check_in=2026-09-23&check_out=2026-09-24&aid=27815&campaignid=&adult_num=2&lead_time=19&child_num=0&childages=&room_num=1&google_site=mapresults&length_of_stay=1&partner_currency=USD&click_type=hotel&click_price_total=52.98&price_tax=7.97&rate_key_redacted=1&user_country=US&click_currency=USD&_currency=USD&device=desktop&partner_hotelid=485665&language=en&audience_list=&verification=false&booking_source=cpc&isPromoted=0&utm_source=MSE&utm_medium=Google&utm_campaign=27815&utm_term=485665&utm_content=USD&isAdClick=0&prid=Foreign-Other&arrival_fees=0.000&mse_trace_id=YmMyZGRjZjE6MTowOjI6MDoxOjI2NToyNjY6VFc&price_total=USD-52.980&price_type=foreign_desktop&klc_l1=MSE&klc_l2=Google&age=&mse_search_token=YmMyZGRjZjE6MTowOjI6MDoxOjI2NToyNjY6VFc&lowest=true&price_fees=0.00,https://api.klktech.com/v1/meta/hotels/detail/485665/?hotelid=485665&check_in=2026-09-23&check_out=2026-09-24&aid=27815&campaignid=&adult_num=2&lead_time=19&child_num=0&childages=&room_num=1&google_site=mapresults&length_of_stay=1&partner_currency=USD&click_type=hotel&click_price_total=52.98&price_tax=7.97&rate_key_redacted=1&user_country=US&click_currency=USD&_currency=USD&device=desktop&partner_hotelid=485665&language=en&audience_list=&verification=false&booking_source=cpc&isPromoted=0&utm_source=MSE&utm_medium=Google&utm_campaign=27815&utm_term=485665&utm_content=USD&isAdClick=0&prid=Foreign-Other&arrival_fees=0.000&mse_trace_id=YmMyZGRjZjE6MTowOjI6MDoxOjI2NToyNjY6VFc&price_total=USD-52.980&price_type=foreign_desktop&klc_l1=MSE&klc_l2=Google&age=&mse_search_token=YmMyZGRjZjE6MTowOjI6MDoxOjI2NToyNjY6VFc&lowest=true&price_fees=0.00,https://api.klktech.com/v1/meta/hotels/detail/485665/?hotelid=485665&check_in={checkin}&check_out={checkout}&aid=27815&campaignid=&adult_num=2&lead_time=19&child_num=0&childages=&room_num=1&google_site=mapresults&length_of_stay=1&partner_currency=USD&click_type=hotel&click_price_total=52.98&price_tax=7.97&rate_key_redacted=1&user_country=US&click_currency=USD&_currency=USD&device=desktop&partner_hotelid=485665&language=en&audience_list=&verification=false&booking_source=cpc&isPromoted=0&utm_source=MSE&utm_medium=Google&utm_campaign=27815&utm_term=485665&utm_content=USD&isAdClick=0&prid=Foreign-Other&arrival_fees=0.000&mse_trace_id=YmMyZGRjZjE6MTowOjI6MDoxOjI2NToyNjY6VFc&price_total=USD-52.980&price_type=foreign_desktop&klc_l1=MSE&klc_l2=Google&age=&mse_search_token=YmMyZGRjZjE6MTowOjI6MDoxOjI2NToyNjY6VFc&lowest=true&price_fees=0.00,direct,A,L2,,,,,,,,,,通过,待确认,待核验,T0,待浏览器解析,2026-09-06T09:20:49-07:00,,,20260906-092202-csv-fb22d95c,097147059ce2544d8e5a68935b95041bd9de27a048ed2e4e27fa4d896be696d5
