采集任务ID,酒店ID,酒店名称,热度等级,标准平台ID,平台名称,原始平台名称,是否官网,平台酒店ID,详情URL模板,入住日期,离店日期,间夜数,成人数,儿童数,房间数,币种,POS,语言,采集通道,采集优先级,刷新周期小时,模板口径状态,模板口径问题,任务状态,不可执行原因,生成批次ID,任务哈希
task_5794fad4b28ace27ef218af8,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,hotels,Hotels.com,Hotels.com,否,7811824,https://www.hotels.com/Hotel-Search?selected=7811824&startDate={checkin}&endDate={checkout}&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.7811824.20261004.20261005.DDT.31.CID..AUDID.&adults=2&children=&mctc=10&mpf=40.72&mpg=USD&mpl=USD&mpj=7.25&mpr=4.09&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd%3DGGMETA.7811824USen-20261004-D-ABW%3D31-camp%3D-aud%3D-N&rateplanid=395799802&mpm=24&mpn=200659843&mpo=EC&mpp=1&locale=en_US&siteid=300000001,2026-09-13,2026-09-14,1,2,0,1,THB,TH,en,precision,first,6,待适配,URL模板缺少可规范化的币种参数；URL模板缺少可规范化的POS参数,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260906-092202-csv-fb22d95c,5794fad4b28ace27ef218af8104ca3ede0897484db64e5570d1d0f9921baac5b
task_7d29a88bcdba54b65a40a33c,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,hotels,Hotels.com,Hotels.com,否,7811824,https://www.hotels.com/Hotel-Search?selected=7811824&startDate={checkin}&endDate={checkout}&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.7811824.20261004.20261005.DDT.31.CID..AUDID.&adults=2&children=&mctc=10&mpf=40.72&mpg=USD&mpl=USD&mpj=7.25&mpr=4.09&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd%3DGGMETA.7811824USen-20261004-D-ABW%3D31-camp%3D-aud%3D-N&rateplanid=395799802&mpm=24&mpn=200659843&mpo=EC&mpp=1&locale=en_US&siteid=300000001,2026-09-20,2026-09-21,1,2,0,1,THB,TH,en,precision,first,6,待适配,URL模板缺少可规范化的币种参数；URL模板缺少可规范化的POS参数,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260906-092202-csv-fb22d95c,7d29a88bcdba54b65a40a33c4f6f067c8cff648f7fc9713ec4d6e6a6b35f1ac7
task_7423890c5f634c63063d4256,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,hotels,Hotels.com,Hotels.com,否,7811824,https://www.hotels.com/Hotel-Search?selected=7811824&startDate={checkin}&endDate={checkout}&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.7811824.20261004.20261005.DDT.31.CID..AUDID.&adults=2&children=&mctc=10&mpf=40.72&mpg=USD&mpl=USD&mpj=7.25&mpr=4.09&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd%3DGGMETA.7811824USen-20261004-D-ABW%3D31-camp%3D-aud%3D-N&rateplanid=395799802&mpm=24&mpn=200659843&mpo=EC&mpp=1&locale=en_US&siteid=300000001,2026-09-27,2026-09-28,1,2,0,1,THB,TH,en,precision,first,6,待适配,URL模板缺少可规范化的币种参数；URL模板缺少可规范化的POS参数,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260906-092202-csv-fb22d95c,7423890c5f634c63063d4256e5251f41938e338cd41b9c3404346d8c3c1d20b9
task_c057473a8650fc7c58fa0a2f,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,hotels,Hotels.com,Hotels.com,否,7811824,https://www.hotels.com/Hotel-Search?selected=7811824&startDate={checkin}&endDate={checkout}&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.7811824.20261004.20261005.DDT.31.CID..AUDID.&adults=2&children=&mctc=10&mpf=40.72&mpg=USD&mpl=USD&mpj=7.25&mpr=4.09&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd%3DGGMETA.7811824USen-20261004-D-ABW%3D31-camp%3D-aud%3D-N&rateplanid=395799802&mpm=24&mpn=200659843&mpo=EC&mpp=1&locale=en_US&siteid=300000001,2026-10-06,2026-10-07,1,2,0,1,THB,TH,en,precision,first,6,待适配,URL模板缺少可规范化的币种参数；URL模板缺少可规范化的POS参数,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260906-092202-csv-fb22d95c,c057473a8650fc7c58fa0a2f8589ac7a3eb0d7d2fa917dd5b83492281dc13330
task_8a9d2426ef5e148a08996ee7,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,hotels,Hotels.com,Hotels.com,否,7811824,https://www.hotels.com/Hotel-Search?selected=7811824&startDate={checkin}&endDate={checkout}&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.7811824.20261004.20261005.DDT.31.CID..AUDID.&adults=2&children=&mctc=10&mpf=40.72&mpg=USD&mpl=USD&mpj=7.25&mpr=4.09&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd%3DGGMETA.7811824USen-20261004-D-ABW%3D31-camp%3D-aud%3D-N&rateplanid=395799802&mpm=24&mpn=200659843&mpo=EC&mpp=1&locale=en_US&siteid=300000001,2026-10-21,2026-10-22,1,2,0,1,THB,TH,en,precision,first,6,待适配,URL模板缺少可规范化的币种参数；URL模板缺少可规范化的POS参数,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260906-092202-csv-fb22d95c,8a9d2426ef5e148a08996ee7c497caa2a906f1b1a6a4f57eac9c46879e851d90
task_3e03592e84c0e63ac2d0d7b2,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,hotels,Hotels.com,Hotels.com,否,7811824,https://www.hotels.com/Hotel-Search?selected=7811824&startDate={checkin}&endDate={checkout}&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.7811824.20261004.20261005.DDT.31.CID..AUDID.&adults=2&children=&mctc=10&mpf=40.72&mpg=USD&mpl=USD&mpj=7.25&mpr=4.09&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd%3DGGMETA.7811824USen-20261004-D-ABW%3D31-camp%3D-aud%3D-N&rateplanid=395799802&mpm=24&mpn=200659843&mpo=EC&mpp=1&locale=en_US&siteid=300000001,2026-11-05,2026-11-06,1,2,0,1,THB,TH,en,precision,first,6,待适配,URL模板缺少可规范化的币种参数；URL模板缺少可规范化的POS参数,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260906-092202-csv-fb22d95c,3e03592e84c0e63ac2d0d7b20b62289b9aa78ad14052a54f65f19a4c503fc50b
task_ae234e6caca4ffeb7da0857d,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,booking,Booking.com,Booking.com,否,778437,https://www.booking.com/searchresults.en.html?dest_id=778437&highlighted_hotels=778437&dest_type=hotel&checkin={checkin}&checkout={checkout}&group_adults=2&req_adults=2&show_room=&lang=en&selected_currency=USD&exrt=0.03031406&ext_price_total=53.85&ext_price_tax=8.10&xfc=THB&hca=m&group_children=0&req_children=0&no_rooms=1&ts=1788423705&edgtid=wqo_acRQSACz9c9rFcee9Q&efpc=F3a1Chd2tQp2&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-778437&utm_content=dev-desktop_los-1_bw-31_dow-Sunday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-10_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261004_ppt-&aid=2127489&label=metagha-link-MRUS-hotel-778437_dev-desktop_los-1_bw-31_dow-Sunday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-10_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261004_ppt-,2026-09-07,2026-09-08,1,2,0,1,THB,TH,en,precision,first,6,待适配,"URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:aid,edgtid,efpc,label,ts,utm_campaign,utm_content,utm_medium,utm_source,utm_term",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260906-092202-csv-fb22d95c,ae234e6caca4ffeb7da0857d4c05bb92a4bb22f8822bdcc32dbed9b9307ad1a5
task_29da33cee34009c0f4566ca5,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,booking,Booking.com,Booking.com,否,778437,https://www.booking.com/searchresults.en.html?dest_id=778437&highlighted_hotels=778437&dest_type=hotel&checkin={checkin}&checkout={checkout}&group_adults=2&req_adults=2&show_room=&lang=en&selected_currency=USD&exrt=0.03031406&ext_price_total=53.85&ext_price_tax=8.10&xfc=THB&hca=m&group_children=0&req_children=0&no_rooms=1&ts=1788423705&edgtid=wqo_acRQSACz9c9rFcee9Q&efpc=F3a1Chd2tQp2&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-778437&utm_content=dev-desktop_los-1_bw-31_dow-Sunday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-10_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261004_ppt-&aid=2127489&label=metagha-link-MRUS-hotel-778437_dev-desktop_los-1_bw-31_dow-Sunday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-10_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261004_ppt-,2026-09-09,2026-09-10,1,2,0,1,THB,TH,en,precision,first,6,待适配,"URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:aid,edgtid,efpc,label,ts,utm_campaign,utm_content,utm_medium,utm_source,utm_term",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260906-092202-csv-fb22d95c,29da33cee34009c0f4566ca5b6b0d863b791ff37cfaf0bd2ab1d84a08cc9af94
task_41d507cef81a5090d79f13bf,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,booking,Booking.com,Booking.com,否,778437,https://www.booking.com/searchresults.en.html?dest_id=778437&highlighted_hotels=778437&dest_type=hotel&checkin={checkin}&checkout={checkout}&group_adults=2&req_adults=2&show_room=&lang=en&selected_currency=USD&exrt=0.03031406&ext_price_total=53.85&ext_price_tax=8.10&xfc=THB&hca=m&group_children=0&req_children=0&no_rooms=1&ts=1788423705&edgtid=wqo_acRQSACz9c9rFcee9Q&efpc=F3a1Chd2tQp2&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-778437&utm_content=dev-desktop_los-1_bw-31_dow-Sunday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-10_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261004_ppt-&aid=2127489&label=metagha-link-MRUS-hotel-778437_dev-desktop_los-1_bw-31_dow-Sunday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-10_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261004_ppt-,2026-09-13,2026-09-14,1,2,0,1,THB,TH,en,precision,first,6,待适配,"URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:aid,edgtid,efpc,label,ts,utm_campaign,utm_content,utm_medium,utm_source,utm_term",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260906-092202-csv-fb22d95c,41d507cef81a5090d79f13bf38a68a1b9cc2f055c854d741659d8302cb1d34cc
task_634706b438f98f174c4580db,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,booking,Booking.com,Booking.com,否,778437,https://www.booking.com/searchresults.en.html?dest_id=778437&highlighted_hotels=778437&dest_type=hotel&checkin={checkin}&checkout={checkout}&group_adults=2&req_adults=2&show_room=&lang=en&selected_currency=USD&exrt=0.03031406&ext_price_total=53.85&ext_price_tax=8.10&xfc=THB&hca=m&group_children=0&req_children=0&no_rooms=1&ts=1788423705&edgtid=wqo_acRQSACz9c9rFcee9Q&efpc=F3a1Chd2tQp2&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-778437&utm_content=dev-desktop_los-1_bw-31_dow-Sunday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-10_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261004_ppt-&aid=2127489&label=metagha-link-MRUS-hotel-778437_dev-desktop_los-1_bw-31_dow-Sunday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-10_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261004_ppt-,2026-09-20,2026-09-21,1,2,0,1,THB,TH,en,precision,first,6,待适配,"URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:aid,edgtid,efpc,label,ts,utm_campaign,utm_content,utm_medium,utm_source,utm_term",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260906-092202-csv-fb22d95c,634706b438f98f174c4580db838e6b4649e0b2f4a3f35bdb9181ed52298b7783
