id,name,shortDesc,description,type,facilityClassCode,facilityClassName,detailType,amapPoiId,amapType,amapTypecode,province,city,district,adcode,address,telephone,website,openingHours,sourceUrl,qualityStatus,qualityNotes,rating,averageCost,tags,locatedInAdminArea,latitude,longitude,coordinateSystem,h3Index,h3IndexCoarse,geoPrecision,visitorDemandScenarios,ugcPoiSubtype,ugcLocationDescription,externalMapName,directMentionCount,identityStatus,identityResolutionMethod,possibleSameAs,sourceId,fieldSources,fieldUpdatedAt,batchId,externalIds,lastVerifiedAt,verifiedBy,dataQuality,contentHash,createdAt,updatedAt,lastSeenAt,referencedBy,archivedAt,archiveReason
transitfacility_amap_B0G0BL3V8M,观山湖区会展城第一中学停车场,,,停车场,,,,B0G0BL3V8M,交通设施服务;停车场;专用停车场,150905,贵州省,贵阳市,观山湖区,520115,长岭北路97号,,,24小时营业,,,,,,,admin_520115,26.638253,106.647071,GCJ02,89400c0d877ffff,87400c0d8ffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""openingHours:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""openingHours:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0G0BL3V8M""]",,,needs_review,74a000243c5f94b76b6f19340def6f34c2d0cd100b4f3a624d7e7775728466c4,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0G0BR4XMY,盘江集团总部大楼停车场,,,停车场,,,,B0G0BR4XMY,交通设施服务;停车场;公共停车场,150904,贵州省,贵阳市,观山湖区,520115,龙滩坝路与龙海路交叉口东南140米,,,,,,,,,,admin_520115,26.646837,106.614486,GCJ02,89400c766cfffff,87400c766ffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0G0BR4XMY""]",,,needs_review,c147c313dd90e172406d5e93bd0fbd0c31e1de49967de6a3ccc40d5c64b23245,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0G0BZ115D,y+公寓停车场,,,停车场,,,,B0G0BZ115D,交通设施服务;停车场;专用停车场,150905,贵州省,贵阳市,观山湖区,520115,景怡东苑3组团3-2号4单元1层1号观山湖区Y公寓,,,,,,,,,,admin_520115,26.655947,106.580439,GCJ02,89400c763d3ffff,87400c763ffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0G0BZ115D""]",,,needs_review,af60f7b69198290384774e9e1038c4e91b52eaff9fb0fe84e8188150f5ac8a20,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0G0HNE3KF,X100-路侧停车位,,,停车场,,,,B0G0HNE3KF,交通设施服务;停车场;停车场相关,150900,贵州省,贵阳市,花溪区,520111,长凌路与100县道交叉口西南100米,,,,,,,,,,admin_520111,26.404499,106.74778,GCJ02,89400c02d63ffff,87400c02dffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0G0HNE3KF""]",,,needs_review,1257134cfce83fa5b4886386d69c0b7b35526929ad8bb0f7a7fda16c624abae8,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0G0LOKNS0,X102-路侧停车位,,,停车场,,,,B0G0LOKNS0,交通设施服务;停车场;停车场相关,150900,贵州省,贵阳市,花溪区,520111,X102附近,,,,,,,,,,admin_520111,26.412603,106.746306,GCJ02,89400c029dbffff,87400c028ffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0G0LOKNS0""]",,,needs_review,bea3fee773cad5d5273f1c4ca8182fe984decf1d929761082ceac44b1a61359d,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0G0MUNH5U,炫风停车场,,,停车场,,,,B0G0MUNH5U,交通设施服务;停车场;停车场相关,150900,贵州省,贵阳市,修文县,520123,扎佐镇学院路38号,13985583458,,24小时营业,,,,,,,admin_520123,26.859084,106.719189,GCJ02,89400c78c27ffff,87400c78cffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""telephone:src_amap_spatial"",""openingHours:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""telephone:2026-08-26"",""openingHours:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0G0MUNH5U""]",,,needs_review,01f051cce647f4ef539cb65818b9e26340040858105fed7eca6fd2c37bde0534,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0G0N7WZ0M,停车场,,,停车场,,,,B0G0N7WZ0M,交通设施服务;停车场;公共停车场,150904,贵州省,贵阳市,云岩区,520103,下坝路西侧,,,,,,,,,,admin_520103,26.55214,106.659095,GCJ02,89400c0c5a7ffff,87400c0c5ffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0G0N7WZ0M""]",,,needs_review,5808c59f61e54f6fb636bdbede26256f26bdd99ab6dcdeb158c7b2e61c04c71e,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0G0O5V42O,改毛小区停车场,,,停车场,,,,B0G0O5V42O,交通设施服务;停车场;停车场相关,150900,贵州省,贵阳市,花溪区,520111,贵州科技学校(100县道东),,,,,,,,,,admin_520111,26.445625,106.747721,GCJ02,89400c00c87ffff,87400c00cffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0G0O5V42O""]",,,needs_review,21a86450880ea107214b591b3f9e5cfabbd7f28a48f40571c09535da48f45089,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0G0O5VYC7,梵华里停车场,,,停车场,,,,B0G0O5VYC7,交通设施服务;停车场;公共停车场,150904,贵州省,贵阳市,白云区,520113,吉源海立方环游城南(诚信北路东),,,,,,,,,,admin_520113,26.667827,106.618831,GCJ02,89400c7751bffff,87400c775ffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0G0O5VYC7""]",,,needs_review,7b67197437adf677fac241b4a68ee9fc2f34836caaf68bf3da6cb71dba8e2bf7,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0G0O7UXM5,时代家园停车场,,,停车场,,,,B0G0O7UXM5,交通设施服务;停车场;停车场相关,150900,贵州省,贵阳市,花溪区,520111,时代家园(乌江路南),,,,,,,,,,admin_520111,26.485538,106.701558,GCJ02,89400c056cbffff,87400c056ffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0G0O7UXM5""]",,,needs_review,40dde3b69f02f1a846952aa952566fb0ccf4e165bbc62d3bbf816cd5b2658301,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0G0RGCBRL,甲秀南路-路侧停车位,,,停车场,,,,B0G0RGCBRL,交通设施服务;停车场;停车场相关,150900,贵州省,贵阳市,花溪区,520111,甲秀南路附近,,,,,,,,,,admin_520111,26.439814,106.665757,GCJ02,89400c073afffff,87400c073ffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0G0RGCBRL""]",,,needs_review,d9565c892b78d18eeea889a716fecf102df7f32ee855f922180ff295ff5eecdf,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0G0SX4AE9,人民南路-路侧停车位,,,停车场,,,,B0G0SX4AE9,交通设施服务;停车场;停车场相关,150900,贵州省,贵阳市,修文县,520123,人民南路与虎山路交叉口南60米,,,,,,,,,,admin_520123,26.834149,106.595244,GCJ02,89400c601c3ffff,87400c601ffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0G0SX4AE9""]",,,needs_review,a0c1b1833b55555c073848bdc9cfbac9e1c2d42bc5b6fb29734fea5911f65f46,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0G0VGI7KE,环城北路-路侧停车位,,,停车场,,,,B0G0VGI7KE,交通设施服务;停车场;停车场相关,150900,贵州省,贵阳市,开阳县,520121,环城北路附近,,,,,,,,,,admin_520121,27.062186,106.964018,GCJ02,89400eb1dbbffff,87400eb1dffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0G0VGI7KE""]",,,needs_review,2d85c53863e7d86b5e07ce953b04cf5972cc4874704dd296d64d6c35a3d7b150,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0G0XDZQY1,六广河服务区货车停车场,,,停车场,,,,B0G0XDZQY1,交通设施服务;停车场;停车场相关,150900,贵州省,贵阳市,修文县,520123,江都高速,,,,,,,,,,admin_520123,27.080038,106.416221,GCJ02,894008d7307ffff,874008d73ffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0G0XDZQY1""]",,,needs_review,40f1fdaa1a8f9b6f6a7e78ba007a664474f1d8f1e3679d4c1f91764936d1550a,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0G13H17OB,清兰阆苑足浴停车场,,,停车场,,,,B0G13H17OB,交通设施服务;停车场;公共停车场,150904,贵州省,贵阳市,花溪区,520111,孟关大道辅路与大华路交叉口北200米,,,,,,,,,,admin_520111,26.406343,106.744803,GCJ02,89400c02d6fffff,87400c02dffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0G13H17OB""]",,,needs_review,c7fc685a26a0e90e8d3daf1e1fd4fbfbba6e40cdada0b39c0016704afb412238,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0G14XGDZZ,停车场(天河潭大道),,,停车场,,,,B0G14XGDZZ,交通设施服务;停车场;公共停车场,150904,贵州省,贵阳市,花溪区,520111,金溪路69号龙湖·景粼天著,,,,,,,,,,admin_520111,26.478544,106.655429,GCJ02,89400c05037ffff,87400c050ffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0G14XGDZZ""]",,,needs_review,5af4910b2ff47b94958a5544c6dbbb451504c3d0c8a12578b169745c6e028e0e,2026-08-26,2026-08-26,2026-08-26,0,,
