id,alias,normalizedAlias,targetType,targetId,resolveMode,geocodeLat,geocodeLng,targetCell,targetCellR9,cellComputedAt,adminScope,priority,mentionCount,aliasSource,status,sourceId,externalIds,batchId,dataQuality,createdAt,updatedAt,lastSeenAt,contentHash
alias_efd3e0e3-10d2-4a38-a5a6-f148393c07fb,0851香辣虾(浪兴美食城店),0851香辣虾,FoodAndBeverage,food_dea71d88-7a5e-45dc-b049-8e768870171f,点半径,,,88400c09d3fffff,89400c09d27ffff,2026-09-16,admin_520112,70,,平台别名,启用,src_amap,"[""alias:0851香辣虾(浪兴美食城店):FoodAndBeverage:food_dea71d88-7a5e-45dc-b049-8e768870171f""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,1840959cd349c28a0d0e28b5caa021307410636ddd57ea9271c0498f663e3cd4
alias_c8b90572-20b5-42e6-9d68-d5348431a291,0857烙锅-老贵阳烤鸡,0857烙锅-老贵阳烤鸡,FoodAndBeverage,food_1b32afe6-182f-4b46-b033-357ef89c39dd,点半径,,,88400c3101fffff,89400c3101bffff,2026-09-16,admin_520111,70,,平台别名,启用,src_amap,"[""alias:0857烙锅-老贵阳烤鸡:FoodAndBeverage:food_1b32afe6-182f-4b46-b033-357ef89c39dd""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,d260c50b57888e592ef29697477d358be6d9b0a891add584dadf24fe19a6f37f
pa_9d61b92673ef,0八三,0八三,TransitStop,transitstop_bus_c9e04fcb2e1156de8dcb,点半径,,,88400c7249fffff,89400c7249bffff,2026-09-16,admin_520112,60,,官方名,启用,src_grid_derive,"[""alias:0八三:TransitStop:transitstop_bus_c9e04fcb2e1156de8dcb""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,4832375f127e408e65efd90131b1355e448eec56ea9a2775cf4b1519b11e0156
pa_b4cfb3c46a6f,0八三,0八三,TransitStop,transitstop_bus_7c81435f97a11842652a,点半径,,,88400c7249fffff,89400c7249bffff,2026-09-16,admin_520112,60,,官方名,启用,src_grid_derive,"[""alias:0八三:TransitStop:transitstop_bus_7c81435f97a11842652a""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,f2146d4babf6ca1308ff142d6b0da94cfaee606dc7939d344c7816222c8985e2
pa_1cbf70be127b,0八三厂,0八三厂,TransitStop,transitstop_bus_e885ec962c532e246405,点半径,,,88400c7249fffff,89400c7249bffff,2026-09-16,admin_520112,60,,官方名,启用,src_grid_derive,"[""alias:0八三厂:TransitStop:transitstop_bus_e885ec962c532e246405""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,adbd773a5812018950b1cf545ee30ae9e0bdf2c3c3eaac86c22e134fdca089d1
alias_4fed7ce8-54e9-43e5-be02-1cf83875ac46,1+1COFFEE(文昌北路店),1+1COFFEE,FoodAndBeverage,food_982222ee-5c3b-41f6-b0a7-abde42ddd2cf,点半径,,,88400c0f3bfffff,89400c0f3a3ffff,2026-09-16,admin_520103,70,,平台别名,启用,src_amap,"[""alias:1+1COFFEE(文昌北路店):FoodAndBeverage:food_982222ee-5c3b-41f6-b0a7-abde42ddd2cf""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,b1de9ef86bcb0ea5b080617571329a29a8631133845c834e99c3a375c1409c2e
pa_97196514589e,106县道口(公交站),106县道口,TransitFacility,transitfacility_amap_BV11671635,点半径,,,88400c029dfffff,89400c029c7ffff,2026-09-16,admin_520111,65,,官方名,启用,src_grid_derive,"[""alias:106县道口(公交站):TransitFacility:transitfacility_amap_BV11671635""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,8c97bd3b9ec52a0991d6b133021190628cde2644e0b87b9bda5c2706740f0075
alias_71a5741c-1b94-426a-a4c5-b78d48f78b73,108味卤坊,108味卤坊,FoodAndBeverage,food_80ad081d-1f62-4e02-813e-e586785b9f58,点半径,,,88400c089bfffff,89400c089b7ffff,2026-09-16,admin_520103,70,,平台别名,启用,src_amap,"[""alias:108味卤坊:FoodAndBeverage:food_80ad081d-1f62-4e02-813e-e586785b9f58""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,f03702dcc186fe2e919fad6715b04f0621f64485f21379b01950f9dfc1d25f36
alias_33df50b8-d78e-494c-aff8-903ae1cf0c4f,1112熟食店,1112熟食店,FoodAndBeverage,food_42743466-e1cd-4baf-8754-8c3da0749c29,点半径,,,88400c0f3dfffff,89400c0f3d3ffff,2026-09-16,admin_520103,70,,平台别名,启用,src_amap,"[""alias:1112熟食店:FoodAndBeverage:food_42743466-e1cd-4baf-8754-8c3da0749c29""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,cc22d721c8c68364bfedeff6fdeb3368dcbfd5d356ee7f8793e115f94ba1fddf
pa_7691f5f24803,113地质队(公交站),113地质队,TransitFacility,transitfacility_amap_BV09457058,点半径,,,88400c3949fffff,89400c3948bffff,2026-09-16,admin_520115,65,,官方名,启用,src_grid_derive,"[""alias:113地质队(公交站):TransitFacility:transitfacility_amap_BV09457058""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,e60f8dc40f585cd22dedae450aa5bf29cbb64179bddb4f82577d7623ac9d7e36
pa_fe741ee8e850,114县道-道路停车位,114县道-道路停车位,TransitFacility,transitfacility_amap_B0FFGAPMV5,点半径,,,88400c0c93fffff,89400c0c937ffff,2026-09-16,admin_520115,65,,官方名,启用,src_grid_derive,"[""alias:114县道-道路停车位:TransitFacility:transitfacility_amap_B0FFGAPMV5""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,ae9d313720cc0932912c2c2eed47001325b120a304b898bd86cc52969be86595
pa_f1d06ad8b719,117地质队(公交站),117地质队,TransitFacility,transitfacility_amap_BV10285062,点半径,,,88400c08bdfffff,89400c08bcfffff,2026-09-16,admin_520112,65,,官方名,启用,src_grid_derive,"[""alias:117地质队(公交站):TransitFacility:transitfacility_amap_BV10285062""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,310f30b44eae96626d668ef2739496a1e3fba09934d4eedbb3a873dce2b45efe
pa_5606900304c8,117地质队,117地质队,TransitStop,transitstop_bus_391797482a886f4fe5a8,点半径,,,88400c08bdfffff,89400c08bcfffff,2026-09-16,admin_520112,60,,官方名,启用,src_grid_derive,"[""alias:117地质队:TransitStop:transitstop_bus_391797482a886f4fe5a8""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,659b51a8549252607e728656d86ab687e054925242c31841af25f9ffb35e588c
pa_ea8881b80730,117地质队,117地质队,TransitStop,transitstop_bus_63fd20f6f5116aa4edfe,点半径,,,88400c08bdfffff,89400c08bcfffff,2026-09-16,admin_520112,60,,官方名,启用,src_grid_derive,"[""alias:117地质队:TransitStop:transitstop_bus_63fd20f6f5116aa4edfe""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,da7b53c925aca04e9536e548cb901195f54cef23ec7706563e2e88aae96d92e9
alias_6c3394d6-5992-4504-ac37-afdf8f73ae50,1230咖啡(山顶悬崖版),1230咖啡,FoodAndBeverage,food_6d726712-dec3-459a-99a7-b73b861ae517,点半径,,,88400c0f55fffff,89400c0f427ffff,2026-09-16,admin_520102,70,,平台别名,启用,src_amap,"[""alias:1230咖啡(山顶悬崖版):FoodAndBeverage:food_6d726712-dec3-459a-99a7-b73b861ae517""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,f0dceb39e9fcb9d820f50d664cc6b000d1bdc35c565a661114e2be07dac4c0b0
pa_7f3ac71c1bbb,1314民宿公寓(花溪大学城店),1314民宿公寓,Accommodation,hotel_ctrip_90314664,点半径,,,88400c0633fffff,89400c06337ffff,2026-09-16,admin_520111_74414d97,45,0,平台别名,启用,src_grid_derive,"[""alias:1314民宿公寓(花溪大学城店):Accommodation:hotel_ctrip_90314664""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,f4a5be5867b02db13d4d497cb02625c7d27a92d240462694b8ac5b864a32d17c
pa_e741a8709d78,1314民宿公寓,1314民宿公寓,Accommodation,hotel_ctrip_90314664,点半径,,,88400c0633fffff,89400c06337ffff,2026-09-16,admin_520111,35,0,人工补录,启用,src_grid_derive,"[""alias:1314民宿公寓:Accommodation:hotel_ctrip_90314664""]",alias-ctrip-hotel-20260916,needs_review,2026-09-16,2026-09-16,2026-09-16,e95f4ba7f3d7aa2a5eb96821b9f0f929c8bed95532c88d83d148e95c3be93dfa
alias_62963288-cf43-49ae-81aa-d363495beacd,13砂锅粉(旺角汇店),13砂锅粉,FoodAndBeverage,food_13cbf4d6-9faf-48b6-8f5d-bebe1bfd7838,点半径,,,88400c7759fffff,89400c7759bffff,2026-09-16,admin_520115,70,,平台别名,启用,src_amap,"[""alias:13砂锅粉(旺角汇店):FoodAndBeverage:food_13cbf4d6-9faf-48b6-8f5d-bebe1bfd7838""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,fa7ce69fef8f93ea8e842fc15244c0e0a80ebdf9d07140cb5b16338f6975b2ba
pa_1318666f4779,140县道-道路停车位,140县道-道路停车位,TransitFacility,transitfacility_amap_B0FFIOURO0,点半径,,,88400c0845fffff,89400c0847bffff,2026-09-16,admin_520102,65,,官方名,启用,src_grid_derive,"[""alias:140县道-道路停车位:TransitFacility:transitfacility_amap_B0FFIOURO0""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,742a5a128e12fd7eb4ab89b0c44e75830f69c6f50e5eb5831edac0dd3045d277
alias_c3235052-0d0b-4570-8fb0-0abb3dd6e06d,14栋2-13门面栋留一手特色烤鱼,14栋2-13门面栋留一手特色烤鱼,FoodAndBeverage,food_558e0505-0d9c-4ad0-bb1a-6cd136817939,点半径,,,88400c0c47fffff,89400c0c467ffff,2026-09-16,admin_520102,70,,平台别名,启用,src_amap,"[""alias:14栋2-13门面栋留一手特色烤鱼:FoodAndBeverage:food_558e0505-0d9c-4ad0-bb1a-6cd136817939""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,25734eeb33b4dcf81942b6e0f8502fdc0874a7ddcad7249f67863e95a00ae2d9
alias_2076747e-c322-4a5e-9dcb-f0abaf25254b,1520重庆老火锅(扎佐店),1520重庆老火锅,FoodAndBeverage,food_7079e9ae-c995-41d0-a382-70e71b085bbd,点半径,,,88400c78cbfffff,89400c78cafffff,2026-09-16,admin_520123,70,,平台别名,启用,src_amap,"[""alias:1520重庆老火锅(扎佐店):FoodAndBeverage:food_7079e9ae-c995-41d0-a382-70e71b085bbd""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,de690fa9fbc80ff35c44b1123c2b591bbe2993e5faf180c50d98535385253e2b
alias_c788c2a4-b9b6-4e5c-867e-a0361c81366e,1520重庆老火锅(清镇市第5分店),1520重庆老火锅,FoodAndBeverage,food_5f89272e-ed97-4796-9f8c-bf734ed407fb,点半径,,,88400c3833fffff,89400c3832bffff,2026-09-16,admin_520181,70,,平台别名,启用,src_amap,"[""alias:1520重庆老火锅(清镇市第5分店):FoodAndBeverage:food_5f89272e-ed97-4796-9f8c-bf734ed407fb""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,505f1f40c698d90804687ea8edbb18087a8138f354a5ab611a5a539d7b3eb43d
alias_6e27fc77-be49-42b3-a99d-a3d23fa89d74,1520金桥重庆老火锅(白云区米兰春天总店),1520金桥重庆老火锅,FoodAndBeverage,food_8879e8ff-2d2d-479d-bb5a-4e1f3fff5c50,点半径,,,88400c7703fffff,89400c77037ffff,2026-09-16,admin_520113,70,,平台别名,启用,src_amap,"[""alias:1520金桥重庆老火锅(白云区米兰春天总店):FoodAndBeverage:food_8879e8ff-2d2d-479d-bb5a-4e1f3fff5c50""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,6d800ece583acb5bc4e9a95783df154afe90157e270a0fe88be3c7b8da24229b
alias_81ab5038-9935-4eb0-86af-dbc713daea9c,15元糟辣椒地摊火锅,15元糟辣椒地摊火锅,FoodAndBeverage,food_bc4c3efd-32ee-46c6-b19b-18873696bc19,点半径,,,88400c7293fffff,89400c7292fffff,2026-09-16,admin_520113,70,,平台别名,启用,src_amap,"[""alias:15元糟辣椒地摊火锅:FoodAndBeverage:food_bc4c3efd-32ee-46c6-b19b-18873696bc19""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,88cad26a86f8c3feb9608cca076a1e193b8f3fcc55a360a2030329b0d620188e
pa_acd017435633,170一片区,170一片,TransitStop,transitstop_bus_572f174f596fdb7c4863,点半径,,,88400c308dfffff,89400c30ea7ffff,2026-09-16,,60,,官方名,启用,src_grid_derive,"[""alias:170一片区:TransitStop:transitstop_bus_572f174f596fdb7c4863""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,c4ed65be6a5d6d98990478c0648a51f652249408ff7d541b868cf093596b269b
alias_1690e82e-7ccf-4881-b4e3-718569ae4887,17号烤鸡·精酿(印象花溪店),17号烤鸡·精酿,FoodAndBeverage,food_bbcc93fa-ac40-498a-8482-f26d5ea1dde9,点半径,,,88400c071bfffff,89400c071bbffff,2026-09-16,admin_520111,70,,平台别名,启用,src_amap,"[""alias:17号烤鸡·精酿(印象花溪店):FoodAndBeverage:food_bbcc93fa-ac40-498a-8482-f26d5ea1dde9""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,7e25b79493a9c472f7ea2244a453c9aad70a66aabd6cccfe41a4b3e05a7a178d
alias_5a64fe30-0976-432a-84c1-172dbe602283,17号烤鸡·精酿(大西南富力中心店),17号烤鸡·精酿,FoodAndBeverage,food_a4761416-bb16-4a83-bb08-cb37804eaa0c,点半径,,,88400c0db3fffff,89400c0db27ffff,2026-09-16,admin_520115,70,,平台别名,启用,src_amap,"[""alias:17号烤鸡·精酿(大西南富力中心店):FoodAndBeverage:food_a4761416-bb16-4a83-bb08-cb37804eaa0c""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,a0e636438be0e6e6139f69e14d04ea851eb9ba7a2a6b6d8d7bc6789dd1b50b38
alias_6e3ca919-2313-4ae0-8f29-785cce5aad9a,17号烤鸡·精酿(九樾府店),17号烤鸡·精酿,FoodAndBeverage,food_c86b88d4-0fa7-43b5-a607-d3b911a4653a,点半径,,,88400c0d81fffff,89400c0d817ffff,2026-09-16,admin_520115,70,,平台别名,启用,src_amap,"[""alias:17号烤鸡·精酿(九樾府店):FoodAndBeverage:food_c86b88d4-0fa7-43b5-a607-d3b911a4653a""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,d8d215830d4f98d5eb32c146626c758208ca63647ed591e92ac313a4bddd2e48
alias_282fa97e-d32f-42f3-b1a1-95dc152a25a0,17号烤鸡精酿(阅山湖形象店),17号烤鸡精酿,FoodAndBeverage,food_dffb01f6-f9f2-40f9-a1a4-83eac8825932,点半径,,,88400c760dfffff,89400c760cfffff,2026-09-16,admin_520115,70,,平台别名,启用,src_amap,"[""alias:17号烤鸡精酿(阅山湖形象店):FoodAndBeverage:food_dffb01f6-f9f2-40f9-a1a4-83eac8825932""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,4602996d9965e0dbf567f526317899aed63bab2645a73d8ab9b569f9e04e4654
pa_f6f0cb956b59,1958文化创意园-1号表演点,1958文化创意园-1号表演点,Area,area_amap_B0FFK87SPO,点半径,,,88400c01e7fffff,89400c01e6bffff,2026-09-16,admin_520102,80,0,官方名,启用,src_grid_derive,"[""alias:1958文化创意园-1号表演点:Area:area_amap_B0FFK87SPO""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,d744e0b8918758aded917068488a78a693c3a399591941cb10734951e2a28996
pa_116f7bb8af7b,1958文化创意园-2号表演点,1958文化创意园-2号表演点,Area,area_amap_B0FFK7MCVE,点半径,,,88400c01e7fffff,89400c01e6bffff,2026-09-16,admin_520102,80,0,官方名,启用,src_grid_derive,"[""alias:1958文化创意园-2号表演点:Area:area_amap_B0FFK7MCVE""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,9f091fb6d25c21060df62f92e3d0f959ca39c50b07559b2b402f45fde88140d8
pa_9d75da26c1a2,1958文化创意园-3号表演点,1958文化创意园-3号表演点,Area,area_amap_B0FFIZP6JN,点半径,,,88400c01e7fffff,89400c01e6bffff,2026-09-16,admin_520102,80,0,官方名,启用,src_grid_derive,"[""alias:1958文化创意园-3号表演点:Area:area_amap_B0FFIZP6JN""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,c9d66c3ee3a8ad679b0b88e4bd40050019401124d8dd7e0ec35f3391d97a0d6c
pa_59341204984d,1958文化创意园-6号表演点,1958文化创意园-6号表演点,Area,area_amap_B0FFIRVRNO,点半径,,,88400c01e7fffff,89400c01e6bffff,2026-09-16,admin_520102,80,0,官方名,启用,src_grid_derive,"[""alias:1958文化创意园-6号表演点:Area:area_amap_B0FFIRVRNO""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,1fa59545fd97e633e5f89ee585bc50c789c9306f8a43fae399f56e5978ac76f0
pa_85ab0ecdf6ea,1958文化创意园-7号表演点,1958文化创意园-7号表演点,Area,area_amap_B0FFIPSSXA,点半径,,,88400c01e7fffff,89400c01e6bffff,2026-09-16,admin_520102,80,0,官方名,启用,src_grid_derive,"[""alias:1958文化创意园-7号表演点:Area:area_amap_B0FFIPSSXA""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,b54c31dc138b437e47a9c869824b6e058459d7a8b1982644f5edc61cdddd6f5b
pa_040fe00aa379,1958文化创意园-8号表演点,1958文化创意园-8号表演点,Area,area_amap_B0FFIZPE1I,点半径,,,88400c01e7fffff,89400c01e6bffff,2026-09-16,admin_520102,80,0,官方名,启用,src_grid_derive,"[""alias:1958文化创意园-8号表演点:Area:area_amap_B0FFIZPE1I""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,0b27c6d2dad590e3b70a4e78383e21ca35dd6140a78fd819b2d036f301b18d44
pa_8a15a7a759a6,1958文化创意园-9号表演点,1958文化创意园-9号表演点,Area,area_amap_B0FFIRVVHS,点半径,,,88400c01e7fffff,89400c01e6bffff,2026-09-16,admin_520102,80,0,官方名,启用,src_grid_derive,"[""alias:1958文化创意园-9号表演点:Area:area_amap_B0FFIRVVHS""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,46c638e7cf8d22b184870f1d9b841763754f637aacac8142d7fef7d7babc0636
pa_57f2e8cc2bf1,1958文化园(公交站),1958文化园,TransitFacility,transitfacility_amap_BV10464775,点半径,,,88400c01e7fffff,89400c01e63ffff,2026-09-16,admin_520102,65,,官方名,启用,src_grid_derive,"[""alias:1958文化园(公交站):TransitFacility:transitfacility_amap_BV10464775""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,321e799d7386f44665b20b31c56ddc559fe1131549a0368c64fb33d5487f445d
pa_1d71d8cf2af4,1958文化园,1958文化园,TransitStop,transitstop_bus_3c042900309b6684c1f7,点半径,,,88400c01e7fffff,89400c01e63ffff,2026-09-16,admin_520102,60,,官方名,启用,src_grid_derive,"[""alias:1958文化园:TransitStop:transitstop_bus_3c042900309b6684c1f7""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,03d6c8d2d162c8d6eedb7fe98cd92ee847d06b660ec45ee893b2be33606f50c4
alias_cc1114c2-927e-469c-a9c2-e8e149a20605,1993鲜货烧烤,1993鲜货烧烤,FoodAndBeverage,food_eed82931-93ba-443c-a2db-40521cb89916,点半径,,,88400c0d9bfffff,89400c0d9a7ffff,2026-09-16,admin_520115,70,,平台别名,启用,src_amap,"[""alias:1993鲜货烧烤:FoodAndBeverage:food_eed82931-93ba-443c-a2db-40521cb89916""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,8e1a0f08eed77e180745c75980f7e639bc6fb88118db8656fb21d77672aae4cb
pa_f5a4d23a2e1a,1u酒店(贵阳金融城店),1u酒店,Accommodation,hotel_ctrip_19543839,点半径,,,88400c0da7fffff,89400c0da2bffff,2026-09-16,admin_520115_a1dc1c89,45,,平台别名,启用,src_grid_derive,"[""alias:1u酒店(贵阳金融城店):Accommodation:hotel_ctrip_19543839""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,a4461eeaed336d2972215f3f0dfd152257351e73a765dc362819b37152185865
alias_9fa4f62a-d947-40b4-9fe6-24966ea17d7d,1号烤场(首钢贵州之光店),1号烤场,FoodAndBeverage,food_2a7fed96-6b6e-4294-829e-4d4f403e4542,点半径,,,88400c0f51fffff,89400c0f50bffff,2026-09-16,admin_520102,70,,平台别名,启用,src_amap,"[""alias:1号烤场(首钢贵州之光店):FoodAndBeverage:food_2a7fed96-6b6e-4294-829e-4d4f403e4542""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,cf246887af608111010df7b70a07863e5cfc37436dd209cd8990acee775b27b9
