id,name,shortName,type,sourceMode,basicFare,isTouristLine,operator,lineCode,evidenceStatus,directionCount,servedStopCount,operators,coverageStatus,qualityStatus,qualityNotes,completenessStatus,dataStatus,sourceUrl,sourceId,fieldSources,fieldUpdatedAt,batchId,externalIds,lastVerifiedAt,verifiedBy,dataQuality,contentHash,createdAt,updatedAt,lastSeenAt,referencedBy,archivedAt,archiveReason
transitline_bus_78194fde09d9e5e3168a,232路,232路,公交,公交,2,否,贵阳公交集团,,AMAP_CURRENT_ACTIVE,2,38,"[""贵阳公交集团""]",CURRENT_API_ACTIVE_PARTIAL_REFRESH,VALID_CURRENT_API,2026-09-07在线公交接口返回status=1；方向、站序、票价、时间和轨迹按响应更新。,YES,,https://restapi.amap.com/v3/bus/linename,src_transport_dataset,"[""name:src_transport_dataset"",""shortName:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""isTouristLine:src_transport_dataset"",""evidenceStatus:src_transport_dataset"",""directionCount:src_transport_dataset"",""servedStopCount:src_transport_dataset"",""operators:src_transport_dataset"",""coverageStatus:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""qualityNotes:src_transport_dataset"",""completenessStatus:src_transport_dataset"",""sourceUrl:src_transport_dataset"",""externalIds:src_transport_dataset"",""operator:src_transport_dataset"",""basicFare:src_transport_dataset""]","[""name:2026-09-07"",""shortName:2026-09-07"",""type:2026-09-07"",""sourceMode:2026-09-07"",""isTouristLine:2026-09-07"",""evidenceStatus:2026-09-07"",""directionCount:2026-09-07"",""servedStopCount:2026-09-07"",""operators:2026-09-07"",""coverageStatus:2026-09-07"",""qualityStatus:2026-09-07"",""qualityNotes:2026-09-07"",""completenessStatus:2026-09-07"",""sourceUrl:2026-09-07"",""externalIds:2026-09-07"",""operator:2026-09-07"",""basicFare:2026-09-07""]",transport-structured-20260907,"[""transport-bus-line:amap:guiyang:bus_route:232路""]",,,needs_review,5b5906a94077a01467fcf871820bb00c28c4b817ac9a6d6806cf0f37f5219672,2026-09-07,2026-09-07,2026-09-07,2,,
transitline_bus_a3ce35ae6c45441dd57a,233路,233路,公交,公交,,否,,,AMAP_CURRENT_STOPPED,0,0,,CURRENT_API_STOPPED_EXCLUDED,WARNING_STOPPED,2026-09-07精确线路名匹配结果均为status=0（停运）；旧方向已从当前主数据移出，详见公交API校对差异。,NO,,https://restapi.amap.com/v3/bus/linename,src_transport_dataset,"[""name:src_transport_dataset"",""shortName:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""isTouristLine:src_transport_dataset"",""evidenceStatus:src_transport_dataset"",""directionCount:src_transport_dataset"",""servedStopCount:src_transport_dataset"",""coverageStatus:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""qualityNotes:src_transport_dataset"",""completenessStatus:src_transport_dataset"",""sourceUrl:src_transport_dataset"",""externalIds:src_transport_dataset""]","[""name:2026-09-07"",""shortName:2026-09-07"",""type:2026-09-07"",""sourceMode:2026-09-07"",""isTouristLine:2026-09-07"",""evidenceStatus:2026-09-07"",""directionCount:2026-09-07"",""servedStopCount:2026-09-07"",""coverageStatus:2026-09-07"",""qualityStatus:2026-09-07"",""qualityNotes:2026-09-07"",""completenessStatus:2026-09-07"",""sourceUrl:2026-09-07"",""externalIds:2026-09-07""]",transport-structured-20260907,"[""transport-bus-line:amap:guiyang:bus_route:233路""]",,,needs_review,25f660181b96395999e319e8a001c2470448d2c86f3f84f3858cfd1efe2f3f45,2026-09-07,2026-09-07,2026-09-07,0,,
transitline_bus_d9b70915fa217267f496,237路,237路,公交,公交,2,否,贵阳公交集团观山湖客运分公司,,AMAP_CURRENT_ACTIVE,2,88,"[""贵阳公交集团观山湖客运分公司"",""贵阳公交集团金阳客运分公司""]",CURRENT_API_ACTIVE_PARTIAL_REFRESH,VALID_CURRENT_API,2026-09-07在线公交接口返回status=1；方向、站序、票价、时间和轨迹按响应更新。,YES,,https://restapi.amap.com/v3/bus/linename,src_transport_dataset,"[""name:src_transport_dataset"",""shortName:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""isTouristLine:src_transport_dataset"",""evidenceStatus:src_transport_dataset"",""directionCount:src_transport_dataset"",""servedStopCount:src_transport_dataset"",""operators:src_transport_dataset"",""coverageStatus:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""qualityNotes:src_transport_dataset"",""completenessStatus:src_transport_dataset"",""sourceUrl:src_transport_dataset"",""externalIds:src_transport_dataset"",""operator:src_transport_dataset"",""basicFare:src_transport_dataset""]","[""name:2026-09-07"",""shortName:2026-09-07"",""type:2026-09-07"",""sourceMode:2026-09-07"",""isTouristLine:2026-09-07"",""evidenceStatus:2026-09-07"",""directionCount:2026-09-07"",""servedStopCount:2026-09-07"",""operators:2026-09-07"",""coverageStatus:2026-09-07"",""qualityStatus:2026-09-07"",""qualityNotes:2026-09-07"",""completenessStatus:2026-09-07"",""sourceUrl:2026-09-07"",""externalIds:2026-09-07"",""operator:2026-09-07"",""basicFare:2026-09-07""]",transport-structured-20260907,"[""transport-bus-line:amap:guiyang:bus_route:237路""]",,,needs_review,7d927786eaaa16b4886a9d2e7a0e03f9525c2f36a1f4787f7530bea4f79fda6f,2026-09-07,2026-09-07,2026-09-07,2,,
transitline_bus_d61cc267396352b9a18d,237路大站快车,237路大站快车,公交,公交,,否,,,AMAP_CURRENT_STOPPED,0,0,,CURRENT_API_STOPPED_EXCLUDED,WARNING_STOPPED,2026-09-07精确线路名匹配结果均为status=0（停运）；旧方向已从当前主数据移出，详见公交API校对差异。,NO,,https://restapi.amap.com/v3/bus/linename,src_transport_dataset,"[""name:src_transport_dataset"",""shortName:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""isTouristLine:src_transport_dataset"",""evidenceStatus:src_transport_dataset"",""directionCount:src_transport_dataset"",""servedStopCount:src_transport_dataset"",""coverageStatus:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""qualityNotes:src_transport_dataset"",""completenessStatus:src_transport_dataset"",""sourceUrl:src_transport_dataset"",""externalIds:src_transport_dataset""]","[""name:2026-09-07"",""shortName:2026-09-07"",""type:2026-09-07"",""sourceMode:2026-09-07"",""isTouristLine:2026-09-07"",""evidenceStatus:2026-09-07"",""directionCount:2026-09-07"",""servedStopCount:2026-09-07"",""coverageStatus:2026-09-07"",""qualityStatus:2026-09-07"",""qualityNotes:2026-09-07"",""completenessStatus:2026-09-07"",""sourceUrl:2026-09-07"",""externalIds:2026-09-07""]",transport-structured-20260907,"[""transport-bus-line:amap:guiyang:bus_route:237路大站快车""]",,,needs_review,a0856e96e41aa7ec9b89f41dc18ffcced95f050453bf4bf63d69a47b2b363ab0,2026-09-07,2026-09-07,2026-09-07,0,,
transitline_bus_a1f8a74405bf20a79312,238路,238路,公交,公交,,否,,,NO_EXACT_API_MATCH_RETAINED_SNAPSHOT,0,0,,API_NO_EXACT_MATCH_RETAINED_SNAPSHOT,WARNING_CURRENT_STATUS_UNCONFIRMED,仅作为历史或停运线索保留；2026-09-07关键词查询成功但无精确线路名匹配；旧详情仅作历史快照保留。,NO,,https://restapi.amap.com/v5/place/text,src_transport_dataset,"[""name:src_transport_dataset"",""shortName:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""isTouristLine:src_transport_dataset"",""evidenceStatus:src_transport_dataset"",""directionCount:src_transport_dataset"",""servedStopCount:src_transport_dataset"",""coverageStatus:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""qualityNotes:src_transport_dataset"",""completenessStatus:src_transport_dataset"",""sourceUrl:src_transport_dataset"",""externalIds:src_transport_dataset""]","[""name:2026-05-12"",""shortName:2026-05-12"",""type:2026-05-12"",""sourceMode:2026-05-12"",""isTouristLine:2026-05-12"",""evidenceStatus:2026-05-12"",""directionCount:2026-05-12"",""servedStopCount:2026-05-12"",""coverageStatus:2026-05-12"",""qualityStatus:2026-05-12"",""qualityNotes:2026-05-12"",""completenessStatus:2026-05-12"",""sourceUrl:2026-05-12"",""externalIds:2026-05-12""]",transport-structured-20260907,"[""transport-bus-line:amap:guiyang:bus_route:238路""]",,,needs_review,b4b5c6554a60b6a7470f660cc47a3d3f0a3f62fe79b2c725262df010cd4228e0,2026-05-12,2026-05-12,2026-05-12,0,,
transitline_bus_aa56c5001e2a265e292c,240路,240路,公交,公交,2,否,贵阳公交集团,,AMAP_CURRENT_ACTIVE,2,34,"[""贵阳公交集团"",""贵阳公交集团南明客运分公司""]",CURRENT_API_ACTIVE_PARTIAL_REFRESH,VALID_CURRENT_API,2026-09-07在线公交接口返回status=1；方向、站序、票价、时间和轨迹按响应更新。,YES,,https://restapi.amap.com/v3/bus/linename,src_transport_dataset,"[""name:src_transport_dataset"",""shortName:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""isTouristLine:src_transport_dataset"",""evidenceStatus:src_transport_dataset"",""directionCount:src_transport_dataset"",""servedStopCount:src_transport_dataset"",""operators:src_transport_dataset"",""coverageStatus:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""qualityNotes:src_transport_dataset"",""completenessStatus:src_transport_dataset"",""sourceUrl:src_transport_dataset"",""externalIds:src_transport_dataset"",""operator:src_transport_dataset"",""basicFare:src_transport_dataset""]","[""name:2026-09-07"",""shortName:2026-09-07"",""type:2026-09-07"",""sourceMode:2026-09-07"",""isTouristLine:2026-09-07"",""evidenceStatus:2026-09-07"",""directionCount:2026-09-07"",""servedStopCount:2026-09-07"",""operators:2026-09-07"",""coverageStatus:2026-09-07"",""qualityStatus:2026-09-07"",""qualityNotes:2026-09-07"",""completenessStatus:2026-09-07"",""sourceUrl:2026-09-07"",""externalIds:2026-09-07"",""operator:2026-09-07"",""basicFare:2026-09-07""]",transport-structured-20260907,"[""transport-bus-line:amap:guiyang:bus_route:240路""]",,,needs_review,0add66a888af26cf7d1b2391064ff4574b0b8426cfcd27ffb00044255e784094,2026-09-07,2026-09-07,2026-09-07,2,,
transitline_bus_7dc5f8b9370ae148c3c5,242路,242路,公交,公交,2,否,贵阳公交集团南明客运分公司,,AMAP_CURRENT_ACTIVE,2,64,"[""贵阳公交集团南明客运分公司"",""贵阳公交集团小河客运分公司""]",CURRENT_API_ACTIVE_PARTIAL_REFRESH,VALID_CURRENT_API,2026-09-07在线公交接口返回status=1；方向、站序、票价、时间和轨迹按响应更新。,YES,,https://restapi.amap.com/v3/bus/linename,src_transport_dataset,"[""name:src_transport_dataset"",""shortName:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""isTouristLine:src_transport_dataset"",""evidenceStatus:src_transport_dataset"",""directionCount:src_transport_dataset"",""servedStopCount:src_transport_dataset"",""operators:src_transport_dataset"",""coverageStatus:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""qualityNotes:src_transport_dataset"",""completenessStatus:src_transport_dataset"",""sourceUrl:src_transport_dataset"",""externalIds:src_transport_dataset"",""operator:src_transport_dataset"",""basicFare:src_transport_dataset""]","[""name:2026-09-07"",""shortName:2026-09-07"",""type:2026-09-07"",""sourceMode:2026-09-07"",""isTouristLine:2026-09-07"",""evidenceStatus:2026-09-07"",""directionCount:2026-09-07"",""servedStopCount:2026-09-07"",""operators:2026-09-07"",""coverageStatus:2026-09-07"",""qualityStatus:2026-09-07"",""qualityNotes:2026-09-07"",""completenessStatus:2026-09-07"",""sourceUrl:2026-09-07"",""externalIds:2026-09-07"",""operator:2026-09-07"",""basicFare:2026-09-07""]",transport-structured-20260907,"[""transport-bus-line:amap:guiyang:bus_route:242路""]",,,needs_review,60139516dc7c8466d07bebf97ae8b4e3bcab9b430c3aafa0ce79bb6eaf6c4807,2026-09-07,2026-09-07,2026-09-07,2,,
transitline_bus_2e6343e559a53f7e7457,246路,246路,公交,公交,2,否,贵阳公交,,AMAP_CURRENT_ACTIVE,2,73,"[""贵阳公交"",""贵阳公交集团云岩客运分公司""]",CURRENT_API_ACTIVE_PARTIAL_REFRESH,VALID_CURRENT_API,2026-09-07在线公交接口返回status=1；方向、站序、票价、时间和轨迹按响应更新。,YES,,https://restapi.amap.com/v3/bus/linename,src_transport_dataset,"[""name:src_transport_dataset"",""shortName:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""isTouristLine:src_transport_dataset"",""evidenceStatus:src_transport_dataset"",""directionCount:src_transport_dataset"",""servedStopCount:src_transport_dataset"",""operators:src_transport_dataset"",""coverageStatus:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""qualityNotes:src_transport_dataset"",""completenessStatus:src_transport_dataset"",""sourceUrl:src_transport_dataset"",""externalIds:src_transport_dataset"",""operator:src_transport_dataset"",""basicFare:src_transport_dataset""]","[""name:2026-09-07"",""shortName:2026-09-07"",""type:2026-09-07"",""sourceMode:2026-09-07"",""isTouristLine:2026-09-07"",""evidenceStatus:2026-09-07"",""directionCount:2026-09-07"",""servedStopCount:2026-09-07"",""operators:2026-09-07"",""coverageStatus:2026-09-07"",""qualityStatus:2026-09-07"",""qualityNotes:2026-09-07"",""completenessStatus:2026-09-07"",""sourceUrl:2026-09-07"",""externalIds:2026-09-07"",""operator:2026-09-07"",""basicFare:2026-09-07""]",transport-structured-20260907,"[""transport-bus-line:amap:guiyang:bus_route:246路""]",,,needs_review,66aeea66351af14d225dcfdf323811a8b9d47ea87402e8c00cc1c16dcdaa21f4,2026-09-07,2026-09-07,2026-09-07,2,,
transitline_bus_7b5d26f9d8ed4affb0f3,249路,249路,公交,公交,,否,,,AMAP_CURRENT_STOPPED,0,0,,CURRENT_API_STOPPED_EXCLUDED,WARNING_STOPPED,2026-09-07精确线路名匹配结果均为status=0（停运）；旧方向已从当前主数据移出，详见公交API校对差异。,NO,,https://restapi.amap.com/v3/bus/linename,src_transport_dataset,"[""name:src_transport_dataset"",""shortName:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""isTouristLine:src_transport_dataset"",""evidenceStatus:src_transport_dataset"",""directionCount:src_transport_dataset"",""servedStopCount:src_transport_dataset"",""coverageStatus:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""qualityNotes:src_transport_dataset"",""completenessStatus:src_transport_dataset"",""sourceUrl:src_transport_dataset"",""externalIds:src_transport_dataset""]","[""name:2026-09-07"",""shortName:2026-09-07"",""type:2026-09-07"",""sourceMode:2026-09-07"",""isTouristLine:2026-09-07"",""evidenceStatus:2026-09-07"",""directionCount:2026-09-07"",""servedStopCount:2026-09-07"",""coverageStatus:2026-09-07"",""qualityStatus:2026-09-07"",""qualityNotes:2026-09-07"",""completenessStatus:2026-09-07"",""sourceUrl:2026-09-07"",""externalIds:2026-09-07""]",transport-structured-20260907,"[""transport-bus-line:amap:guiyang:bus_route:249路""]",,,needs_review,8b61f2a429a74af75d3320663e232d13b85a0b7e05032852f7db2ffdd3fd5e61,2026-09-07,2026-09-07,2026-09-07,0,,
transitline_bus_d624bd0b9f377b222261,250路,250路,公交,公交,2,否,贵阳公交集团,,AMAP_CURRENT_ACTIVE,2,48,"[""贵阳公交集团""]",CURRENT_API_ACTIVE_PARTIAL_REFRESH,VALID_CURRENT_API,2026-09-07在线公交接口返回status=1；方向、站序、票价、时间和轨迹按响应更新。,YES,,https://restapi.amap.com/v3/bus/linename,src_transport_dataset,"[""name:src_transport_dataset"",""shortName:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""isTouristLine:src_transport_dataset"",""evidenceStatus:src_transport_dataset"",""directionCount:src_transport_dataset"",""servedStopCount:src_transport_dataset"",""operators:src_transport_dataset"",""coverageStatus:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""qualityNotes:src_transport_dataset"",""completenessStatus:src_transport_dataset"",""sourceUrl:src_transport_dataset"",""externalIds:src_transport_dataset"",""operator:src_transport_dataset"",""basicFare:src_transport_dataset""]","[""name:2026-09-07"",""shortName:2026-09-07"",""type:2026-09-07"",""sourceMode:2026-09-07"",""isTouristLine:2026-09-07"",""evidenceStatus:2026-09-07"",""directionCount:2026-09-07"",""servedStopCount:2026-09-07"",""operators:2026-09-07"",""coverageStatus:2026-09-07"",""qualityStatus:2026-09-07"",""qualityNotes:2026-09-07"",""completenessStatus:2026-09-07"",""sourceUrl:2026-09-07"",""externalIds:2026-09-07"",""operator:2026-09-07"",""basicFare:2026-09-07""]",transport-structured-20260907,"[""transport-bus-line:amap:guiyang:bus_route:250路""]",,,needs_review,2cf147c8e080612191a660ab9f29dad7f2b4e34bfba5d9a575df08fb3af87eea,2026-09-07,2026-09-07,2026-09-07,2,,
transitline_bus_a73b6719faa16eafcd9c,250路区间快线,250路区间快线,公交,公交,2,否,,,AMAP_CURRENT_ACTIVE,2,16,,CURRENT_API_ACTIVE_PARTIAL_REFRESH,VALID_CURRENT_API,2026-09-07在线公交接口返回status=1；方向、站序、票价、时间和轨迹按响应更新。,YES,,https://restapi.amap.com/v3/bus/linename,src_transport_dataset,"[""name:src_transport_dataset"",""shortName:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""isTouristLine:src_transport_dataset"",""evidenceStatus:src_transport_dataset"",""directionCount:src_transport_dataset"",""servedStopCount:src_transport_dataset"",""coverageStatus:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""qualityNotes:src_transport_dataset"",""completenessStatus:src_transport_dataset"",""sourceUrl:src_transport_dataset"",""externalIds:src_transport_dataset"",""basicFare:src_transport_dataset""]","[""name:2026-09-07"",""shortName:2026-09-07"",""type:2026-09-07"",""sourceMode:2026-09-07"",""isTouristLine:2026-09-07"",""evidenceStatus:2026-09-07"",""directionCount:2026-09-07"",""servedStopCount:2026-09-07"",""coverageStatus:2026-09-07"",""qualityStatus:2026-09-07"",""qualityNotes:2026-09-07"",""completenessStatus:2026-09-07"",""sourceUrl:2026-09-07"",""externalIds:2026-09-07"",""basicFare:2026-09-07""]",transport-structured-20260907,"[""transport-bus-line:amap:guiyang:bus_route:250路区间快线""]",,,needs_review,d9285f28180a64140c1d6cef2a4159fbc63f4d6d464b30a7cd1626e15c7f38c8,2026-09-07,2026-09-07,2026-09-07,2,,
transitline_bus_a180e6eebaaed8898aec,252路,252路,公交,公交,2,否,贵阳公交集团,,AMAP_CURRENT_ACTIVE,2,65,"[""贵阳公交集团"",""贵阳公交集团云岩客运分公司""]",CURRENT_API_ACTIVE_PARTIAL_REFRESH,VALID_CURRENT_API,2026-09-07在线公交接口返回status=1；方向、站序、票价、时间和轨迹按响应更新。,YES,,https://restapi.amap.com/v3/bus/linename,src_transport_dataset,"[""name:src_transport_dataset"",""shortName:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""isTouristLine:src_transport_dataset"",""evidenceStatus:src_transport_dataset"",""directionCount:src_transport_dataset"",""servedStopCount:src_transport_dataset"",""operators:src_transport_dataset"",""coverageStatus:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""qualityNotes:src_transport_dataset"",""completenessStatus:src_transport_dataset"",""sourceUrl:src_transport_dataset"",""externalIds:src_transport_dataset"",""operator:src_transport_dataset"",""basicFare:src_transport_dataset""]","[""name:2026-09-07"",""shortName:2026-09-07"",""type:2026-09-07"",""sourceMode:2026-09-07"",""isTouristLine:2026-09-07"",""evidenceStatus:2026-09-07"",""directionCount:2026-09-07"",""servedStopCount:2026-09-07"",""operators:2026-09-07"",""coverageStatus:2026-09-07"",""qualityStatus:2026-09-07"",""qualityNotes:2026-09-07"",""completenessStatus:2026-09-07"",""sourceUrl:2026-09-07"",""externalIds:2026-09-07"",""operator:2026-09-07"",""basicFare:2026-09-07""]",transport-structured-20260907,"[""transport-bus-line:amap:guiyang:bus_route:252路""]",,,needs_review,b6a49d7d75c54556a1f8e555fced649cae01be6e21d16e33ae8a00cd2a5ae1e1,2026-09-07,2026-09-07,2026-09-07,2,,
transitline_bus_f1aadb0c6172b1c87f47,253路,253路,公交,公交,2,否,贵阳公交集团云岩客运分公司,,AMAP_CURRENT_ACTIVE,2,53,"[""贵阳公交集团云岩客运分公司""]",CURRENT_API_ACTIVE_PARTIAL_REFRESH,VALID_CURRENT_API,2026-09-07在线公交接口返回status=1；方向、站序、票价、时间和轨迹按响应更新。,YES,,https://restapi.amap.com/v3/bus/linename,src_transport_dataset,"[""name:src_transport_dataset"",""shortName:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""isTouristLine:src_transport_dataset"",""evidenceStatus:src_transport_dataset"",""directionCount:src_transport_dataset"",""servedStopCount:src_transport_dataset"",""operators:src_transport_dataset"",""coverageStatus:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""qualityNotes:src_transport_dataset"",""completenessStatus:src_transport_dataset"",""sourceUrl:src_transport_dataset"",""externalIds:src_transport_dataset"",""operator:src_transport_dataset"",""basicFare:src_transport_dataset""]","[""name:2026-09-07"",""shortName:2026-09-07"",""type:2026-09-07"",""sourceMode:2026-09-07"",""isTouristLine:2026-09-07"",""evidenceStatus:2026-09-07"",""directionCount:2026-09-07"",""servedStopCount:2026-09-07"",""operators:2026-09-07"",""coverageStatus:2026-09-07"",""qualityStatus:2026-09-07"",""qualityNotes:2026-09-07"",""completenessStatus:2026-09-07"",""sourceUrl:2026-09-07"",""externalIds:2026-09-07"",""operator:2026-09-07"",""basicFare:2026-09-07""]",transport-structured-20260907,"[""transport-bus-line:amap:guiyang:bus_route:253路""]",,,needs_review,8249d3834c8dd67fd9b2a36087ec1a8374f1cbc4a7a29fdab01f7699b56a7175,2026-09-07,2026-09-07,2026-09-07,2,,
transitline_bus_92fc1754e4a4f4ddf370,253路大站快车,253路大站快车,公交,公交,2,否,,,AMAP_CURRENT_ACTIVE,2,25,,CURRENT_API_ACTIVE_PARTIAL_REFRESH,VALID_CURRENT_API,2026-09-07在线公交接口返回status=1；方向、站序、票价、时间和轨迹按响应更新。,YES,,https://restapi.amap.com/v3/bus/linename,src_transport_dataset,"[""name:src_transport_dataset"",""shortName:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""isTouristLine:src_transport_dataset"",""evidenceStatus:src_transport_dataset"",""directionCount:src_transport_dataset"",""servedStopCount:src_transport_dataset"",""coverageStatus:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""qualityNotes:src_transport_dataset"",""completenessStatus:src_transport_dataset"",""sourceUrl:src_transport_dataset"",""externalIds:src_transport_dataset"",""basicFare:src_transport_dataset""]","[""name:2026-09-07"",""shortName:2026-09-07"",""type:2026-09-07"",""sourceMode:2026-09-07"",""isTouristLine:2026-09-07"",""evidenceStatus:2026-09-07"",""directionCount:2026-09-07"",""servedStopCount:2026-09-07"",""coverageStatus:2026-09-07"",""qualityStatus:2026-09-07"",""qualityNotes:2026-09-07"",""completenessStatus:2026-09-07"",""sourceUrl:2026-09-07"",""externalIds:2026-09-07"",""basicFare:2026-09-07""]",transport-structured-20260907,"[""transport-bus-line:amap:guiyang:bus_route:253路大站快车""]",,,needs_review,d096e514528f34aca3b658e577453d2e9cbdd0a0ccdcae84be50874022d23707,2026-09-07,2026-09-07,2026-09-07,2,,
transitline_bus_0d851328a362757e7eba,255路,255路,公交,公交,2,否,贵阳公交集团小河客运分公司,,AMAP_CURRENT_ACTIVE,2,56,"[""贵阳公交集团小河客运分公司""]",CURRENT_API_ACTIVE_PARTIAL_REFRESH,VALID_CURRENT_API,2026-09-07在线公交接口返回status=1；方向、站序、票价、时间和轨迹按响应更新。,YES,,https://restapi.amap.com/v3/bus/linename,src_transport_dataset,"[""name:src_transport_dataset"",""shortName:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""isTouristLine:src_transport_dataset"",""evidenceStatus:src_transport_dataset"",""directionCount:src_transport_dataset"",""servedStopCount:src_transport_dataset"",""operators:src_transport_dataset"",""coverageStatus:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""qualityNotes:src_transport_dataset"",""completenessStatus:src_transport_dataset"",""sourceUrl:src_transport_dataset"",""externalIds:src_transport_dataset"",""operator:src_transport_dataset"",""basicFare:src_transport_dataset""]","[""name:2026-09-07"",""shortName:2026-09-07"",""type:2026-09-07"",""sourceMode:2026-09-07"",""isTouristLine:2026-09-07"",""evidenceStatus:2026-09-07"",""directionCount:2026-09-07"",""servedStopCount:2026-09-07"",""operators:2026-09-07"",""coverageStatus:2026-09-07"",""qualityStatus:2026-09-07"",""qualityNotes:2026-09-07"",""completenessStatus:2026-09-07"",""sourceUrl:2026-09-07"",""externalIds:2026-09-07"",""operator:2026-09-07"",""basicFare:2026-09-07""]",transport-structured-20260907,"[""transport-bus-line:amap:guiyang:bus_route:255路""]",,,needs_review,759e2fa6d7d0940f99e6a23e289ca284ca88e5c806e4e406519cae67eaf84501,2026-09-07,2026-09-07,2026-09-07,2,,
transitline_bus_d6afe509b6c6559cfa38,256路,256路,公交,公交,2,否,贵阳公交集团,,AMAP_CURRENT_ACTIVE,2,69,"[""贵阳公交集团"",""贵阳公交集团金阳客运分公司""]",CURRENT_API_ACTIVE_PARTIAL_REFRESH,VALID_CURRENT_API,2026-09-07在线公交接口返回status=1；方向、站序、票价、时间和轨迹按响应更新。,YES,,https://restapi.amap.com/v3/bus/linename,src_transport_dataset,"[""name:src_transport_dataset"",""shortName:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""isTouristLine:src_transport_dataset"",""evidenceStatus:src_transport_dataset"",""directionCount:src_transport_dataset"",""servedStopCount:src_transport_dataset"",""operators:src_transport_dataset"",""coverageStatus:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""qualityNotes:src_transport_dataset"",""completenessStatus:src_transport_dataset"",""sourceUrl:src_transport_dataset"",""externalIds:src_transport_dataset"",""operator:src_transport_dataset"",""basicFare:src_transport_dataset""]","[""name:2026-09-07"",""shortName:2026-09-07"",""type:2026-09-07"",""sourceMode:2026-09-07"",""isTouristLine:2026-09-07"",""evidenceStatus:2026-09-07"",""directionCount:2026-09-07"",""servedStopCount:2026-09-07"",""operators:2026-09-07"",""coverageStatus:2026-09-07"",""qualityStatus:2026-09-07"",""qualityNotes:2026-09-07"",""completenessStatus:2026-09-07"",""sourceUrl:2026-09-07"",""externalIds:2026-09-07"",""operator:2026-09-07"",""basicFare:2026-09-07""]",transport-structured-20260907,"[""transport-bus-line:amap:guiyang:bus_route:256路""]",,,needs_review,0b96915d8ed36b4089382de7de9740667db19613964e72e12c8c89e88d629e79,2026-09-07,2026-09-07,2026-09-07,2,,
