采集任务ID,酒店ID,酒店名称,热度等级,标准平台ID,平台名称,原始平台名称,是否官网,平台酒店ID,详情URL模板,入住日期,离店日期,间夜数,成人数,儿童数,房间数,币种,POS,语言,采集通道,采集优先级,刷新周期小时,模板口径状态,模板口径问题,任务状态,不可执行原因,生成批次ID,任务哈希
task_91b3856aea0be439a3613829,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,hotels,Hotels.com,Hotels.com,否,7811824,https://www.hotels.com/Hotel-Search?selected=7811824&startDate={checkin}&endDate={checkout}&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.7811824.20261004.20261005.DDT.31.CID..AUDID.&adults=2&children=&mctc=10&mpf=40.72&mpg=USD&mpl=USD&mpj=7.25&mpr=4.09&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd%3DGGMETA.7811824USen-20261004-D-ABW%3D31-camp%3D-aud%3D-N&rateplanid=395799802&mpm=24&mpn=200659843&mpo=EC&mpp=1&locale=en_US&siteid=300000001,2026-09-14,2026-09-15,1,2,0,1,THB,TH,en,precision,first,6,待适配,URL模板缺少可规范化的币种参数；URL模板缺少可规范化的POS参数,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260907-003922-csv-f52bd5d0,91b3856aea0be439a3613829075e66d1a18b3a9552483a6bfff757da1702a638
task_5ec2bed720c90105cae28448,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,hotels,Hotels.com,Hotels.com,否,7811824,https://www.hotels.com/Hotel-Search?selected=7811824&startDate={checkin}&endDate={checkout}&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.7811824.20261004.20261005.DDT.31.CID..AUDID.&adults=2&children=&mctc=10&mpf=40.72&mpg=USD&mpl=USD&mpj=7.25&mpr=4.09&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd%3DGGMETA.7811824USen-20261004-D-ABW%3D31-camp%3D-aud%3D-N&rateplanid=395799802&mpm=24&mpn=200659843&mpo=EC&mpp=1&locale=en_US&siteid=300000001,2026-09-21,2026-09-22,1,2,0,1,THB,TH,en,precision,first,6,待适配,URL模板缺少可规范化的币种参数；URL模板缺少可规范化的POS参数,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260907-003922-csv-f52bd5d0,5ec2bed720c90105cae284480f3ce5764102ff32eb51a5540a03ba24e708b0c8
task_ac7a57bb2ee6ece674f55e4b,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,hotels,Hotels.com,Hotels.com,否,7811824,https://www.hotels.com/Hotel-Search?selected=7811824&startDate={checkin}&endDate={checkout}&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.7811824.20261004.20261005.DDT.31.CID..AUDID.&adults=2&children=&mctc=10&mpf=40.72&mpg=USD&mpl=USD&mpj=7.25&mpr=4.09&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd%3DGGMETA.7811824USen-20261004-D-ABW%3D31-camp%3D-aud%3D-N&rateplanid=395799802&mpm=24&mpn=200659843&mpo=EC&mpp=1&locale=en_US&siteid=300000001,2026-09-28,2026-09-29,1,2,0,1,THB,TH,en,precision,first,6,待适配,URL模板缺少可规范化的币种参数；URL模板缺少可规范化的POS参数,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260907-003922-csv-f52bd5d0,ac7a57bb2ee6ece674f55e4bfae78853703dfd29e82ff5cda5892037085850b6
task_224c4fe9eb28b42f8cf7a6eb,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,hotels,Hotels.com,Hotels.com,否,7811824,https://www.hotels.com/Hotel-Search?selected=7811824&startDate={checkin}&endDate={checkout}&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.7811824.20261004.20261005.DDT.31.CID..AUDID.&adults=2&children=&mctc=10&mpf=40.72&mpg=USD&mpl=USD&mpj=7.25&mpr=4.09&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd%3DGGMETA.7811824USen-20261004-D-ABW%3D31-camp%3D-aud%3D-N&rateplanid=395799802&mpm=24&mpn=200659843&mpo=EC&mpp=1&locale=en_US&siteid=300000001,2026-10-07,2026-10-08,1,2,0,1,THB,TH,en,precision,first,6,待适配,URL模板缺少可规范化的币种参数；URL模板缺少可规范化的POS参数,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260907-003922-csv-f52bd5d0,224c4fe9eb28b42f8cf7a6ebb1c0fd9d72ead350983068bacac42c49e1fda22f
task_9853cedfe4bd1870d6c14ab1,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,hotels,Hotels.com,Hotels.com,否,7811824,https://www.hotels.com/Hotel-Search?selected=7811824&startDate={checkin}&endDate={checkout}&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.7811824.20261004.20261005.DDT.31.CID..AUDID.&adults=2&children=&mctc=10&mpf=40.72&mpg=USD&mpl=USD&mpj=7.25&mpr=4.09&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd%3DGGMETA.7811824USen-20261004-D-ABW%3D31-camp%3D-aud%3D-N&rateplanid=395799802&mpm=24&mpn=200659843&mpo=EC&mpp=1&locale=en_US&siteid=300000001,2026-10-22,2026-10-23,1,2,0,1,THB,TH,en,precision,first,6,待适配,URL模板缺少可规范化的币种参数；URL模板缺少可规范化的POS参数,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260907-003922-csv-f52bd5d0,9853cedfe4bd1870d6c14ab1914e74611a79f8a80a2145274b8fdb4885dda84a
task_f6f95f51f832e128a1fdeff0,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,hotels,Hotels.com,Hotels.com,否,7811824,https://www.hotels.com/Hotel-Search?selected=7811824&startDate={checkin}&endDate={checkout}&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.7811824.20261004.20261005.DDT.31.CID..AUDID.&adults=2&children=&mctc=10&mpf=40.72&mpg=USD&mpl=USD&mpj=7.25&mpr=4.09&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd%3DGGMETA.7811824USen-20261004-D-ABW%3D31-camp%3D-aud%3D-N&rateplanid=395799802&mpm=24&mpn=200659843&mpo=EC&mpp=1&locale=en_US&siteid=300000001,2026-11-06,2026-11-07,1,2,0,1,THB,TH,en,precision,first,6,待适配,URL模板缺少可规范化的币种参数；URL模板缺少可规范化的POS参数,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260907-003922-csv-f52bd5d0,f6f95f51f832e128a1fdeff000f8dc75a324b3ee85a874cbac0ea2c6ec6634b3
task_c2af1948dbaf98bbb892ce28,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,booking,Booking.com,Booking.com,否,778437,https://www.booking.com/searchresults.en.html?dest_id=778437&highlighted_hotels=778437&dest_type=hotel&checkin={checkin}&checkout={checkout}&group_adults=2&req_adults=2&show_room=&lang=en&selected_currency=USD&exrt=0.03031406&ext_price_total=53.85&ext_price_tax=8.10&xfc=THB&hca=m&group_children=0&req_children=0&no_rooms=1&ts=1788423705&edgtid=wqo_acRQSACz9c9rFcee9Q&efpc=F3a1Chd2tQp2&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-778437&utm_content=dev-desktop_los-1_bw-31_dow-Sunday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-10_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261004_ppt-&aid=2127489&label=metagha-link-MRUS-hotel-778437_dev-desktop_los-1_bw-31_dow-Sunday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-10_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261004_ppt-,2026-09-08,2026-09-09,1,2,0,1,THB,TH,en,precision,first,6,待适配,"URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:aid,edgtid,efpc,label,ts,utm_campaign,utm_content,utm_medium,utm_source,utm_term",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260907-003922-csv-f52bd5d0,c2af1948dbaf98bbb892ce28533f81d7119c0b92f152754dd8b402464a7dbf85
task_59e14b3ef9aea89be915e894,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,booking,Booking.com,Booking.com,否,778437,https://www.booking.com/searchresults.en.html?dest_id=778437&highlighted_hotels=778437&dest_type=hotel&checkin={checkin}&checkout={checkout}&group_adults=2&req_adults=2&show_room=&lang=en&selected_currency=USD&exrt=0.03031406&ext_price_total=53.85&ext_price_tax=8.10&xfc=THB&hca=m&group_children=0&req_children=0&no_rooms=1&ts=1788423705&edgtid=wqo_acRQSACz9c9rFcee9Q&efpc=F3a1Chd2tQp2&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-778437&utm_content=dev-desktop_los-1_bw-31_dow-Sunday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-10_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261004_ppt-&aid=2127489&label=metagha-link-MRUS-hotel-778437_dev-desktop_los-1_bw-31_dow-Sunday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-10_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261004_ppt-,2026-09-10,2026-09-11,1,2,0,1,THB,TH,en,precision,first,6,待适配,"URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:aid,edgtid,efpc,label,ts,utm_campaign,utm_content,utm_medium,utm_source,utm_term",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260907-003922-csv-f52bd5d0,59e14b3ef9aea89be915e894d7906ef4d864a496af2aeb0c1f0b32638b019224
task_2406824cb0c1e7479ca07be5,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,booking,Booking.com,Booking.com,否,778437,https://www.booking.com/searchresults.en.html?dest_id=778437&highlighted_hotels=778437&dest_type=hotel&checkin={checkin}&checkout={checkout}&group_adults=2&req_adults=2&show_room=&lang=en&selected_currency=USD&exrt=0.03031406&ext_price_total=53.85&ext_price_tax=8.10&xfc=THB&hca=m&group_children=0&req_children=0&no_rooms=1&ts=1788423705&edgtid=wqo_acRQSACz9c9rFcee9Q&efpc=F3a1Chd2tQp2&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-778437&utm_content=dev-desktop_los-1_bw-31_dow-Sunday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-10_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261004_ppt-&aid=2127489&label=metagha-link-MRUS-hotel-778437_dev-desktop_los-1_bw-31_dow-Sunday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-10_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261004_ppt-,2026-09-14,2026-09-15,1,2,0,1,THB,TH,en,precision,first,6,待适配,"URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:aid,edgtid,efpc,label,ts,utm_campaign,utm_content,utm_medium,utm_source,utm_term",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260907-003922-csv-f52bd5d0,2406824cb0c1e7479ca07be56f8b7b4b5c59af01bd6cece55bb577c0e08e4282
task_e122b2658085abe4ade6df5e,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,booking,Booking.com,Booking.com,否,778437,https://www.booking.com/searchresults.en.html?dest_id=778437&highlighted_hotels=778437&dest_type=hotel&checkin={checkin}&checkout={checkout}&group_adults=2&req_adults=2&show_room=&lang=en&selected_currency=USD&exrt=0.03031406&ext_price_total=53.85&ext_price_tax=8.10&xfc=THB&hca=m&group_children=0&req_children=0&no_rooms=1&ts=1788423705&edgtid=wqo_acRQSACz9c9rFcee9Q&efpc=F3a1Chd2tQp2&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-778437&utm_content=dev-desktop_los-1_bw-31_dow-Sunday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-10_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261004_ppt-&aid=2127489&label=metagha-link-MRUS-hotel-778437_dev-desktop_los-1_bw-31_dow-Sunday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-10_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261004_ppt-,2026-09-21,2026-09-22,1,2,0,1,THB,TH,en,precision,first,6,待适配,"URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:aid,edgtid,efpc,label,ts,utm_campaign,utm_content,utm_medium,utm_source,utm_term",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260907-003922-csv-f52bd5d0,e122b2658085abe4ade6df5ed70dfdd78f926ccc62a4ea1e47b3d74a9223f2de
