酒店ID,Google地点ID,Google地图要素ID,Google_CID,酒店名称,Google原始类别,住宿类型,酒店星级,评分,评价数量,价格范围,完整地址,纬度,经度,曼谷区代码,曼谷区中文名,曼谷区英文名,曼谷区泰文名,行政范围核验,营业状态,营业时间,入住时间,退房时间,电话,官方网站,位置代码,无障碍信息,设施与服务,图片链接,Google地图链接,发现查询,数据来源,采集时间,酒店中文名,酒店英文名,酒店泰文名,官网主域名,热度等级,整理批次ID,记录哈希
ChIJBT11j4-Z4jARg1u8eWKKhrM,ChIJBT11j4-Z4jARg1u8eWKKhrM,0x30e2998f8f753d05:0xb3868a6279bc5b83,12936179135222143875,PA PRANK ป้าแพร่ง,hotel,宾馆,,4.8,70,,"110 112 ซอย แพร่งสรรพศาสตร์, Khwaeng San Chao Pho Sua, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.753169300000001,100.4973505,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,,,,http://www.paprank.com/,7P52QF3W+7W,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgIDM5IP9PA!2e10!4m2!3m1!1s0x30e2998f8f753d05:0xb3868a6279bc5b83,https://maps.google.com/?cid=12936179135222143875&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,2026-08-28T04:42:06.935Z,,,PA PRANK ป้าแพร่ง,paprank.com,A,20260907-003922-csv-f52bd5d0,7c3f5fbc8029ccd55ce535758d80f8e9ba3d871f72b4c09177c4d04632731037
ChIJWxt_QQGZ4jARJzwHEG9briU,ChIJWxt_QQGZ4jARJzwHEG9briU,0x30e29901417f1b5b:0x25ae5b6f10073c27,2715208157919394855,奥博阿伦之家住宿加早餐旅馆,bed_and_breakfast,住宿加早餐型宾馆,,4.7,70,,"265 Thanon Wang Doem, Khwaeng Wat Arun, Khet Bangkok Yai, Krung Thep Maha Nakhon 10600",13.744841699999998,100.48668119999999,1016,曼谷艾县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 61 260 4301,https://www.hotelsbkk.com/ob-arun-house/,7P52PFVP+WM,,适合儿童,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgIDpkZ3vjgE!2e10!4m2!3m1!1s0x30e29901417f1b5b:0x25ae5b6f10073c27,https://maps.google.com/?cid=2715208157919394855&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A,2026-08-27T16:12:44.852Z,奥博阿伦之家住宿加早餐旅馆,,ออเบอราเลน เฮาส์ เบด แอนด์ เบรคฟาสต์,hotelsbkk.com,A,20260907-003922-csv-f52bd5d0,fd67a3c5203f44370821b84fdd0655ffb5d53fb12d16aef5863b03b651afaa8d
ChIJVcjy-RKZ4jARTxvG8Bz6lSo,ChIJVcjy-RKZ4jARTxvG8Bz6lSo,0x30e29912f9f2c855:0x2a95fa1cf0c61b4f,3068633723328404303,哈努旅舍,hostel,青年旅舍,,4.1,68,,"208 Parinayok Soi 8, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.756305,100.4981413,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 99 868 7554,,7P52QF4X+G7,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIABIhBo9Z3-hdlR89GToF8pxsOS!2e10!4m2!3m1!1s0x30e29912f9f2c855:0x2a95fa1cf0c61b4f,https://maps.google.com/?cid=3068633723328404303&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,2026-08-28T04:44:22.629Z,哈努旅舍,,นายเอกโชว์ห่วย ยุค 90,,A,20260907-003922-csv-f52bd5d0,9a89fe4cc63851b9744de7275f8ded401a629edbdcaf5e0e97bfbc56fc6d100c
ChIJCavI0mWZ4jAReln9E8sQOXs,ChIJCavI0mWZ4jAReln9E8sQOXs,0x30e29965d2c8ab09:0x7b3910cb13fd597a,8879146604737419642,JC Home 刘先生,private_guest_room,私人客房,,4.1,66,,"97 Soi Samsen 4, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7630463,100.5013262,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 64 548 0728,https://www.hotelsbkk.com/jc-home-%E5%88%98-%E5%85%88-%E7%94%9F/,7P52QG72+6G,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIABIhCllkWGJt6oFaFZO-zXeiTO!2e10!4m2!3m1!1s0x30e29965d2c8ab09:0x7b3910cb13fd597a,https://maps.google.com/?cid=8879146604737419642&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A | Places历史批次B,2026-08-27T17:24:06.497Z,JC Home 刘先生,,เจซี โฮม คุณหลิว,hotelsbkk.com,A,20260907-003922-csv-f52bd5d0,8e39ae4a6d77f5df3997d4d77e68b64ff10edb6a68c3f450b36798cf45a12c60
ChIJKapRAM2Z4jARJ-MaDd3rVdk,ChIJKapRAM2Z4jARJ-MaDd3rVdk,0x30e299cd0051aa29:0xd955ebdd0d1ae327,15660682613890933543,Lo-ha guest house | Contactless Check-in,guest_house,招待所,,4.7,66,,"136 Thanon Siri Phong, Samranraj, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7541844,100.5030182,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 89 185 0987,https://www.facebook.com/Lohaguesthouse,7P52QG33+M6,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgIC966mDEQ!2e10!4m2!3m1!1s0x30e299cd0051aa29:0xd955ebdd0d1ae327,https://maps.google.com/?cid=15660682613890933543&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A | Places历史批次B,2026-08-28T04:44:35.440Z,,Lo-ha guest house | Contactless Check-in,Lo-ha guest house | Contactless Check-in,facebook.com,A,20260907-003922-csv-f52bd5d0,8925efa40a22e49afff1ec029192867d4191bb7cf25a02196c81c8b0925cd17d
ChIJVSENNhKZ4jARjvVqm9mj6mM,ChIJVSENNhKZ4jARjvVqm9mj6mM,0x30e29912360d2155:0x63eaa3d99b6af58e,7199747109315868046,布恩街旅舍,hostel,青年旅舍,,4.2,66,,"138-140 Bunsiri Road, Kwang San Chao Pho Sua, Phra Nakhon Khwaeng San Chao Pho Sua, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7544692,100.4983687,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,,,+66 81 482 7308,,7P52QF3X+Q8,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgICEgbS6Jg!2e10!4m2!3m1!1s0x30e29912360d2155:0x63eaa3d99b6af58e,https://maps.google.com/?cid=7199747109315868046&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,2026-08-28T04:44:22.629Z,布恩街旅舍,,Boon Street Hostel,,A,20260907-003922-csv-f52bd5d0,7be1b23476aaf3ead794fc6eb0887f06c1afa9893e3e2db0558426ed1646f207
ChIJY00GPwCZ4jAR7Cbon4HDVNU,ChIJY00GPwCZ4jAR7Cbon4HDVNU,0x30e299003f064d63:0xd554c3819fe826ec,15372126389623334636,เบด สเปซ โฮสเทล,hostel,青年旅舍,,2.9,63,,"83/7 Prachathipatai Rd, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7624231,100.50391809999999,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 64 497 8880,https://www.hotelsbkk.com/bed-space-hostel-khaosan/,7P52QG63+XH,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgIDzzt7yhgE!2e10!4m2!3m1!1s0x30e299003f064d63:0xd554c3819fe826ec,https://maps.google.com/?cid=15372126389623334636&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A | Places历史批次B,2026-08-27T17:23:58.416Z,,,เบด สเปซ โฮสเทล,hotelsbkk.com,A,20260907-003922-csv-f52bd5d0,26422f5c7d9cdb582592d3a9cdb76e9980e920aca569cbba0981a0c612ac547d
ChIJ2T0w8T-Z4jARsJ2Dif1nIKg,ChIJ2T0w8T-Z4jARsJ2Dif1nIKg,0x30e2993ff1303dd9:0xa82067fd89839db0,12114797336258125232,Alameda Suites Hotel,hotel,宾馆,,4.6,62,,"27, 5 Ka Om Rd, Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.7581908,100.5081357,1008,邦巴沙都拍县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,星期一: 09:00–16:00 | 星期二: 09:00–16:00 | 星期三: 09:00–16:00 | 星期四: 09:00–16:00 | 星期五: 09:00–16:00 | 星期六: 09:00–15:00 | 星期日: 休息,,,+66 99 148 9211,https://www.hotelsbkk.com/alameda-suites-hotel/,7P52QG55+77,,适合儿童,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgIC8xMi2TQ!2e10!4m2!3m1!1s0x30e2993ff1303dd9:0xa82067fd89839db0,https://maps.google.com/?cid=12114797336258125232&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,Places历史批次B,2026-08-28T03:26:41.884Z,,Alameda Suites Hotel,Alameda Suites,hotelsbkk.com,A,20260907-003922-csv-f52bd5d0,bbe360503b6107f15115558dd6de78aa215fb5cbb0f0d93e0caf776a22506822
ChIJr2frjKOZ4jARfIY2QT2IQQ0,ChIJr2frjKOZ4jARfIY2QT2IQQ0,0x30e299a38ceb67af:0xd41883d4136867c,955194392647730812,Room Residence,inn,客栈,,4.2,62,,"QF3H+V24, Soi Itsaraphap 45, Khwaeng Ban Chang Lo, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.7546412,100.47758209999999,1020,曼谷蓮縣,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 63 954 4441,https://www.facebook.com/roomz45/?ref=bookmarks,,,适合儿童,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgID22_WKSA!2e10!4m2!3m1!1s0x30e299a38ceb67af:0xd41883d4136867c,https://maps.google.com/?cid=955194392647730812&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A,2026-08-27T16:12:42.292Z,,Room Residence,รูมเรสสิเดนท์,facebook.com,A,20260907-003922-csv-f52bd5d0,f7a006aaf1483fdfbd9ac8b4047c3b915368f4007d14b58e1dfd3fe78458ee20
ChIJ1UospWKZ4jARWe0fSpUgbtI,ChIJ1UospWKZ4jARWe0fSpUgbtI,0x30e29962a52c4ad5:0xd26e20954a1fed59,15163092820968861017,Four Sisters Homestay,private_guest_room,民宿,,4.4,61,,"78 Thanon Yotha 1, Khwaeng Talat Noi, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.732036899999999,100.51385739999999,1004,挽叻县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,,,+66 92 952 8878,https://linktr.ee/loftelgroup,7P52PGJ7+RG,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgIC-oe6NqgE!2e10!4m2!3m1!1s0x30e29962a52c4ad5:0xd26e20954a1fed59,https://maps.google.com/?cid=15163092820968861017&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A,2026-08-27T16:12:49.834Z,,Four Sisters Homestay,โฟร์ ซิสเตอร์ โฮมสเตย์,linktr.ee,A,20260907-003922-csv-f52bd5d0,da95e688a95b6651b99ff90edc584d46041812d6da702cda5f75d069ed7e659d
ChIJE2Gb5z-Z4jARVWY94OqAhgI,ChIJE2Gb5z-Z4jARVWY94OqAhgI,0x30e2993fe79b6113:0x28680eae03d6655,181974581227906645,PK Garden Home,hotel,宾馆,,3.7,61,,"100 Nakhon Sawan Rd, Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.7571107,100.5076658,1008,邦巴沙都拍县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QG45+R3,,适合儿童,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIABIhAB6_Ze3mgxZjBwNnFt827n!2e10!4m2!3m1!1s0x30e2993fe79b6113:0x28680eae03d6655,https://maps.google.com/?cid=181974581227906645&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,Places历史批次B,2026-08-28T03:26:41.884Z,,PK Garden Home,PK Garden Home,,A,20260907-003922-csv-f52bd5d0,2151f1573adaff84fc3ae49632d12b46778f3d30de6f2de31e25e1832ba03447
ChIJB_AIOUeZ4jARrJ0E8aK06U4,ChIJB_AIOUeZ4jARrJ0E8aK06U4,0x30e299473908f007:0x4ee9b4a2f1049dac,5686274616453275052,Baanpin Hotel,hotel,宾馆,,2.5,60,,"118 120 Dinso Rd, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7553905,100.5014211,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,,,+66 2 009 3981,,7P52QG42+5H,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgID7saePqAE!2e10!4m2!3m1!1s0x30e299473908f007:0x4ee9b4a2f1049dac,https://maps.google.com/?cid=5686274616453275052&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,2026-08-28T04:43:27.542Z,,Baanpin Hotel,บ้านพินท์ โฮเทล,,A,20260907-003922-csv-f52bd5d0,f1c9239b838e4b563571648c49e8455721047d5f40622544da41ae853ed917aa
ChIJMaJyYgCZ4jARGvzkhm41zhc,ChIJMaJyYgCZ4jARGvzkhm41zhc,0x30e299006272a231:0x17ce356e86e4fc1a,1715367256900566042,Cherie Bangkok Boutique Hotel,hotel,宾馆,,4.7,60,,"251 Thanon Bamrung Mueang, Khwaeng Samran Rat, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7521947,100.50419749999999,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 92 272 5954,https://www.cheriebangkok.com/,7P52QG23+VM,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgID9nZbCXg!2e10!4m2!3m1!1s0x30e299006272a231:0x17ce356e86e4fc1a,https://maps.google.com/?cid=1715367256900566042&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,Places历史批次B,2026-08-28T03:27:01.222Z,,Cherie Bangkok Boutique Hotel,Cherie Bangkok Boutique Hotel,cheriebangkok.com,A,20260907-003922-csv-f52bd5d0,248caa29a6c1a36c70db9c261a30a2ba6929a54ebc829cd2d16e12d08d4c9eb1
ChIJw68sGw2Z4jARPkIuGw68iKo,ChIJw68sGw2Z4jARPkIuGw68iKo,0x30e2990d1b2cafc3:0xaa88bc0e1b2e423e,12288278352051978814,PAPERMOON (GUEST HOUSE),guest_house,宾馆/民宿,,4.5,60,,"358 Soi Samsen 4, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.762916700000002,100.5010822,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 99 496 6944,https://www.facebook.com/Papermoon-Guest-House-599521763823515/,7P52QG72+5C,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIABIhAmSrRRxMMOrf3jKLWWcyW5!2e10!4m2!3m1!1s0x30e2990d1b2cafc3:0xaa88bc0e1b2e423e,https://maps.google.com/?cid=12288278352051978814&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A | Places历史批次B,2026-08-27T17:24:00.457Z,,PAPERMOON (GUEST HOUSE),เปเปอร์มูน (เกสท์เฮาส์),facebook.com,A,20260907-003922-csv-f52bd5d0,f0908c8d6833e778aeb6224f6bf79543640d917a95c6123f922bfbf06e738cb1
ChIJzwd-dBGb4jAR2LRdYLTaofM,ChIJzwd-dBGb4jAR2LRdYLTaofM,0x30e29b11747e07cf:0xf3a1dab4605db4d8,17555553290712626392,64 Sweet Home,guest_house,招待所,,4.9,59,,"64 Thanon Nakhon Chaisi Rd, Khwaeng Thanon Nakhon Chai Si, Khet Dusit, Krung Thep Maha Nakhon 10300",13.7808766,100.52144899999999,1002,都实县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 98 664 1678,http://64sweethomedusitbkk.zoombookdirect.com/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=google_my_business,7P52QGJC+9H,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgIDvrP7ZjQE!2e10!4m2!3m1!1s0x30e29b11747e07cf:0xf3a1dab4605db4d8,https://maps.google.com/?cid=17555553290712626392&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A,2026-08-27T16:12:34.811Z,,64 Sweet Home,64 สวีทโฮม,64sweethomedusitbkk.zoombookdirect.com,A,20260907-003922-csv-f52bd5d0,fc0c8349a6098fabc8379602f8dd7401df19bc4235b949223ab43d5fe15b228a
ChIJSZDAymuZ4jAR313sNBfj0lc,ChIJSZDAymuZ4jAR313sNBfj0lc,0x30e2996bcac09049:0x57d2e31734ec5ddf,6328370115220626911,โรงแรม เค.ที.,motel,汽车旅馆,,3.6,59,,"115/6 ถ. วิสุทธิกษัตริย์ Khwaeng Bang Khun Phrom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.763025800000001,100.50422879999999,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 89 149 5193,,7P52QG73+6M,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgIC84KShyAE!2e10!4m2!3m1!1s0x30e2996bcac09049:0x57d2e31734ec5ddf,https://maps.google.com/?cid=6328370115220626911&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A | Places历史批次B,2026-08-27T17:24:02.304Z,,,โรงแรม เค.ที.,,A,20260907-003922-csv-f52bd5d0,0a956f2cc1a32a33ed98b3c001d88675adab32e170531eba8bb90775e7be0450
ChIJ_YprdCmZ4jARBLKMhCacKu4,ChIJ_YprdCmZ4jARBLKMhCacKu4,0x30e29929746b8afd:0xee2a9c26848cb204,17161701019295199748,Postel Chinatown,hostel,青年旅舍,,4.9,58,,"45 Ratchawong Rd, Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.743067,100.50760059999999,1013,三攀他旺县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 98 015 1591,https://ibe.hoteliers.guru/ibe/en/Postel-Chinatown-Sampantawong-Bangkok-TH,7P52PGV5+62,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIABIhAA6wAVJAztiTJ6Q9h2k_Ku!2e10!4m2!3m1!1s0x30e29929746b8afd:0xee2a9c26848cb204,https://maps.google.com/?cid=17161701019295199748&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,Places历史批次B,2026-08-28T03:28:28.819Z,,Postel Chinatown,Postel Chinatown,ibe.hoteliers.guru,A,20260907-003922-csv-f52bd5d0,553594f1f253fb8e82271bcb625e5f9652ccccc1af11cab3bef1f0dd6420cea2
ChIJhyb-ABOZ4jARu_C8uBHvRi8,ChIJhyb-ABOZ4jARu_C8uBHvRi8,0x30e2991300fe2687:0x2f46ef11b8bcf0bb,3406673027545231547,萨图旅舍,hotel,宾馆,,4.2,58,,"66Thanon Burana Sat Bangkok, Thai ศาลเจ้าพ่อเสือ Khwaeng San Chao Pho Sua, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7533736,100.4970968,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,星期一: 08:00–22:00 | 星期二: 08:00–22:00 | 星期三: 08:00–22:00 | 星期四: 08:00–22:00 | 星期五: 08:00–22:00 | 星期六: 08:00–22:00 | 星期日: 08:00–22:00,,,+66 96 271 9910,,7P52QF3W+8R,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgID8ppTV3AE!2e10!4m2!3m1!1s0x30e2991300fe2687:0x2f46ef11b8bcf0bb,https://maps.google.com/?cid=3406673027545231547&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,2026-08-28T04:43:30.468Z,萨图旅舍,,Sun house x Santo house,,A,20260907-003922-csv-f52bd5d0,9644ba8c244588dad6b9b27dd4e2fcb3916d8d07aefce722db2b484fde3f8e9e
ChIJy0vEG6if4jARSC-2YDIlVcA,ChIJy0vEG6if4jARSC-2YDIlVcA,0x30e29fa81bc44bcb:0xc055253260b62f48,13859024326603714376,BnB98 Silom Hotel,bed_and_breakfast,住宿加早餐型宾馆,,4.4,56,,"60 Soi Si Lom 2/1, Suriyawong, Khet Bang Rak, Krung Thep Maha Nakhon 10500",13.7290166,100.53472289999999,1004,挽叻县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 98 641 5144,https://www.hotelsbkk.com/bnb98-silom-hotel/,7P52PGHM+JV,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIABIhAuts3VqXVy-cvJP-btQd6Q!2e10!4m2!3m1!1s0x30e29fa81bc44bcb:0xc055253260b62f48,https://maps.google.com/?cid=13859024326603714376&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A,2026-08-27T16:12:44.852Z,,BnB98 Silom Hotel,โรงแรมบีเอ็นบี98 สีลม,hotelsbkk.com,A,20260907-003922-csv-f52bd5d0,1699dbd74677c43d477b529c9979e45e0ce6fc234275c3c979f9e12db46573f6
ChIJ_5_EM22Z4jARweCDKVb2zK4,ChIJ_5_EM22Z4jARweCDKVb2zK4,0x30e2996d33c49fff:0xaeccf6562983e0c1,12595713107772563649,查洛恩迪精品旅舍,hostel,青年旅舍,,3.5,56,,"189 Thanon Khao San, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7588869,100.49753539999999,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 81 821 1915,,7P52QF5X+H2,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgIDcr_OEYw!2e10!4m2!3m1!1s0x30e2996d33c49fff:0xaeccf6562983e0c1,https://maps.google.com/?cid=12595713107772563649&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,2026-08-28T04:44:16.914Z,查洛恩迪精品旅舍,,Charoendee Boutique Hostel,,A,20260907-003922-csv-f52bd5d0,d071fc983fa60942d20d3cb368432a905c8117cd7b44b6e6e3c515682968b8db
ChIJj_M91GWZ4jARcqf3kTm6qvw,ChIJj_M91GWZ4jARcqf3kTm6qvw,0x30e29965d43df38f:0xfcaaba3991f7a772,18206569200023480178,Lhong Yaowarat Hostel,hostel,青年旅舍,,4.9,55,,"PGR6+8GG, Alley Sai, Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.740812499999999,100.5113281,1013,三攀他旺县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 81 312 4848,https://lhong-yaowarat-hostel.site/,,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgIDKoJIy!2e10!4m2!3m1!1s0x30e29965d43df38f:0xfcaaba3991f7a772,https://maps.google.com/?cid=18206569200023480178&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,Places历史批次B,2026-08-28T03:27:47.583Z,,Lhong Yaowarat Hostel,หลงเยาวราช,lhong-yaowarat-hostel.site,A,20260907-003922-csv-f52bd5d0,56a37384456091100dfe8a6c78c88302b1f92f212a0de9df37a88da8446bd10d
ChIJuTz6YRWZ4jARgnMwAT9g-7s,ChIJuTz6YRWZ4jARgnMwAT9g-7s,0x30e2991561fa3cb9:0xbbfb603f01307382,13545526127966057346,Ratana Hostel,hostel,青年旅舍,,4.4,55,,"46, 48 Nakhon Sawan Rd, Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.756844,100.5071404,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,星期一: 08:00–18:00 | 星期二: 09:30–16:30 | 星期三: 09:30–16:30 | 星期四: 09:30–16:30 | 星期五: 09:30–16:30 | 星期六: 09:30–16:30 | 星期日: 休息,,,+66 96 936 5964,https://ratanaboutiquehostel-bke.zoombookdirect.com/web/en/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=google_my_business,7P52QG44+PV,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgICu_-TGQw!2e10!4m2!3m1!1s0x30e2991561fa3cb9:0xbbfb603f01307382,https://maps.google.com/?cid=13545526127966057346&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,2026-08-28T04:15:17.903Z,,Ratana Hostel,Ratana Hostel Bangkok,ratanaboutiquehostel-bke.zoombookdirect.com,A,20260907-003922-csv-f52bd5d0,b9dbdeb148f7e43cef62b52b8a233466de422eec045706cd834a61a5d5c57e17
