核验记录ID,酒店ID,酒店名称,标准平台ID,原始平台名称,平台酒店ID,房型ID,房型名称,床型,窗户,面积,楼层,可住人数,房型设施,售卖方案ID,早餐,取消政策,确认政策,支付方式,入住人数,原价,当前价,税费,币种,价格计价单位,税费包含状态,入住日期,离店日期,最终详情URL,页面显示原文,房型质量等级,方案质量等级,系统预判,是否可比,不可比原因,房型记录哈希,方案记录哈希,采集批次ID,人工核验结论,人工核验人,人工核验时间,人工核验备注
03e1834097bc4b0fded9bc216351b25a3f4abcfbe607165717c362dd28c4cd24,ChIJCWbW7MWY4jARuQATRiSHlA0,lebua at State Tower,bookmybooking,BookMyBooking.com,5548,room14596,Premium Suite City View-breakfast,King Bed,,,,,More Info Premium Suite City View-breakfast King Bed 2 Single Beds City View Room Size 66.00 Sq. Mtr. Non-Smoking Non-Refundable Including Breakfast Special Offer USD 324.02 USD 165.25 USD 194.50 Including Taxes & Charges 49% off Select Room 1 2 3 4 5 6 7 8 9 10 USD 324.02 USD 165.25 USD 194.50 Including Taxes & Charges 49% off Select Room 1 2 3 4 5 6 7 8 9 10 Non-Refundable Including Breakfast Special Offer USD 324.02 USD 178.21 USD 209.76 Including Taxes & Charges 45% off Select Room 1 2 3 4 5 6 7 8 9 10 USD 324.02 USD 178.21 USD 209.76 Including Taxes & Charges 45% off Select Room 1 2 3 4 5 6 7 8 9 10,rate_60059427fb200282fe,,,,,,,13.72,,USD,未知,未知,2026-09-05,2026-09-06,https://www.bookmybooking.com/hotel-landing-page?childcount=0&roomcount=1&childage=&locationtype=country&checkInCheckOut=2026/09/05-2026/09/06&adultcount=2&hotel-id=5548,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""13.72"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",R,R,已隔离,否,已知语义误采平台待修复；价格计价单位未确认；税费包含状态未确认；尚未通过T4人工复核,0f2f8867550a6ef0294336ac0c471d6be16f7e4064caa88add55520030f7387a,777b899e1ec3e84ba273906cd750dac24b8fc7aea6c4be9c2a85e6c5fa4ebc92,20260907-003922-csv-f52bd5d0,,,,
bca5f73ef696fdee59a8d5134018ce80524805d85413709bdbba8df36a63e6c2,ChIJCWbW7MWY4jARuQATRiSHlA0,lebua at State Tower,bookmybooking,BookMyBooking.com,5548,room14596,Premium Suite City View-breakfast,King Bed,,,,,More Info Premium Suite City View-breakfast King Bed 2 Single Beds City View Room Size 66.00 Sq. Mtr. Non-Smoking Non-Refundable Including Breakfast Special Offer USD 324.02 USD 165.25 USD 194.50 Including Taxes & Charges 49% off Select Room 1 2 3 4 5 6 7 8 9 10 USD 324.02 USD 165.25 USD 194.50 Including Taxes & Charges 49% off Select Room 1 2 3 4 5 6 7 8 9 10 Non-Refundable Including Breakfast Special Offer USD 324.02 USD 178.21 USD 209.76 Including Taxes & Charges 45% off Select Room 1 2 3 4 5 6 7 8 9 10 USD 324.02 USD 178.21 USD 209.76 Including Taxes & Charges 45% off Select Room 1 2 3 4 5 6 7 8 9 10,rate_79db0f7b9979e3802a,,,,,,,17.82,,USD,未知,未知,2026-09-05,2026-09-06,https://www.bookmybooking.com/hotel-landing-page?childcount=0&roomcount=1&childage=&locationtype=country&checkInCheckOut=2026/09/05-2026/09/06&adultcount=2&hotel-id=5548,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""17.82"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",R,R,已隔离,否,已知语义误采平台待修复；价格计价单位未确认；税费包含状态未确认；尚未通过T4人工复核,0f2f8867550a6ef0294336ac0c471d6be16f7e4064caa88add55520030f7387a,c35b94e63e50e225db8c7375b3aaada6b17be1a9928d588a862e0158b08a444e,20260907-003922-csv-f52bd5d0,,,,
c5ad04bb0e83ab098515af1a3d2c1da64611527e072da038378c2f1e0988094c,ChIJCWbW7MWY4jARuQATRiSHlA0,lebua at State Tower,bookmybooking,BookMyBooking.com,5548,room14597,Premium Suite River View-breakfast,King Bed,,,,,More Info Premium Suite River View-breakfast King Bed 2 Single Beds River View Room Size 66.00 Sq. Mtr. Non-Smoking Non-Refundable Including Breakfast Special Offer USD 342.26 USD 174.55 USD 205.45 Including Taxes & Charges 49% off Select Room 1 2 3 4 5 6 7 8 9 10 USD 342.26 USD 174.55 USD 205.45 Including Taxes & Charges 49% off Select Room 1 2 3 4 5 6 7 8 9 10 Non-Refundable Including Breakfast Special Offer USD 342.26 USD 188.24 USD 221.56 Including Taxes & Charges 45% off Select Room 1 2 3 4 5 6 7 8 9 10 USD 342.26 USD 188.24 USD 221.56 Including Taxes & Charges 45% off Select Room 1 2 3 4 5 6 7 8 9 10,rate_64d001cd3e422486f6,,,,,,,17.46,,USD,未知,未知,2026-09-05,2026-09-06,https://www.bookmybooking.com/hotel-landing-page?childcount=0&roomcount=1&childage=&locationtype=country&checkInCheckOut=2026/09/05-2026/09/06&adultcount=2&hotel-id=5548,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""17.46"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",R,R,已隔离,否,已知语义误采平台待修复；价格计价单位未确认；税费包含状态未确认；尚未通过T4人工复核,9deeb1c5ce9a8c97ed2a695803ecdae37032dab22ef52c005a65ec3a1efe0662,19224bf899e397e75d1f1205bd61f323b1e5b579b71751c289132b57a6a4d64f,20260907-003922-csv-f52bd5d0,,,,
0737c5ae448d74446f315d1fa95215989dac5f2fc0d9ddcb4d3be50ce28fedcb,ChIJCWbW7MWY4jARuQATRiSHlA0,lebua at State Tower,bookmybooking,BookMyBooking.com,5548,room14597,Premium Suite River View-breakfast,King Bed,,,,,More Info Premium Suite River View-breakfast King Bed 2 Single Beds River View Room Size 66.00 Sq. Mtr. Non-Smoking Non-Refundable Including Breakfast Special Offer USD 342.26 USD 174.55 USD 205.45 Including Taxes & Charges 49% off Select Room 1 2 3 4 5 6 7 8 9 10 USD 342.26 USD 174.55 USD 205.45 Including Taxes & Charges 49% off Select Room 1 2 3 4 5 6 7 8 9 10 Non-Refundable Including Breakfast Special Offer USD 342.26 USD 188.24 USD 221.56 Including Taxes & Charges 45% off Select Room 1 2 3 4 5 6 7 8 9 10 USD 342.26 USD 188.24 USD 221.56 Including Taxes & Charges 45% off Select Room 1 2 3 4 5 6 7 8 9 10,rate_9edac7f979abaf5c84,,,,,,,13.44,,USD,未知,未知,2026-09-05,2026-09-06,https://www.bookmybooking.com/hotel-landing-page?childcount=0&roomcount=1&childage=&locationtype=country&checkInCheckOut=2026/09/05-2026/09/06&adultcount=2&hotel-id=5548,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""13.44"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",R,R,已隔离,否,已知语义误采平台待修复；价格计价单位未确认；税费包含状态未确认；尚未通过T4人工复核,9deeb1c5ce9a8c97ed2a695803ecdae37032dab22ef52c005a65ec3a1efe0662,3267aeb28f40ef69027d2b51e95fa31fa969469b4c8c91b71683178e0ecb88a4,20260907-003922-csv-f52bd5d0,,,,
b6a5e544fe48bccdd03400a7ca829900adc9d9886c12e544d8bb0a4d6df619f6,ChIJCWbW7MWY4jARuQATRiSHlA0,lebua at State Tower,bookmybooking,BookMyBooking.com,5548,room14597,Premium Suite River View-breakfast,King Bed,,,,,More Info Premium Suite River View-breakfast King Bed 2 Single Beds River View Room Size 66.00 Sq. Mtr. Non-Smoking Non-Refundable Including Breakfast Special Offer USD 342.26 USD 174.55 USD 205.45 Including Taxes & Charges 49% off Select Room 1 2 3 4 5 6 7 8 9 10 USD 342.26 USD 174.55 USD 205.45 Including Taxes & Charges 49% off Select Room 1 2 3 4 5 6 7 8 9 10 Non-Refundable Including Breakfast Special Offer USD 342.26 USD 188.24 USD 221.56 Including Taxes & Charges 45% off Select Room 1 2 3 4 5 6 7 8 9 10 USD 342.26 USD 188.24 USD 221.56 Including Taxes & Charges 45% off Select Room 1 2 3 4 5 6 7 8 9 10,rate_a8895cc0209d69ce6e,,,,,,,18.82,,USD,未知,未知,2026-09-05,2026-09-06,https://www.bookmybooking.com/hotel-landing-page?childcount=0&roomcount=1&childage=&locationtype=country&checkInCheckOut=2026/09/05-2026/09/06&adultcount=2&hotel-id=5548,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""18.82"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",R,R,已隔离,否,已知语义误采平台待修复；价格计价单位未确认；税费包含状态未确认；尚未通过T4人工复核,9deeb1c5ce9a8c97ed2a695803ecdae37032dab22ef52c005a65ec3a1efe0662,61e4add969e85fc9bc3b0dd69654aa9521f487fc905bc06d0093143e9c093783,20260907-003922-csv-f52bd5d0,,,,
65304054c9854ad6aabc588b1ec53ba79a10f4099f047d097740b79e731802e8,ChIJCWbW7MWY4jARuQATRiSHlA0,lebua at State Tower,bookmybooking,BookMyBooking.com,5548,room14597,Premium Suite River View-breakfast,King Bed,,,,,More Info Premium Suite River View-breakfast King Bed 2 Single Beds River View Room Size 66.00 Sq. Mtr. Non-Smoking Non-Refundable Including Breakfast Special Offer USD 342.26 USD 174.55 USD 205.45 Including Taxes & Charges 49% off Select Room 1 2 3 4 5 6 7 8 9 10 USD 342.26 USD 174.55 USD 205.45 Including Taxes & Charges 49% off Select Room 1 2 3 4 5 6 7 8 9 10 Non-Refundable Including Breakfast Special Offer USD 342.26 USD 188.24 USD 221.56 Including Taxes & Charges 45% off Select Room 1 2 3 4 5 6 7 8 9 10 USD 342.26 USD 188.24 USD 221.56 Including Taxes & Charges 45% off Select Room 1 2 3 4 5 6 7 8 9 10,rate_b4bb866f34cc6f90d8,,,,,,,14.49,,USD,未知,未知,2026-09-05,2026-09-06,https://www.bookmybooking.com/hotel-landing-page?childcount=0&roomcount=1&childage=&locationtype=country&checkInCheckOut=2026/09/05-2026/09/06&adultcount=2&hotel-id=5548,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""14.49"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",R,R,已隔离,否,已知语义误采平台待修复；价格计价单位未确认；税费包含状态未确认；尚未通过T4人工复核,9deeb1c5ce9a8c97ed2a695803ecdae37032dab22ef52c005a65ec3a1efe0662,4f0a4b49918c6727dbca0f53c92b844dfb04257928e0727a5eef291afba682dc,20260907-003922-csv-f52bd5d0,,,,
8471dfad8468089868fa9186083294dde43669cf01abe6a3e9e75adf2349e047,ChIJCWbW7MWY4jARuQATRiSHlA0,lebua at State Tower,bookmybooking,BookMyBooking.com,5548,room14598,Tower Club Suite City View- Lounge Access,King Bed,,,,,More Info Tower Club Suite City View- Lounge Access King Bed 2 Single Beds City View Room Size 66.00 Sq. Mtr. Non-Smoking Non-Refundable Including Breakfast Special Offer USD 396.97 USD 202.46 USD 238.29 Including Taxes & Charges 49% off Select Room 1 2 3 4 5 6 7 8 9 10 USD 396.97 USD 202.46 USD 238.29 Including Taxes & Charges 49% off Select Room 1 2 3 4 5 6 7 8 9 10 Non-Refundable Including Breakfast Special Offer USD 396.97 USD 218.33 USD 256.98 Including Taxes & Charges 45% off Select Room 1 2 3 4 5 6 7 8 9 10 USD 396.97 USD 218.33 USD 256.98 Including Taxes & Charges 45% off Select Room 1 2 3 4 5 6 7 8 9 10,rate_0bf37c7f169bb49ecc,,,,,,,21.83,,USD,未知,未知,2026-09-05,2026-09-06,https://www.bookmybooking.com/hotel-landing-page?childcount=0&roomcount=1&childage=&locationtype=country&checkInCheckOut=2026/09/05-2026/09/06&adultcount=2&hotel-id=5548,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""21.83"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",R,R,已隔离,否,已知语义误采平台待修复；价格计价单位未确认；税费包含状态未确认；尚未通过T4人工复核,7f28c6139c28d337676fa503700681011a5004f921afdd951a3fafdd724ed13d,62ce10722630daf279b754654196335021bdc6ddf648a55b926019e36b2eacf9,20260907-003922-csv-f52bd5d0,,,,
7a6515d4ac4ca73f7b37d512476889c89c1ea6601046af75c3bd216415b066c8,ChIJCWbW7MWY4jARuQATRiSHlA0,lebua at State Tower,bookmybooking,BookMyBooking.com,5548,room14598,Tower Club Suite City View- Lounge Access,King Bed,,,,,More Info Tower Club Suite City View- Lounge Access King Bed 2 Single Beds City View Room Size 66.00 Sq. Mtr. Non-Smoking Non-Refundable Including Breakfast Special Offer USD 396.97 USD 202.46 USD 238.29 Including Taxes & Charges 49% off Select Room 1 2 3 4 5 6 7 8 9 10 USD 396.97 USD 202.46 USD 238.29 Including Taxes & Charges 49% off Select Room 1 2 3 4 5 6 7 8 9 10 Non-Refundable Including Breakfast Special Offer USD 396.97 USD 218.33 USD 256.98 Including Taxes & Charges 45% off Select Room 1 2 3 4 5 6 7 8 9 10 USD 396.97 USD 218.33 USD 256.98 Including Taxes & Charges 45% off Select Room 1 2 3 4 5 6 7 8 9 10,rate_20ab1f7c0a5e6f7b0d,,,,,,,20.25,,USD,未知,未知,2026-09-05,2026-09-06,https://www.bookmybooking.com/hotel-landing-page?childcount=0&roomcount=1&childage=&locationtype=country&checkInCheckOut=2026/09/05-2026/09/06&adultcount=2&hotel-id=5548,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""20.25"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",R,R,已隔离,否,已知语义误采平台待修复；价格计价单位未确认；税费包含状态未确认；尚未通过T4人工复核,7f28c6139c28d337676fa503700681011a5004f921afdd951a3fafdd724ed13d,7decc8d175ae451e163ff37f61d39bf338414425a121a5650579063d1c44f984,20260907-003922-csv-f52bd5d0,,,,
48d0897fabcccb79f521ed8216f5cac2196b3b4c2eaeeb0f107799de9ee2d9e9,ChIJCWbW7MWY4jARuQATRiSHlA0,lebua at State Tower,bookmybooking,BookMyBooking.com,5548,room14598,Tower Club Suite City View- Lounge Access,King Bed,,,,,More Info Tower Club Suite City View- Lounge Access King Bed 2 Single Beds City View Room Size 66.00 Sq. Mtr. Non-Smoking Non-Refundable Including Breakfast Special Offer USD 396.97 USD 202.46 USD 238.29 Including Taxes & Charges 49% off Select Room 1 2 3 4 5 6 7 8 9 10 USD 396.97 USD 202.46 USD 238.29 Including Taxes & Charges 49% off Select Room 1 2 3 4 5 6 7 8 9 10 Non-Refundable Including Breakfast Special Offer USD 396.97 USD 218.33 USD 256.98 Including Taxes & Charges 45% off Select Room 1 2 3 4 5 6 7 8 9 10 USD 396.97 USD 218.33 USD 256.98 Including Taxes & Charges 45% off Select Room 1 2 3 4 5 6 7 8 9 10,rate_f13071c634e6b2862b,,,,,,,15.59,,USD,未知,未知,2026-09-05,2026-09-06,https://www.bookmybooking.com/hotel-landing-page?childcount=0&roomcount=1&childage=&locationtype=country&checkInCheckOut=2026/09/05-2026/09/06&adultcount=2&hotel-id=5548,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""15.59"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",R,R,已隔离,否,已知语义误采平台待修复；价格计价单位未确认；税费包含状态未确认；尚未通过T4人工复核,7f28c6139c28d337676fa503700681011a5004f921afdd951a3fafdd724ed13d,cfca123a7d5c07cb2a14d18b93a87ad008d2dd8fae5559a1de72ba103576c9c8,20260907-003922-csv-f52bd5d0,,,,
edcdc32a7152d3cf21485208397db2819446d6b27178b1fe808939380bc13744,ChIJCWbW7MWY4jARuQATRiSHlA0,lebua at State Tower,bookmybooking,BookMyBooking.com,5548,room14598,Tower Club Suite City View- Lounge Access,King Bed,,,,,More Info Tower Club Suite City View- Lounge Access King Bed 2 Single Beds City View Room Size 66.00 Sq. Mtr. Non-Smoking Non-Refundable Including Breakfast Special Offer USD 396.97 USD 202.46 USD 238.29 Including Taxes & Charges 49% off Select Room 1 2 3 4 5 6 7 8 9 10 USD 396.97 USD 202.46 USD 238.29 Including Taxes & Charges 49% off Select Room 1 2 3 4 5 6 7 8 9 10 Non-Refundable Including Breakfast Special Offer USD 396.97 USD 218.33 USD 256.98 Including Taxes & Charges 45% off Select Room 1 2 3 4 5 6 7 8 9 10 USD 396.97 USD 218.33 USD 256.98 Including Taxes & Charges 45% off Select Room 1 2 3 4 5 6 7 8 9 10,rate_f8a176026e2ed8d37d,,,,,,,16.81,,USD,未知,未知,2026-09-05,2026-09-06,https://www.bookmybooking.com/hotel-landing-page?childcount=0&roomcount=1&childage=&locationtype=country&checkInCheckOut=2026/09/05-2026/09/06&adultcount=2&hotel-id=5548,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""16.81"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",R,R,已隔离,否,已知语义误采平台待修复；价格计价单位未确认；税费包含状态未确认；尚未通过T4人工复核,7f28c6139c28d337676fa503700681011a5004f921afdd951a3fafdd724ed13d,66f0b94be177de0d27b1bc4310c02c6cf7d72f3e9ab07a412a1dd877a947e401,20260907-003922-csv-f52bd5d0,,,,
ea3e9086b53a573cea0c5ad6f421320b1814b6fd6c06c0711afe1548a89ac29f,ChIJCWbW7MWY4jARuQATRiSHlA0,lebua at State Tower,bookmybooking,BookMyBooking.com,5548,room14599,Tower Club Suite River View- Lounge Access,King Bed,,,,,More Info Tower Club Suite River View- Lounge Access King Bed 2 Single Beds River View Room Size 66.00 Sq. Mtr. Non-Smoking Non-Refundable Including Breakfast Special Offer USD 421.29 USD 214.86 USD 252.89 Including Taxes & Charges 49% off Select Room 1 2 3 4 5 6 7 8 9 10 USD 421.29 USD 214.86 USD 252.89 Including Taxes & Charges 49% off Select Room 1 2 3 4 5 6 7 8 9 10 Non-Refundable Including Breakfast Special Offer USD 421.29 USD 231.71 USD 272.72 Including Taxes & Charges 45% off Select Room 1 2 3 4 5 6 7 8 9 10 USD 421.29 USD 231.71 USD 272.72 Including Taxes & Charges 45% off Select Room 1 2 3 4 5 6 7 8 9 10,rate_7124c450249fade4de,,,,,,,17.84,,USD,未知,未知,2026-09-05,2026-09-06,https://www.bookmybooking.com/hotel-landing-page?childcount=0&roomcount=1&childage=&locationtype=country&checkInCheckOut=2026/09/05-2026/09/06&adultcount=2&hotel-id=5548,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""17.84"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",R,R,已隔离,否,已知语义误采平台待修复；价格计价单位未确认；税费包含状态未确认；尚未通过T4人工复核,042faa0be0413ec84f7969da27d7265db39e6f5192a463c7accbd2d92901f7e5,ccdeed077b9c0500751a9136d266d62661ad240c97da5dfe0c9495961ab4f159,20260907-003922-csv-f52bd5d0,,,,
76101b95214673c321f302df75c3e787693b39ce4fbbde288970b4bc8af0095a,ChIJCWbW7MWY4jARuQATRiSHlA0,lebua at State Tower,bookmybooking,BookMyBooking.com,5548,room14599,Tower Club Suite River View- Lounge Access,King Bed,,,,,More Info Tower Club Suite River View- Lounge Access King Bed 2 Single Beds River View Room Size 66.00 Sq. Mtr. Non-Smoking Non-Refundable Including Breakfast Special Offer USD 421.29 USD 214.86 USD 252.89 Including Taxes & Charges 49% off Select Room 1 2 3 4 5 6 7 8 9 10 USD 421.29 USD 214.86 USD 252.89 Including Taxes & Charges 49% off Select Room 1 2 3 4 5 6 7 8 9 10 Non-Refundable Including Breakfast Special Offer USD 421.29 USD 231.71 USD 272.72 Including Taxes & Charges 45% off Select Room 1 2 3 4 5 6 7 8 9 10 USD 421.29 USD 231.71 USD 272.72 Including Taxes & Charges 45% off Select Room 1 2 3 4 5 6 7 8 9 10,rate_8cea335f1bf3216934,,,,,,,21.49,,USD,未知,未知,2026-09-05,2026-09-06,https://www.bookmybooking.com/hotel-landing-page?childcount=0&roomcount=1&childage=&locationtype=country&checkInCheckOut=2026/09/05-2026/09/06&adultcount=2&hotel-id=5548,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""21.49"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",R,R,已隔离,否,已知语义误采平台待修复；价格计价单位未确认；税费包含状态未确认；尚未通过T4人工复核,042faa0be0413ec84f7969da27d7265db39e6f5192a463c7accbd2d92901f7e5,0b1e38712ad7ddb72f4b5ecd949c62d4d19b9002dbb7bed1706c797cb693b67d,20260907-003922-csv-f52bd5d0,,,,
a1ebb6092591e2a7021bbf392494da1913947990c1935f54b4df71dbcb7c5e96,ChIJCWbW7MWY4jARuQATRiSHlA0,lebua at State Tower,bookmybooking,BookMyBooking.com,5548,room14599,Tower Club Suite River View- Lounge Access,King Bed,,,,,More Info Tower Club Suite River View- Lounge Access King Bed 2 Single Beds River View Room Size 66.00 Sq. Mtr. Non-Smoking Non-Refundable Including Breakfast Special Offer USD 421.29 USD 214.86 USD 252.89 Including Taxes & Charges 49% off Select Room 1 2 3 4 5 6 7 8 9 10 USD 421.29 USD 214.86 USD 252.89 Including Taxes & Charges 49% off Select Room 1 2 3 4 5 6 7 8 9 10 Non-Refundable Including Breakfast Special Offer USD 421.29 USD 231.71 USD 272.72 Including Taxes & Charges 45% off Select Room 1 2 3 4 5 6 7 8 9 10 USD 421.29 USD 231.71 USD 272.72 Including Taxes & Charges 45% off Select Room 1 2 3 4 5 6 7 8 9 10,rate_ad1de58d86e691cab3,,,,,,,23.17,,USD,未知,未知,2026-09-05,2026-09-06,https://www.bookmybooking.com/hotel-landing-page?childcount=0&roomcount=1&childage=&locationtype=country&checkInCheckOut=2026/09/05-2026/09/06&adultcount=2&hotel-id=5548,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""23.17"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",R,R,已隔离,否,已知语义误采平台待修复；价格计价单位未确认；税费包含状态未确认；尚未通过T4人工复核,042faa0be0413ec84f7969da27d7265db39e6f5192a463c7accbd2d92901f7e5,c71662f20aa8ba3da92c18eb8165724924adc6f87658a6a42d894d7910aea6cb,20260907-003922-csv-f52bd5d0,,,,
173571724031aa8d527f4bb419efbcd743b455d9683709227e67e4544d095804,ChIJCWbW7MWY4jARuQATRiSHlA0,lebua at State Tower,bookmybooking,BookMyBooking.com,5548,room14599,Tower Club Suite River View- Lounge Access,King Bed,,,,,More Info Tower Club Suite River View- Lounge Access King Bed 2 Single Beds River View Room Size 66.00 Sq. Mtr. Non-Smoking Non-Refundable Including Breakfast Special Offer USD 421.29 USD 214.86 USD 252.89 Including Taxes & Charges 49% off Select Room 1 2 3 4 5 6 7 8 9 10 USD 421.29 USD 214.86 USD 252.89 Including Taxes & Charges 49% off Select Room 1 2 3 4 5 6 7 8 9 10 Non-Refundable Including Breakfast Special Offer USD 421.29 USD 231.71 USD 272.72 Including Taxes & Charges 45% off Select Room 1 2 3 4 5 6 7 8 9 10 USD 421.29 USD 231.71 USD 272.72 Including Taxes & Charges 45% off Select Room 1 2 3 4 5 6 7 8 9 10,rate_e794e9c550022eaa53,,,,,,,16.54,,USD,未知,未知,2026-09-05,2026-09-06,https://www.bookmybooking.com/hotel-landing-page?childcount=0&roomcount=1&childage=&locationtype=country&checkInCheckOut=2026/09/05-2026/09/06&adultcount=2&hotel-id=5548,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""16.54"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",R,R,已隔离,否,已知语义误采平台待修复；价格计价单位未确认；税费包含状态未确认；尚未通过T4人工复核,042faa0be0413ec84f7969da27d7265db39e6f5192a463c7accbd2d92901f7e5,508528b8e21061dcc8024a3f6fc714ecf17464e2b77e26d8d94a0604086907cf,20260907-003922-csv-f52bd5d0,,,,
4f21d257c906fe4379a28181ac4d58b03522b8d16e13ece04fb2a68174e59cc6,ChIJCWbW7MWY4jARuQATRiSHlA0,lebua at State Tower,bookmybooking,BookMyBooking.com,5548,room14600,lebua Suite 2 bedroom,King Bed,,,,,More Info lebua Suite 2 bedroom King Bed 2 Single Beds City View Room Size 176.00 Sq. Mtr. Non-Smoking Non-Refundable Including Breakfast Special Offer USD 821.00 USD 966.31 Including Taxes & Charges Select Room 1 2 USD 821.00 USD 966.31 Including Taxes & Charges Select Room 1 2 USD 821.00 USD 966.31 Including Taxes & Charges Select Room 1 2 USD 821.00 USD 966.31 Including Taxes & Charges Select Room 1 2 Non-Refundable Including Breakfast Special Offer USD 821.00 USD 966.31 Including Taxes & Charges Select Room 1 2 USD 821.00 USD 966.31 Including Taxes & Charges Select Room 1 2 USD 821.00 USD 966.31 Including Taxes & Charges Select Room 1 2 USD 821.00 USD 966.31 Including Taxes & Charges Select Room 1 2,rate_9a5bc9d967d07e8734,,,,,,,63.22,,USD,未知,未知,2026-09-05,2026-09-06,https://www.bookmybooking.com/hotel-landing-page?childcount=0&roomcount=1&childage=&locationtype=country&checkInCheckOut=2026/09/05-2026/09/06&adultcount=2&hotel-id=5548,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""63.22"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",R,R,已隔离,否,已知语义误采平台待修复；价格计价单位未确认；税费包含状态未确认；尚未通过T4人工复核,770fd325b9c3787a4ba7192d9ab956826511a6bae97bcc8d46a24f5c258a1fa9,d616e7ce4d038c0381cb7fea756814680e48634def75d1e9e4f077af5741ee55,20260907-003922-csv-f52bd5d0,,,,
