id,h3Resolution,centerLatitude,centerLongitude,parentCell,locatedInAdminArea,adminAmbiguous,adminPurity,adminPoiMix,adminEvidence,adminAssignMethod,township,townshipId,townshipAdcode,townshipSource,townshipRegistryStatus,townshipLagRisk,townshipCandidate,poiSourceMix,dominantZone,zoneNameSeen,zoneConfidence,zoneAssignMethod,zoneEvidence,zoneAliasesSeen,landmarkNames,clusterLandmarks,poiCount,categoryMix,dominantCategory,nightActive,collectionCoverage,poiCountAt,sourceId,batchId,externalIds,dataQuality,contentHash,createdAt,updatedAt,lastSeenAt,referencedBy,archivedAt,archiveReason
87400c0c8ffffff,7,26.588399,106.611372,,admin_520103,是,0.857,"[""云岩区:6"",""观山湖区:1""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 86%，跨界，不得用于分区统计,边界匹配,,,,,,,,"[""amap:137"",""ctrip:13"",""transport:13""]",,,,未判定,,,,,163,"[""餐饮:135"",""住宿:13"",""交通:13"",""景点:2""]",餐饮,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c0c8ffffff""]",needs_review,2dd863aeea3ecac64c3fb408e00b5e232213fa07917d409ba876a86dcde8df0c,2026-09-16,2026-09-16,2026-09-16,7,,
87400c72effffff,7,26.681683,106.713803,,admin_520113,是,0.857,"[""白云区:6"",""云岩区:1""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 86%，跨界，不得用于分区统计,边界匹配,,,,,,,,"[""amap:15"",""transport:2""]",,,,未判定,,,,,17,"[""交通:14"",""餐饮:3""]",交通,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c72effffff""]",needs_review,595f673b66980b6585bfb814e79a6851ab232553e0da032075c59a04fe03a9ad,2026-09-16,2026-09-16,2026-09-16,7,,
87400c0d4ffffff,7,26.607225,106.733263,,admin_520103,否,1,"[""云岩区:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:247"",""transport:14"",""ctrip:9""]",,,,未判定,,,,,270,"[""餐饮:198"",""交通:57"",""住宿:9"",""景点:6""]",餐饮,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c0d4ffffff""]",needs_review,2e7658112e464b43a5d7ee9c66fa91b4e5b2fe4050cdd46c47f97590b797b65e,2026-09-16,2026-09-16,2026-09-16,7,,
87400c0d3ffffff,7,26.640708,106.699158,,admin_520103,是,0.714,"[""云岩区:5"",""白云区:2""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 71%，跨界，不得用于分区统计,边界匹配,,,,,,,,"[""amap:25"",""ctrip:2"",""transport:2""]",,,,未判定,,,,,29,"[""餐饮:17"",""交通:10"",""住宿:2""]",餐饮,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c0d3ffffff""]",needs_review,9c8e2a79215d57e2c2addb6e91fab13141161dfa6a9b0ee13771af8a2914f269,2026-09-16,2026-09-16,2026-09-16,7,,
87400c0c6ffffff,7,26.582966,106.70157,,admin_520103,是,0.857,"[""云岩区:6"",""南明区:1""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 86%，跨界，不得用于分区统计,边界匹配,,,,,,,,"[""amap:1085"",""ctrip:260"",""transport:59""]",,,,未判定,,,,,1404,"[""餐饮:919"",""住宿:260"",""交通:158"",""景点:66"",""公共服务:1""]",餐饮,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c0c6ffffff""]",needs_review,38aca36dee7abea1e52aac270a70ff5367f901bfbf901d8091c0a445685bb0be,2026-09-16,2026-09-16,2026-09-16,7,,
87400c0d5ffffff,7,26.60347,106.708891,,admin_520103,否,1,"[""云岩区:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:480"",""ctrip:64"",""transport:8""]",,,,未判定,,,,,552,"[""餐饮:355"",""交通:107"",""住宿:64"",""景点:26""]",餐饮,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c0d5ffffff""]",needs_review,1c039634811a5a44d778a23f1487c81466b681c7b16630a784975a4f10241ec7,2026-09-16,2026-09-16,2026-09-16,7,,
87400c0ccffffff,7,26.571659,106.628438,,admin_520103,否,1,"[""云岩区:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:17"",""transport:10"",""ctrip:2""]",,,,未判定,,,,,29,"[""餐饮:16"",""交通:10"",""住宿:2"",""景点:1""]",餐饮,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c0ccffffff""]",needs_review,2d3eda78c88ecac402c1b85c9f28dc83ed946565daa7eae58284082ef5b1e7df,2026-09-16,2026-09-16,2026-09-16,7,,
87400c0c1ffffff,7,26.575433,106.652818,,admin_520103,否,1,"[""云岩区:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:196"",""ctrip:29"",""transport:4""]",,,,未判定,,,,,229,"[""餐饮:180"",""住宿:29"",""交通:15"",""景点:5""]",餐饮,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c0c1ffffff""]",needs_review,e9fccfb5476ea3737a5c8e5dd921a77e4b4fd198b6a5fa12671dbd552b16c73c,2026-09-16,2026-09-16,2026-09-16,7,,
87400c0d2ffffff,7,26.644461,106.723535,,admin_520112,是,0.571,"[""乌当区:4"",""云岩区:3""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 57%，跨界，不得用于分区统计,边界匹配,,,,,,,,"[""transport:2""]",,,,未判定,,,,,2,"[""交通:2""]",交通,未知,偏低,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c0d2ffffff""]",needs_review,c073b9e0dd3fd18b9797dacef9d709e21a3ef6c52f9dad51739afbb2e53c2c3c,2026-09-16,2026-09-16,2026-09-16,7,,
87400c0c4ffffff,7,26.562456,106.69425,,admin_520102,否,1,"[""南明区:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:1221"",""ctrip:472"",""transport:26""]",,,,未判定,,,,,1719,"[""餐饮:1119"",""住宿:472"",""交通:90"",""景点:38""]",餐饮,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c0c4ffffff""]",needs_review,fe7997328c11895757439f09b0f45065180c67503e93a210da59e90b775720e6,2026-09-16,2026-09-16,2026-09-16,7,,
87400c0f1ffffff,7,26.566219,106.718621,,admin_520102,否,1,"[""南明区:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:1229"",""ctrip:161"",""transport:31"",""kg:1""]",,,,未判定,,,,,1422,"[""餐饮:1079"",""住宿:161"",""交通:108"",""景点:74""]",餐饮,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c0f1ffffff""]",needs_review,4207469078e4cf3e7ca7a317c4868d7d530c0727b98b77b8da3fae8a31ac3556,2026-09-16,2026-09-16,2026-09-16,7,,
87400c0d1ffffff,7,26.620211,106.691836,,admin_520103,是,0.714,"[""云岩区:5"",""观山湖区:2""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 71%，跨界，不得用于分区统计,边界匹配,,,,,,,,"[""amap:83"",""ctrip:13"",""transport:2""]",,,,未判定,,,,,98,"[""餐饮:60"",""交通:15"",""住宿:13"",""景点:10""]",餐饮,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c0d1ffffff""]",needs_review,eaa962387890f0c329b6b088b6d5e84259942589478c922834d8d85def76ee5d,2026-09-16,2026-09-16,2026-09-16,7,,
87400c0c3ffffff,7,26.595944,106.660137,,admin_520103,是,0.857,"[""云岩区:6"",""观山湖区:1""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 86%，跨界，不得用于分区统计,边界匹配,,,,,,,,"[""amap:235"",""transport:22"",""ctrip:18""]",,,,未判定,,,,,275,"[""餐饮:217"",""交通:34"",""住宿:18"",""景点:6""]",餐饮,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c0c3ffffff""]",needs_review,5dd29cba26c7db4d0d21a1ad77fdb602ef05422e9be9505a77f6c136628b7556,2026-09-16,2026-09-16,2026-09-16,7,,
87400c088ffffff,7,26.614721,106.782,,admin_520112,是,0.857,"[""乌当区:6"",""云岩区:1""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 86%，跨界，不得用于分区统计,边界匹配,,,,,,,,"[""amap:17"",""transport:5"",""ctrip:2""]",,,,未判定,,,,,24,"[""餐饮:17"",""交通:5"",""住宿:2""]",餐饮,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c088ffffff""]",needs_review,2de0db787350cab466d71394f842817aaa289920706e11f1de2d679c205e6583,2026-09-16,2026-09-16,2026-09-16,7,,
87400c72cffffff,7,26.661198,106.70648,,admin_520103,是,0.571,"[""云岩区:4"",""白云区:3""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 57%，跨界，不得用于分区统计,边界匹配,,,,,,,,"[""amap:15""]",,,,未判定,,,,,15,"[""交通:10"",""餐饮:5""]",交通,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c72cffffff""]",needs_review,12aeac59cc39052ac0eb025349934b3e4aa09c4fde9885b3f5751100210a24d9,2026-09-16,2026-09-16,2026-09-16,7,,
87400c0caffffff,7,26.608912,106.61869,,admin_520115,否,1,"[""观山湖区:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:684"",""ctrip:113"",""transport:44""]",,,,未判定,,,,,841,"[""餐饮:668"",""住宿:113"",""交通:45"",""景点:15""]",餐饮,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c0caffffff""]",needs_review,dcd92e8251095acb519cfb8d1562cf8bd9bc8917c31f34cd65ee0a64d6413a06,2026-09-16,2026-09-16,2026-09-16,7,,
87400c0c9ffffff,7,26.58462,106.586985,,admin_520115,是,0.857,"[""观山湖区:6"",""云岩区:1""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 86%，跨界，不得用于分区统计,边界匹配,,,,,,,,"[""amap:103"",""ctrip:18"",""transport:11""]",,,,未判定,,,,,132,"[""餐饮:97"",""住宿:18"",""交通:16"",""景点:1""]",餐饮,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c0c9ffffff""]",needs_review,628d25713e4bf2676f6fa0af77b1b794e76b0157201e33ab14f879988d5672b5,2026-09-16,2026-09-16,2026-09-16,7,,
87400c08dffffff,7,26.594228,106.774677,,admin_520103,是,0.429,"[""云岩区:3"",""乌当区:3"",""南明区:1""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 43%，跨界，不得用于分区统计,边界匹配,,,,,,,,"[""amap:145"",""ctrip:44"",""transport:10""]",,,,未判定,,,,,199,"[""餐饮:145"",""住宿:44"",""交通:10""]",餐饮,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c08dffffff""]",needs_review,ef8c915da444f32e2e96a7bb4a1479e7d816ce54c3641998be5d94bc446f9204,2026-09-16,2026-09-16,2026-09-16,7,,
87400c089ffffff,7,26.610976,106.757633,,admin_520103,是,0.571,"[""云岩区:4"",""乌当区:3""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 57%，跨界，不得用于分区统计,边界匹配,,,,,,,,"[""amap:194"",""transport:20"",""ctrip:10""]",,,,未判定,,,,,224,"[""餐饮:193"",""交通:20"",""住宿:10"",""景点:1""]",餐饮,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c089ffffff""]",needs_review,2e7e2c779e9d55a0fd1ff6daabd54c30f80e8196ed9978b9e2ad36451a060b78,2026-09-16,2026-09-16,2026-09-16,7,,
87400c0dcffffff,7,26.61645,106.667457,,admin_520115,否,1,"[""观山湖区:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""ctrip:536"",""amap:297"",""transport:11""]",,,,未判定,,,,,844,"[""住宿:536"",""餐饮:249"",""交通:48"",""景点:11""]",住宿,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c0dcffffff""]",needs_review,a222c2c1d8eb16785b21991839b335ff6d2f6cd8119e5a704b71c9e14233d7ab,2026-09-16,2026-09-16,2026-09-16,7,,
87400c0cdffffff,7,26.567881,106.604055,,admin_520111,是,0.429,"[""花溪区:3"",""云岩区:3"",""观山湖区:1""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 43%，跨界，不得用于分区统计,边界匹配,,,,,,,,"[""amap:6"",""transport:3""]",,,,未判定,,,,,9,"[""餐饮:4"",""交通:3"",""景点:2""]",餐饮,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c0cdffffff""]",needs_review,a6232ce352ad9fbb3c9c4d7f0e6618b9958cab8989c0495f8936d18097932cbb,2026-09-16,2026-09-16,2026-09-16,7,,
87400c0f0ffffff,7,26.569977,106.742989,,admin_520102,否,1,"[""南明区:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:194"",""transport:27"",""ctrip:16""]",,,,未判定,,,,,237,"[""餐饮:170"",""交通:38"",""住宿:16"",""景点:13""]",餐饮,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c0f0ffffff""]",needs_review,8eebf518e5635af47751b9244303eea3f190c5486a42702d786405f073ec5025,2026-09-16,2026-09-16,2026-09-16,7,,
87400c0ebffffff,7,26.551139,106.62112,,admin_520111,否,1,"[""花溪区:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""transport:6"",""amap:4""]",,,,未判定,,,,,10,"[""交通:8"",""餐饮:2""]",交通,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c0ebffffff""]",needs_review,4dd135d1087989aaa9155e764e02d5825fe32193fc51bbf1258b1d511f4e9865,2026-09-16,2026-09-16,2026-09-16,7,,
87400c0eeffffff,7,26.53817,106.662558,,admin_520111,是,0.571,"[""花溪区:4"",""南明区:3""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 57%，跨界，不得用于分区统计,边界匹配,,,,,,,,"[""amap:71"",""ctrip:1""]",,,,未判定,,,,,72,"[""餐饮:30"",""景点:26"",""交通:15"",""住宿:1""]",餐饮,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c0eeffffff""]",needs_review,c9a4c027fef7195394fd58f55ff943bb30b00aadaf8be99a1a25a1be37e39442,2026-09-16,2026-09-16,2026-09-16,7,,
87400c0f4ffffff,7,26.553225,106.760033,,admin_520102,否,1,"[""南明区:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:67"",""ctrip:4"",""transport:3""]",,,,未判定,,,,,74,"[""餐饮:47"",""景点:11"",""交通:9"",""住宿:4"",""公共服务:3""]",餐饮,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c0f4ffffff""]",needs_review,88939f643e078acc5ae61133d31a537dcc0262bc1c1dfc2ca4f9ddfc9f0cea81,2026-09-16,2026-09-16,2026-09-16,7,,
87400c0adffffff,7,26.540221,106.80143,,admin_520102,否,1,"[""南明区:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:146"",""ctrip:7"",""transport:5""]",,,,未判定,,,,,158,"[""交通:93"",""餐饮:58"",""住宿:7""]",交通,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c0adffffff""]",needs_review,c0b01970bc10bc193ea30fc281280908b9e2150cf0f0bf28b6870443a7eeefe3,2026-09-16,2026-09-16,2026-09-16,7,,
87400c006ffffff,7,26.46567,106.820848,,admin_520102,否,1,"[""南明区:5""]",R7 父格，含 5 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c006ffffff""]",needs_review,c18db162d587b468ad69d1c19eba0cbe2db6f8fc4d00ac42cd7cb0076047267d,2026-09-16,2026-09-16,2026-09-16,5,,
87400c002ffffff,7,26.482436,106.803819,,admin_520102,否,1,"[""南明区:6""]",R7 父格，含 6 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:7""]",,,,未判定,,,,,7,"[""交通:7""]",交通,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c002ffffff""]",needs_review,ea5d56796de966101d55189c36dc34576d49e35fb87a461dfb8d205fe6446fc9,2026-09-16,2026-09-16,2026-09-16,6,,
87400c01affffff,7,26.536471,106.777072,,admin_520102,否,1,"[""南明区:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:303"",""ctrip:30"",""transport:8""]",,,,未判定,,,,,341,"[""餐饮:196"",""交通:105"",""住宿:30"",""景点:10""]",餐饮,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c01affffff""]",needs_review,0ade1015eb9c8c768c8e82c9f236fea2b14adf4182fda16effb2c6e0c4ab541a,2026-09-16,2026-09-16,2026-09-16,7,,
87400c0e4ffffff,7,26.508436,106.721029,,admin_520111,是,0.571,"[""花溪区:4"",""南明区:3""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 57%，跨界，不得用于分区统计,边界匹配,,,,,,,,"[""amap:159"",""ctrip:10"",""transport:5""]",,,,未判定,,,,,174,"[""餐饮:140"",""交通:21"",""住宿:10"",""景点:3""]",餐饮,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c0e4ffffff""]",needs_review,ce0baa2a426e608a26998a21f769d8c683afbb6638200f963267c8a4968e2dcd,2026-09-16,2026-09-16,2026-09-16,7,,
87400c012ffffff,7,26.527207,106.842813,,admin_520102,否,1,"[""南明区:6""]",R7 父格，含 6 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:3""]",,,,未判定,,,,,3,"[""交通:2"",""景点:1""]",交通,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c012ffffff""]",needs_review,28c5b39b08425559212191120225ec63a403aacb71c74c91bbe141e4fa7866af,2026-09-16,2026-09-16,2026-09-16,6,,
87400c0e1ffffff,7,26.52142,106.679613,,admin_520102,是,0.857,"[""南明区:6"",""花溪区:1""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 86%，跨界，不得用于分区统计,边界匹配,,,,,,,,"[""amap:153"",""transport:5"",""ctrip:5""]",,,,未判定,,,,,163,"[""餐饮:134"",""交通:23"",""住宿:5"",""景点:1""]",餐饮,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c0e1ffffff""]",needs_review,6c19baa16ca3f705b93377aaae60100886ca474aa26016c44db69f3946b0a977,2026-09-16,2026-09-16,2026-09-16,7,,
87400c0a1ffffff,7,26.547708,106.850136,,admin_520102,否,1,"[""南明区:3""]",R7 父格，含 3 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c0a1ffffff""]",needs_review,d795979f75e8e61ce042ec26ee17ba3116b5963831c7ef9e7f16848f6ce3a84d,2026-09-16,2026-09-16,2026-09-16,3,,
