id,name,zoneType,aliases,h3Cells,anchorPoiIds,cellCount,shortDesc,description,locatedInAdminArea,nightActivity,latitude,longitude,coordinateSystem,h3Index,h3IndexCoarse,geoPrecision,picture,pictureDesc,sourceId,fieldSources,fieldUpdatedAt,batchId,externalIds,lastVerifiedAt,verifiedBy,dataQuality,contentHash,createdAt,updatedAt,lastSeenAt,referencedBy,archivedAt,archiveReason
zone_3f636add57,永靖,商圈,"[""amap:息烽 · 距开阳中心直线距离21.7公里"",""amap:息烽 · 距开阳中心直线距离21.8公里"",""amap:息烽 · 距开阳中心直线距离21.9公里"",""amap:息烽 · 距开阳中心直线距离22.2公里"",""amap:息烽 · 距开阳中心直线距离22.3公里"",""amap:息烽 · 距开阳中心直线距离22.5公里"",""amap:息烽 · 距开阳中心直线距离22.8公里"",""amap:息烽 · 距开阳中心直线距离22.9公里"",""amap:息烽 · 距开阳中心直线距离22公里"",""amap:息烽 · 距开阳中心直线距离23.1公里"",""amap:息烽 · 距开阳中心直线距离23.2公里"",""amap:息烽 · 距开阳中心直线距离23.3公里"",""amap:息烽 · 距开阳中心直线距离23.4公里"",""amap:息烽 · 距开阳中心直线距离23.5公里"",""amap:息烽 · 距开阳中心直线距离23公里"",""amap:永靖"",""amap_regeo:永靖""]","[""88400ea40dfffff"",""88400ea441fffff"",""88400ea443fffff"",""88400ea445fffff"",""88400ea447fffff"",""88400ea449fffff"",""88400ea44bfffff"",""88400ea44dfffff"",""88400ea45dfffff"",""88400ea461fffff"",""88400ea463fffff"",""88400ea469fffff"",""88400ea46bfffff"",""88400ea46dfffff"",""88400ea601fffff"",""88400ea605fffff"",""88400ea607fffff"",""88400ea60bfffff"",""88400ea613fffff"",""88400ea617fffff"",""88400ea619fffff"",""88400ea61dfffff"",""88400ea621fffff"",""88400ea623fffff"",""88400ea625fffff"",""88400ea627fffff"",""88400ea629fffff"",""88400ea62bfffff"",""88400ea62dfffff"",""88400ea631fffff"",""88400ea635fffff"",""88400ea637fffff"",""88400ea63bfffff"",""88400ea63dfffff"",""88400ea657fffff"",""88400ea661fffff"",""88400ea663fffff"",""88400ea715fffff"",""88400ea719fffff"",""88400ea753fffff"",""88400ea75bfffff""]","[""area_amap_B03530P0Z9"",""area_amap_B0FFHLW10Y"",""area_amap_B0FFHM3OM6"",""area_amap_B0FFIKIG3L"",""area_amap_B0FFIR5LWO""]",41,,,admin_520122,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:永靖""]",,,needs_review,dbb2accada2d9355b0fc3f333665ba1b7d030c4da847a81698344f4462ea1d0d,2026-09-16,2026-09-16,2026-09-16,283,,
zone_e8d25b5947,龙岗,商圈,"[""amap:近紫江广场 · 羊场客运站"",""amap:近羊场客运站 · 小玩佳乐园"",""amap:龙岗"",""amap_regeo:龙岗""]","[""88400c4127fffff"",""88400c4811fffff"",""88400c481bfffff"",""88400c4853fffff"",""88400c4855fffff"",""88400c4857fffff"",""88400c4a07fffff"",""88400c4a17fffff"",""88400c4a35fffff"",""88400c4a37fffff"",""88400c4a3bfffff"",""88400c4a87fffff"",""88400c4a89fffff"",""88400c4a8dfffff"",""88400c4a9dfffff"",""88400c4aa1fffff"",""88400c4aa3fffff"",""88400c4aa5fffff"",""88400c4aa7fffff"",""88400c4aa9fffff"",""88400c4aabfffff"",""88400c4aadfffff"",""88400c4ab1fffff"",""88400c4ab7fffff"",""88400c4ab9fffff"",""88400c4abdfffff"",""88400c4ac7fffff"",""88400c4acbfffff"",""88400c4acdfffff"",""88400c4ad5fffff"",""88400c4ae1fffff"",""88400c4ae3fffff"",""88400c4ae5fffff"",""88400c4ae7fffff"",""88400c4ae9fffff"",""88400c4aebfffff"",""88400c4aedfffff""]","[""area_amap_B0FFL01YVE"",""area_amap_B0KRKL5JKI"",""hotel_ctrip_102555143"",""hotel_ctrip_120187902"",""hotel_ctrip_115804359""]",37,,,admin_520121,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:龙岗""]",,,needs_review,3ddadba6912aef794911eb71beeeb0d0e7d60569e7f0b6ac0d34a16a5dfc86f1,2026-09-16,2026-09-16,2026-09-16,72,,
zone_c6e9ab7d40,小寨坝,商圈,"[""amap:小寨坝"",""amap_regeo:小寨坝""]","[""88400ea421fffff"",""88400ea423fffff"",""88400ea425fffff"",""88400ea429fffff"",""88400ea42dfffff"",""88400ea435fffff"",""88400ea43dfffff"",""88400ea467fffff"",""88400ea511fffff"",""88400ea515fffff"",""88400ea517fffff"",""88400ea519fffff"",""88400ea51bfffff"",""88400ea51dfffff"",""88400ea523fffff"",""88400ea531fffff"",""88400ea533fffff"",""88400ea535fffff"",""88400ea539fffff"",""88400ea53bfffff"",""88400ea53dfffff"",""88400ea543fffff"",""88400ea547fffff"",""88400ea553fffff"",""88400ea557fffff"",""88400ea58dfffff"",""88400ea5c3fffff"",""88400ea5cbfffff"",""88400ea5e1fffff"",""88400ea5e5fffff"",""88400ea5e9fffff"",""88400ea5ebfffff"",""88400ea5edfffff"",""88400eaed9fffff""]","[""area_amap_B03530PZXW"",""area_amap_B0FFK83PAK"",""area_amap_B0FFKWRY0I"",""food_dd352a2d-8032-476a-8d47-512b00acfa31"",""food_0826abe5-eaf3-4a1c-a667-88d0290adf33""]",34,,,admin_520122,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:小寨坝""]",,,needs_review,9a0760001e02f40f9517907ecec1f798538a141e6f158548ccbc97c5dd38b3a5,2026-09-16,2026-09-16,2026-09-16,80,,
zone_8d20c72f9a,大山洞,商圈,"[""amap:云峰大道"",""amap:大山洞"",""amap:白云公园/白云地区"",""amap:艳山红"",""amap:龚家寨"",""amap_regeo:云峰大道"",""amap_regeo:大山洞"",""amap_regeo:艳山红"",""amap_regeo:龚家寨""]","[""88400c709bfffff"",""88400c7541fffff"",""88400c7543fffff"",""88400c7549fffff"",""88400c754bfffff"",""88400c754dfffff"",""88400c7559fffff"",""88400c755dfffff"",""88400c7701fffff"",""88400c7703fffff"",""88400c7705fffff"",""88400c7707fffff"",""88400c7709fffff"",""88400c770dfffff"",""88400c7715fffff"",""88400c7717fffff"",""88400c7721fffff"",""88400c7723fffff"",""88400c7725fffff"",""88400c7727fffff"",""88400c7729fffff"",""88400c772bfffff"",""88400c772dfffff"",""88400c7731fffff"",""88400c7733fffff"",""88400c7735fffff"",""88400c7737fffff"",""88400c7739fffff"",""88400c773bfffff"",""88400c773dfffff"",""88400c7747fffff"",""88400c7763fffff"",""88400c776bfffff""]","[""area_amap_B03530OT3P"",""area_amap_B03530P4UV"",""area_amap_B03530Q0RR"",""area_amap_B03530Q75B"",""area_amap_B0FFFEFOVL""]",33,,,admin_520113,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:大山洞""]",,,needs_review,886d0f41d5fdafcf5dbf624b36148f67630272518cfbe60ff511a16cb4b3f31b,2026-09-16,2026-09-16,2026-09-16,849,,
zone_8d87731efa,近九庄红军坟 · 徐家祠堂,商圈,"[""amap:近九庄红军坟 · 徐家祠堂""]","[""884008d003fffff"",""884008d00bfffff"",""884008d011fffff"",""884008d015fffff"",""884008d017fffff"",""884008d025fffff"",""884008d027fffff"",""884008d029fffff"",""884008d02bfffff"",""884008d031fffff"",""884008d035fffff"",""884008d037fffff"",""884008d039fffff"",""884008d03bfffff"",""884008d03dfffff"",""884008d11bfffff"",""884008d181fffff"",""884008d183fffff"",""884008d185fffff"",""884008d187fffff"",""884008d1c1fffff"",""884008d1c3fffff"",""884008d1c7fffff"",""884008d1c9fffff"",""884008d1cbfffff"",""884008d1cdfffff"",""884008d1d1fffff"",""884008d1d5fffff"",""884008d1d9fffff"",""884008d1dbfffff"",""884008d1ddfffff"",""884008d1e1fffff"",""884008d1e3fffff""]","[""hotel_ctrip_27355894"",""hotel_ctrip_72172166"",""hotel_ctrip_63324445"",""food_5b4110d9-41e8-4ed1-8342-9c754ebae2bf"",""food_08e2145a-2b15-4dad-b19d-5a90824d6ea2""]",33,,,admin_520122,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:近九庄红军坟 · 徐家祠堂""]",,,needs_review,151b90c257d44ce3965082ee1378930298c12b48e4fa4e9b487019c48fc7c2fa,2026-09-16,2026-09-16,2026-09-16,39,,
zone_dcfb615d34,六广,商圈,"[""amap:六广"",""amap:近六广河大峡谷 · 滨江广场"",""amap_regeo:六广""]","[""88400c6c33fffff"",""88400c6c37fffff"",""88400c6c81fffff"",""88400c6c87fffff"",""88400c6c8dfffff"",""88400c6ca1fffff"",""88400c6ca3fffff"",""88400c6ca5fffff"",""88400c6ca7fffff"",""88400c6ca9fffff"",""88400c6cabfffff"",""88400c6cadfffff"",""88400c6cb1fffff"",""88400c6cb5fffff"",""88400c6cb9fffff"",""88400c6cbdfffff"",""88400c6ce5fffff"",""88400c6cedfffff"",""88400c6d81fffff"",""88400c6d83fffff"",""88400c6d87fffff"",""88400c6d8dfffff"",""88400c6d91fffff"",""88400c6d95fffff"",""88400c6d99fffff"",""88400c6d9bfffff"",""88400c6d9dfffff"",""88400c6dc3fffff"",""88400c6dd3fffff"",""88400c6dd7fffff"",""88400c6dd9fffff"",""88400c6ddbfffff"",""88400c6dddfffff""]","[""area_amap_B0FFIZ03QV"",""area_amap_B0KD7CW6A5"",""area_amap_B0KRKL42HF"",""hotel_ctrip_21735636"",""food_2b99b78b-8e74-4cba-8419-a99affd19dca""]",33,,,admin_520123,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:六广""]",,,needs_review,d5679af282a4eecfa51f617feb8dd8576e185745fa93ed8bc7f1512b61f60fd7,2026-09-16,2026-09-16,2026-09-16,52,,
zone_a09d02db40,近峰驿广场 · 迪乐尼儿童游乐园,商圈,"[""amap:近峰驿广场 · 迪乐尼儿童游乐园""]","[""88400c2859fffff"",""88400c285bfffff"",""88400c2a17fffff"",""88400c2a81fffff"",""88400c2a83fffff"",""88400c2a85fffff"",""88400c2a87fffff"",""88400c2a89fffff"",""88400c2a8dfffff"",""88400c2aa1fffff"",""88400c2aa3fffff"",""88400c2aa5fffff"",""88400c2aa7fffff"",""88400c2aa9fffff"",""88400c2aabfffff"",""88400c2aadfffff"",""88400c2ab9fffff"",""88400c2abdfffff"",""88400c2ac1fffff"",""88400c2ac3fffff"",""88400c2ac5fffff"",""88400c2ac7fffff"",""88400c2acdfffff"",""88400c2ad5fffff"",""88400c2ae1fffff"",""88400c2ae3fffff"",""88400c2ae5fffff"",""88400c2ae7fffff"",""88400c2ae9fffff"",""88400c2aebfffff"",""88400c2aedfffff""]","[""hotel_ctrip_85117223"",""hotel_ctrip_2106383"",""hotel_ctrip_6777686"",""hotel_ctrip_117750008"",""hotel_ctrip_119740704""]",31,,,admin_520181,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:近峰驿广场 · 迪乐尼儿童游乐园""]",,,needs_review,e7742bc5b1906d3916e3073f6de58fce88608de96c1f33d8fb81bd3af94f3b4d,2026-09-16,2026-09-16,2026-09-16,85,,
zone_a1349c79b8,双流,商圈,"[""amap:双流"",""amap_regeo:双流""]","[""88400eb421fffff"",""88400eb423fffff"",""88400eb425fffff"",""88400eb427fffff"",""88400eb42bfffff"",""88400eb42dfffff"",""88400eb467fffff"",""88400eb501fffff"",""88400eb503fffff"",""88400eb507fffff"",""88400eb509fffff"",""88400eb511fffff"",""88400eb515fffff"",""88400eb519fffff"",""88400eb51bfffff"",""88400eb51dfffff"",""88400eb523fffff"",""88400eb529fffff"",""88400eb52bfffff"",""88400eb53dfffff"",""88400eb543fffff"",""88400eb547fffff"",""88400eb551fffff"",""88400eb555fffff"",""88400eb55bfffff"",""88400eb56bfffff"",""88400eb5c1fffff"",""88400eb5c5fffff"",""88400eb5c9fffff"",""88400eb5edfffff""]","[""area_amap_B0MG1AS8RG"",""food_47ac3d20-fc48-4329-8074-ee05871496aa"",""food_7f85d5ec-d048-4a65-b219-931d86d9c5bc"",""food_11ce2d62-c366-4945-a41a-6411846ff0c4"",""food_16a8b8b9-c99b-4832-aa04-b2fcc12b3a68""]",30,,,admin_520121,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:双流""]",,,needs_review,020b29c48ee3475f42331c390e67cb7c437c454a245f7fe45ba1cbb7bfe2e12e,2026-09-16,2026-09-16,2026-09-16,45,,
zone_9f14d02586,贵阳北站/高新区,产业新区,"[""amap:观山湖会展城/金融城"",""amap:贵阳北站/高新区"",""amap_regeo:龙泉苑街""]","[""88400c0c27fffff"",""88400c0c37fffff"",""88400c0d13fffff"",""88400c0d33fffff"",""88400c0d37fffff"",""88400c0d89fffff"",""88400c0d8dfffff"",""88400c0da9fffff"",""88400c0dadfffff"",""88400c0dc1fffff"",""88400c0dc3fffff"",""88400c0dc5fffff"",""88400c0dc7fffff"",""88400c0dc9fffff"",""88400c0dcbfffff"",""88400c0dcdfffff"",""88400c0dd5fffff"",""88400c0dddfffff"",""88400c0de1fffff"",""88400c0de3fffff"",""88400c0de5fffff"",""88400c0de7fffff"",""88400c0de9fffff"",""88400c0debfffff"",""88400c0dedfffff"",""88400c72d9fffff"",""88400c72dbfffff""]","[""area_amap_B0FFGB3C0H"",""area_amap_B0FFGIZZ08"",""area_amap_B0FFH6D4TT"",""area_amap_B0FFHHCU12"",""area_amap_B0FFHM60S3""]",27,,,admin_520115,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:贵阳北站/高新区""]",,,needs_review,14cfaa3b4f6968f582e6889ff8b2b047f65ba30111ac9130d64accac1b0a74cc,2026-09-16,2026-09-16,2026-09-16,1293,,
zone_3e5917d26d,近耕心田园 · 杉坝村法治文化广场,商圈,"[""amap:近耕心田园 · 杉坝村法治文化广场""]","[""88400c61b3fffff"",""88400c61b7fffff"",""88400c6e25fffff"",""88400c6e2dfffff"",""88400c6e65fffff"",""88400c6f03fffff"",""88400c6f07fffff"",""88400c6f09fffff"",""88400c6f0dfffff"",""88400c6f11fffff"",""88400c6f13fffff"",""88400c6f15fffff"",""88400c6f19fffff"",""88400c6f1bfffff"",""88400c6f39fffff"",""88400c6f41fffff"",""88400c6f43fffff"",""88400c6f47fffff"",""88400c6f4bfffff"",""88400c6f51fffff"",""88400c6f53fffff"",""88400c6f55fffff"",""88400c6f57fffff"",""88400c6f5dfffff""]","[""hotel_ctrip_117624542"",""food_6b03d788-074b-49d1-8f87-dcb311503242"",""food_150e390f-f14f-4b22-b02f-1c07c3aaa8ca"",""food_374af713-6125-4b85-be4d-beacae4ebcb5"",""food_f909b08a-73a6-48cd-8844-047daf87fcac""]",24,,,admin_520123,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:近耕心田园 · 杉坝村法治文化广场""]",,,needs_review,603b863cec4a0d191ed946a98d23bcc02c9606f15c613e19aaf8f240fc16db40,2026-09-16,2026-09-16,2026-09-16,31,,
zone_7e7db5320e,久长村,商圈,"[""amap_regeo:久长"",""amap_regeo:久长村""]","[""88400c6a01fffff"",""88400c6a03fffff"",""88400c6a0bfffff"",""88400c6a11fffff"",""88400c6a15fffff"",""88400c6a17fffff"",""88400c6a19fffff"",""88400c6a1dfffff"",""88400c6a39fffff"",""88400c6a53fffff"",""88400c6a61fffff"",""88400c6a65fffff"",""88400c6a67fffff"",""88400c6a69fffff"",""88400c6a6bfffff"",""88400c6a6dfffff"",""88400c6b51fffff"",""88400c6b55fffff"",""88400c6b5bfffff"",""88400c7991fffff"",""88400c7993fffff"",""88400c7995fffff"",""88400c7997fffff"",""88400c79b3fffff""]","[""food_b94a3e29-e1fe-4df5-aaa9-ae115828e5db"",""food_589f4c88-2eaf-4e1c-ad0c-667fc43c54b4"",""food_30f8ee74-a866-4d1d-b8aa-84b77a50e6fb""]",24,,,admin_520123,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:久长村""]",,,needs_review,0f36765ff53ec11fbb83cd8c92e58c6ccac877ec9eaa0c26c5e808ce8112abf8,2026-09-16,2026-09-16,2026-09-16,27,,
zone_247e5b2ca5,近龙祥真人CS生态露营休闲山庄(白云区店) · 灵官庙,商圈,"[""amap:近龙祥真人CS生态露营休闲山庄(白云区店) · 灵官庙""]","[""88400c7115fffff"",""88400c7117fffff"",""88400c7131fffff"",""88400c7133fffff"",""88400c7135fffff"",""88400c7137fffff"",""88400c713bfffff"",""88400c713dfffff"",""88400c71a9fffff"",""88400c71adfffff"",""88400c71e1fffff"",""88400c71e3fffff"",""88400c71e7fffff"",""88400c71e9fffff"",""88400c71ebfffff"",""88400c71edfffff"",""88400c7ac1fffff"",""88400c7ac3fffff"",""88400c7ac9fffff"",""88400c7ad3fffff"",""88400c7ad9fffff"",""88400c7adbfffff"",""88400c7addfffff""]","[""hotel_ctrip_122391671"",""food_edf4f11d-6918-4e80-a893-a4df33f8476a"",""food_05a4f036-5072-499f-82f3-17c8f8e4ddca""]",23,,,admin_520113,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:近龙祥真人CS生态露营休闲山庄(白云区店) · 灵官庙""]",,,needs_review,ac82d97b3d52fd25b90904ad00e72d4945ddf6c9dad510059717bb9165e35bc4,2026-09-16,2026-09-16,2026-09-16,26,,
zone_cfa098ba78,近永温客运站 · 三块石广场,交通枢纽片区,"[""amap:近永温客运站 · 三块石广场""]","[""88400ea043fffff"",""88400ea047fffff"",""88400ea049fffff"",""88400ea04dfffff"",""88400ea055fffff"",""88400ea05dfffff"",""88400ea061fffff"",""88400ea06dfffff"",""88400ea221fffff"",""88400ea223fffff"",""88400ea227fffff"",""88400ea229fffff"",""88400ea22bfffff"",""88400ea22dfffff"",""88400ea235fffff"",""88400ea267fffff"",""88400ea311fffff"",""88400ea313fffff"",""88400ea317fffff"",""88400ea319fffff"",""88400ea31bfffff"",""88400ea339fffff"",""88400ea355fffff""]","[""hotel_ctrip_128028051"",""hotel_ctrip_128221886"",""food_bdc18b53-0a61-4ee9-9d99-96338d6861da"",""food_29d716cc-9e27-45fa-b9bc-2383a41f117a"",""food_47eb3868-4c4d-4de3-9d2d-0bc941e6afcc""]",23,,,admin_520121,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:近永温客运站 · 三块石广场""]",,,needs_review,3e8e434eced62b87cb18c16f540e71e418947f9490d1de694472e3c90251d7f9,2026-09-16,2026-09-16,2026-09-16,30,,
zone_a912f947fb,花溪大学城,大学城,"[""amap:花溪大学城"",""amap:贵安新区"",""amap_regeo:花溪大学城""]","[""88400c044bfffff"",""88400c0601fffff"",""88400c0603fffff"",""88400c0605fffff"",""88400c0607fffff"",""88400c060bfffff"",""88400c060dfffff"",""88400c0611fffff"",""88400c0615fffff"",""88400c0617fffff"",""88400c061dfffff"",""88400c0621fffff"",""88400c0623fffff"",""88400c0629fffff"",""88400c062bfffff"",""88400c0635fffff"",""88400c0637fffff"",""88400c0639fffff"",""88400c063bfffff"",""88400c063dfffff"",""88400c0655fffff"",""88400c0663fffff""]","[""sa_956442"",""area_amap_B0FFH3Y2UR"",""area_amap_B0FFJKZIB1"",""area_amap_B0FFKKRXXJ"",""area_amap_B0FFKL4NQ2""]",22,,,admin_520111,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:花溪大学城""]",,,needs_review,dfabaabb6df7d04db87acd0178caaf0d4a947af08a4b19b15b9c7d02a57ab218,2026-09-16,2026-09-16,2026-09-16,457,,
zone_bec60619cf,近扎佐云丰泽水上乐园 · 扎佐街道,商圈,"[""amap:近扎佐云丰泽水上乐园 · 扎佐街道""]","[""88400c6341fffff"",""88400c6343fffff"",""88400c6345fffff"",""88400c6347fffff"",""88400c6349fffff"",""88400c634bfffff"",""88400c634dfffff"",""88400c71a1fffff"",""88400c71a3fffff"",""88400c71a5fffff"",""88400c71a7fffff"",""88400c71abfffff"",""88400c71b5fffff"",""88400c71bdfffff"",""88400c7a89fffff"",""88400c7a8bfffff"",""88400c7a91fffff"",""88400c7a93fffff"",""88400c7a99fffff"",""88400c7a9bfffff"",""88400c7ad5fffff"",""88400c7ad7fffff""]","[""hotel_ctrip_46152351"",""hotel_ctrip_123340554"",""food_4d1a2182-e29d-4183-b815-cdcaa53548a5"",""food_5028fde9-438b-4e39-b34e-50205a01f49c"",""food_d731ebd8-8ff9-422a-96f4-8b3b8e0bde0d""]",22,,,admin_520123,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:近扎佐云丰泽水上乐园 · 扎佐街道""]",,,needs_review,d0fed1d7e46c899a22e3d5502eb11a166073fa320ec0a651c81a9607d5158a1c,2026-09-16,2026-09-16,2026-09-16,29,,
zone_b2ad1997e6,近流长镇没量坑红军烈士纪念碑 · 磨盘山,商圈,"[""amap:近流长镇没量坑红军烈士纪念碑 · 磨盘山""]","[""884008d849fffff"",""884008da01fffff"",""884008da0dfffff"",""884008da21fffff"",""884008da23fffff"",""884008da25fffff"",""884008da27fffff"",""884008da29fffff"",""884008da2dfffff"",""884008da61fffff"",""884008da63fffff"",""884008da69fffff"",""884008da6bfffff"",""884008da6dfffff"",""884008db0bfffff"",""884008db11fffff"",""884008db19fffff"",""884008db1bfffff"",""884008db1dfffff"",""884008db51fffff"",""884008db53fffff"",""884008db57fffff""]","[""hotel_ctrip_124317787"",""food_023030de-58c4-44ad-92cb-a678e93e9d65"",""food_24261abd-c23d-4501-bba7-227ba1f436eb"",""food_5f196804-9327-4018-9366-4380c8f05276"",""food_3a1de61f-357f-446c-a9f4-574db0008208""]",22,,,admin_520122,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:近流长镇没量坑红军烈士纪念碑 · 磨盘山""]",,,needs_review,856a2bf7626b49f029d173b7a753fc62a404ab04dc66e5befb8ad244da4862e8,2026-09-16,2026-09-16,2026-09-16,28,,
zone_880cd75ebb,未来方舟地区,商圈,"[""amap:未来方舟地区"",""amap_regeo:东山"",""amap_regeo:未来方舟""]","[""88400c0899fffff"",""88400c089bfffff"",""88400c08cbfffff"",""88400c08d3fffff"",""88400c08d7fffff"",""88400c08d9fffff"",""88400c0a97fffff"",""88400c0ab1fffff"",""88400c0ab3fffff"",""88400c0ab5fffff"",""88400c0ab7fffff"",""88400c0abbfffff"",""88400c0abdfffff"",""88400c0f01fffff"",""88400c0f09fffff"",""88400c0f45fffff"",""88400c0f47fffff"",""88400c0f65fffff"",""88400c0f69fffff"",""88400c0f6bfffff"",""88400c0f6dfffff""]","[""area_amap_B0MADSI464"",""hotel_ctrip_135241209"",""hotel_ctrip_135092256"",""hotel_ctrip_130887046"",""hotel_ctrip_132040813""]",21,,,admin_520102,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:未来方舟地区""]",,,needs_review,9aeea397dd609758616d1d90d047c8d228ce95602a93d40d9f66fec90203b67b,2026-09-16,2026-09-16,2026-09-16,346,,
zone_0c6979a7af,中曹,商圈,"[""amap:中曹"",""amap:小河转盘/万科"",""amap:花溪公园/十里河滩"",""amap_regeo:中曹"",""amap_regeo:漓江路""]","[""88400c0501fffff"",""88400c0505fffff"",""88400c0507fffff"",""88400c050dfffff"",""88400c0521fffff"",""88400c0523fffff"",""88400c0525fffff"",""88400c0527fffff"",""88400c0529fffff"",""88400c052bfffff"",""88400c052dfffff"",""88400c0561fffff"",""88400c0563fffff"",""88400c0567fffff"",""88400c0569fffff"",""88400c056bfffff"",""88400c0e1bfffff"",""88400c0ec1fffff"",""88400c0ec5fffff"",""88400c0ec9fffff"",""88400c0ecdfffff""]","[""area_amap_B03530OT7K"",""area_amap_B0FFHK32B2"",""area_amap_B0FFHZXPXR"",""area_amap_B0FFKK471U"",""area_amap_B0FFKQWBHF""]",21,,,admin_520111,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:中曹""]",,,needs_review,84830f5946a868cba81ed7636bc77653c82626a179859fdd4695e186c7c584f9,2026-09-16,2026-09-16,2026-09-16,231,,
zone_4c66b8ec09,息烽 · 距开阳中心直线距离22.1公里,商圈,"[""amap:息烽 · 距开阳中心直线距离22.1公里""]","[""88400c692dfffff"",""88400c6965fffff"",""88400c6967fffff"",""88400c6969fffff"",""88400c696dfffff"",""88400ea64bfffff"",""88400ea651fffff"",""88400ea653fffff"",""88400ea659fffff"",""88400ea65bfffff"",""88400ea65dfffff"",""88400eb483fffff"",""88400eb487fffff"",""88400eb4a1fffff"",""88400eb4abfffff"",""88400eb4b1fffff"",""88400eb4b3fffff"",""88400eb4b7fffff"",""88400eb4b9fffff"",""88400eb4bbfffff"",""88400eb4bdfffff""]","[""area_amap_B035301FJ3"",""area_amap_B0FFF2E2RB"",""area_amap_B0FFGNFWHO"",""area_amap_B0FFK7L3FG"",""area_amap_B0FFK7VQEW""]",21,,,admin_520122,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:息烽 · 距开阳中心直线距离22.1公里""]",,,needs_review,0cc9c33108edf07e3e894dd7b629ab39c64168753f63ec1cfe88c0bb91efd2e3,2026-09-16,2026-09-16,2026-09-16,49,,
zone_26ce0bd665,近回水石林 · 息烽县多滨洞旅游景区,商圈,"[""amap:近回水石林 · 息烽县多滨洞旅游景区""]","[""884008d089fffff"",""884008d091fffff"",""884008d093fffff"",""884008d099fffff"",""884008d09bfffff"",""884008d0c3fffff"",""884008d0d3fffff"",""884008d0d7fffff"",""884008d0ddfffff"",""884008d2b3fffff"",""884008d549fffff"",""884008d54dfffff"",""884008d705fffff"",""884008d721fffff"",""884008d725fffff"",""884008d727fffff"",""884008d729fffff"",""884008d72dfffff"",""884008d761fffff"",""884008d765fffff"",""884008d76dfffff""]","[""area_amap_B0FFLF8JLY"",""hotel_ctrip_134012289"",""food_3c2aad35-803d-4b11-a9be-619580a48364"",""food_d4b5c2bd-0ab7-4b84-8eba-c0348935675a"",""food_15965a5d-fb44-4de9-bb58-7d362c388279""]",21,,,admin_520123,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:近回水石林 · 息烽县多滨洞旅游景区""]",,,needs_review,12f95a2d0e32448763b39b4e4ddd44735cde156a7c2fea4bcc531dc5bd168679,2026-09-16,2026-09-16,2026-09-16,29,,
