景点POI_ID,详情业务ID,景点名称,英文名,泰文名,实体类型,范围分类,携程评分（5分制）,精确点评数,热度（非评分）,区域/商圈,地址,纬度,经度,原坐标系,联系电话,营业时间,建议游玩时长,详情采集状态,列表采集时间（UTC）,详情采集时间（UTC）,详情来源URL,携程景点目的地ID,携程目的地名称,列表来源URL,类型标签,平台榜单原文,封面图片URL（未下载）,评分来源URL,点评数来源URL,坐标来源URL,列表评分,详情评分,列表精确点评数,详情精确点评数,范围核验依据,未采集/失败说明
154193220,154193220,泰国曼谷 · Post Malone Presents The BIG Stadium World Tour,,,限时活动,本地,,0,6.2,素万那普国际机场,,13.75526,100.622348,WGS84,,,,pending,2026-08-31 02:25:45,,https://you.ctrip.com/sight/bangkok191/154193220.html,191,曼谷,https://you.ctrip.com/sight/bangkok191/s0-p5.html,演唱会,,https://dimg04.c-ctrip.com/images/0103k12000s0tu7ja2FF3.png,https://you.ctrip.com/sight/bangkok191/s0-p5.html,https://you.ctrip.com/sight/bangkok191/s0-p5.html,https://you.ctrip.com/sight/bangkok191/s0-p5.html,,,0,,携程目的地 ID 与目标城市一致；非行政边界测绘核验,
154258927,154258927,泰国曼谷 · Fujii Kaze Prema World Tour in Bangkok,,,限时活动,本地,,0,5.2,暹罗,,13.745508,100.525681,WGS84,,,,pending,2026-08-31 02:25:58,,https://you.ctrip.com/sight/bangkok191/154258927.html,191,曼谷,https://you.ctrip.com/sight/bangkok191/s0-p8.html,演唱会,,https://dimg04.c-ctrip.com/images/0100l12000tawcaluBB28.jpg,https://you.ctrip.com/sight/bangkok191/s0-p8.html,https://you.ctrip.com/sight/bangkok191/s0-p8.html,https://you.ctrip.com/sight/bangkok191/s0-p8.html,,,0,,携程目的地 ID 与目标城市一致；非行政边界测绘核验,
154502505,154502505,泰国曼谷 · 5 Seconds of Summer《Everyone’s A Star!》巡演,,,限时活动,本地,,0,4.7,素坤逸,,13.732231,100.566192,WGS84,,,,pending,2026-08-31 02:26:06,,https://you.ctrip.com/sight/bangkok191/154502505.html,191,曼谷,https://you.ctrip.com/sight/bangkok191/s0-p10.html,演唱会,,https://dimg04.c-ctrip.com/images/0105l12000dg85upr0179.jpg,https://you.ctrip.com/sight/bangkok191/s0-p10.html,https://you.ctrip.com/sight/bangkok191/s0-p10.html,https://you.ctrip.com/sight/bangkok191/s0-p10.html,,,0,,携程目的地 ID 与目标城市一致；非行政边界测绘核验,
155029030,155029030,泰国曼谷 · BTS WORLD TOUR 'ARIRANG' IN BANGKOK,,,限时活动,本地,5,1,7.1,素万那普国际机场,,13.75526,100.622348,WGS84,,,,pending,2026-08-31 02:25:33,,https://you.ctrip.com/sight/bangkok191/155029030.html,191,曼谷,https://you.ctrip.com/sight/bangkok191/s0-p2.html,演唱会,,https://dimg04.c-ctrip.com/images/0103m12000sl8ttce1F4B.jpg,https://you.ctrip.com/sight/bangkok191/s0-p2.html,https://you.ctrip.com/sight/bangkok191/s0-p2.html,https://you.ctrip.com/sight/bangkok191/s0-p2.html,5,,1,,携程目的地 ID 与目标城市一致；非行政边界测绘核验,
155036283,155036283,泰国曼谷 · The Weeknd《After Hours Til Dawn》巡演,,,限时活动,本地,,0,6.7,素万那普国际机场,,13.75526,100.622348,WGS84,,,,pending,2026-08-31 02:25:37,,https://you.ctrip.com/sight/bangkok191/155036283.html,191,曼谷,https://you.ctrip.com/sight/bangkok191/s0-p3.html,演唱会,,https://dimg04.c-ctrip.com/images/0101512000cf2q22066E1.png,https://you.ctrip.com/sight/bangkok191/s0-p3.html,https://you.ctrip.com/sight/bangkok191/s0-p3.html,https://you.ctrip.com/sight/bangkok191/s0-p3.html,,,0,,携程目的地 ID 与目标城市一致；非行政边界测绘核验,
155051089,155051089,泰国曼谷 · Jason Mraz 2026 亚洲巡演,,,限时活动,本地,,0,5.1,,,13.669656,100.609722,WGS84,,,,pending,2026-08-31 02:25:58,,https://you.ctrip.com/sight/bangkok191/155051089.html,191,曼谷,https://you.ctrip.com/sight/bangkok191/s0-p8.html,演唱会,,https://dimg04.c-ctrip.com/images/0100p12000d538vfw977A.jpg,https://you.ctrip.com/sight/bangkok191/s0-p8.html,https://you.ctrip.com/sight/bangkok191/s0-p8.html,https://you.ctrip.com/sight/bangkok191/s0-p8.html,,,0,,携程目的地 ID 与目标城市一致；非行政边界测绘核验,
155055495,155055495,泰国曼谷 · Lonely Loud Fest 音乐节 2026,,,限时活动,本地,,0,5,乍都乍周末市场,,13.813482,100.561886,WGS84,,,,pending,2026-08-31 02:25:58,,https://you.ctrip.com/sight/bangkok191/155055495.html,191,曼谷,https://you.ctrip.com/sight/bangkok191/s0-p8.html,音乐节,,https://dimg04.c-ctrip.com/images/0105112000siq9kamAE1F.jpg,https://you.ctrip.com/sight/bangkok191/s0-p8.html,https://you.ctrip.com/sight/bangkok191/s0-p8.html,https://you.ctrip.com/sight/bangkok191/s0-p8.html,,,0,,携程目的地 ID 与目标城市一致；非行政边界测绘核验,
155071584,155071584,泰国曼谷 · wave to earth 2026《the pieces》巡演,,,限时活动,本地,,0,5.4,素坤逸,,13.732231,100.566192,WGS84,,,,pending,2026-08-31 02:25:53,,https://you.ctrip.com/sight/bangkok191/155071584.html,191,曼谷,https://you.ctrip.com/sight/bangkok191/s0-p7.html,演唱会,,https://dimg04.c-ctrip.com/images/0101c12000sj4kfst3A82.png,https://you.ctrip.com/sight/bangkok191/s0-p7.html,https://you.ctrip.com/sight/bangkok191/s0-p7.html,https://you.ctrip.com/sight/bangkok191/s0-p7.html,,,0,,携程目的地 ID 与目标城市一致；非行政边界测绘核验,
155075512,155075512,泰国曼谷 · CAT EXPO BANGKOK 音乐节 2026,,,限时活动,本地,,0,4.7,素万那普国际机场,,13.806291,100.692527,WGS84,,,,pending,2026-08-31 02:26:06,,https://you.ctrip.com/sight/bangkok191/155075512.html,191,曼谷,https://you.ctrip.com/sight/bangkok191/s0-p10.html,音乐节,,https://dimg04.c-ctrip.com/images/0105d12000sjvbysy8372.jpg,https://you.ctrip.com/sight/bangkok191/s0-p10.html,https://you.ctrip.com/sight/bangkok191/s0-p10.html,https://you.ctrip.com/sight/bangkok191/s0-p10.html,,,0,,携程目的地 ID 与目标城市一致；非行政边界测绘核验,
156358122,156358122,泰国曼谷 · Zara Larsson - Midnight Sun Tour,,,限时活动,本地,,0,5.6,素坤逸,,13.732231,100.566192,WGS84,,,,pending,2026-08-31 02:25:49,,https://you.ctrip.com/sight/bangkok191/156358122.html,191,曼谷,https://you.ctrip.com/sight/bangkok191/s0-p6.html,演唱会,,https://dimg04.c-ctrip.com/images/0100h12000sxnlvk2E29A.jpg,https://you.ctrip.com/sight/bangkok191/s0-p6.html,https://you.ctrip.com/sight/bangkok191/s0-p6.html,https://you.ctrip.com/sight/bangkok191/s0-p6.html,,,0,,携程目的地 ID 与目标城市一致；非行政边界测绘核验,
156363798,156363798,泰国曼谷 · Khalid: It's Always Summer Somewhere Tour in Bangkok,,,限时活动,本地,,0,5.7,素坤逸,,13.732231,100.566192,WGS84,,,,pending,2026-08-31 02:25:49,,https://you.ctrip.com/sight/bangkok191/156363798.html,191,曼谷,https://you.ctrip.com/sight/bangkok191/s0-p6.html,演唱会,,https://dimg04.c-ctrip.com/images/0100712000t0t197mC2A3.jpg,https://you.ctrip.com/sight/bangkok191/s0-p6.html,https://you.ctrip.com/sight/bangkok191/s0-p6.html,https://you.ctrip.com/sight/bangkok191/s0-p6.html,,,0,,携程目的地 ID 与目标城市一致；非行政边界测绘核验,
156409089,156409089,泰国曼谷 · 808 Festival 2026,,,限时活动,本地,,0,5.4,,,13.669455,100.610154,WGS84,,,,pending,2026-08-31 02:25:53,,https://you.ctrip.com/sight/bangkok191/156409089.html,191,曼谷,https://you.ctrip.com/sight/bangkok191/s0-p7.html,音乐节,,https://dimg04.c-ctrip.com/images/0101q12000tf7encnDF9B.png,https://you.ctrip.com/sight/bangkok191/s0-p7.html,https://you.ctrip.com/sight/bangkok191/s0-p7.html,https://you.ctrip.com/sight/bangkok191/s0-p7.html,,,0,,携程目的地 ID 与目标城市一致；非行政边界测绘核验,
156413887,156413887,泰国曼谷 · ENJOY THE SHOW WORLD TOUR,,,限时活动,本地,,0,6.4,拉查达比瑟区,,13.750749,100.572319,WGS84,,,,pending,2026-08-31 02:25:41,,https://you.ctrip.com/sight/bangkok191/156413887.html,191,曼谷,https://you.ctrip.com/sight/bangkok191/s0-p4.html,演唱会,,https://dimg04.c-ctrip.com/images/0101e12000tgvzzxkCA01.jpg,https://you.ctrip.com/sight/bangkok191/s0-p4.html,https://you.ctrip.com/sight/bangkok191/s0-p4.html,https://you.ctrip.com/sight/bangkok191/s0-p4.html,,,0,,携程目的地 ID 与目标城市一致；非行政边界测绘核验,
156429941,156429941,泰国曼谷 · INK WARUNTORN《Synthphony》演唱会,,,限时活动,本地,,0,4.7,素坤逸,,13.732231,100.566192,WGS84,,,,pending,2026-08-31 02:26:06,,https://you.ctrip.com/sight/bangkok191/156429941.html,191,曼谷,https://you.ctrip.com/sight/bangkok191/s0-p10.html,演唱会,,https://dimg04.c-ctrip.com/images/0104a12000dx1aktkD45C.jpg,https://you.ctrip.com/sight/bangkok191/s0-p10.html,https://you.ctrip.com/sight/bangkok191/s0-p10.html,https://you.ctrip.com/sight/bangkok191/s0-p10.html,,,0,,携程目的地 ID 与目标城市一致；非行政边界测绘核验,
156437688,156437688,泰国曼谷 · BIGBANG 2026-2027 WORLD TOUR < XX : COSMOS > IN BANGKOK,,,限时活动,本地,,0,7.1,素万那普国际机场,,13.75526,100.622348,WGS84,,,,pending,2026-08-31 02:25:37,,https://you.ctrip.com/sight/bangkok191/156437688.html,191,曼谷,https://you.ctrip.com/sight/bangkok191/s0-p3.html,演唱会,,https://dimg04.c-ctrip.com/images/0100c12000tofy6r49D44.png,https://you.ctrip.com/sight/bangkok191/s0-p3.html,https://you.ctrip.com/sight/bangkok191/s0-p3.html,https://you.ctrip.com/sight/bangkok191/s0-p3.html,,,0,,携程目的地 ID 与目标城市一致；非行政边界测绘核验,
156473188,156473188,泰国曼谷 · 金允植&朴时宇 粉丝见面会,Bangkok | KIM YOON SIK&PARK SIWOO FAN MEETING IN BANGKOK,,限时活动,本地,,0,4.5,乍都乍周末市场,"ชั้น 6 ศูนย์การค้าเจเจมอลล์ Khwaeng Chatuchak, จตุจักร Krung Thep Maha Nakhon",13.801993,100.549591,WGS84,,8/29 周六 13:00-20:00开放、开始时间及时长以现场为准,,ok,2026-08-31 02:26:06,2026-08-31 02:30:14,https://you.ctrip.com/sight/bangkok191/156473188.html,191,曼谷,https://you.ctrip.com/sight/bangkok191/s0-p10.html,,,https://dimg04.c-ctrip.com/images/0104q12000tkotu8yA904.png,https://you.ctrip.com/sight/bangkok191/156473188.html,https://you.ctrip.com/sight/bangkok191/156473188.html,https://you.ctrip.com/sight/bangkok191/s0-p10.html,,,0,0,携程目的地 ID 与目标城市一致；非行政边界测绘核验,
156625623,156625623,泰国曼谷 · Bruno Mars - The Romantic Tour,,,限时活动,本地,,0,6.6,素万那普国际机场,,13.75526,100.622348,WGS84,,,,pending,2026-08-31 02:25:53,,https://you.ctrip.com/sight/bangkok191/156625623.html,191,曼谷,https://you.ctrip.com/sight/bangkok191/s0-p7.html,演唱会,,https://dimg04.c-ctrip.com/images/0102t12000tnva9w1FE41.jpg,https://you.ctrip.com/sight/bangkok191/s0-p7.html,https://you.ctrip.com/sight/bangkok191/s0-p7.html,https://you.ctrip.com/sight/bangkok191/s0-p7.html,,,0,,携程目的地 ID 与目标城市一致；非行政边界测绘核验,
