采集时间,酒店ID,主酒店ID,酒店中文名,酒店英文名,城市ID,城市,区域/商圈,地址,纬度,经度,星级,钻级,开业时间,装修时间,客房数,酒店类型,榜单/排名,评分,评分描述,点评总数,收藏数,图片总数,最低价,币种,交通信息,特色标签,热门设施,评分明细,卫生评分,设施评分,环境评分,服务评分,点评标签,电话,酒店简介,原始详情URL,PC详情URL,移动详情URL
2026-09-01 02:51:25,120781130,120781130,包裹酒店曼谷(Parcel Hotel Bangkok),,359,,,,,,,,2024,,16,,,4.7,超棒,99,,,,CNY,,,,,,,,,,0066-935235303 0066-633762337,邮箱： partner.bookings@zuzuhs.com 在包裹酒店曼谷享受卓越的服务和一流的设施，创造难忘的回忆。使用住宿提供的免费 Wi-Fi，保持即时通信。 提供礼宾服务等前台设施服务，旨在满足您的需求。客房设施包括客房送餐服务，让您放松身心，充分享受您的旅行。 仅可在指定的有限区域内吸烟。 包裹酒店曼谷的每间住宿都经过精心打造和装饰，为您创造温馨舒适的氛围。 部分客房提供空调或寝具用品，以为您提供便利，从而提升您的住宿体验。 包裹酒店曼谷的一些客房拥有独特的设计元素，例如独立的客厅甚至阳台或露台。 许多客房均配有室内视频流媒体、每日报纸或电视，供客人娱乐和享受。 特定客房提供冲泡咖啡或茶的器具，您可以很方便地给自己泡杯咖啡或热茶。 使用部分客房卫生间提供的浴袍、毛巾或吹风机，保持您的清洁和舒适。 订房必读 城市通知 禁止携带榴莲进入酒店。,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=120781130&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=120781130&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/120781130.html
2026-08-31 21:01:52,121173525,121173525,美莉V民宿(Merry V. Guesthouse),,359,,,,,,,,,,25,,,,,394,,,,CNY,,,,,,,,,,0066-20055267,开业：1980 装修：2023 邮箱： merryvguesthouse@gmail.com Merry V Guesthouse坐落于曼谷，距离曼谷国家博物馆有不到一公里，配备花园、禁烟客房、免费WiFi以及酒吧。这家旅馆位置很好，位于曼谷老城区，距离金山寺有2.5公里，距离卧佛寺有3公里。旅馆拥有家庭间。 这家旅馆的部分房间拥有市景。客房拥有带淋浴设施的共用浴室。 Merry V Guesthouse附近的热门地标包括考山路、玉佛寺和大皇宫。曼谷廊曼国际机场距离住宿有27公里。 订房必读 城市通知 禁止携带榴莲进入酒店。 其他限制 此酒店不接待聚会。,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=121173525&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=121173525&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/121173525.html
2026-09-01 02:56:41,12143720,12143720,曼谷勒特尔酒店(Le d'Tel Bangkok),,359,,,,,,,,2017,,101,,,,,373,,,,CNY,,,,设施:1,,1,,,,0066-2-0956333,邮箱： rsvn@le-dtel.com 曼谷德泰尔酒店坐落于曼谷中心地段，距离是乐园和MBK 购物中心不到 5 分钟车程。 此豪华酒店距离曼谷中央世界购物中心 2.7 英里（4.4 公里），距离暹逻百丽宫购物中心 2.9 英里（4.7 公里）。 您可充分利用室外游泳池和健身中心等度假设施。此酒店的其他设施包括免费 WiFi、礼宾服务和公共区电视。 酒店设有 2 间餐厅，您可以选择一家简单吃一点，也可以待在房间里，享受部分时段客房送餐服务。忙碌了一天后，可以去酒吧/酒廊或池畔酒吧小酌一番，轻松一下。每天 06:30 至 10:00 提供收费的自助式早餐。 特色服务/设施包括商务中心、快速入住和干洗/洗衣服务。这家酒店拥有 2 间会议室，可用来举办活动。酒店设有收费的24 小时往返机场班车，此外还提供免费自助停车。 有 101 间空调客房提供迷你吧和液晶电视；您定能在旅途中找到家的舒适。提供免费无线网络，方便您与朋友保持联系；有线频道可满足您的娱乐需求。配备淋浴/盆浴组合的私人浴室提供浸泡浴缸和免费洗浴用品。便利设施包括电话，以及保险箱和书桌。,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=12143720&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=12143720&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/12143720.html
2026-09-04 02:14:53,12143984,12143984,素坤逸 6 巷希鲁斯套房 - 康帕斯酒店集团(Citrus Suites Sukhumvit 6 by Compass Hospitality),,359,,,,,,,,2017,,90,,,,,129,,,,CNY,,,,,,,,,,0066-2-2547956,邮箱： enquiry@citrussuitessukhumvit.com 位于曼谷，2017-01-01开业的Citrus Suites Sukhumvit 6 by Compass Hospitality，将是您旅途中的最佳选择。隆齐BTS高架铁路站位于距离该酒店大约700m的地方。周边交通是很便捷的，步行即可到达那那地铁站。著名的景点Malisa Language & Culture School、Malisa Language & Culture School和曼谷塔均可步行很短距离到达。 所有极具特色的客房都配备有空调，让您感受到更加贴心细致的入住体验。在餐厅服务方面，酒店西餐厅会提供美食。酒店设有酒吧，您可在这里放松身心，享受**贴心的服务。旅客想要在自己的房间边听音乐边享受美食，只需呼叫送餐服务。除此之外，周边餐饮种类繁多。尚味泰餐厅（东南亚菜）供应一流的推荐美味-咖喱蟹肉，The Living Room（东南亚菜）提供的烟熏三文鱼拼盘备受好评，Basil（东南亚菜）的炸鱼和蟹软糕也是来这里游玩不容错过的美味。 客人可以在酒店尽情的享受各种体育设施，如在健身室锻炼。酒店配备有商务中心，可供旅客使用。提供干洗服务，为您的旅途省心。酒店客人可以额外使用免费停车场。 订房必读 城市通知 禁止携带榴莲进入酒店。 酒店提示 不允许吸食大麻。 由于预订部的下班时间为晚上6点，凡预订结算方式为前台现付的房型，超过晚上6点以后不能办理入住。 设施供应 酒店提供收费接送服务，若需此服务，请提前2天联系酒店告知具体航班信息。预约邮箱：rsvns@citrussuitessukhumvit.com,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=12143984&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=12143984&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/12143984.html
2026-09-04 01:34:15,121671207,121671207,西铁城酒店克鲁姆曼谷席隆(Nishitetsu Hotel Croom Bangkok Silom),,359,,,,,,,,2024,,172,,,4.6,很好,412,,,,CNY,,,,,,,,,,0066-2-2118999,邮箱： crmsl.rsvn@nnr-thai.co.th Nishitetsu酒店Croom曼谷Silom位于曼谷曼谷市中心，距离是乐园和MBK 购物中心不到 5 分钟车程。 此酒店距离暹逻百丽宫购物中心 1.4 英里（2.2 公里），距离曼谷中央世界购物中心 1.7 英里（2.7 公里）。 您可充分利用健身中心等度假设施，此外还有免费 WiFi和礼宾服务等。 在Nishitetsu酒店Croom曼谷Silom，您可以去餐厅享用美餐。自助式早餐（收费）供应时间为：周一至周五 06:00 至 10:30，周末 06:00 至 11:00。LOCALIZE 特色服务/设施包括商务中心、干洗/洗衣服务和24 小时前台服务。酒店提供停车设施（车位有限）。 有 172 间空调客房提供智能电视；您定能在旅途中找到家的舒适。提供免费无线网络，方便您与朋友保持联系；数码频道可满足您的娱乐需求。私人浴室提供免费洗浴用品和吹风机。便利设施包括电话和保险箱；而且每天提供客房服务。 订房必读 城市通知 禁止携带榴莲进入酒店。,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=121671207&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=121671207&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/121671207.html
2026-08-31 21:09:28,122099440,122099440,"曼谷拉玛9悦梿酒店(Cassia Rama 9 Bangkok, part of Banyan Group)",,359,,,,,,,,2024,,344,,,,,1123,,,,CNY,,,,,,,,,,0066-2-7165999,邮箱： reservations-rama9@cassia.com 曼谷九世皇木棉花酒店，隶属于悦榕集团地处曼谷中心，距离普拉兰九医院只有 3 分钟车程，且距离拉加曼加拉国家体育场有 5 分钟车程。 此豪华酒店距离Terminal 21 购物中心 3.7 英里（6 公里），距离水门市场 3.7 英里（6 公里）。 到全方位服务的 SPA 放松一下；在这里，您可以享受按摩。一定要去体验室外游泳池和24 小时健身中心等度假设施。 您可以到服务曼谷九世皇木棉花酒店，隶属于悦榕集团住客的餐厅享用一顿美餐，也可以到小吃吧/熟食店逛逛。您可以到酒吧/酒廊，点一杯喜欢的饮品，畅饮一番。每天 06:30 至 10:00 提供收费的自助式早餐。 特色服务/设施包括干洗/洗衣服务、24 小时前台服务和多语言服务。酒店提供免费自助停车。 344 间空调客房提供备有炉灶和微波炉的简易厨房；您定能在旅途中找到家的舒适。带有有线频道的 50 英寸智能电视可满足您的娱乐需求；同时提供免费无线网络，方便您与朋友保持联系。便利设施包括电话，以及保险箱和书桌。 订房必读 城市通知 禁止携带榴莲进入酒店。,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122099440&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122099440&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/122099440.html
2026-09-04 01:50:07,12215324,12215324,曼谷素坤逸24巷凯悦嘉轩酒店(Hyatt Place Bangkok Sukhumvit 24),,359,,,,,,,,2017,,222,,,,,758,,,,CNY,,,,,,,,,,0066-2-0551234,邮箱： reservations.bkkzs@hyatt.com 曼谷素坤逸凯悦嘉轩酒店位于曼谷市中心的素坤逸区，周边交通便捷，步行即可到达BTS Phrom Phong轻轨站，紧邻泰国受欢迎的EM商圈购物中心，步行至Emporium和EmQuartier仅需5分钟，酒店周边分布富有生活气息的咖啡店、按摩店，无论商务旅行还是休闲出游，您都会发现这里是探索这座迷人城市的理想出发点。 时尚宽敞的客房更会带给您宾至如归的舒适体验，配备大量现代化舒适设施，包括免费无线上网、高清电视和办公桌，可令您尽享轻松惬意。下榻酒店期间，不妨去顶楼的180度AIRE BAR露天酒吧欣赏曼谷城市景观，位于大堂的西餐厅会提供全天简餐及饮品，您可在这里放松身心，享受贴心的服务。客人可以在酒店尽情的享受健身房设施，位于29层的户外露天游泳池是放松身心的好去处。酒店配备有会议室，可供旅客使用。提供干洗服务，为您的旅途省心。 展开更多 订房必读 城市通知 禁止携带榴莲进入酒店。 其他限制 不允许吸食大麻。,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=12215324&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=12215324&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/12215324.html
2026-09-04 01:46:31,122361567,122361567,白色小屋素坤逸44民宿(The White Den Sukhumvit 44),,359,,,,,,,,2023,,15,,,,,158,,,,CNY,,,,,,,,,,0066-814144568,邮箱： thewhiteden.official@gmail.com The White Den Sukhumvit 44位置很赞，位于曼谷的空堤县区，距离诗丽吉皇后国家会议中心有5.5公里，距离中心使馆购物商场有5.7公里，距离阿玛林广场有6.2公里。这家舒适型青旅提供共用厨房、客房服务和免费WiFi。这家住宿禁烟，距离Emporium商场有2.7公里。 这家青旅的部分房间享有市景。所有客房都提供私人浴室。 The White Den Sukhumvit 44距离盖索恩广场有6.4公里，距离One Bangkok有6.9公里。素万那普国际机场距离住宿有25公里。 展开更多 订房必读 城市通知 禁止携带榴莲进入酒店。 酒店提示 连住期间，酒店每7天常规清扫一次，其他详情请咨询酒店前台。 酒店不接受现金支付，多有不便敬请谅解。 婚宴派对限制 酒店客房不接受婚庆/派对/聚会/商业拍摄等用途，多有不便敬请谅解。,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122361567&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122361567&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/122361567.html
2026-08-31 21:02:45,12244128,12244128,曼谷索伊松维亚智选假日酒店(Holiday Inn Express BANGKOK SOI SOONVIJAI by IHG),,359,,,,,,,,2017,,190,,,,,879,,,,CNY,,,,,,,,,,0066-2-0906300,"邮箱： info.bnkss@ihg.com 曼谷索伊松维亚智选假日酒店 (SHA Plus+)是 Soi Soonvijai 的绿色国际酒店，是希望游览曼谷的健康、休闲和商务旅客的理想选择。 酒店地理位置优越，毗邻 Show DC、Terminal 21、EmQuartier 和 Central Rama 9 等几家主要购物中心。Holiday Inn Express Bangkok Soi Soonvijai, an Ihg Hotel (SHA Plus+) 距 RCA 仅 4 分钟车程， SHOW DC和Huay Kwang夜市距离酒店有10分钟的车程。 它提供往返碧武里地铁站的穿梭巴士服务，将曼谷素坤逸的购物体验带到暹罗。 酒店距素万那普机场和廊曼机场仅 30 分钟车程，步行 2 分钟即可到达曼谷医院和曼谷广场，驱车快速可至 Piyavate 医院和拉玛九医院。 酒店拥有 190 间设计现代的客房，是在曼谷寻找价格实惠、无忧无虑、地理位置优越且物有所值的精明旅客的明智选择。 订房必读 城市通知 禁止携带榴莲进入酒店。 其他限制 不允许吸食大麻。",https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=12244128&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=12244128&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/12244128.html
2026-09-04 02:34:04,122442069,122442069,GM Estate 酒店及行政公寓(GM Estate Hotel and Executive Apartments),,359,,,,,,,,2024,,77,,,4.5,很好,334,,,,CNY,,,,设施:1,,1,,,,0066-22525522,邮箱： info@gmestatebangkok.com GM Estate 酒店及行政公寓坐落于曼谷素坤逸路，距离Terminal 21 购物中心和埃姆卡阿希厄新购物商场不到 15 分钟步行路程。 此家居型酒店距离商城 0.6 英里（0.9 公里），距离四面佛 1.9 英里（3.1 公里）。 一定要享受一下室外游泳池、桑拿和健身中心等度假设施。此酒店的其他设施包括免费 WiFi和宴会厅。 您可以到餐厅享用一顿美餐；也可以去咖啡馆吃些点心。或者可以待在房间里，享受酒店的部分时段客房送餐服务。 特色服务/设施包括商务中心、干洗/洗衣服务和24 小时前台服务。酒店设有收费的24 小时从机场到酒店的班车，此外还提供免费自助停车。 有 77 间空调客房提供迷你吧和智能电视；您定能在旅途中找到家的舒适。提供免费无线网络，方便您与朋友保持联系；数码频道可满足您的娱乐需求。浴室提供免费洗浴用品和坐浴桶。便利设施包括电话，以及可存放笔记本电脑的保险箱和书桌。,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122442069&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122442069&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/122442069.html
2026-09-04 01:52:48,122482670,122482670,塔拉曼谷河畔酒店(TARA Bangkok Riverside),,359,,,,,,,,2024,,126,,,4.5,很好,458,,,,CNY,,,,,,,,,,0066-2-2439999,邮箱： RESERVATION@tarabangkokriverside.com 曼谷塔拉河滨位于曼谷曼谷河滨，距离云石寺和考山路不到 5 分钟车程。 此豪华酒店距离拉玛九世纪念公园 2 英里（3.2 公里），距离暹逻百丽宫购物中心 3.7 英里（6 公里）。 不要错过室外游泳池和24 小时健身中心等众多度假设施。 您可以到餐厅享用一顿美餐；也可以去咖啡馆吃些点心。或者可以待在房间里，享受酒店的部分时段客房送餐服务。忙碌了一天后，可以去酒吧/酒廊或池畔酒吧小酌一番，轻松一下。每天 06:30 至 10:30 提供收费的自助式早餐。 特色服务/设施包括干洗/洗衣服务、24 小时前台服务和行李寄存。酒店设有收费的24 小时往返机场班车，此外还提供停车设施（车位有限）。 有 126 间空调客房提供平板电视；您定能在旅途中找到家的舒适。提供免费无线网络，方便您与朋友保持联系；数码频道可满足您的娱乐需求。浴室提供淋浴设施和吹风机。便利设施包括保险箱和电热水壶；而且每天提供客房服务。 订房必读 城市通知 禁止携带榴莲进入酒店。,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122482670&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122482670&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/122482670.html
2026-09-04 01:55:03,122760211,122760211,米洛夫素万那普机场酒店(Miloft Suvarnabhumi Airport Hotel),,359,,,,,,,,2025,,110,,,,,188,,,,CNY,,,,,,,,,,0066-2-1362424,邮箱： sale.miloftairport@gmail.com 美樂素万那普机场酒店（Miloft Suvarnabhumi Airport Hotel） 美樂素万那普机场酒店是一家时尚的中档酒店，地理位置优越，距离素万那普国际机场仅15分钟车程。无论是过境旅客还是休闲游客，这里都是理想的下榻之选。酒店以现代化的设计、热情好客的服务以及卓越的待客品质，为您带来舒适愉快的入住体验。 我们的每间客房都布置精美，配备齐全，兼具舒适与便利，配合现代时尚的装饰，让您倍感惬意。宾客可在酒店的室外游泳池放松身心，或在店内餐厅享用丰富多样的泰国及国际美食。 为方便您的出行，酒店提供机场接送服务（需额外收费），同时您也可通过出租车或当地交通工具轻松抵达酒店。 在美樂素万那普机场酒店，我们致力于以舒适、便捷与贴心的服务，为您留下难忘的入住体验。 订房必读 城市通知 禁止携带榴莲进入酒店。 其他设施信息 早餐选择取决于酒店当天的供应情况；客人较少时会提供单点菜品。,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122760211&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122760211&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/122760211.html
2026-08-31 01:31:55,122873650,122873650,"曼谷市政厅素坤逸万豪行政公寓(Marriott Executive Apartments, Bangkok Townhall Sukhumvit)",,359,,,,,,,,2024,,267,,,4.6,很好,387,,,908,CNY,,,,卫生:4.7|设施:4.6|环境:4.5|服务:4.6,4.7,4.6,4.5,4.6,所有点评(387)|值得推荐(369)|有图(101)|视频(2)|有图/视频(102)|偏好相似(7)|泳池很赞(28)|泳池干净(28)|早餐很棒(19)|提供接送(10)|多次入住(6)|适合带娃(5)|有亲子房(4)|有亲子活动(4)|差评(18),0066-2-1614300,邮箱： reservation@meatownhall.com 欢迎来到曼谷素坤逸 Townhall 万豪行政公寓酒店，这是一家位于素坤逸49巷核心地段的现代都市居所，邻近曼谷知名 EmDistrict 商圈，包括 Emporium、EmQuartier 和 EmSphere。酒店亦提供免费接驳车前往 Thong Lo BTS 轻轨站，方便宾客轻松畅游全城。 酒店拥有间宽敞服务式公寓及间顶层豪华套房，专为短期及长住宾客打造。每间客房均配备设施齐全的厨房、洗衣机、洗碗机、私人阳台及宽敞起居空间，兼顾舒适与便利。 酒店旁即是 Townhall Lifestyle Park，汇聚多元餐饮、健身设施、养生空间、冰浴体验及 Kross Padel 板式网球场，为宾客打造集休闲、运动与社交于一体的生活方式体验。宾客亦可于入住期间享受户外泳池及设备完善的健身中心。 订房必读 城市通知 禁止携带榴莲进入酒店。,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122873650&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122873650&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/122873650.html
2026-09-04 02:21:50,122925890,122925890,"斯坦达德X曼谷帕阿提特(The StandardX, Bangkok Phra Arthit)",,359,,,,,,,,2010,,62,,,4.6,很好,50,,,,CNY,,,,设施:1,,1,,,,0066-2-1274500,装修：2024 邮箱： bkksx-reservations@hyatt.com The StandardX 曼谷帕阿提位于曼谷曼谷市中心，距离昭披耶河仅咫尺之遥，距离考山路也只有 10 分钟步行路程。 此酒店距离暹罗天地购物中心 3.7 英里（6 公里），距离暹逻百丽宫购物中心 3.8 英里（6.2 公里）。 享受室外游泳池等度假设施，或者到花园欣赏美景。 您可以去SILPA享用餐点，或者去咖啡馆吃些点心。酒店还提供部分时段客房送餐服务。您可以到酒吧/酒廊，点一杯喜欢的饮品，畅饮一番。每天 06:30 至 10:30 提供收费的欧陆式早餐。 特色服务/设施包括干洗/洗衣服务、24 小时前台服务和行李寄存。设有收费的24 小时往返机场班车。 有 62 间空调客房提供迷你吧和智能电视；您定能在旅途中找到家的舒适。客房设有私人阳台。提供免费无线网络，方便您与朋友保持联系；数码频道可满足您的娱乐需求。配备淋浴设施的私人浴室提供吹风机和浴袍。,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122925890&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122925890&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/122925890.html
2026-09-04 01:45:44,123077027,123077027,T2特波特尔苏坤蔚(T2 The Portal Sukhumvit),,359,,,,,,,,2024,,36,,,,,200,,,,CNY,,,,,,,,,,0066-22583234,邮箱： Sukhumvit@t2-hotels.com T2 The Portal 素坤逸位于曼谷素坤逸路，距离Terminal 21 购物中心和曼谷中央世界购物中心不到 5 分钟车程。 此酒店距离暹逻百丽宫购物中心 2.3 英里（3.7 公里），距离是乐园 2.4 英里（3.8 公里）。 不妨享受健身中心等度假设施，或者试试免费 WiFi等服务和设施。 特色服务/设施包括干洗/洗衣服务和24 小时前台服务。 36 间空调客房定能让您在旅途中找到家的舒适。提供免费无线网络，方便您与朋友保持联系；卫星频道可满足您的娱乐需求。私人浴室提供免费洗浴用品和坐浴桶。便利设施包括保险箱和书桌；而且每天提供客房服务。 展开更多 订房必读 城市通知 禁止携带榴莲进入酒店。,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123077027&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123077027&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/123077027.html
2026-08-31 21:55:12,123275855,123275855,鲁布德曼谷唐人街(Lub d Bangkok Chinatown),,359,,,,,,,,2024,,128,,,4.6,很好,521,,,,CNY,,,,设施:1,,1,,,,0066-21-634501,邮箱： contact.chinatown@lubd.com Lub d 曼谷唐人街坐落于曼谷中心地段，距离暹逻百丽宫购物中心和考山路不到 5 分钟车程。 此酒店距离昭披耶河 0.7 英里（1.1 公里），距离暹罗天地购物中心 2.4 英里（3.8 公里）。 这个酒店提供指定吸烟区。 每天 07:00 至 11:00 提供收费的即点即煮早餐。 特色服务/设施包括快速入住、24 小时前台服务和多语言服务。酒店提供免费自助停车。 酒店的 128 间客房定能让您在旅途中找到家的舒适。提供免费无线网络，方便您与朋友保持联系。浴室提供淋浴设施、坐浴桶和吹风机。便利设施包括可存放笔记本电脑的保险箱和遮光窗帘；而且每天提供客房服务。,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123275855&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123275855&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/123275855.html
