证据ID,候选ID,问题ID,采集轮次,来源阶段,POI名称,小红书帖子ID,标题,URL,帖子正文,命中名称,帖子类型候选,帖子类型审核,证据片段,证据审核状态,审核备注
EV-45D5F902F64018F3,POICAND-86A264228F403023,GYTRAVEL-S4-F006,1,20260914_贵阳特色热门美食体验_六区一市,冲坡坡辣子鸡,6a5e0033000000000c014488,逛吃贵阳不迷茫→2026必吃美食榜单上新,https://www.xiaohongshu.com/explore/6a5e0033000000000c014488?xsec_token_redacted=1&xsec_source=pc_dots,"2026大众点评贵阳必吃榜名单出炉！
爽爽贵阳的美食含金量再次拉满🔥
整整38家美食店强势上榜✨
粉面｜火锅｜烙锅｜微醺...全都有！！
照着这份清单冲就对了！
——————

🍜【粉面类】
贵阳的清晨，永远被一碗热气腾腾的粉面治愈，鲜香入味，百吃不厌！
►南门口肠旺面（大南门店）
►蒋家肠旺面馆老店（合群路店）
►花溪牛肉粉（八鸽岩店）
►黔上姨孃·老贵阳牛肉粉
►游伯妈老贵阳牛肉粉
►老贵阳全牛粉（尚义路店）
►老五鸡丝豆花面粉（瑞金北路68号院店）

🍲【火锅类】
酸汤、豆米、牛肉、清水烫花样百出，每一种锅底都自带专属风味
►贵厨酸汤牛肉（花果园国际中心店）
►胡子哥酸汤牛肉火锅（护国路总店）
►毛辣果虾酸牛肉火锅（甲秀楼店）
►必富红豆牛肉火锅（喷水池店）
►君君牛肉火锅（八鸽岩店）
►牛来运盘县全牛馆（华润国际E区店）
►牛锅
►陈氏人家豆米火锅（恒丰步行街总店）
►新大新豆米火锅（南国花锦店）
►土风豆米火锅店（黔灵东路店）
►唐记豆米火锅店（旭东路店）
►土家风味豆米火锅·干锅剔骨鸡（黔灵山公园店）
►杨丫·活力老鸭汤火锅（黔灵山公园店）
►黔渔翁豆花渎鱼（喷水池店）
►金顶山小耳朵清水烫（温馨小院店）

🍢【小吃类】
清爽解腻的丝娃娃、外酥里嫩的豆腐圆子，一口解锁地道美味！
►丝恋丝娃娃（国贸广场店）
►雷家豆腐圆子（瑞金北路店）

🍗【烤鸡类】
贵阳夜宵顶流非烤鸡莫属！外皮焦脆、肉质鲜嫩多汁，夜宵聚餐闭眼冲
►鸡鸣三生.上树烤鸡
►大头烤鸡（国际城店）

🍳【烙锅类】
万物皆可烙，搭配秘制辣椒面，香到上头，烟火气直接拉满
►黔大毕烙锅（金融城店）
►大胖刘烙锅（煤矿村全国总店）
►一烙锅（盐务街店）
►贵城烙锅（狮峰路店）
►聚君缘烙锅（文明路店）

🍢【烧烤类】
贵阳人深夜的快乐源泉！是夜晚逛吃的绝佳选择
►龙门地烤（阳关小区店）
►马老三烤吧（兴关路店）
►舔口nia嘴

🌟【微醺餐吧类】
逛吃过后小酌，解锁贵阳夜生活
►兮禾酒馆（护国路店）
►TripSmith（余家巷店）

🌟【创意美食类】
►银鹤BLACK（CCPark店）
►阿雄鱼海（甲秀楼店）

2026贵阳大众点评必吃榜清单已就位✨
快带上家人朋友，一起来打卡👋
贵阳还有哪些你收藏的宝藏美食？
或是你心中贵阳值得N刷的风味！
快来留言分享～
#爽爽贵阳#贵阳文旅#贵阳#贵阳美食#贵阳美食必吃榜#2026必吃榜#美食",黔灵东路店,混合贴候选,,"►陈氏人家豆米火锅（恒丰步行街总店）
►新大新豆米火锅（南国花锦店）
►土风豆米火锅店（黔灵东路店）
►唐记豆米火锅店（旭东路店）
►土家风味豆米火锅·干锅剔骨鸡（黔灵山公园店）",待审核,候选混合贴：核实是否描述多个可定位实体；若是，只保留当前POI连续原文片段。
EV-7CCAE08F26FD2CCE,POICAND-86A264228F403023,GYTRAVEL-S4-F006,1,20260914_贵阳特色热门美食体验_六区一市,冲坡坡辣子鸡,6a7bed6000000000330097d4,"2026贵阳必吃榜｜完整38家
一、火锅/豆米/酸汤/虾酸（14家）
1. 黔渔",https://www.xiaohongshu.com/explore/6a7bed6000000000330097d4?xsec_token_redacted=1&xsec_source=pc_dots,"2026贵阳必吃榜｜完整38家
一、火锅/豆米/酸汤/虾酸（14家）
1. 黔渔翁豆花渎鱼（喷水池店）｜¥64
2. 必富红豆牛肉火锅（喷水池店）｜¥68
3. 陈氏人家豆米火锅（恒峰步行街总店）｜¥52
4. 胡子哥酸汤牛肉火锅（护国路总店）｜¥72
5. 君君牛肉火锅（八鸽岩店）｜¥70
6. 毛辣果虾酸牛肉火锅（贾秀宝店）｜¥75
7. 土风豆米火锅店（黔灵东路店/舔口nia嘴）｜¥63
8. 恒记豆米火锅店（旭东路店）｜¥48
9. 金顶山小耳朵清水烫（温馨小院店）｜¥55
10. 牛锅·牛来运盘县全牛馆（华润国际E区店）｜¥70
11. 阿雄鱼海（甲秀楼店）｜¥82
12. 贵厨酸汤牛肉（喷水池店，连续多年上榜）｜¥70
13. 蒋家肠旺面馆（合群路店）｜肠旺面+火锅复合，¥19
14. 鸡鸣三生·上树烤鸡（蒋家肠旺面馆合群路店）｜¥58
二、烙锅/烧烤/烤肉（8家）
1. 大胖刘烙锅（煤矿村全国总店）｜¥55
2. 贵城烙锅（狮峰路店）｜¥52
3. 聚君缘烙锅（文明路店）｜¥50
4. 黔大毕烙锅（金融城店）｜¥58
5. 龙门地烤·马老三烤吧（星光路店）｜¥60
6. 大头烤鸡（国际城店）｜¥55
7. TripSmith（余家巷店，精酿餐吧）｜¥95
8. 一烙锅（盐务街店）｜¥55
三、粉面/小吃/简餐（12家）
1. 南门口肠旺面（大南门店，2026新上榜）｜¥17
2. 老贵阳全牛粉（尚义路店）｜¥17
3. 花溪牛肉粉（八鸽岩路店）｜¥18
4. 黔上姨·老贵阳牛肉粉｜¥20
5. 老五鸡丝豆花面粉（甲秀楼店/瑞金北路68号院）｜¥15
6. 雷家豆腐圆子（瑞金北路六十八号院店）｜¥16
7. 丝恋丝娃娃（国贸店）｜¥39
8. 土家风味豆米火锅·干锅剔骨鸡（黔灵山公园店）｜¥50
9. 新大新豆米火锅（南国花锦店）｜¥55
10. 花溪牛肉粉（八哥盐店）｜¥18
11. 雷家豆腐圆子（瑞金北路店）｜¥16
12. 舔口nia嘴（土风豆米火锅店）｜¥63
四、正餐/特色（4家）
1. 老凯俚酸汤鱼（省府店）｜¥98
2. 黔味大院｜¥78
3. 青岩杨姨妈卤猪脚｜¥48
4. 贵州老味道私房菜｜¥76",黔灵东路店,混合贴候选,,"5. 君君牛肉火锅（八鸽岩店）｜¥70
6. 毛辣果虾酸牛肉火锅（贾秀宝店）｜¥75
7. 土风豆米火锅店（黔灵东路店/舔口nia嘴）｜¥63
8. 恒记豆米火锅店（旭东路店）｜¥48
9. 金顶山小耳朵清水烫（温馨小院店）｜¥55",待审核,候选混合贴：核实是否描述多个可定位实体；若是，只保留当前POI连续原文片段。
EV-CCB6A0EDDC1318C1,POICAND-EB09B43FBFBEC610,GYTRAVEL-S4-F005,1,20260914_贵阳特色热门美食体验_六区一市,刘维兰老素粉（陕西路总店）,6a7fbe93000000000502164c,贵阳美味素粉推荐😋😋😋,https://www.xiaohongshu.com/explore/6a7fbe93000000000502164c?xsec_token_redacted=1&xsec_source=pc_dots,"OK本期🈚️废话，直接给测评，一共推荐四家！然后一定要记得去对应地址的，虽然是连锁但是差别也蛮大的吧。

1️⃣小平素粉（贵山苑店）p1-3
评价：夯中之夯🌟🌟🌟🌟🌟
介绍：老贵阳人没有人不晓得他家的，然后在一个卡卡角角里面，他家除了关门那会去其他时候都是爆满。但是看在他好吃的份上挤挤吧挤挤吧，去晚了吃不上热乎的。
食用指南🔥：只推荐堂食，不管点什么料的，请把溏心蛋焊死。粉端上来的那刻戳破溏心蛋留在素粉上，我不摆了！自己领会！

2️⃣刘维兰老素粉（陕西路总店）p4
评价：顶级🌟🌟🌟🌟
介绍：在没有吃小平之前他家是我的挚爱，看我点了这么多次就知道了（不包括去他家店里面吃）。他家是连锁店，但是我还是觉得总店最好吃，我这个人是一个坚决的总店主义者，最喜欢他家肉沫、软哨的粉了。
食用指南：因为连锁店，所以我感觉是堂食和外卖没什么区别哈，都可以。他家小吃也做的不错，凑单的时候可以一起点。

3️⃣柴老弟素粉p5
评价：顶级🌟🌟🌟🌟
介绍：这家是从我在师大附中开始上学就会去买的一家店。可能是记忆的加分，所以我依旧很喜欢他。本来我最想推荐的是师大店，但是好像关掉了[失望R][失望R][失望R]他家点纯素粉就行，我觉得他家辣椒治得很香。虽然我吃不了很辣，但是他家辣的我很爽。读书的时候上学路上点（每次都求他家员工快点帮我做要迟到了hhh）吃了醒脑。
食用指南：纯素粉就不错，价格合适可以点一些佐料的。外卖堂食都可以。

4️⃣董小姐素粉（会展城店）p6-8
评价：豆豉板筋夯爆了！！
介绍：他家一定要按照我这个套餐点，而且就只有这家店。谁点谁知道，夯爆了。其他款我不推荐，平平无奇，就只有这款，吃吧你就！吃了你就知道了！美味啊啊啊啊啊❗️在金融城附近上班的一定要去点，真的好美味，完全能吃饱。
食用指南：外卖就行。（你们自己搜一下，带关键词会被ban……谢谢🙏）酸粉/正常辣/糟辣肉沫粉/加豆豉板筋/煎鸡蛋

#松弛过早不重样[话题]# #快乐嗦粉[话题]# #素食也可以很好[话题]# #寻找风味小食[话题]# #贵阳美食[话题]# #贵阳本地人[话题]# #打工人吃什么[话题]# #老城街面馆[话题]# #贵阳美食攻略[话题]#",刘维兰老素粉（陕西路总店,混合贴候选,,"食用指南🔥：只推荐堂食，不管点什么料的，请把溏心蛋焊死。粉端上来的那刻戳破溏心蛋留在素粉上，我不摆了！自己领会！

2️⃣刘维兰老素粉（陕西路总店）p4
评价：顶级🌟🌟🌟🌟
介绍：在没有吃小平之前他家是我的挚爱，看我点了这么多次就知道了（不包括去他家店里面吃）。他家是连锁店，但是我还是觉得总店最好吃，我这个人是一个坚决的总店主义者，最喜欢他家肉沫、软哨的粉了。",待审核,候选混合贴：核实是否描述多个可定位实体；若是，只保留当前POI连续原文片段。
EV-5A72D998732777BD,POICAND-AE7DACEABF04EFBD,GYTRAVEL-S4-F006,1,20260914_贵阳特色热门美食体验_六区一市,叉叉陈夺夺粉火锅,68d95add0000000013029747,👉本地土著推荐，8家不踩雷的烤肉店❤️❤️❤️,https://www.xiaohongshu.com/explore/68d95add0000000013029747?xsec_token_redacted=1&xsec_source=pc_dots,"📍杨记胡子烤肉老店，地址：瑞金北路128号附4号院大门（紫林庵地铁站C口步行480米）
👉这家店在网上很火，去晚了几乎没有位置，从早上11:00多开始营业到下午六七点左右就打烊了✅
肉都是1块钱一串，环境也没有什么环境，就在路边防雨棚下面吃烤肉那种😋
📍阿甘铁签烤肉(烟草局小区店)
某评上5🌟门店👍，不是朋友带来还真找不到‼️
👅口味：他们家烤肉是湿烤的，烤龙骨，烤得很入味，肉香很足，在别的地方几乎没有，也吃不到这种味道，价格的话38一份‼️
🍖烤肉：烤肉有1元的、1.5元的，
👉对咯，这家店听说周日休息，不要跑空了额

📍店名:顺友烤肉
记得第一来吃他们家，是同事带来吃午饭，我从来没想过这个咔咔里面还有烤肉
烤串😋能吃的出来肉是好的猪肉，他家是按数量烤的烤上来的不退不换，每串烤肉都是两三个烤肉一片筋，0.8/串
这个店已经开了差不多快二十年咯，~折耳根辣椒蘸水也是很贵阳的啦必须有!我最喜欢他家的酱爆烤肉!
但是他们家绿豆汤个人觉得味道一般‼️
💯总结：个人认为肉还是很不错，他们晚上不营业，千万不要跑空了，

📍店名：淼淼老贵阳烤肉
🌿在一个小院里面，看起来不咋滴，小桌子大概有5张，装修简单。
👉菜品：折耳根蘸水配上黄喉、牛肉猪肉都好吃，炒饭和贵州特色烫饭在这里都可以吃到，价格也不高，综合来说是值得推荐的👍

📍店名：烟厂烤肉
这家店特意强调一下，不注意看不到店招‼️
🌿环境:收缩桌一摆，等着老板烤出来，问你要多少，拿给你，记住哈✅忙的时候不是你能要多少就能给你多少的，
😋口味:烤什么吃什么，味道很好

📍：熊老二老贵阳铁钎烤肉(城基路店)
😋口味:牛黄金比其他的更为惊艳一些。吃得出牛肉的那种奶香味，口味就是贵阳人喜欢吃的折耳根蘸水烤肉
性价比:他家的烤肉系列这些都是按份数来卖，一份20，相当于也是1元一串烤肉✅

📍店名：王刚竹签烤肉
口味：肉串都很新鲜，很多价格还不贵，0.7元一串，肉基本很都是老板自己手工现串的✅

📍店名：牛X铁签烤牛肉(石油小区店）
牛肉：新鲜牛肉现烤的，主要是那个酱汁的味道很浓郁。
还推荐那个臭豆腐，和脑花一样绵密，非常独特。其他菜也都很好吃😋#烤肉店[话题]# #居民区里的美食[话题]# #城市里的烟火气小店[话题]# #人间烟火烧烤气[话题]# #贵州美食[话题]# #铁签烤肉[话题]# #贵州旅游[话题]# #值得打卡[话题]#",城基路店,混合贴候选,,"😋口味:烤什么吃什么，味道很好

📍：熊老二老贵阳铁钎烤肉(城基路店)
😋口味:牛黄金比其他的更为惊艳一些。吃得出牛肉的那种奶香味，口味就是贵阳人喜欢吃的折耳根蘸水烤肉
性价比:他家的烤肉系列这些都是按份数来卖，一份20，相当于也是1元一串烤肉✅",待审核,候选混合贴：核实是否描述多个可定位实体；若是，只保留当前POI连续原文片段。
EV-BEDD27F264D53103,POICAND-AE7DACEABF04EFBD,GYTRAVEL-S4-F006,1,20260914_贵阳特色热门美食体验_六区一市,叉叉陈夺夺粉火锅,6a86ec4e0000000023022711,贵阳真正好吃的夺夺粉！！！吃完终身怀念😭,https://www.xiaohongshu.com/explore/6a86ec4e0000000023022711?xsec_token_redacted=1&xsec_source=pc_dots,"在贵阳，好吃的都藏在咔咔角角里！叉叉陈夺夺粉火锅，本地人扎堆吃了好多年的老店！！！唯一的缺点是贵阳限定！！！

#贵阳美食[话题]#  #贵阳探店[话题]##贵阳美食[话题]# #贵阳夺夺粉[话题]# #城基路美食[话题]# #贵阳老店[话题]# #贵阳本地人推荐[话题]# #贵阳探店[话题]# #贵阳吃喝玩乐[话题]# #安顺夺夺粉[话题]# #贵阳老味道[话题]# #贵阳聚餐好去处[话题]# #云岩区美食[话题]# #贵阳旅游攻略[话题]# #贵阳小院吃饭[话题]# #贵阳酸汤火锅[话题]# #贵阳必吃美食[话题]# #喷水池美食[话题]# #紫林庵美食[话题]# #贵阳本地菜[话题]# #贵阳怀旧美食[话题]# #贵阳周末吃什么[话题]#",叉叉陈夺夺粉火锅,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-63C5C6088FC723DF,POICAND-2E296806A06F0A7A,GYTRAVEL-S4-F005,1,20260914_贵阳特色热门美食体验_六区一市,友谊路糯米饭,6a9122fc000000000b024f7b,贵阳早餐糯米饭封神,https://www.xiaohongshu.com/explore/6a9122fc000000000b024f7b?xsec_token_redacted=1&xsec_source=pc_dots,"贵阳的早餐除了粉面  糯米饭绝对占有一席之地
记得读书时早餐吃最多的就是学校门口的糯米饭
饭要粒粒分明 佐料不需要很复杂
必有折耳根酸萝卜再加上辣椒白糖
如果再配上点甜肠或者火腿肠～完美
推荐几家老城区我爱买的店：
1、丁家糯米饭（市府路口KFC旁）
2、友谊路糯米饭（友谊路中段）
3、王记糯米饭（鹿冲关路口，路边摊）
4、舒记贞丰糯米饭（师大）
还有一家章记糯米饭（交通医院门口，路边摊，一直想去买，等吃了再反馈）
至于风最大的六广门糯米饭（住附近愿意排队可以去）#贵阳美食[话题]# #糯米饭[话题]# #米饭爱好者[话题]# #饭张力拉满[话题]# #早餐[话题]# #一饭封神[话题]# #米饭[话题]# #贵阳探店[话题]##吃在贵阳[话题]# #贵阳旅游[话题]#",友谊路糯米饭,混合贴候选,,"推荐几家老城区我爱买的店：
1、丁家糯米饭（市府路口KFC旁）
2、友谊路糯米饭（友谊路中段）
3、王记糯米饭（鹿冲关路口，路边摊）
4、舒记贞丰糯米饭（师大）",待审核,候选混合贴：核实是否描述多个可定位实体；若是，只保留当前POI连续原文片段。
EV-D8CB05389A6FC1F9,POICAND-9C95A80E1CAA40C7,GYTRAVEL-S4-F009,1,20260914_贵阳特色热门美食体验_六区一市,君君牛肉火锅（八鸽岩店）,6a96476c0000000012025d9b,贵阳美食｜一些吃吃喝喝合集📝,https://www.xiaohongshu.com/explore/6a96476c0000000012025d9b?xsec_token_redacted=1&xsec_source=pc_dots,"见缝插针在贵阳呆了好几次
哼哧哼哧享受了一些美食简单记录一下[吐舌头H]
P1-P3 MIKO MIKO米子和牛烧肉(美的林城店)
这次吃的观山湖这边的店，服务依旧很周到，这边的服务员还在烤肉的同时给你介绍菜品以及蘸料的建议，很贴心[赞R]金枪鱼是好吃的，但可能是我山猪吃不了细糠，真的有被腻到[失望R]
P4-P5 君君牛肉火锅(八鸽岩店)
等了差不多一个多小时！太上当了，早先路过的时候觉得店里没啥人应该不用排队，然后才隔了20来分钟再走到店里被告知前面有40桌[抓狂R]硬着头皮也是等了，味道是好吃的，牛肉很新鲜，红豆米煮到后面锅底很浓稠真的太下饭[睡觉R]这一顿又吃多了…想去吃的朋友记得提前拿号
P6 FOODKAKA胡咖咖罗氏虾创意菜
和姐妹去吃滴，我们吃的时候两三点了，店里没啥人，上菜也挺快的，点的三个菜都不戳[偷笑R]胡椒虾和那个鸡脚很下饭，罗氏虾还是很新鲜的，菠菜清爽解腻，喜欢这种凉拌菜
P7-P9 KimPro 辛普乐概念韩餐
点赞冷面🍜！天气热的时候吃很爽 辣八爪鱼肥牛锅也可以，但是看那些配菜和味道感觉自己买材料在家里也整得出来？[暗中观察R] 炸鸡味道可以的，但是性价比不高不是很推荐[抠鼻R]
P10 嘬嘬食屋(万象汇店)
在xhs搜万象汇一人食看到滴，这个意面🍝真的很不错呐，当时忙着去看电影，后面剩了点没吃完，性价比也高，是个很温馨的小店，他家感觉外卖单挺多滴
P11-P12 三口百味烤鸡（黔灵东路店）
贵阳朋友推荐的烤鸡，味道也是不用说[哇R]还点了烤小肠和爆炒藕丁（藕丁这个不推荐，炒得不好吃）
但如果不用排太久的队就更好了….
P13-P14 胡老六鲜烤牛肉
只拍了部分的照片哈哈哈牛肉牛黄金这些都很好吃，黄喉我觉得有些硬不好嚼，又点了爆炒藕丁！还有火爆鸡血（不记得是不是这个名字了）比烤鸡那家好点，但是我还是喜欢马老三家的爆炒系列，因为有酸萝卜和着一起炒，更喜欢这种口味[萌萌哒R]
#跟着吃货不踩雷系列[话题]# #烧烤界自己的omakase[话题]# #美食合集[话题]# #今日觅食记[话题]# #我的宝藏美食集[话题]# #反复去吃的美食[话题]# #被美食治愈[话题]# #吃吃喝喝日常[话题]# #贵阳美食[话题]# #贵阳探店[话题]#",君君牛肉火锅（八鸽岩店,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-694954DC8C07490B,POICAND-846D1B3C39468AA2,GYTRAVEL-S4-F001,1,20260914_贵阳特色热门美食体验_六区一市,君君牛肉火锅（民生路店）,6a9cbaa40000000026009f0f,离开贵阳让我念念不忘的9家。。。,https://www.xiaohongshu.com/explore/6a9cbaa40000000026009f0f?xsec_token_redacted=1&xsec_source=pc_dots,"最近好多来贵阳玩儿的宝子们~
作为本地人的我帮大家整理了在贵阳反复吃的几家！！
各种正餐、小吃、火锅、烙锅都有！！
📍一烙锅（盐务街老店）
📍君君牛肉火锅（民生路店）
📍鸡鸣三生烤鸡
📍俞记安顺破酥包
📍杨姨妈辣鸡面
📍玉珍酸笋酸汤火锅
想吃烙锅的小宝选「一烙锅」～
这家盐务街老店开了很多年，各类食材在铁锅上烙得香气四溢，蘸上干辣椒面食用，烟火气息很足，很适合朋友聚餐。
🏠一烙锅（盐务街老店）
📍盐务街附近
⏰营业时间：建议午市或者晚市前往
想吃牛肉火锅的选「君君牛肉火锅」～
老城区老牌牛肉火锅，牛肉品质新鲜，汤底醇厚温润，配菜下锅吸满汤汁，本地人会经常来吃。
🏠君君牛肉火锅（民生路店）
📍民生路附近
⏰营业时间：建议错峰前往
想吃烤鸡的锁定「鸡鸣三生烤鸡」～
烤鸡外皮焦香，肉质紧实鲜嫩，直接蘸干辣椒面吃，越嚼越香。
🏠鸡鸣三生烤鸡
📍老城区周边
⏰营业时间：建议晚市前往
想吃早餐的锁定「俞记安顺破酥包」～
地道安顺风味，面皮层层起酥松软，内馅鲜香，作为早点很合适。
🏠俞记安顺破酥包
📍老城区
⏰营业时间：建议早市前往
想吃面食的锁定「杨姨妈辣鸡面」～
辣鸡酱料浓郁厚重，面条筋道，辣香入味，爱吃辣面可以试一试。
🏠杨姨妈辣鸡面
📍老城区
⏰营业时间：建议午市前往
想吃酸汤火锅的锁定「玉珍酸笋酸汤火锅」～
酸笋赋予酸汤独特风味，酸香开胃，涮各类菜品都很适配，满满的贵州特色。
🏠玉珍酸笋酸汤火锅
📍喷水池附近
⏰营业时间：建议午市或者晚市前往
#盐务街美食[话题]# #贵阳美食[话题]# #贵阳旅游攻略[话题]# #贵阳美食必吃本地人推荐[话题]# #本地人爱吃的店[话题]# #美食攻略[话题]# #贵阳必吃[话题]# #一烙锅[话题]# #贵阳烙锅[话题]# #贵阳火锅[话题]#",君君牛肉火锅（民生路店,混合贴候选,,"各种正餐、小吃、火锅、烙锅都有！！
📍一烙锅（盐务街老店）
📍君君牛肉火锅（民生路店）
📍鸡鸣三生烤鸡
📍俞记安顺破酥包",待审核,候选混合贴：核实是否描述多个可定位实体；若是，只保留当前POI连续原文片段。
EV-4804941002B96A88,POICAND-C397424CD24B05F9,GYTRAVEL-S4-F008,1,20260914_贵阳特色热门美食体验_六区一市,味香苑家常菜,69c3d8ca000000001a0355cd,味香苑-带每一个朋友来吃过的贵阳炒菜,https://www.xiaohongshu.com/explore/69c3d8ca000000001a0355cd?xsec_token_redacted=1&xsec_source=pc_dots,"宫爆黄喉✅这个太好吃了 黄喉厚厚的
宫爆板筋✅这个很多外地朋友应该不知道，是猪里脊外侧附着的白色筋膜层，脆脆弹弹的
宫爆脆肠✅小众食材 很有嚼劲 脆脆的
宫爆腰花✅火候很正 一点不腥 嫩滑
炒青岩豆腐和酸菜豆米✅最推荐的两个素菜
牛肝菌 中规中矩
西红柿炒鸡蛋❌油特别大 慎点

有很多博主推荐煤矿村老兵私房菜是贵阳宫爆菜天花板，第一次吃就觉得平平无奇，后面不信邪又带朋友去了两次还是感觉不如味香苑好吃，只有番茄炒蛋和宫爆猪肝是大家一致认同好吃过味香苑的。环境很一般，都是贵阳叔叔阿姨来吃的本地小菜馆。#贵阳[话题]# #寻找锅气十足的小店[话题]#",味香苑,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-BA7AFA26549E41EB,POICAND-C397424CD24B05F9,GYTRAVEL-S4-F008,1,20260914_贵阳特色热门美食体验_六区一市,味香苑家常菜,6a0d407c0000000007028595,帅哥爱吃！贵阳市区最好吃的炒菜（附菜单）,https://www.xiaohongshu.com/explore/6a0d407c0000000007028595?xsec_token_redacted=1&xsec_source=pc_dots,"📍味香苑家常菜
我很严谨了！市区市区，因为乌当区还有家我觉得更好吃的嘿嘿！
来吃很多次了，这次六个人急头白脸点了十二个菜全部空盘，饭点去的也就等了二十多分钟。
🔺泡椒板筋 酸辣口的很下饭！板筋我更爱吃他家泡椒的。
🔺宫爆腰花 很嫩很新鲜，水平在线。
🔺宫爆猪肝 喜欢吃宫爆菜的有福了，狠狠下饭！
🔺炒笋子 当天去的时候正好有新鲜笋子，糟辣椒炒出来🔺嫩嫩脆脆的，和朋友一致认为很夯！过了五月可能就吃不到这么嫩的笋啦。
🔺红烧肉沫茄子 很下饭，很喜欢，带一点酸口的。
🔺清炒瓜尖 春夏来贵阳一定要吃这个菜，应季食材炒出来很好吃，瓜尖切得细碎，拌饭吃很香。
🔺家烧大黄鱼 黄鱼好吃，没有腥味，油炸过的，外面的皮很吸汤汁，里面嫩嫩滴。
🔺炒茨菇 好多餐馆都没有这道菜啦，且吃且珍惜，慈菇口感介于芋头和土豆之间吧，很好吃。

酸豇豆肉末一般般，不推荐，不够酸。
如果正是菌子的季节还可以点紫花菌，一般是7-9月雨季后会有～
#街头巷尾的苍蝇馆子[话题]# #贵阳旅游[话题]# #贵阳美食[话题]# #味香苑[话题]# #贵阳炒菜[话题]# #贵阳必吃榜[话题]# #饭张力[话题]#",味香苑家常菜,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-80781E9C134E12A6,POICAND-C397424CD24B05F9,GYTRAVEL-S4-F008,1,20260914_贵阳特色热门美食体验_六区一市,味香苑家常菜,6a93ce45000000000b025b51,还在贵阳！迫不及待分享好吃的🥹,https://www.xiaohongshu.com/explore/6a93ce45000000000b025b51?xsec_token_redacted=1&xsec_source=pc_dots,"贵阳真的太好吃了😋
提前做了功课 没有一家踩雷
1⃣️最夯给到味香苑
一点多到店等了一个半小时上菜
宫爆板筋是什么部位的肉呀 又嫩又弹
炒毛肚麻麻辣辣 配菜都光盘的程度
盗汗🐔也很香 我不怎么吃鸡肉的都觉得好吃
虽然店里环境不好 等位最久 价格也不便宜 六个人500多但是真的好吃
2⃣️红姐烧椒牛肉性价比之王！
点了烧椒牛肉➕干锅牛肉
烧椒牛肉更好吃 里面的烧番茄和茄子配上嫩嫩的牛肉 汤汁拌两碗饭 六个人200多吃到撑
3⃣️最好吃的牛肉粉老贵阳金明牛肉粉
类似于地下的位置 周围全是本地人
原来清汤牛肉粉也能这么好吃
13元一碗的牛肉份量也太多 加上胡辣椒香晕了
4⃣️期待最高的大头烤鸡还行
当天早上六点定闹钟预约的
招牌的烤鸡还行 没什么调料味 就是炭烤的原汁原味 最好吃的是炒米豆腐 点了两盘 价格正常
5⃣️最火的贵厨酸汤牛肉还行
锅底的酸汤还是可以 但是配菜一般
牛肉就是普通的牛肉 蔬菜都是自助品类很多 价格正常
6⃣️最小众的老奶烧烤惊艳
在小区楼下 70岁的老奶奶亲自烤
被价格惊呆了 贵阳烧烤这么便宜吗
肉串焦香 一口两串太爽了
不要蘸水更好吃
6⃣️烙锅吃的聚君源的 必须要蘸中间的蘸水吃 不然味道有点淡
7⃣️冰浆只喝了巧八角的 还行 就是正常的味道
气候上贵阳太凉快了 晚上甚至有点冷 本湖北人真的羡慕 吃的东西都挺合胃口 价格也不贵
就是城市环境一般😷
#贵阳美食[话题]# #贵阳旅游吃[话题]# #贵阳本地人推荐[话题]#",味香苑,混合贴候选,,"贵阳真的太好吃了😋
提前做了功课 没有一家踩雷
1⃣️最夯给到味香苑
一点多到店等了一个半小时上菜
宫爆板筋是什么部位的肉呀 又嫩又弹",待审核,候选混合贴：核实是否描述多个可定位实体；若是，只保留当前POI连续原文片段。
