targetId,targetName,adminId,coverageMode,key,title,answer,summary,topic,knowledgeSubtype,temporalScope,pageKey,sourceSection,sourceParentSection,quote,extractionMethod,evidenceStrength,stability,confidence,intentKeys,audienceScenarios,keywords,dataQuality,originalEntityId,webVerdict,webEvidence
sa_112398,花溪公园,admin_520111,direct_entry,a8cb9b783f21,花溪公园平桥的景观构成,平桥位于花溪公园西侧大寨村旁，横跨花溪河上。桥畔一弯清水，碧波荡漾，走上以青石块砌成的踏步桥，感受清清的河水在脚下流淌，很是惬意。花溪平桥旁有大片的油茶花田，阳春三月，油菜花开时节来此赏花、野炊、放风筝，更是一番美丽景象。,平桥位于花溪公园西侧大寨村旁，横跨花溪河上。桥畔一弯清水，碧波荡漾，走上以青石块砌成的踏步桥，感受清清的河水在脚下流淌，…,geography,景观构成,长期稳定,baike:112398#平桥,平桥,主要景点,平桥位于花溪公园西侧大寨村旁，横跨花溪河上。桥畔一弯清水，碧波荡漾，走上以青石块砌成的踏步桥，感受清清的河水在脚下流淌，很是惬意。花溪平桥旁有大片的油茶花田，阳春三月，油菜花开时节来此赏花、野炊、放风筝，更是一番美丽景象。,百科章节抽取,单源,稳定,0.75,"[""了解景区"", ""历史文化""]","[""文化游览""]","[""花溪公园"", ""平桥""]",needs_review,ar_6ea640b7680d,real_place,云村寨《花溪公园七十七年》记公园扩建时「开发了平桥至花溪水库段」，说明平桥是花溪河上一个确定的地理节点；其他资料述「平桥位于花溪公园西侧大寨村旁，横跨花溪河上」，为青石块砌成的踏步桥，周边为油菜花田，是本地熟知的赏花野炊点。实体存在、可前往。
sa_112398,花溪公园,admin_520111,direct_entry,b494ec570af7,花溪公园西舍的景观构成,西舍与东舍一样是花溪最早的招待所，后经几次翻新，一直以来都作为宾馆来使用。 朱德 、 陈毅 、 贺龙 等国家领导人来到花溪也都下榻于此。1960年5月， 周总理 率中国政府代表团出国访问缅甸、印度、 尼泊尔 、 柬埔寨 、越南等东南亚国家期间，中途回国停留，代表团全体成员均住在花溪，周总理和 邓颖超 同志就下塌在这里。,西舍与东舍一样是花溪最早的招待所，后经几次翻新，一直以来都作为宾馆来使用。 朱德 、 陈毅 、 贺龙 等国家领导人来到花…,geography,景观构成,长期稳定,baike:112398#西舍,西舍,主要景点,西舍与东舍一样是花溪最早的招待所，后经几次翻新，一直以来都作为宾馆来使用。 朱德 、 陈毅 、 贺龙 等国家领导人来到花溪也都下榻于此。1960年5月， 周总理 率中国政府代表团出国访问缅甸、印度、 尼泊尔 、 柬埔寨 、越南等东南亚国家期间，中途回国停留，代表团全体成员均住在花溪，周总理和 邓颖超 同志就下塌在这里。,百科章节抽取,交叉印证,稳定,0.9,"[""了解景区"", ""历史文化""]","[""文化游览""]","[""花溪公园"", ""西舍""]",needs_review,ar_c4b12eccc097,real_place,云村寨《抗战后方花园 怡情未敢忘忧国》原文：「尚武俱乐部（1941年建，西式平房，今西舍）」；《花溪公园七十七年》记「总理下榻于花溪公园坝上桥旁的西舍」，并把「西舍」列入主要景点。与东舍（憩园）东西对称的实体小洋房，长期作宾馆使用。
sa_112398,花溪公园,admin_520111,direct_entry,370173d964ac,花溪公园棋亭的抗战历史遗存,"棋亭原叫“旗亭”，书上记载，“旗亭”之名是借唐人“旗亭画壁”和宋人“旗亭卖酒”的典故而来。是供游人休息、饮茶、娱乐之处。但还有一种说法是在抗战时期，棋亭原是一座办公楼，每天这里的工作人员都要在此举行升旗仪式，于是叫“旗亭”。

公园开放以后，吸引了大批的游客来此游览，一些棋类爱好者就聚集到这里下棋一比高下，后来便把“旗”字改为“棋”字。 陈毅 元帅来到花溪公园游览时也参与到下棋的行列中，并写下了：“花溪棋亭位山腰，多人聚此费推敲，劝君让他先一着，后发制人棋更高。”的诗篇。",棋亭原叫“旗亭”，书上记载，“旗亭”之名是借唐人“旗亭画壁”和宋人“旗亭卖酒”的典故而来。是供游人休息、饮茶、娱乐之处。…,history,抗战历史遗存,长期稳定,baike:112398#棋亭,棋亭,主要景点,"棋亭原叫“旗亭”，书上记载，“旗亭”之名是借唐人“旗亭画壁”和宋人“旗亭卖酒”的典故而来。是供游人休息、饮茶、娱乐之处。但还有一种说法是在抗战时期，棋亭原是一座办公楼，每天这里的工作人员都要在此举行升旗仪式，于是叫“旗亭”。

公园开放以后，吸引了大批的游客来此游览，一些棋类爱好者就聚集到这里下棋一比高下，后来便把“旗”字改为“棋”字。 陈毅 元帅来到花溪公园游览时也参与到下棋的行列中，并写下了：“花溪棋亭位山腰，多人聚此费推敲，劝君让他先一着，后发制人棋更高。”的诗篇。",百科章节抽取,交叉印证,稳定,0.9,"[""了解景区"", ""历史文化""]","[""文化游览""]","[""花溪公园"", ""棋亭""]",needs_review,ar_38f0b68411d1,real_place,云村寨《抗战后方花园》载「建了旗亭（1940年建成，石木青瓦扇状结构）」；《花溪公园七十七年》把「旗亭（棋亭）」列为主要景点，并以「距棋亭不远处开挖人工湖（今南湖）」作方位参照；maigoo 景点表亦列「棋亭」。陈毅《题花溪棋亭》「花溪棋亭位山腰，多人聚此费推敲」印证其在山腰。实体亭建筑。
sa_112398,花溪公园,admin_520111,direct_entry,56b2035b36d1,花溪公园戴安澜将军墓的抗战历史遗存,"戴安澜 ，原名戴炳阳，安徽省无为县仁泉乡凤和村人。民国十四年七月成为 黄埔军校 第三期学员，后来还当上了营长、团长。戴安澜在各种战役中与日军殊死拼搏屡建占功，1939年（民国二十八年）成为陆军二百师师长。

1941年（民国三十年），戴安澜奉命率部迁驻贵州安顺，他的夫人王荷馨女士带孩子也从广西全州迁到贵阳。戴安澜经常到花溪小住，与家人团聚。

1942年（民国三十一年）戴安澜将军殉国，时年三十八岁。戴安澜将军的殉国，牵动了亿万颗国人的心，全国许多地方都举行了公祭或追悼会，戴安澜将军的灵柩辗转经昆明、安顺、贵阳、然后到达广西全州暂厝于香山寺。

1944年猖狂的日军由湘桂线直下，进占广西，戴安澜的灵柩只能撤离全州，辗转由桂林到柳州经独山和都匀回贵阳。当时他的妻子儿女均住在花溪，经贵阳市政府和各界人士商议，认为花溪山青水秀，又方便寓居花溪的戴将军家属每年清明祭扫，征得戴夫人 王荷馨 女士和戴安澜胞弟戴子庄的同意，便将戴安澜将军灵柩“浅厝”于花溪葫芦坡西麓。

1948年戴将军灵柩随家属从花溪东归，迁回故乡安徽芜湖。依花溪人民之愿，以将军生前穿戴过的一双皮靴和一顶军帽，在原葬灵柩处，兴建了戴安澜将军的衣冠墓，清明时节，为戴安澜将军的衣冠墓立碑志记。并把这里作为爱国主义教育基地，每到清明时节周边的学校及单位都会来为戴安澜将军扫墓，纪念戴安澜将军。",戴安澜 ，原名戴炳阳，安徽省无为县仁泉乡凤和村人。民国十四年七月成为 黄埔军校 第三期学员，后来还当上了营长、团长。戴安…,history,抗战历史遗存,长期稳定,baike:112398#戴安澜将军墓,戴安澜将军墓,主要景点,"戴安澜 ，原名戴炳阳，安徽省无为县仁泉乡凤和村人。民国十四年七月成为 黄埔军校 第三期学员，后来还当上了营长、团长。戴安澜在各种战役中与日军殊死拼搏屡建占功，1939年（民国二十八年）成为陆军二百师师长。

1941年（民国三十年），戴安澜奉命率部迁驻贵州安顺，他的夫人王荷馨女士带孩子也从广西全州迁到贵阳。戴安澜经常到花溪小住，与家人团聚。

1942年（民国三十一年）戴安澜将军殉国，时年三十八岁。戴安澜将军的殉国，牵动了亿万颗国人的心，全国许多地方都举行了公祭或追悼会，戴安澜将军的灵柩辗转经昆明、安顺、贵阳、然后到达广西全州暂厝于香山寺。

1944年猖狂的日军由湘桂线直下，进占广西，戴安澜的灵柩只能撤离全州，辗转由桂林到柳州经独山和都匀回贵阳。当时他的妻子儿女均住在花溪，经贵阳市政府和各界人士商议，认为花溪山青水秀，又方便寓居花溪的戴将军家属每年清明祭扫，征得戴夫人 王荷馨 女士和戴安澜胞弟戴子庄的同意，便将戴安澜将军灵柩“浅厝”于花溪葫芦坡西麓。

1948年戴将军灵柩随家属从花溪东归，迁回故乡安徽芜湖。依花溪人民之愿，以将军生前穿戴过的一双皮靴和一顶军帽，在原葬灵柩处，兴建了戴安澜将军的衣冠墓，清明时节，为戴安澜将军的衣冠墓立碑志记。并把这里作为爱国主义教育基地，每到清明时节周边的学校及单位都会来为戴安澜将军扫墓，纪念戴安澜将军。",百科章节抽取,交叉印证,稳定,0.9,"[""了解景区"", ""历史文化""]","[""文化游览""]","[""花溪公园"", ""戴安澜将军墓""]",needs_review,ar_69401c8973f6,real_place,云村寨《花溪公园七十七年》载「在公园葫芦坡重建了被周恩来誉为『黄埔之英、民族之魂』的抗日名将戴安澜的衣冠冢」，《抗战后方花园》亦记「戴安澜将军衣冠冢仍存在于现今的花溪公园内，于2002年在原地扩建」；数据记录带独立高德 POI（amapType「风景名胜;风景名胜;风景名胜」，地址「花溪公园内(东南角)」）。为花溪区爱国主义教育基地，实体可前往。
sa_404936,青岩古镇,admin_520111,direct_entry,ec548390d270,青岩古镇的综述（百度百科词条「主要景点」下的首个）,"青岩古镇景区旅游资源覆盖全部8个主类，31个亚类中的21个，155个基本类型当中的51种，并且聚集了数量众多的旅游资源单体，成为主题明确、特色突出的旅游景区。青岩古镇景区完整性较好，明清建筑、文物景点、店铺等各种单体及整体布局、街道风格保存完好，建筑风格与布局统一。

青岩古镇4条正街、26条小街和巷道遍布楼、台、亭、阁、寺、庙、宫、祠、塔、院等众多古迹。古镇城内3平方千米范围中，有各类文物景点近百处。这些文物古迹归纳起来主要有一宫（万寿宫）、二祠（班麟贵土司祠、赵国澍祠）、五阁（奎光阁、文昌阁、云龙阁、三宫阁、玉皇阁）、八庙（孙膑庙、财神庙、火神庙、黑神庙、药王庙、雷祖庙、川主庙、东岳庙）、九寺（九泉寺、慈云寺、欢音寺、朝阳寺、寿福寺、圆通寺、迎祥寺、凤皇寺、莲花寺），还有青岩书院、状元府、水星楼、名人故居、石牌坊等等。 旅游综合服务区有赛车场、演艺中心、古镇风情街、特色客栈等，为古镇增添了现代气息。",青岩古镇景区旅游资源覆盖全部8个主类，31个亚类中的21个，155个基本类型当中的51种，并且聚集了数量众多的旅游资源单…,geography,景区资源构成,长期稳定,baike:404936#综述,综述,主要景点,"青岩古镇景区旅游资源覆盖全部8个主类，31个亚类中的21个，155个基本类型当中的51种，并且聚集了数量众多的旅游资源单体，成为主题明确、特色突出的旅游景区。青岩古镇景区完整性较好，明清建筑、文物景点、店铺等各种单体及整体布局、街道风格保存完好，建筑风格与布局统一。

青岩古镇4条正街、26条小街和巷道遍布楼、台、亭、阁、寺、庙、宫、祠、塔、院等众多古迹。古镇城内3平方千米范围中，有各类文物景点近百处。这些文物古迹归纳起来主要有一宫（万寿宫）、二祠（班麟贵土司祠、赵国澍祠）、五阁（奎光阁、文昌阁、云龙阁、三宫阁、玉皇阁）、八庙（孙膑庙、财神庙、火神庙、黑神庙、药王庙、雷祖庙、川主庙、东岳庙）、九寺（九泉寺、慈云寺、欢音寺、朝阳寺、寿福寺、圆通寺、迎祥寺、凤皇寺、莲花寺），还有青岩书院、状元府、水星楼、名人故居、石牌坊等等。 旅游综合服务区有赛车场、演艺中心、古镇风情街、特色客栈等，为古镇增添了现代气息。",百科章节抽取,交叉印证,待核,0.9,"[""了解景区"", ""历史文化""]","[""文化游览""]","[""青岩古镇"", ""综述""]",needs_review,ar_1672d53ca9df,not_a_place,"数据记录本身 sourceSection=""综述""，description 内容为「青岩古镇景区旅游资源覆盖全部8个主类…归纳起来主要有一宫（万寿宫）、二祠、五阁、八庙、九寺…」，属于对全镇景点的总括性罗列，没有任何单体建筑的位置、形制、年代信息；externalIds 为 baike:404936#综述，即百度百科「青岩古镇」词条（https://baike.baidu.com/item/青岩古镇/404936）的章节锚点。这是典型的百科章节标题被误当作实体抽取。"
sa_404936,青岩古镇,admin_520111,direct_entry,f69b5344877e,青岩古镇的牌坊（青岩古镇石牌坊的集合类目名）,青岩古镇城中原有八座牌坊横跨在石板铺筑的大街上，如今尚存两座百岁坊和一座贞节牌坊。定广门内的赵理伦百岁坊，是清道光二十三年（1843年）奉旨建造的。它是一座四柱三间、三楼四阿顶的石牌坊，高9.5米，宽约9米。精心雕琢的石牌坊，在蓝天白云之中，显得空灵。正中的横额上，镌刻着道光皇帝的题额，正面是“七叶衍祥”，背面是“升平人瑞”，上端有“钦赐”二字。抱柱的四对石狮子非同寻常，不是站狮，也不是卧狮或蹲狮。八头狮子仿佛是从高山上俯冲下来，富有灵性。,青岩古镇城中原有八座牌坊横跨在石板铺筑的大街上，如今尚存两座百岁坊和一座贞节牌坊。定广门内的赵理伦百岁坊，是清道光二十三…,culture,同类文物集合,长期稳定,baike:404936#牌坊,牌坊,主要景点,青岩古镇城中原有八座牌坊横跨在石板铺筑的大街上，如今尚存两座百岁坊和一座贞节牌坊。定广门内的赵理伦百岁坊，是清道光二十三年（1843年）奉旨建造的。它是一座四柱三间、三楼四阿顶的石牌坊，高9.5米，宽约9米。精心雕琢的石牌坊，在蓝天白云之中，显得空灵。正中的横额上，镌刻着道光皇帝的题额，正面是“七叶衍祥”，背面是“升平人瑞”，上端有“钦赐”二字。抱柱的四对石狮子非同寻常，不是站狮，也不是卧狮或蹲狮。八头狮子仿佛是从高山上俯冲下来，富有灵性。,百科章节抽取,交叉印证,待核,0.9,"[""了解景区"", ""历史文化""]","[""文化游览""]","[""青岩古镇"", ""牌坊""]",needs_review,ar_2e704f318087,category_heading,记录自身 description 即写明「青岩古镇城中原有八座牌坊横跨在石板铺筑的大街上，如今尚存两座百岁坊和一座贞节牌坊」，即现存至少三座：定广门内的赵理伦百岁坊（清道光二十三年/1843年）、赵彩章百岁坊、周王氏媳刘氏节孝坊。检索贵州省人民政府「青岩古建筑群：古风石韵的状元故里」专题页（guizhou.gov.cn/ztzl/wzgz/yzgz/ctcl/202412/t20241216_86359484.html）与相关文保介绍，赵理伦百岁坊、赵彩章百岁坊、周王氏媳刘氏节孝坊是分别列名的三处文保点。携程亦有独立的「青岩古镇-石牌坊」景点页（you.ctrip.com/sight/guiyang33/98276482.html）。名称「牌坊」既无法唯一定位到某一座，也无法给出唯一坐标，应拆分为三座具名牌坊而非保留为单一 Area。
sa_404936,青岩古镇,admin_520111,direct_entry,95bc73cf7ff4,青岩古镇万寿宫的景观构成,万寿宫为江西会馆，供奉东晋的许逊真君。许逊，江西南昌客家人，生于吴赤乌二年（239年），年轻时修道，因道誉日著，举为孝廉，曾任蜀郡旌阳令，倡行忠孝，利济百姓，归隐后又治理鄱阳湖水患保一方民生，百姓敬为神明，在他仙逝后于其故里（今南昌市新建的逍遥山）建许逊祠祀之。南北朝时许逊祠改称游帷观，宋真宗时改称玉隆宫，宋徽宗时改称玉隆万寿宫，简称“万寿宫”。徽宗崇道，敕封许逊为“神功妙济真君”，后人尊称“许真君”，万寿宫渐成江西土客融合的文化纽带，成了江西人信仰的载体。明清以后江西移民把万寿宫建到了全国各地，据查约有1400多座，有江西人的地方就有万寿宫。在异地他乡，万寿宫是江西人的同乡会馆，又是江西商人的商务会所，他们以会馆为号召，团结一体，共谋发展，昌盛时期还涉足慈善公益事业，有着极强的凝聚力、开拓力以及对于经济的推动力。青岩万寿宫是一个偌大的建筑群，有正殿、配殿、两厢和戏楼。江西人常在此聚会，饮酒看戏，洽谈商务，联络感情，故有“酒戏台”之称。门前牌楼上的“八仙图”浮雕，体现了商人的竞争意识，“八仙过海，各显神通”。不过，万寿宫的“八仙”暗中变成了“九仙”——多了一个许真人。,万寿宫为江西会馆，供奉东晋的许逊真君。许逊，江西南昌客家人，生于吴赤乌二年（239年），年轻时修道，因道誉日著，举为孝廉…,geography,景观构成,长期稳定,baike:404936#万寿宫,万寿宫,主要景点,万寿宫为江西会馆，供奉东晋的许逊真君。许逊，江西南昌客家人，生于吴赤乌二年（239年），年轻时修道，因道誉日著，举为孝廉，曾任蜀郡旌阳令，倡行忠孝，利济百姓，归隐后又治理鄱阳湖水患保一方民生，百姓敬为神明，在他仙逝后于其故里（今南昌市新建的逍遥山）建许逊祠祀之。南北朝时许逊祠改称游帷观，宋真宗时改称玉隆宫，宋徽宗时改称玉隆万寿宫，简称“万寿宫”。徽宗崇道，敕封许逊为“神功妙济真君”，后人尊称“许真君”，万寿宫渐成江西土客融合的文化纽带，成了江西人信仰的载体。明清以后江西移民把万寿宫建到了全国各地，据查约有1400多座，有江西人的地方就有万寿宫。在异地他乡，万寿宫是江西人的同乡会馆，又是江西商人的商务会所，他们以会馆为号召，团结一体，共谋发展，昌盛时期还涉足慈善公益事业，有着极强的凝聚力、开拓力以及对于经济的推动力。青岩万寿宫是一个偌大的建筑群，有正殿、配殿、两厢和戏楼。江西人常在此聚会，饮酒看戏，洽谈商务，联络感情，故有“酒戏台”之称。门前牌楼上的“八仙图”浮雕，体现了商人的竞争意识，“八仙过海，各显神通”。不过，万寿宫的“八仙”暗中变成了“九仙”——多了一个许真人。,百科章节抽取,交叉印证,稳定,0.9,"[""了解景区"", ""历史文化""]","[""文化游览""]","[""青岩古镇"", ""万寿宫""]",needs_review,ar_ec5ca398b903,real_place,贵阳本地宝「青岩古镇万寿宫简介」页（m.gy.bendibao.com/jingdian/qingyanguzhenwanshougong/content/）载：万寿宫位于青岩古镇西街3号，毗邻慈云寺，清康熙年间建、嘉庆三年（1798年）重修，原为江西会馆（供许真君），由正殿、配殿、西厢、戏楼和生活区组成，坐东向西，占地1000余平方米。检索结果亦显示万寿宫与迎祥寺、赵理伦百岁坊等同列为贵阳市市级文物保护单位。是古镇内一座可进入参观的具体建筑群。
sa_404936,青岩古镇,admin_520111,direct_entry,2ad867b727c9,青岩古镇状元府的景观构成,状元府是贵州第一个文状元—— 赵以炯 的故居，坐落在小镇状元街1号，状元街与北街交接，靠南边那一截叫“下院街”，北街干道上有指示路牌比较容易找到。大院门前是一副简单的对联“琴鹤谱志，论语传家”，显示了主人一生的志愿。府第坐南朝北，为两进四合院，府第坐南朝北，为两进四合院，均为一正两厢，风格是歇山式，总占地面积700平方米左右。现存前殿、正殿、两厢和朝门，朝门内墙上有许多不同“寿”字残迹，据说这是赵以炯曾曾祖父赵理伦百岁时所留。建筑是以木质结构为主的，气派而不张扬，宁静恬淡，一派书香风范。 00:46 青岩古镇里的状元府 02:42 我的家乡我推荐——青岩古镇状元府,状元府是贵州第一个文状元—— 赵以炯 的故居，坐落在小镇状元街1号，状元街与北街交接，靠南边那一截叫“下院街”，北街干道…,geography,景观构成,长期稳定,baike:404936#状元府,状元府,主要景点,状元府是贵州第一个文状元—— 赵以炯 的故居，坐落在小镇状元街1号，状元街与北街交接，靠南边那一截叫“下院街”，北街干道上有指示路牌比较容易找到。大院门前是一副简单的对联“琴鹤谱志，论语传家”，显示了主人一生的志愿。府第坐南朝北，为两进四合院，府第坐南朝北，为两进四合院，均为一正两厢，风格是歇山式，总占地面积700平方米左右。现存前殿、正殿、两厢和朝门，朝门内墙上有许多不同“寿”字残迹，据说这是赵以炯曾曾祖父赵理伦百岁时所留。建筑是以木质结构为主的，气派而不张扬，宁静恬淡，一派书香风范。 00:46 青岩古镇里的状元府 02:42 我的家乡我推荐——青岩古镇状元府,百科章节抽取,交叉印证,稳定,0.9,"[""了解景区"", ""历史文化""]","[""文化游览""]","[""青岩古镇"", ""状元府""]",needs_review,ar_5830bfd2e691,real_place,多方资料一致：状元府即贵州第一位文状元赵以炯的故居（赵以炯状元故居），位于青岩镇状元街1号，始建于清道光年间，穿斗式悬山顶二进四合庭院式民居，占地约700—828平方米，现存前殿、正殿、两厢和朝门。中国民族文化资源库「赵以炯状元故居」条目（w.mzzyk.com/mzwhzyk/674771/689918/689920/795453/index.html）有专条介绍；贵州省政府「青岩古建筑群」专题页亦以「状元故里」为题。现为对外开放景点，内设赵以炯生平展、科考制度展。属可前往的具体建筑。
sa_404936,青岩古镇,admin_520111,direct_entry,745f3b83404c,青岩古镇慈云寺的建设沿革,慈云寺位于北街5号。始建于清康熙年间，清道光十二年（1832年）重修，总占地面积近2000平方米。传说是西街吴姓人家捐修的。整个建筑构架保持完好，有很多石柱础为贵阳市石柱础中石雕艺术精品。,慈云寺位于北街5号。始建于清康熙年间，清道光十二年（1832年）重修，总占地面积近2000平方米。传说是西街吴姓人家捐修…,history,建设沿革,长期稳定,baike:404936#慈云寺,慈云寺,主要景点,慈云寺位于北街5号。始建于清康熙年间，清道光十二年（1832年）重修，总占地面积近2000平方米。传说是西街吴姓人家捐修的。整个建筑构架保持完好，有很多石柱础为贵阳市石柱础中石雕艺术精品。,百科章节抽取,交叉印证,稳定,0.9,"[""了解景区"", ""历史文化""]","[""文化游览""]","[""青岩古镇"", ""慈云寺""]",needs_review,ar_a31f6772aa32,real_place,检索结果与多份青岩介绍一致：慈云寺位于青岩古镇北街5号，始建于清康熙年间，清道光十二年（1832年）重修，总占地近2000平方米，传为西街吴姓人家捐修，建筑构架保存完好，石柱础为贵阳石雕精品。检索显示慈云寺与周渔璜墓、赵以炯故居、花溪桐埜书屋、文昌阁、龙泉寺同列为省级文物保护单位。有明确门牌地址，是可进入的具体寺院。
sa_404936,青岩古镇,admin_520111,direct_entry,19d10b2c1662,青岩古镇北城门的名称由来,北城门又称玄武门，为重檐歇山式顶木结构建筑，屋顶为青灰色瓦面，泥塑脊饰，是古代钦差下达皇帝圣旨的场所，初建于明朝天启年（1621—1624年），清顺治十七年（1600年）班麟贵之子应寿子承父职（土司）将土城墙改建为石城墙，清嘉庆三年（1789年），武举人袁大鹏重修扩建，是青岩古镇的象征之一。,北城门又称玄武门，为重檐歇山式顶木结构建筑，屋顶为青灰色瓦面，泥塑脊饰，是古代钦差下达皇帝圣旨的场所，初建于明朝天启年（…,culture,名称由来,长期稳定,baike:404936#北城门,北城门,主要景点,北城门又称玄武门，为重檐歇山式顶木结构建筑，屋顶为青灰色瓦面，泥塑脊饰，是古代钦差下达皇帝圣旨的场所，初建于明朝天启年（1621—1624年），清顺治十七年（1600年）班麟贵之子应寿子承父职（土司）将土城墙改建为石城墙，清嘉庆三年（1789年），武举人袁大鹏重修扩建，是青岩古镇的象征之一。,百科章节抽取,交叉印证,稳定,0.9,"[""了解景区"", ""历史文化""]","[""文化游览""]","[""青岩古镇"", ""北城门""]",needs_review,ar_35fac21bb435,real_place,搜索结果明确：青岩旧城四周有城墙，本设东、西、南、北四座城门；北城门又称玄武门，重檐歇山式顶木结构，初建于明天启年间（1621—1624年），清顺治十七年（1660年）班麟贵之子班应寿将土城墙改建石城墙，清嘉庆三年重修扩建，是青岩古镇的象征之一；新浪博客有「贵阳青岩古镇（系列三）北城门」的实地图文（blog.sina.com.cn/s/blog_53a591a50102e947.html）。今日北城门为古镇北侧主入口，是可前往的实体建筑。需注意：百科原文「清顺治十七年（1600年）」年份换算有误，应为1660年；另有资料称「现存仅城南定广门为清代原构」，指的是原构完整度，不等于北城门不存在（北城门经修复后现存并对外开放）。
sa_404936,青岩古镇,admin_520111,direct_entry,bc56f2c37d74,青岩古镇文昌阁的建设沿革,文昌阁位于东街143号，占地面积800多平方米。建于明万历年间，乾隆年间重修，砖木结构，依山而建，为攒角重楼八角式。是旧时读书人常去读书、聚会、祭拜 文昌帝君 的地方。,文昌阁位于东街143号，占地面积800多平方米。建于明万历年间，乾隆年间重修，砖木结构，依山而建，为攒角重楼八角式。是旧…,history,建设沿革,长期稳定,baike:404936#文昌阁,文昌阁,主要景点,文昌阁位于东街143号，占地面积800多平方米。建于明万历年间，乾隆年间重修，砖木结构，依山而建，为攒角重楼八角式。是旧时读书人常去读书、聚会、祭拜 文昌帝君 的地方。,百科章节抽取,交叉印证,稳定,0.9,"[""了解景区"", ""历史文化""]","[""文化游览""]","[""青岩古镇"", ""文昌阁""]",needs_review,ar_39a10f504768,real_place,贵阳本地宝「青岩古镇文昌阁简介」专页（m.gy.bendibao.com/jingdian/qingyanguzhenwenchangge/content/）载：文昌阁位于青岩古镇东街143号，占地800余平方米，建于明万历年间、乾隆年间重修，砖木结构依山而建，攒角重楼八角式，为旧时读书人读书聚会、祭祀文昌帝君之所；检索结果显示其与慈云寺、龙泉寺等同列贵州省级文物保护单位。有明确门牌地址，是可进入的具体楼阁。
sa_404936,青岩古镇,admin_520111,direct_entry,dffcdb29d2ab,青岩古镇赵公专祠的建设沿革,赵公专祠位于贵阳市花溪区青岩镇南街，建于清同治年间，原为青岩团务总理赵国澍（字畏三）之专祠。专祠占地面积1600平方米，建筑面积920平方米，由山门、通道、过厅、两厢房及大殿组成。清同治二年（1863年），赵国澍进攻灯花教何得胜部阵亡。清廷追封他为太常寺卿，赏骑都尉，准世袭，并降旨建赵公专祠。2001年，对专祠进行了维修，2003年，该处被公布为贵阳市市级文物保护单位。,赵公专祠位于贵阳市花溪区青岩镇南街，建于清同治年间，原为青岩团务总理赵国澍（字畏三）之专祠。专祠占地面积1600平方米，…,history,建设沿革,长期稳定,baike:404936#赵公专祠,赵公专祠,主要景点,赵公专祠位于贵阳市花溪区青岩镇南街，建于清同治年间，原为青岩团务总理赵国澍（字畏三）之专祠。专祠占地面积1600平方米，建筑面积920平方米，由山门、通道、过厅、两厢房及大殿组成。清同治二年（1863年），赵国澍进攻灯花教何得胜部阵亡。清廷追封他为太常寺卿，赏骑都尉，准世袭，并降旨建赵公专祠。2001年，对专祠进行了维修，2003年，该处被公布为贵阳市市级文物保护单位。,百科章节抽取,交叉印证,稳定,0.9,"[""了解景区"", ""历史文化""]","[""文化游览""]","[""青岩古镇"", ""赵公专祠""]",needs_review,ar_9e2486676670,real_place,记录内容与检索结果互证：赵公专祠位于贵阳市花溪区青岩镇南街，建于清同治年间，为青岩团务总理赵国澍（字畏三）之专祠，占地1600平方米、建筑面积920平方米，由山门、通道、过厅、两厢房及大殿组成；2001年维修，2003年公布为贵阳市市级文物保护单位。新浪博客有「贵阳（一）——青岩古镇龙泉寺、文昌阁、赵公专祠」实地游记（blog.sina.com.cn/s/blog_408b1e700102ycqt.html）。青岩「二祠」之一（另一为班麟贵土司祠），是可前往的具体祠堂。
sa_404936,青岩古镇,admin_520111,direct_entry,4e1fd895e1ba,青岩古镇寿福寺的名称由来,寿福寺建于清道光九年（1829年），又称湖南会馆，二进院落，有山门、戏楼、两厢、正殿、后殿等。戏台上的“双龙戏珠”和殿前的两棵古桂花树一起组成“双龙戏珠、龙凤双贵”的深刻寓意，为省级文保单位。2000年对寿福寺进行了修复，并将旁边的孙膑庙纳入寿福寺范围。,寿福寺建于清道光九年（1829年），又称湖南会馆，二进院落，有山门、戏楼、两厢、正殿、后殿等。戏台上的“双龙戏珠”和殿前…,culture,名称由来,长期稳定,baike:404936#寿福寺,寿福寺,主要景点,寿福寺建于清道光九年（1829年），又称湖南会馆，二进院落，有山门、戏楼、两厢、正殿、后殿等。戏台上的“双龙戏珠”和殿前的两棵古桂花树一起组成“双龙戏珠、龙凤双贵”的深刻寓意，为省级文保单位。2000年对寿福寺进行了修复，并将旁边的孙膑庙纳入寿福寺范围。,百科章节抽取,单源,稳定,0.75,"[""了解景区"", ""历史文化""]","[""文化游览""]","[""青岩古镇"", ""寿福寺""]",needs_review,ar_251fa0b8f41a,real_place,记录载：寿福寺建于清道光九年（1829年），又称湖南会馆，二进院落，有山门、戏楼、两厢、正殿、后殿，省级文保，2000年修复并将旁边孙膑庙纳入范围。检索到独立介绍页「寿佛寺-贵州青岩古镇旅游攻略」（androclus.com/remenjingdian/33391.html）：寿佛寺位于高井山9号，坐北朝南，建于清道光九年（1829年），由正殿、住房、戏楼组成的四合院，占地800平方米——建造年份、形制、湖南移民会馆属性均吻合，应为同一处建筑的两种写法。青岩「九寺」名单中亦列有寿佛寺。是可前往的具体建筑。
