审核任务ID,标准平台ID,酒店ID,入住日期,离店日期,独立会话序号,匹配运行记录数,实际日期集合,最新采集状态,房型数量,售卖方案数量,匹配运行ID,原始页面留档路径,日期口径状态,证据状态,独立会话证据状态,生成批次ID
18014a57a7561e214f9886ae2473c9a7d088a4394b653908dce47c2975cfa87c,booking,ChIJLxrEcMie4jARb4KfjpcicvA,2026-09-19,2026-09-20,1,0,2026-09-07/2026-09-08；2026-09-18/2026-09-19,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
43eb0460c2d1a8b767c62a340cd98b51dece8ee0350cf26ab46e823dbb3656ae,booking,ChIJLxrEcMie4jARb4KfjpcicvA,2026-09-19,2026-09-20,2,0,2026-09-07/2026-09-08；2026-09-18/2026-09-19,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
e846f8a407ff49acd4fef76310c52a3c87c49c86f7fc15f16cff65e413b53539,stayforlong,ChIJLxrEcMie4jARb4KfjpcicvA,2026-09-08,2026-09-09,1,0,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
39f40c1519c94473cde6ff36c532bcad10dc6242a38199a8daa801f6a7fb4256,stayforlong,ChIJLxrEcMie4jARb4KfjpcicvA,2026-09-08,2026-09-09,2,0,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
3c758d09bc24640dd45b7b36d3be780146ed6c02b1717d6e279f0b3d0b8b11a5,stayforlong,ChIJLxrEcMie4jARb4KfjpcicvA,2026-09-19,2026-09-20,1,0,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
9528280a2f64861e23172d1577883fc55558ceb4bf5243507aed8f8a7fd8f3b0,stayforlong,ChIJLxrEcMie4jARb4KfjpcicvA,2026-09-19,2026-09-20,2,0,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
881a52064b23da9a2855eafd6172f7754ee00bc547278ff953cf7348451b255c,trip,ChIJLxrEcMie4jARb4KfjpcicvA,2026-09-08,2026-09-09,1,0,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19；2026-09-23/2026-09-24,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
19b0e4802467290aae1d89e9b19f21f7ccd49f5b129746d8c6e52caa7e5374fc,trip,ChIJLxrEcMie4jARb4KfjpcicvA,2026-09-08,2026-09-09,2,0,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19；2026-09-23/2026-09-24,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
ca1993e3f2740564392766a5fd2d868bfeb1fa15a1cda17e053e4cee322b6c45,trip,ChIJLxrEcMie4jARb4KfjpcicvA,2026-09-19,2026-09-20,1,0,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19；2026-09-23/2026-09-24,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
3c05fb43ebc9d929a05cea2fe7aa8c7be1725baeafda87d7f0fac2eaf225f571,trip,ChIJLxrEcMie4jARb4KfjpcicvA,2026-09-19,2026-09-20,2,0,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19；2026-09-23/2026-09-24,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
469965521b43084d17d2b4e8756f5f18347778c6e30ead5c0c120d2f0ee67dbf,trip,ChIJf1YJeC-Z4jARNNLn8M9QwMw,2026-09-08,2026-09-09,1,0,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
609cc5f7e4840af1ff5a489f1a989a0ef7e66413f73c25cd5771d732e589da30,trip,ChIJf1YJeC-Z4jARNNLn8M9QwMw,2026-09-08,2026-09-09,2,0,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
5d158c8519e6c733ce49512e9dc9c9ee751d337b58806c8ea293b35ac2165769,trip,ChIJf1YJeC-Z4jARNNLn8M9QwMw,2026-09-19,2026-09-20,1,0,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
c72550fee773d9d7c1d55cabe1f7b096d0795bad7b29d22e94ef614c0f14ca52,trip,ChIJf1YJeC-Z4jARNNLn8M9QwMw,2026-09-19,2026-09-20,2,0,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
e569a8659ec6e0c21b5b835e7f60661727215b5339a73f940acb021dc8840271,trip,ChIJpYbWb8aY4jAR5PmlBlsxOoM,2026-09-08,2026-09-09,1,0,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19；2026-09-21/2026-09-22,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
c17f95394c94de7c118c0c005062cb99b83cd95537da184dac42064809e38e16,trip,ChIJpYbWb8aY4jAR5PmlBlsxOoM,2026-09-08,2026-09-09,2,0,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19；2026-09-21/2026-09-22,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
0446ef395a856d2cffec76d741836ab959225b6a5aca5edff58c116fd2deb95a,trip,ChIJpYbWb8aY4jAR5PmlBlsxOoM,2026-09-19,2026-09-20,1,0,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19；2026-09-21/2026-09-22,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
7fa7f0f6435f4996378a8158a33beb5cef6a503e248feecbc90fb71433feb75d,trip,ChIJpYbWb8aY4jAR5PmlBlsxOoM,2026-09-19,2026-09-20,2,0,2026-09-07/2026-09-08；2026-09-17/2026-09-18；2026-09-18/2026-09-19；2026-09-21/2026-09-22,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
487d61cf81d3d666b3274b12fc7c66dfa44feb14068d910d478ab1ba2bb24c82,vio,ChIJZTiLx92Y4jARaoCZW0M2Zew,2026-09-08,2026-09-09,1,0,2026-09-07/2026-09-08；2026-09-18/2026-09-19,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
d630b4fe5b964b8cd8bb38097e9ea700403730837d56e71003a90baf39b357f6,vio,ChIJZTiLx92Y4jARaoCZW0M2Zew,2026-09-08,2026-09-09,2,0,2026-09-07/2026-09-08；2026-09-18/2026-09-19,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
f2b94ccdb2ff396f6698daa035a2476cc3f106c45a2fdd9d7d89341570534357,vio,ChIJZTiLx92Y4jARaoCZW0M2Zew,2026-09-19,2026-09-20,1,0,2026-09-07/2026-09-08；2026-09-18/2026-09-19,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
09da840b4c52cbaa3af1ed7c0a42be3e7059a26d78a23c3826ecbecf109464ab,vio,ChIJZTiLx92Y4jARaoCZW0M2Zew,2026-09-19,2026-09-20,2,0,2026-09-07/2026-09-08；2026-09-18/2026-09-19,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
f85966f313d32571a2c190c585cf901257d202895eaabe66e5aa94da5df27cc0,vio,ChIJCWbW7MWY4jARuQATRiSHlA0,2026-09-08,2026-09-09,1,0,2026-09-07/2026-09-08；2026-09-18/2026-09-19,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
968790dc996ed0fc5b12fc002d9e4f45410339a0c6f3a6b3d4b73bb1007ac3f5,vio,ChIJCWbW7MWY4jARuQATRiSHlA0,2026-09-08,2026-09-09,2,0,2026-09-07/2026-09-08；2026-09-18/2026-09-19,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
d6b565e97f7acdd425aeccee09b8945bbe17ec15882fdc9cb8365db492a37efe,vio,ChIJCWbW7MWY4jARuQATRiSHlA0,2026-09-19,2026-09-20,1,0,2026-09-07/2026-09-08；2026-09-18/2026-09-19,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
4bda36a21601e5c59fa8ff20014a174c9715865639d7e3be047613ca372812bd,vio,ChIJCWbW7MWY4jARuQATRiSHlA0,2026-09-19,2026-09-20,2,0,2026-09-07/2026-09-08；2026-09-18/2026-09-19,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
3b977cc3ab319f3d746008ef6e776cab89eed7a0cdef741a2d2006f10973f351,vio,ChIJ69UzUM-e4jARwyvJBkeTbr0,2026-09-08,2026-09-09,1,0,2026-09-05/2026-09-06；2026-09-07/2026-09-08；2026-09-18/2026-09-19,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
e9f0c2a9f500114f886908448aaf3bb62faccce028dd92828be1bf7f09cc154e,vio,ChIJ69UzUM-e4jARwyvJBkeTbr0,2026-09-08,2026-09-09,2,0,2026-09-05/2026-09-06；2026-09-07/2026-09-08；2026-09-18/2026-09-19,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
90ac61c62933c239cd60dbdb334e61aed50ed2d4b917f3a4c599be62eaa58f78,vio,ChIJ69UzUM-e4jARwyvJBkeTbr0,2026-09-19,2026-09-20,1,0,2026-09-05/2026-09-06；2026-09-07/2026-09-08；2026-09-18/2026-09-19,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
a5100e6cd8ee0292fb45bf7107eb24b7df28ba8eb17f05226f120b3dd212a2e0,vio,ChIJ69UzUM-e4jARwyvJBkeTbr0,2026-09-19,2026-09-20,2,0,2026-09-05/2026-09-06；2026-09-07/2026-09-08；2026-09-18/2026-09-19,,,,,,日期漂移,待补证据,缺少独立运行记录,20260904-093453-csv-761aec95
