酒店ID,酒店入住平台名称,是否官网,URL链接
ChIJLxrEcMie4jARb4KfjpcicvA,Traveluro,否,https://www.traveluro.com/hotels/thailand_th_bangkok/103986_baiyoke-sky?checkIn=2026-09-23&checkOut=2026-09-24&placeId=H103986&campaignName=Google_US&currencyCode=USD&dealkey_redacted=1&countryCode=US&languageCode=en&rule=Google_US&site=mapresults&origin=31&ads=&priceDisplayedTotal=62.00&priceDisplayedTax=9.01&device=desktop&adults=2&children=0
ChIJLxrEcMie4jARb4KfjpcicvA,Evendo,否,"https://evendo.com/stays/baiyoke-sky-hotel/02564134?check_in=2026-09-23&check_out=2026-09-24&who=%5B%7B%22adults%22:2,%22children%22:%5B%5D%7D%5D&currency=USD&language=en&country=US&utm_source=google&utm_medium=googlehotels&utm_campaign=mapresults&pdtax=8.87&pdtotal=61.06&prid="
ChIJLxrEcMie4jARb4KfjpcicvA,Hotelscombined.com,否,https://www.hotelscombined.com/semi/ha/hotel_ads/60186/en.html?utm_source=google&utm_medium=cpc&utm_term=60186&adType=0&utm_content=mapresults&utm_campaign=HotelAds&ci=2026-09-23&co=2026-09-24&gs=mapresults&l=1&pc=USD&rid=&pdtax=10.85&pdtotal=60.75&rpid=&uc=US&ucuc=USD&d=desktop&lc=en&v=false&rrid=UFJJQ0VMSU5FQ09SRQ&k_pc=~UFJJQ0VMSU5FQ09SRQ&k_rt=&k_sid=uJHEDfvY2D&k_kct=1788416507&k_gct=1788424491&g=2&r=1&ac=2&k_cc=us&dt=default&cmpid=&cmptrack=
ChIJLxrEcMie4jARb4KfjpcicvA,momondo.com,否,https://www.momondo.com/semi/ha/hotel_ads/60186/en.html?utm_source=google&utm_medium=cpc&utm_term=60186&adType=0&utm_content=mapresults&utm_campaign=HotelAds&ci=2026-09-23&co=2026-09-24&gs=mapresults&l=1&pc=USD&rid=&pdtax=10.85&pdtotal=60.75&rpid=&uc=US&ucuc=USD&d=desktop&lc=en&v=false&rrid=UFJJQ0VMSU5FQ09SRQ&k_pc=~UFJJQ0VMSU5FQ09SRQ&k_rt=&k_sid=1IBEQGqql5&k_kct=1788416507&k_gct=1788423664&g=2&r=1&ac=2&k_cc=us&dt=default&cmpid=&cmptrack=
ChIJLxrEcMie4jARb4KfjpcicvA,Stayforlong.com,否,https://www.stayforlong.com/hotel-detail/22451?checkin=2026-09-23&checkout=2026-09-24&adults=2&metadevice=desktop&aid=gha&market=us&lang=en&total=68&query_type=pull&ch=0&adclick=free&defaultdate=true&googlesite=mapresults&p=4f6b46716145b682b89cdf6f7f778bcf&rate_token=v2.z6a99306a00b44cb1e76b4c5ab05dad20&source=meta
ChIJLxrEcMie4jARb4KfjpcicvA,TravelUP,否,https://www.travelup.com/en-us/thailand/bangkok/baiyoke-sky?prp=8460&cur=USD&lan=en&CI=2026-09-23&CO=2026-09-24&rm1_a=2&rm1_c=null&ref=google_en-us&utm_campaign=en-us&utm_content=/thailand/bangkok/baiyoke-sky&utm_medium=metasearch_hotel&utm_source=google_en-us&utm_term=8460
ChIJLxrEcMie4jARb4KfjpcicvA,EaseMyTrip.com,否,https://www.easemytrip.com/hotels/metasearch.aspx?hotelID=EMTHOTEL-8515&checkinDay=23&checkinMonth=09&checkinYear=2026&nights=1&adlts=2&p=67.92|10.22|USD&pl=US|desktop&curr=USD&clickId=&wlcode=Google&children=0
ChIJLxrEcMie4jARb4KfjpcicvA,dealbase.com,否,https://deals.dealbase.com/?sig=d24b78db5ff27b2a7633c125e8c1eb65fcdd29bfbe8d2468da3702f8e475011131373338383435313339&turl=https%3A%2F%2Fwww.dealbase.com%2FHotel%2FSearch%3FcheckIn%3D2026-09-23%26checkOut%3D2026-09-24%26currency%3DUSD%26forceCurrencyChange%3D1%26lang%3Den%26forceLanguageChange%3D1%26rooms%3D2%3A%26utm_source%3Dgha%26utm_medium%3Dcpc%26hotelId%3D1196741%26userCountry%3DUS%26profile%3Dr2d2m73kn8%26preferredRate%3D60.75%26deviceType%3Ddesktop%26label%3Dsrc%253Dgha%2526cltype%253Dhotel%2526datype%253Ddefault%2526gsite%253Dmapresults%2526vf%253D0%2526ucountry%253DUS%2526udevice%253Ddesktop%2526hotel%253D1196741%2526day%253D23%2526month%253D09%2526year%253D2026%2526los%253D1%2526price%253D60.75%2526currency%253DUSD%2526cid%253D%2526listid%253D%2526rateid%253DUS_D%2526closerateid%253D%2526promo%253D0%2526isPrivateRate%253D0%2526isAudienceUser%253D0%2526isPaidClick%253D0%2526%26cp%3DvajNSEu8pZ8fZBlYChEI_iYQzAUY8QIiA1VTRFIBMhIaFaGHz-saC01UU09ZeUZJMVowKAIwt9rk1AY
ChIJLxrEcMie4jARb4KfjpcicvA,Traveloka.com,否,https://www.traveloka.com/en-en/hotel/search?spec=23-09-2026.24-09-2026.1.1.HOTEL_GEO.10000045.Bangkok.2&hotelId=1000000170991&contexts=%7B%22accessCode%22:%2290975GHAD1305desktop%22%2C%22metasearchRequestId%22%3A%22060c9153-1c12-4785-8d89-f76127892ed7%22%2C%22dateSelectionType%22%3A%22default%22%2C%22plc%22%3A%22JLiZ6gNSM2TGndxQb43uaDGTn8k9r%2Fa%2FFL19IW%2BRTYpiXtKQn36IMvKjXIeQ7TjndYTSt%2B8JWfyGPiGI2%2F6pDw%3D%3D%22%2C%22pvlc%22%3A%22HVI%2BUOQDvk8WwdiRriHbOidm5yBP59UBp5rT2kr3cRSRQetJNxA7RmQV%2BGLnSgOj%22%7D&metasearchId=GoogleHotelAdsUser&metasearchRateId=desktop&metasearchRatekey_redacted=1&priceDisplay=NIGHT&metasearchRefid=12345678910abcdefghijk@-&adType=0&PPA=0&hotelCampaign=1&cur=USD
ChIJi-YG88We4jARAkpfrYgaG-A,The Berkeley Hotel Pratunam,是,https://reservation.travelanium.net/propertyibe2/rates?propertyId=651&onlineId=28&checkin=2026-11-05&checkout=2026-11-06&numofadult=2&numofchild=0&numofroom=1&accesscode=GoogleMSE&lang=zh&currency=USD&uc=US&hrid=&hpid=&utm_source=ghotelads&gh_cfg=&gh_advbookingw=63&gh_campaignid=&gh_clicktype=hotel&gh_closerateruleids=&gh_datetype=default&gh_googlesite=mapresults&gh_partnercurrency=THB&gh_pricedisplayedtax=10.31&gh_pricedisplayedtotal=68.58&gh_userdevice=desktop&gh_userlistid=&gh_verification=false&gh_adtype=0
ChIJi-YG88We4jARAkpfrYgaG-A,klook,否,https://api.klktech.com/v1/meta/hotels/detail/578442/?hotelid=578442&check_in=2026-11-05&check_out=2026-11-06&aid=28539&campaignid=&adult_num=2&lead_time=63&child_num=0&childages=&room_num=1&google_site=mapresults&length_of_stay=1&partner_currency=USD&click_type=hotel&click_price_total=69.21&price_tax=10.41&price_fees=0.00&rate_key_redacted=1&user_country=US&click_currency=USD&_currency=USD&device=desktop&partner_hotelid=578442&language=zh&audience_list=&verification=false&booking_source=cpc&isPromoted=0&utm_source=MSE&utm_medium=Google&utm_campaign=28539&utm_term=578442&utm_content=USD&isAdClick=0&prid=Foreign-Other&arrival_fees=0.000&lowest=true&mse_trace_id=MTFjYTMwYy0xMWNhMzBjLTI3ODg0MjM4OTguZi5vOjE6MDoyOjA6MTozMDg6MzA5OlRX&mse_search_token=MTFjYTMwYy0xMWNhMzBjLTI3ODg0MjM4OTguZi5vOjE6MDoyOjA6MTozMDg6MzA5OlRX&price_total=USD-69.210&price_type=Inbound-desktop&klc_l1=MSE&klc_l2=Google&age=
ChIJi-YG88We4jARAkpfrYgaG-A,KAYAK.com,否,https://www.kayak.com/semi/ha/hotel_ads/561059/en.html?utm_source=google&utm_medium=cpc&utm_term=561059&adType=0&utm_content=mapresults&utm_campaign=HotelAds&ci=2026-11-05&co=2026-11-06&gs=mapresults&l=1&pc=USD&rid=&pdtax=12.35&pdtotal=68.38&rpid=&uc=US&ucuc=USD&d=desktop&lc=zh&v=false&rrid=UFJJQ0VMSU5FQ09SRQ&k_pc=~UFJJQ0VMSU5FQ09SRQ&k_rt=&k_sid=uHFESSxIUI&k_kct=1788418333&k_gct=1788422248&g=2&r=1&ac=2&k_cc=us&dt=default&cmpid=&cmptrack=
ChIJi-YG88We4jARAkpfrYgaG-A,Hotelscombined.com,否,https://www.hotelscombined.com/semi/ha/hotel_ads/561059/en.html?utm_source=google&utm_medium=cpc&utm_term=561059&adType=0&utm_content=mapresults&utm_campaign=HotelAds&ci=2026-11-05&co=2026-11-06&gs=mapresults&l=1&pc=USD&rid=&pdtax=12.35&pdtotal=68.38&rpid=&uc=US&ucuc=USD&d=desktop&lc=zh&v=false&rrid=UFJJQ0VMSU5FQ09SRQ&k_pc=~UFJJQ0VMSU5FQ09SRQ&k_rt=&k_sid=uHGERysYS9&k_kct=1788418333&k_gct=1788422247&g=2&r=1&ac=2&k_cc=us&dt=default&cmpid=&cmptrack=
ChIJi-YG88We4jARAkpfrYgaG-A,momondo.com,否,https://www.momondo.com/semi/ha/hotel_ads/561059/en.html?utm_source=google&utm_medium=cpc&utm_term=561059&adType=0&utm_content=mapresults&utm_campaign=HotelAds&ci=2026-11-05&co=2026-11-06&gs=mapresults&l=1&pc=USD&rid=&pdtax=12.35&pdtotal=68.38&rpid=&uc=US&ucuc=USD&d=desktop&lc=zh&v=false&rrid=UFJJQ0VMSU5FQ09SRQ&k_pc=~UFJJQ0VMSU5FQ09SRQ&k_rt=&k_sid=1FDEP3fWjR&k_kct=1788417991&k_gct=1788418112&g=2&r=1&ac=2&k_cc=us&dt=default&cmpid=&cmptrack=
ChIJi-YG88We4jARAkpfrYgaG-A,Agoda,否,https://www.agoda.com/zh-zh/partners/partnersearch.aspx?site_id=1917614&CkInDay=05&CkInMonth=11&CkInYear=2026&CkOutDay=06&campaignid=&CkOutMonth=11&CkOutYear=2026&SearchDateType=default&NumberOfAdults=2&LT=63&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los=1&PartnerCurrency=THB&hid=461790&RoomID=&masterRoomId=2963482&PriceTotal=75.30&PriceTax=11.33&PriceFee=6.40&RatePlan=&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=US&audience_list=&mcid=332&booking_source=cpc&adType=0&mpt=R3Q5cUxjUnh4ZC9VMGFOa0xnNmhCSFhabllPb2NQd05zTnNldzM4eHpZbVdMNjR2RThlV2pkVTNqaHBJOVY1NzNNYWgxVXdDTitmWQ&original_rr=US&gaClickSrc=&clickType=hotel&lang=zh&pkgId=
ChIJi-YG88We4jARAkpfrYgaG-A,Expedia.co.th,否,https://www.expedia.co.th/Hotel-Search?selected=39600806&startDate=2026-11-05&endDate=2026-11-06&MDPCID=US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.39600806.20261105.20261106.DDT.63.CID..AUDID..RRID.bex_us_desktop&adults=2&children=&mctc=10&ct=hotel&mpg=USD&mpf=77.45&mpj=11.65&mpr=6.58&mpl=USD&exp_pg=google&langid=zh&ad=2&tp=&utm_source=google&utm_medium=cpc&utm_term=39600806&utm_content=mapresults&utm_campaign=HotelAds&rateplanid=294249193&mpm=24&mpn=221160607&mpo=EC&mpp=1
ChIJi-YG88We4jARAkpfrYgaG-A,Hotels.com,否,https://th.hotels.com/Hotel-Search?selected=39600806&startDate=2026-11-05&endDate=2026-11-06&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.39600806.20261105.20261106.DDT.63.CID..AUDID.&adults=2&children=&mctc=10&mpf=77.45&mpg=USD&mpl=USD&mpj=11.65&mpr=6.58&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd=GGMETA.39600806USzh-20261105-D-ABW=63-camp=-aud=-N&rateplanid=294249193&mpm=24&mpn=221160607&mpo=EC&mpp=1
ChIJi-YG88We4jARAkpfrYgaG-A,EaseMyTrip.com,否,https://www.easemytrip.com/hotels/metasearch.aspx?hotelID=EMTHOTEL-400147&checkinDay=05&checkinMonth=11&checkinYear=2026&nights=1&adlts=2&p=75.28|11.33|USD&pl=US|desktop&curr=USD&clickId=&wlcode=Google&children=0
ChIJi-YG88We4jARAkpfrYgaG-A,Travelocity.com,否,https://www.travelocity.com/Hotel-Search?selected=39600806&startDate=2026-11-05&endDate=2026-11-06&adults=2&children=&MDPCID=travelocity-US.META.HPA.ORGANIC.HOTEL&MDPDTL=HTL.39600806.20261105.20261106.DDT.63.CID..AUDID..mapresults&mpg=USD&mpf=77.45&mpj=11.65&mpr=6.58&mctc=10&rateplanid=294249193&mpm=24&mpn=221160607&mpo=EC&mpp=1
ChIJi-YG88We4jARAkpfrYgaG-A,Closest Hotel,否,https://closesthotel.com/googleRedirMainSearch.php?checkInYear=2026&checkInMonth=11&checkInDay=05&checkOutYear=2026&checkOutMonth=11&checkOutDay=06&numberOfNights=1&numberOfAdults=2&numberOfChildren=0&numberOfGuests=2&hotelID=39600806&roomID=&currency=USD&deviceType=desktop
ChIJi-YG88We4jARAkpfrYgaG-A,Bluepillow.com,否,"https://www.bluepillow.com/search/648084c51f174c21709ed6ef?begin=2026-11-05&end=2026-11-06&block_id=-b,FF5yaS5c2Zm0Ve9EuyXIYntpEAYawN-F-g0VZouGDttTHin_61s7XZHxVfem0jNh,-bpctrip-Hotel&fees=11.37&tax=11.37&total=75.60&adults=2&childs=0&infants=0&childrens=0&country=US&currency=USD&language=zh&source=mapresults&utm_campaign=hotel&prid=foreign"
ChIJi-YG88We4jARAkpfrYgaG-A,Qantas Hotels,否,https://www.qantas.com/hotels/properties/870333?adults=2&children=0&infants=0&checkIn=2026-11-05&checkOut=2026-11-06&utm_campaign=GoogleHotels&adType=0&utm_medium=organic-search&utm_source=Google-Hotels&utm_term=870333&hotelID=870333&hotel_campaign=
ChIJi-YG88We4jARAkpfrYgaG-A,Wego,否,https://www.wego.com/hotels/searches/BKK/2026-11-05/2026-11-06?guests=2&wego_hotel_id=814987&bow_only=true&ts_code=2f2fc&wg_source=meta_distribution&wg_medium=gha&wg_campaign=fbl&wego_currency=USD&ulang=zh&wego_price=VVNEOjg0Ljg0Ojc4M2M1OGNkMDBiN2M2MzE2OGQ5MDdmOGNjYjBlZGRiYzQ2N2JjMTcyOTc1OWIwYmE0NjJjNmI3MmJiODhjNzE6Ym9vZ25pazY5cXNhOjE3ODgzNDQwMjY6RDpUVzoyMzBlNGM2YTIyOTc2MDkxOjI6MDp0cnVlOnRydWU6Ug%3D%3D&provider=aG90ZWxzLndlZ28uY29t
ChIJi-YG88We4jARAkpfrYgaG-A,Clicktrip.com,否,https://clicktrip.com/hotels/details/0XoumXev_o4Bc-Q_vjyvc9fdOfdjNnNRs6sPhLajj1sTLYXUD1M8799nMGFOcFLmrZ7j1wY4ppiSIlKZfcklmQ-z4sRCimkNDFpMz6-R3OHccDNOs5rHdGwNFFFRwGHo0?locale=zh&currency=USD&pos=US&date_type=default&taf=sh-4YdYKZx55HcOF-ul0V4B4C_0C7VTzIkxxVN9R3l6u4xuaNFUeRTEjLDekjOZ60&verification=false&clk_src=&utm_source=gha&rate_rule_id=
ChIJi-YG88We4jARAkpfrYgaG-A,eDreams,否,https://accommodation.edreams.net/Hotel-Search?selected=39600806&startDate=2026-11-05&endDate=2026-11-06&adults=2&children=&mpf=77.45&cur=USD&mpj=11.65&MDPCID=eDreams-US.DPS.Edreams.MetaSearch-GHA.HOTEL&mpl=USD&numberOfRooms=1&locale=en_US&rffrid=h4p.hcom.US.ghaodigeo.000.000.kwrd=&pos=EDREAMS_US&rateplanid=&mctc=10&utm_medium=metasearch&utm_campaign=1268225792&utm_term=hotel&utm_source=FREEBOOKING
ChIJi-YG88We4jARAkpfrYgaG-A,goseek.com,否,https://deals.goseek.com/?sig=34c47a49c3e8320dca5a5dda0da2a460c1bc23afde972e2894a4ff0b6052fb53383131303836353931&turl=https%3A%2F%2Fwww.goseek.com%2FHotel%2FSearch%3FcheckIn%3D2026-11-05%26checkOut%3D2026-11-06%26currency%3DUSD%26forceCurrencyChange%3D1%26lang%3Dzh%26forceLanguageChange%3D1%26rooms%3D2%3A%26utm_source%3Dgha%26utm_medium%3Dcpc%26hotelId%3D2008112%26userCountry%3DUS%26profile%3Dr2d2m73kn8%26preferredRate%3D75.65%26deviceType%3Ddesktop%26label%3Dsrc%253Dgha%2526cltype%253Dhotel%2526datype%253Ddefault%2526gsite%253Dmapresults%2526vf%253D0%2526ucountry%253DUS%2526udevice%253Ddesktop%2526hotel%253D2008112%2526day%253D05%2526month%253D11%2526year%253D2026%2526los%253D1%2526price%253D75.65%2526currency%253DUSD%2526cid%253D%2526listid%253D%2526rateid%253DUS_D%2526closerateid%253D%2526promo%253D0%2526isPrivateRate%253D0%2526isAudienceUser%253D0%2526isPaidClick%253D0%2526%26cp%3Dzj5s5ihy9Kp762eWChcImzIQsAUYwgMiA1VTRCjQ0J7XBlIBMhIaFejqz_kaC2xyTTJmdDJRS2xJKAMwnrvk1AY
ChIJi-YG88We4jARAkpfrYgaG-A,Stayforlong.com,否,https://www.stayforlong.com/hotel-detail/22838?checkin=2026-11-05&checkout=2026-11-06&adults=2&metadevice=desktop&aid=gha&market=us&lang=zh&total=202&query_type=pull&ch=0&adclick=free&defaultdate=true&googlesite=mapresults&p=c2f4f3399e96cc130f4332741477025b&rate_token=v2.z6a992b4900b4486eed3e997dc5206688&source=meta
ChIJZTiLx92Y4jARaoCZW0M2Zew,Millennium Hilton Bangkok,是,https://linkcenterus.derbysoftca.com/dplatform-linkcenter/booking.htm?hotelCode=HILTON-BKKHI&providerHotelCode=BKKHI&checkInDate=2026-10-22&checkOutDate=2026-10-23&identifier=google-hilton&price=6708.90&roomTypeCode=K1TO&ratePlanCode=LV0&currency=THB&language=en&userCountry=US&dateType=default&testClick=false&sitetype=mapresults&occupancy=2&partnerId=hilton&campaignid=&rateRuleId=&userlistid=&ifDefaultDate=default&isPromoted=false&isRuleIdsClosed=false&s_is_ad=false&adType=0&adults=2&children=0&clk_src=&is_ds_account=true
ChIJZTiLx92Y4jARaoCZW0M2Zew,Agoda,否,https://www.agoda.com/partners/partnersearch.aspx?site_id=1917614&CkInDay=22&CkInMonth=10&CkInYear=2026&CkOutDay=23&campaignid=&CkOutMonth=10&CkOutYear=2026&SearchDateType=default&NumberOfAdults=2&LT=49&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los=1&PartnerCurrency=THB&hid=52152&RoomID=&masterRoomId=3114507&PriceTotal=256.88&PriceTax=38.62&PriceFee=23.35&RatePlan=&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=US&audience_list=&mcid=3038&booking_source=cpc&adType=0&mpt=Q1Q0SUI5MDE0M3BsMmtYMkVncnpMOWI4VDA1dTZmdzF5cmIvZ0pYb3phb01iazhDT3ZiS255S2hDakkzZzR3MGZEVkxpRFBNSG85eg&original_rr=US&gaClickSrc=&clickType=hotel&lang=en&pkgId=
