问题ID,图谱实体ID,目标实体类型,POI名称,行政区,小红书帖子ID,标题,作者,发布日期,URL,时间窗口,距离核查日天数,名称直接命中,名称弱锚点,名称弱锚点命中,分店或位置上下文命中,游客语境线索,本地日常线索,攻略清单风险,商家营销风险,经营状态风险,跨区行程上下文,异地同名风险,行政区冲突,空间冲突词,旧业务地域污染,疑似协同营销,近重复组ID,同作者多帖,正文字符数,机器分流状态,待审核原文上下文,正文SHA256
GYTRAVEL-HV-20260916-0001,food_4039cbf8-f08b-4ae2-8442-36c87f234d8a,FoodAndBeverage,黔大叔大牌档(甲秀楼店),南明区,69f186bf000000002301e189,"#黔大叔[话题]#
#美食特种兵[话题]# #吃香的喝辣的[话题]# #跟本地人",是不是尼采,2026-04-29,https://www.xiaohongshu.com/explore/69f186bf000000002301e189?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,141,是,黔大叔,是,否,是,是,否,否,否,否,否,否,,否,否,,否,72,待审核_分店上下文不足,"#黔大叔[话题]#
#美食特种兵[话题]# #吃香的喝辣的[话题]# #跟本地人
#黔大叔[话题]#
#美食特种兵[话题]# #吃香的喝辣的[话题]# #跟本地人吃就对了[话题]# #江湖菜[话题]# #本地人带你吃[话题]#",45afdc4ad70bad8d36b70336c94c927f517f7a5c7861c74a85c49a0e7f48ee02
GYTRAVEL-HV-20260916-0001,food_4039cbf8-f08b-4ae2-8442-36c87f234d8a,FoodAndBeverage,黔大叔大牌档(甲秀楼店),南明区,6a9fcab1000000000b037a9b,贵阳糟辣鱼 | 5家地道好店,贵州美食品鉴官,2026-09-08,https://www.xiaohongshu.com/explore/6a9fcab1000000000b037a9b?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,9,是,黔大叔,是,是,否,是,否,否,否,是,否,否,,否,否,,否,799,待审核_跨区行程上下文,"
其他推荐:野果酸汤火锅、贵阳烤鸡。

3. 镇山村老王农家馆
人均:30-50元 位置:花溪镇山村半山腰(村口问路)
特色:400年布依古村,现捉现杀水库鲤鱼

老板自创做法:鱼炸至金黄,铺自制糟辣椒、蒜末,热油激香。鱼肉嫩到筷子夹住就散,汤汁拌饭一绝。搭配布依血豆腐、素瓜豆、包谷饭。三人四菜不到100元。

4. 黔大叔大牌档
人均:60元 位置:南明区富水南路泰祥国际
特色:外皮酥脆,性价比高

招牌糟辣鱼外皮炸得酥脆,与贵州特色辣子炒制,口感丰富。其他推荐:黔北双椒鸡、西红柿米皮。

5. 黔渔翁豆花渎鱼
人均:50-70元 位置:喷水池店等多分店
特色:糟辣椒底味+泉水豆花

汤汁用糟辣椒做底味,黏厚浓稠。打底豆花软嫩,鱼选黄辣丁现点",882370aa8e5e5e3b2c1327e7700d2317c76e8762de695631c3f4f49d4612af4c
GYTRAVEL-HV-20260916-0001,food_4039cbf8-f08b-4ae2-8442-36c87f234d8a,FoodAndBeverage,黔大叔大牌档(甲秀楼店),南明区,6a718a3e000000000801149e,贵阳必吃!本地人扎堆的黔菜大牌档真心香,爱吃煎黄花鱼的阿斯,2026-08-04,https://www.xiaohongshu.com/explore/6a718a3e000000000801149e?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,44,否,黔大叔,否,是,是,是,是,否,否,否,否,否,,否,否,,否,132,排除_正文未直接命中名称,"贵阳必吃!本地人扎堆的黔菜大牌档真心香
#贵阳美食[话题]# #贵阳必吃[话题]# #贵阳探店[话题]# #黔菜推荐[话题]# #贵阳大牌档[话题]##贵阳本地人推荐[话题]# #贵阳美食打卡[话题]# #贵阳吃饭好去处[话题]##甲秀楼附近美食推荐[话题]##贵阳旅游攻略[话题]##贵州美食[话题]#",7828158b363e85cdf833307d7ce318b948db1a0822d8f9a43cd36fb7e1fd9778
GYTRAVEL-HV-20260916-0001,food_4039cbf8-f08b-4ae2-8442-36c87f234d8a,FoodAndBeverage,黔大叔大牌档(甲秀楼店),南明区,68d6527f000000000702964d,#贵州旅游[话题]# #甲秀楼[话题]##黔派茶点[话题]##黔菜[话题]##黔,一只小咩咩,2025-09-26,https://www.xiaohongshu.com/explore/68d6527f000000000702964d?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,356,是,黔大叔,是,是,是,否,否,否,否,否,否,否,,否,否,,否,50,待语义审核,"#贵州旅游[话题]# #甲秀楼[话题]##黔派茶点[话题]##黔菜[话题]##黔
#贵州旅游[话题]# #甲秀楼[话题]##黔派茶点[话题]##黔菜[话题]##黔大叔大排档[话题]#",12fa78ea1c28f80820a822f6ed112d7202a2c6236f1277445777ce23a5c0b6bd
GYTRAVEL-HV-20260916-0001,food_4039cbf8-f08b-4ae2-8442-36c87f234d8a,FoodAndBeverage,黔大叔大牌档(甲秀楼店),南明区,6a3ea2b500000000060217a5,我可太喜欢黔大叔大排档了~,蚀日风暴,2026-06-27,https://www.xiaohongshu.com/explore/6a3ea2b500000000060217a5?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,82,是,黔大叔,是,否,是,是,否,否,否,否,否,否,,否,否,,否,106,待审核_分店上下文不足,"我可太喜欢黔大叔大排档了~
#我是美食活地图[话题]# #本地人带你吃[话题]# #美食新地标[话题]# #贵阳美食[话题]# #贵阳旅游[话题]# #贵阳探店[话题]# #宫爆板筋[话题]# #贵阳特色菜[话题]# #市井风餐厅[话题]#",d756f97f4661bf622552bf38eacaf17f141b250b516b9332e6e1af1ff347fb7a
GYTRAVEL-HV-20260916-0001,food_4039cbf8-f08b-4ae2-8442-36c87f234d8a,FoodAndBeverage,黔大叔大牌档(甲秀楼店),南明区,6a74861d0000000035015290,贵阳黔菜馆!我决定要来2刷3刷!!,小熊爱吃折耳根,2026-08-06,https://www.xiaohongshu.com/explore/6a74861d0000000035015290?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,42,是,黔大叔,是,否,是,是,是,是,否,否,否,否,,否,否,,否,401,待审核_分店上下文不足,"贵阳黔菜馆!我决定要来2刷3刷!!
谁懂!贵阳旅途意外挖到心头好,黔大叔大牌档直接成为本次出行美食惊喜。
本来没抱太高期待,进店看到满座本地人,就安心了。他们这家很适合旅游途中放松干饭。
服务贴心,入座会主动询问能接受的辣度,对不太能吃辣的游客十分友好。
四款好吃的各有特色
1洞藏糟辣鱼汤汁浓郁,鲜辣柔和,泡饭安逸得很;
2贵阳辣子鸡越嚼越香,鸡肉紧实入味;
3黔北双椒鸡鲜爽开胃;
4爆炒板筋处理得很嫩,完全不柴。
还",da04fedd5bcab2e44e069dc0b4fd2449aef69ac18cc1e0648088709be05e92a0
GYTRAVEL-HV-20260916-0001,food_4039cbf8-f08b-4ae2-8442-36c87f234d8a,FoodAndBeverage,黔大叔大牌档(甲秀楼店),南明区,6a73368200000000250000d5,贵阳!!慕名而来!!好好吃!!!,奶球酱酱酱,2026-08-05,https://www.xiaohongshu.com/explore/6a73368200000000250000d5?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,43,是,黔大叔,是,是,是,是,是,否,否,否,否,否,,否,是,near_dup_ceab58b5962f,否,231,待审核_疑似协同营销,"贵阳!!慕名而来!!好好吃!!!
做了满满一页贵阳美食攻略,还好听了本地朋友的建议,来了黔大叔大牌档!
饭点满满当当全是本地人
洞藏糟辣鱼、贵阳辣子鸡、爆炒板筋每道菜都很下饭
糟辣好特别,不是单调干辣,很香
位置靠近甲秀楼商圈,逛完了顺路就可以吃饭,也有不辣的菜
真心推荐给来贵阳旅行的朋友,想吃正宗黔菜就来这家!

#贵阳美食[话题]##贵阳必吃[话题]##贵阳旅游[话题]##黔大叔大牌档[话题]##贵阳黔菜推荐[话",d399ba05eb90dd3bd5c90e2ca80d6c33ba4b9cf679df96b208f96e78dde265ae
GYTRAVEL-HV-20260916-0001,food_4039cbf8-f08b-4ae2-8442-36c87f234d8a,FoodAndBeverage,黔大叔大牌档(甲秀楼店),南明区,67da8f86000000000602af40,贵阳|好吃到放不下筷子,泡椒鱼香,2025-03-19,https://www.xiaohongshu.com/explore/67da8f86000000000602af40?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,547,是,黔大叔,是,否,否,是,否,否,否,否,否,否,,否,否,,否,509,待审核_分店上下文不足,"贵阳|好吃到放不下筷子
听说花果园的黔大叔家又开新店啦!这我怎么能错过呢,必须得去凑个热闹嘛!想当初,我可是经常拽着我的饭搭子往亨特那边跑,就为了尝尝他家那让人欲罢不能的招牌糟辣鱼呢!
一迈进这家新店,哇塞,那氛围感直接拉满啦!满满怀旧风!
必点的招牌——洞藏糟辣鱼,那鱼肉外面炸得金黄酥脆,里面却嫩得像婴儿的小脸蛋,配上糟辣椒那个酸辣味,简直就是天作之合,吃一口就幸福感爆",54e26487a3472443820733bcdf8fa49178fad9de4a661c1c9d9f91eb77883c63
GYTRAVEL-HV-20260916-0001,food_4039cbf8-f08b-4ae2-8442-36c87f234d8a,FoodAndBeverage,黔大叔大牌档(甲秀楼店),南明区,6a70a6a50000000025005af8,"贵阳正宗黔菜,本地人疯狂安利的美食!",薄荷🍃,2026-08-05,https://www.xiaohongshu.com/explore/6a70a6a50000000025005af8?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,43,是,黔大叔,是,否,是,是,是,否,否,否,否,否,,否,否,,否,261,待审核_分店上下文不足,"雷特意问了贵阳本地同学,
她直接让我别乱找,
去黔大叔吃就对了

菜量足、味道正、价格亲民,
都是家常黔菜味。洞藏糟辣鱼、
贵阳辣子鸡、回锅肉、豆花
每道都下饭! 还有西瓜冰饮和
芒果甜品,清爽解辣!

来贵阳旅游的朋友可直接收藏,
省得做一堆攻略还踩雷

#贵阳美食[话题]##贵阳必吃[话题]##贵阳旅游[话题]##黔大叔大牌档[话题]##贵阳黔菜推荐[话题]##好好周末计划[话题]##一种很新的旅行记录方式[话题]##一个人的旅行[话题]##美食掌门人[话题]##我的充能小店[话题]#",5c6ca4395a3c8cdb6887f0905ada34a4ba78b8120aa5e4908214ed44d97ea5e7
GYTRAVEL-HV-20260916-0001,food_4039cbf8-f08b-4ae2-8442-36c87f234d8a,FoodAndBeverage,黔大叔大牌档(甲秀楼店),南明区,68c67c87000000001d00f9f0,"贵阳,黔大叔大排档",哈哈,2025-09-14,https://www.xiaohongshu.com/explore/68c67c87000000001d00f9f0?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,368,是,黔大叔,是,否,否,否,否,否,否,否,否,否,,否,否,,否,70,待审核_分店上下文不足,"贵阳,黔大叔大排档
图一的双椒鸡还不错,跟川菜的炒菜香一样,图二的招牌洞藏糟辣鱼很油,辣椒一点香味没有,全程只有一股油味,不好吃。西红柿拌米皮也一般,没啥香味。",3f849add560467cb08be0bf4e6f0ead29ef995d17c18ea04f8d25c55e007a727
GYTRAVEL-HV-20260916-0001,food_4039cbf8-f08b-4ae2-8442-36c87f234d8a,FoodAndBeverage,黔大叔大牌档(甲秀楼店),南明区,68640b710000000023004a03,贵阳美食,☆→✨Wll✨,2025-07-02,https://www.xiaohongshu.com/explore/68640b710000000023004a03?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,442,是,黔大叔,是,否,否,否,否,否,否,否,否,否,,否,否,,否,219,待审核_分店上下文不足,"贵阳美食
贵阳美食必须推荐这家...黔大叔大牌档
这次应该是这几天好评率最高的一顿了...
战斗结束!
​洞藏糟辣鱼𓆜得到了一致好评...
酸汤丸子[强][强][强]
黔北双椒鸡[强][强]
西红柿拌米皮[强]
腊肉炒方竹笋[强]
油渣莲花白[强][强]
出于对黑豆花脆哨沾水的尊重吃了一口...
木姜子凤梨[旺柴][旺柴]
个人喜好...仅供参考
贵阳好吃的太多了.",24834ba771cba1e5e7b137446438a60a99a340afc3e7af14300deb0d5a31e347
GYTRAVEL-HV-20260916-0001,food_4039cbf8-f08b-4ae2-8442-36c87f234d8a,FoodAndBeverage,黔大叔大牌档(甲秀楼店),南明区,6927f1d7000000001e0156a8,贵州怎么这么好吃库存-1,多喝热水不熬夜,2025-11-27,https://www.xiaohongshu.com/explore/6927f1d7000000001e0156a8?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,294,是,黔大叔,是,否,是,否,否,否,否,是,否,否,,否,否,,否,451,待审核_跨区行程上下文,"贵州怎么这么好吃库存-1
盲选了一家黔菜店,直接开盲盒(黔大叔大排档阿云朵仓店)

整体环境:装修风格简洁时尚,虽说大排档,内里属于明厨亮灶类型吧,是那种融合型排挡,可以喝茶喝酒吃饭。

所有菜品盲点,口味进行改良过,很适合我这种外地旅游的口味

青菜黄牛肉:这个菜真的好好吃,是我来贵州吃的口味调配最好的一家了,咸辣程度恰到好处,第一次吃青菜炒牛肉,味道一点不违和,青菜也没有青涩味,好吃

剑河",0557695e60bd3ec695c142bb2adb7f59aea4e6086bc72f779e08671e2afa8a30
GYTRAVEL-HV-20260916-0001,food_4039cbf8-f08b-4ae2-8442-36c87f234d8a,FoodAndBeverage,黔大叔大牌档(甲秀楼店),南明区,6842ccf800000000120017fd,黔大叔大排档真实个人评价,摸摸小耳朵,2025-06-06,https://www.xiaohongshu.com/explore/6842ccf800000000120017fd?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,468,是,黔大叔,是,否,是,否,否,是,否,否,否,否,,否,否,,否,214,待审核_分店上下文不足,"黔大叔大排档真实个人评价
跟着小红书的推荐来吃的,进店之后发现很热,问了服务员因为是空调坏了,但吃饭人依旧挺多的。几乎每桌都会点洞藏糟辣鱼。
[一R]洞藏糟辣鱼:几乎不辣,适合不吃辣的人,吃到鱼尾才发现原来还有酸的口感,看来是酱汁没有抹匀。
[二R] 油渣莲花白:原来就是干锅包菜[捂脸R],很油,口味一般
[三R]米饭一点也不好吃
[四R]吃",0e5263cb9fd07bd914e38551c29f2e1fe7b24e7de3bdd90e9a400783a9421d1e
GYTRAVEL-HV-20260916-0001,food_4039cbf8-f08b-4ae2-8442-36c87f234d8a,FoodAndBeverage,黔大叔大牌档(甲秀楼店),南明区,6893414000000000230325b8,贵阳黔大叔大牌档,抹茶味儿蛋糕,2025-08-06,https://www.xiaohongshu.com/explore/6893414000000000230325b8?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,407,是,黔大叔,是,否,是,否,否,否,否,否,否,否,,否,否,,否,146,待审核_分店上下文不足,"贵阳黔大叔大牌档
他家菜又更新了
还可以吧
不过罗锅的香肠居然不是黔五福
这个就很不贵阳菜啊
#贵阳[话题]# #走街串巷找美食[话题]# #贵阳吃喝玩乐[话题]# #贵阳旅游[话题]# #美食[话题]# #贵阳美食[话题]# #贵阳探店[话题]# #市井食探[话题]# #贵阳小吃[话题]# #炒菜[话题]#",d65bb9e4d3ab91f5756f74eb1ea3069e04225c48eaa4f0f8ced5a910bead1242
GYTRAVEL-HV-20260916-0001,food_4039cbf8-f08b-4ae2-8442-36c87f234d8a,FoodAndBeverage,黔大叔大牌档(甲秀楼店),南明区,69aa35140000000022039216,这次来贵阳真的是没意识到问题的严重性,陈大漂亮,2026-03-06,https://www.xiaohongshu.com/explore/69aa35140000000022039216?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,195,是,黔大叔,是,否,是,否,否,否,否,否,否,否,,否,否,,否,497,待审核_分店上下文不足,"这次来贵阳真的是没意识到问题的严重性
第3,4次来贵阳了,在#黔大叔大排档[话题]# 最不好吃的时候吃了,前面好几次在#黔诚[话题]# 楼下路过爆满,当时别人都说好吃,我们没吃,这次在生意清淡的时候吃了,真的全是冷冷的预制菜...去了#民生路[话题]# 吃以前那家烙锅,衣服被空调水淋湿,好在老板送去干洗 河虾还是很好吃...每次来贵阳都是为了酸汤牛肉#贵厨[话题]# 怎么吃都好吃,品质一如既",ad40b2c5228ce09bc149e6ff979a98d496929304b78e710b099753635a92d819
GYTRAVEL-HV-20260916-0001,food_4039cbf8-f08b-4ae2-8442-36c87f234d8a,FoodAndBeverage,黔大叔大牌档(甲秀楼店),南明区,6a7380d6000000000f03a801,"来贵阳千万别错过这家黔大叔大牌档,味道绝了!",阿暖暖的萨摩耶,2026-08-06,https://www.xiaohongshu.com/explore/6a7380d6000000000f03a801?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,42,是,黔大叔,是,否,是,是,否,否,否,否,否,否,,否,否,,否,55,待审核_分店上下文不足,"来贵阳千万别错过这家黔大叔大牌档,味道绝了!
这家黔大叔大牌档真是贵阳的宝藏餐厅,本地人超爱去,来旅游的朋友一定要打卡尝尝!
#howto胡闹厨房[话题]#",f8f1d4f12119283a6c0fe5e92da3242bafd24a8c94af94df53efc0b2d5451650
