交通类型代码,交通类型中文,route_id,stop_id,最小stop_sequence,最大stop_sequence,经过行程数
2,铁路,106,268,7,7,1
2,铁路,106,269,3,3,1
2,铁路,107,243,1,1,1
2,铁路,107,244,3,3,1
2,铁路,107,245,4,4,1
2,铁路,107,247,5,5,1
2,铁路,107,248,7,7,1
2,铁路,107,249,8,8,1
2,铁路,107,268,2,2,1
2,铁路,107,269,6,6,1
2,铁路,1074,212,1,1,1
2,铁路,1074,226,2,2,1
2,铁路,1074,229,3,3,1
2,铁路,1074,230,4,4,1
2,铁路,1074,233,5,5,1
2,铁路,1074,234,6,6,1
2,铁路,1075,212,6,6,1
2,铁路,1075,226,5,5,1
2,铁路,1075,229,4,4,1
2,铁路,1075,230,3,3,1
2,铁路,1075,233,2,2,1
2,铁路,1075,234,1,1,1
2,铁路,108,243,8,8,1
2,铁路,108,244,6,6,1
2,铁路,108,245,5,5,1
2,铁路,108,247,4,4,1
2,铁路,108,248,2,2,1
2,铁路,108,249,1,1,1
2,铁路,108,268,7,7,1
2,铁路,108,269,3,3,1
2,铁路,109,243,1,1,1
2,铁路,109,244,3,3,1
2,铁路,109,245,4,4,1
2,铁路,109,247,5,5,1
2,铁路,109,248,7,7,1
2,铁路,109,249,8,8,1
2,铁路,109,268,2,2,1
2,铁路,109,269,6,6,1
2,铁路,11,214,2,2,1
2,铁路,11,222,3,3,1
2,铁路,11,266,1,1,1
2,铁路,110,243,8,8,1
2,铁路,110,244,6,6,1
2,铁路,110,245,5,5,1
2,铁路,110,247,4,4,1
2,铁路,110,248,2,2,1
2,铁路,110,249,1,1,1
2,铁路,110,268,7,7,1
2,铁路,110,269,3,3,1
2,铁路,111,243,1,1,1
2,铁路,111,244,3,3,1
2,铁路,111,245,4,4,1
2,铁路,111,247,5,5,1
2,铁路,111,248,7,7,1
2,铁路,111,249,8,8,1
2,铁路,111,268,2,2,1
2,铁路,111,269,6,6,1
2,铁路,112,243,8,8,1
2,铁路,112,244,6,6,1
2,铁路,112,245,5,5,1
2,铁路,112,247,4,4,1
2,铁路,112,248,2,2,1
2,铁路,112,249,1,1,1
2,铁路,112,268,7,7,1
2,铁路,112,269,3,3,1
2,铁路,113,243,1,1,1
2,铁路,113,244,3,3,1
2,铁路,113,245,4,4,1
2,铁路,113,247,5,5,1
2,铁路,113,248,7,7,1
2,铁路,113,249,8,8,1
2,铁路,113,268,2,2,1
2,铁路,113,269,6,6,1
2,铁路,114,243,8,8,1
2,铁路,114,244,6,6,1
2,铁路,114,245,5,5,1
2,铁路,114,247,4,4,1
2,铁路,114,248,2,2,1
2,铁路,114,249,1,1,1
2,铁路,114,268,7,7,1
2,铁路,114,269,3,3,1
2,铁路,12,214,2,2,1
2,铁路,12,222,3,3,1
2,铁路,12,223,4,4,1
2,铁路,12,266,1,1,1
2,铁路,13,214,3,3,1
2,铁路,13,222,2,2,1
2,铁路,13,223,1,1,1
2,铁路,13,266,4,4,1
2,铁路,14,214,2,2,1
2,铁路,14,222,3,3,1
2,铁路,14,266,1,1,1
2,铁路,15,214,2,2,1
2,铁路,15,222,1,1,1
2,铁路,15,266,3,3,1
2,铁路,16,214,2,2,1
2,铁路,16,222,3,3,1
2,铁路,16,223,4,4,1
2,铁路,16,266,1,1,1
2,铁路,17,214,2,2,1
2,铁路,17,222,1,1,1
2,铁路,17,266,3,3,1
2,铁路,18,214,2,2,1
2,铁路,18,222,3,3,1
2,铁路,18,266,1,1,1
2,铁路,19,214,2,2,2
2,铁路,19,222,1,1,2
2,铁路,19,266,3,3,2
2,铁路,20,214,2,2,1
2,铁路,20,222,3,3,1
2,铁路,20,266,1,1,1
2,铁路,21,214,2,2,1
2,铁路,21,222,1,1,1
2,铁路,21,266,3,3,1
2,铁路,213,270,16,16,1
2,铁路,213,271,15,15,1
2,铁路,213,273,14,14,1
2,铁路,213,274,13,13,1
2,铁路,213,275,12,12,1
2,铁路,213,276,11,11,1
2,铁路,213,277,10,10,1
2,铁路,213,279,9,9,1
2,铁路,213,280,8,8,1
2,铁路,213,281,7,7,1
2,铁路,213,282,5,5,1
2,铁路,213,283,4,4,1
2,铁路,213,284,3,3,1
2,铁路,213,285,1,1,1
2,铁路,213,297,2,2,1
2,铁路,213,298,6,6,1
2,铁路,214,270,1,1,1
2,铁路,214,271,2,2,1
2,铁路,214,273,3,3,1
2,铁路,214,274,4,4,1
2,铁路,214,275,5,5,1
2,铁路,214,276,6,6,1
2,铁路,214,277,7,7,1
2,铁路,214,279,8,8,1
2,铁路,214,280,9,9,1
2,铁路,214,281,10,10,1
2,铁路,214,282,12,12,1
2,铁路,214,283,13,13,1
2,铁路,214,284,14,14,1
2,铁路,214,285,15,15,1
2,铁路,214,298,11,11,1
2,铁路,2143,214,2,2,1
2,铁路,2143,222,3,3,1
2,铁路,2143,223,4,4,1
2,铁路,2143,266,1,1,1
2,铁路,2145,214,2,2,1
2,铁路,2145,222,3,3,1
2,铁路,2145,266,1,1,1
2,铁路,2146,214,2,2,1
2,铁路,2146,222,3,3,1
2,铁路,2146,266,1,1,1
2,铁路,2147,214,2,2,1
2,铁路,2147,222,3,3,1
2,铁路,2147,266,1,1,1
2,铁路,215,270,14,14,1
2,铁路,215,271,13,13,1
2,铁路,215,274,12,12,1
2,铁路,215,275,11,11,1
2,铁路,215,276,10,10,1
2,铁路,215,277,9,9,1
2,铁路,215,279,8,8,1
2,铁路,215,280,7,7,1
2,铁路,215,281,6,6,1
2,铁路,215,282,4,4,1
2,铁路,215,283,3,3,1
2,铁路,215,284,2,2,1
2,铁路,215,285,1,1,1
2,铁路,215,298,5,5,1
2,铁路,2159,214,2,2,1
2,铁路,2159,222,1,1,1
2,铁路,2159,266,3,3,1
2,铁路,216,270,1,1,1
2,铁路,216,271,2,2,1
2,铁路,216,274,3,3,1
2,铁路,216,275,4,4,1
2,铁路,216,276,5,5,1
2,铁路,216,277,6,6,1
2,铁路,216,279,7,7,1
2,铁路,216,280,8,8,1
2,铁路,216,281,9,9,1
2,铁路,216,282,11,11,1
2,铁路,216,283,12,12,1
2,铁路,216,284,13,13,1
2,铁路,216,285,14,14,1
2,铁路,216,298,10,10,1
2,铁路,2160,214,2,2,1
2,铁路,2160,222,1,1,1
2,铁路,2160,266,3,3,1
2,铁路,2161,214,2,2,1
2,铁路,2161,222,1,1,1
2,铁路,2161,266,3,3,1
2,铁路,2163,214,2,2,1
2,铁路,2163,222,1,1,1
2,铁路,2163,266,3,3,1
2,铁路,2164,16947,4,4,1
2,铁路,2164,16948,5,5,1
2,铁路,2164,16949,6,6,1
2,铁路,2164,16950,7,7,1
2,铁路,2164,16951,8,8,1
2,铁路,2164,16952,9,9,1
2,铁路,2164,16953,10,10,1
2,铁路,2164,16954,11,11,1
2,铁路,2164,16955,12,12,1
2,铁路,2164,16956,13,13,1
2,铁路,2164,16957,14,14,1
2,铁路,2164,16958,15,15,1
2,铁路,2164,16959,16,16,1
2,铁路,2164,16960,17,17,1
2,铁路,2164,16961,18,18,1
2,铁路,2164,214,2,2,1
2,铁路,2164,222,3,3,1
2,铁路,2164,266,1,1,1
2,铁路,2166,214,2,2,1
2,铁路,2166,222,3,3,1
2,铁路,2166,266,1,1,1
2,铁路,2167,214,2,2,1
2,铁路,2167,222,3,3,1
2,铁路,2167,266,1,1,1
2,铁路,2168,214,2,2,1
2,铁路,2168,222,3,3,1
2,铁路,2168,266,1,1,1
2,铁路,2169,214,2,2,1
2,铁路,2169,222,3,3,1
2,铁路,2169,266,1,1,1
2,铁路,217,270,16,16,1
2,铁路,217,271,15,15,1
2,铁路,217,272,14,14,1
2,铁路,217,273,13,13,1
2,铁路,217,274,12,12,1
2,铁路,217,275,11,11,1
2,铁路,217,276,10,10,1
2,铁路,217,277,9,9,1
2,铁路,217,279,8,8,1
2,铁路,217,280,7,7,1
2,铁路,217,281,6,6,1
2,铁路,217,282,4,4,1
2,铁路,217,283,3,3,1
2,铁路,217,284,2,2,1
2,铁路,217,285,1,1,1
2,铁路,217,298,5,5,1
2,铁路,2171,214,2,2,1
2,铁路,2171,222,1,1,1
2,铁路,2171,266,3,3,1
2,铁路,2172,214,2,2,1
2,铁路,2172,222,1,1,1
2,铁路,2172,266,3,3,1
2,铁路,2173,214,2,2,1
2,铁路,2173,222,1,1,1
2,铁路,2173,266,3,3,1
2,铁路,2174,214,2,2,1
2,铁路,2174,222,1,1,1
2,铁路,2174,266,3,3,1
2,铁路,2175,214,2,2,1
2,铁路,2175,222,1,1,1
2,铁路,2175,266,3,3,1
2,铁路,2176,245,3,3,1
2,铁路,2176,246,2,2,1
2,铁路,2176,249,4,4,1
2,铁路,2176,256,5,5,1
2,铁路,2176,258,6,6,1
2,铁路,2176,266,1,1,1
2,铁路,2177,16970,5,5,1
2,铁路,2177,16977,6,6,1
2,铁路,2177,16995,1,1,1
2,铁路,2177,16996,7,7,1
2,铁路,2177,16997,8,8,1
2,铁路,2177,16998,9,9,1
2,铁路,2177,16999,10,10,1
2,铁路,2177,17000,11,11,1
2,铁路,2177,17001,12,12,1
2,铁路,2177,17002,13,13,1
2,铁路,2177,17003,14,14,1
2,铁路,2177,245,3,3,1
2,铁路,2177,246,2,2,2
2,铁路,2177,249,3,4,2
2,铁路,2177,256,4,5,2
2,铁路,2177,266,1,1,1
2,铁路,2178,16970,5,5,1
2,铁路,2178,16977,6,6,1
2,铁路,2178,16995,1,1,1
2,铁路,2178,16996,8,8,1
2,铁路,2178,16997,9,9,1
2,铁路,2178,16998,11,11,1
2,铁路,2178,16999,13,13,1
2,铁路,2178,17000,14,14,1
2,铁路,2178,17001,15,15,1
2,铁路,2178,17002,17,17,1
2,铁路,2178,17003,19,19,1
2,铁路,2178,17004,7,7,1
2,铁路,2178,17005,10,10,1
2,铁路,2178,17006,12,12,1
2,铁路,2178,17007,16,16,1
2,铁路,2178,17008,18,18,1
2,铁路,2178,17009,20,20,1
2,铁路,2178,17010,21,21,1
2,铁路,2178,17011,22,22,1
2,铁路,2178,17012,23,23,1
2,铁路,2178,17013,24,24,1
2,铁路,2178,17014,25,25,1
2,铁路,2178,17015,26,26,1
2,铁路,2178,246,2,2,1
2,铁路,2178,249,3,3,1
2,铁路,2178,256,4,4,1
2,铁路,2179,245,3,3,1
2,铁路,2179,246,2,2,1
2,铁路,2179,249,4,4,1
2,铁路,2179,256,5,5,1
2,铁路,2179,266,1,1,1
2,铁路,218,270,1,1,1
2,铁路,218,271,2,2,1
2,铁路,218,274,3,3,1
2,铁路,218,275,4,4,1
2,铁路,218,276,5,5,1
2,铁路,218,277,6,6,1
2,铁路,218,279,7,7,1
2,铁路,218,280,8,8,1
2,铁路,218,281,9,9,1
2,铁路,218,282,11,11,1
2,铁路,218,283,12,12,1
2,铁路,218,284,13,13,1
2,铁路,218,285,14,14,1
2,铁路,218,298,10,10,1
2,铁路,2180,245,3,3,1
2,铁路,2180,246,2,2,1
2,铁路,2180,249,4,4,1
2,铁路,2180,256,5,5,1
2,铁路,2180,266,1,1,1
2,铁路,2181,16970,5,5,1
2,铁路,2181,16977,6,6,1
2,铁路,2181,16995,1,1,1
2,铁路,2181,16996,7,7,1
2,铁路,2181,16997,8,8,1
2,铁路,2181,16998,10,10,1
2,铁路,2181,16999,12,12,1
2,铁路,2181,17000,13,13,1
2,铁路,2181,17005,9,9,1
2,铁路,2181,17042,11,11,1
2,铁路,2181,245,3,3,1
2,铁路,2181,246,2,2,2
2,铁路,2181,249,3,4,2
2,铁路,2181,256,4,5,2
2,铁路,2181,266,1,1,1
2,铁路,219,270,14,14,1
2,铁路,219,271,13,13,1
2,铁路,219,274,12,12,1
2,铁路,219,275,11,11,1
2,铁路,219,276,10,10,1
2,铁路,219,277,9,9,1
2,铁路,219,279,8,8,1
2,铁路,219,280,7,7,1
2,铁路,219,281,6,6,1
2,铁路,219,282,4,4,1
2,铁路,219,283,3,3,1
2,铁路,219,284,2,2,1
2,铁路,219,285,1,1,1
2,铁路,219,298,5,5,1
2,铁路,22,212,1,1,1
2,铁路,22,214,7,7,1
2,铁路,22,222,8,8,1
2,铁路,22,228,2,2,1
2,铁路,22,266,3,3,1
2,铁路,22,267,4,4,1
2,铁路,22,300,5,5,1
2,铁路,22,302,6,6,1
2,铁路,220,270,1,1,1
2,铁路,220,271,2,2,1
2,铁路,220,272,3,3,1
2,铁路,220,273,4,4,1
2,铁路,220,274,5,5,1
2,铁路,220,275,6,6,1
2,铁路,220,276,7,7,1
2,铁路,220,277,8,8,1
2,铁路,220,279,9,9,1
2,铁路,220,280,10,10,1
2,铁路,220,281,11,11,1
2,铁路,220,282,13,13,1
2,铁路,220,283,14,14,1
2,铁路,220,284,15,15,1
2,铁路,220,285,17,17,1
2,铁路,220,297,16,16,1
2,铁路,220,298,12,12,1
2,铁路,221,270,14,14,1
2,铁路,221,271,13,13,1
2,铁路,221,274,12,12,1
2,铁路,221,275,11,11,1
2,铁路,221,276,10,10,1
2,铁路,221,277,9,9,1
2,铁路,221,279,8,8,1
2,铁路,221,280,7,7,1
2,铁路,221,281,6,6,1
2,铁路,221,282,4,4,1
2,铁路,221,283,3,3,1
2,铁路,221,284,2,2,1
2,铁路,221,285,1,1,1
2,铁路,221,298,5,5,1
2,铁路,222,270,1,1,1
2,铁路,222,271,2,2,1
2,铁路,222,272,3,3,1
2,铁路,222,274,4,4,1
2,铁路,222,275,5,5,1
2,铁路,222,276,6,6,1
2,铁路,222,277,7,7,1
2,铁路,222,279,8,8,1
2,铁路,222,280,9,9,1
2,铁路,222,281,10,10,1
2,铁路,222,282,12,12,1
2,铁路,222,283,13,13,1
2,铁路,222,284,14,14,1
2,铁路,222,285,16,16,1
2,铁路,222,297,15,15,1
2,铁路,222,298,11,11,1
2,铁路,223,270,14,14,1
2,铁路,223,271,13,13,1
2,铁路,223,274,12,12,1
2,铁路,223,275,11,11,1
2,铁路,223,276,10,10,1
2,铁路,223,277,9,9,1
2,铁路,223,279,8,8,1
2,铁路,223,280,7,7,1
2,铁路,223,281,6,6,1
2,铁路,223,282,4,4,1
2,铁路,223,283,3,3,1
2,铁路,223,284,2,2,1
2,铁路,223,285,1,1,1
2,铁路,223,298,5,5,1
2,铁路,224,270,1,1,1
2,铁路,224,271,2,2,1
2,铁路,224,274,3,3,1
2,铁路,224,275,4,4,1
2,铁路,224,276,5,5,1
2,铁路,224,277,6,6,1
2,铁路,224,279,7,7,1
2,铁路,224,280,8,8,1
2,铁路,224,281,9,9,1
2,铁路,224,282,11,11,1
2,铁路,224,283,12,12,1
2,铁路,224,284,13,13,1
2,铁路,224,285,14,14,1
2,铁路,224,298,10,10,1
2,铁路,225,270,17,17,1
2,铁路,225,271,16,16,1
2,铁路,225,272,15,15,1
2,铁路,225,273,14,14,1
2,铁路,225,274,13,13,1
2,铁路,225,275,12,12,1
2,铁路,225,276,11,11,1
2,铁路,225,277,10,10,1
2,铁路,225,279,9,9,1
2,铁路,225,280,8,8,1
2,铁路,225,281,7,7,1
2,铁路,225,282,5,5,1
2,铁路,225,283,4,4,1
2,铁路,225,284,3,3,1
2,铁路,225,285,1,1,1
2,铁路,225,297,2,2,1
2,铁路,225,298,6,6,1
2,铁路,226,270,1,1,1
2,铁路,226,271,2,2,1
2,铁路,226,274,3,3,1
2,铁路,226,275,4,4,1
2,铁路,226,276,5,5,1
2,铁路,226,277,6,6,1
2,铁路,226,279,7,7,1
2,铁路,226,280,8,8,1
2,铁路,226,281,9,9,1
2,铁路,226,282,11,11,1
2,铁路,226,283,12,12,1
2,铁路,226,284,13,13,1
2,铁路,226,285,14,14,1
2,铁路,226,298,10,10,1
2,铁路,227,270,14,14,1
2,铁路,227,271,13,13,1
2,铁路,227,274,12,12,1
2,铁路,227,275,11,11,1
2,铁路,227,276,10,10,1
2,铁路,227,277,9,9,1
2,铁路,227,279,8,8,1
2,铁路,227,280,7,7,1
2,铁路,227,281,6,6,1
2,铁路,227,282,4,4,1
2,铁路,227,283,3,3,1
2,铁路,227,284,2,2,1
2,铁路,227,285,1,1,1
2,铁路,227,298,5,5,1
2,铁路,2276,246,3,3,1
2,铁路,2276,249,2,2,1
2,铁路,2276,256,1,1,1
2,铁路,2276,266,4,4,1
2,铁路,228,270,1,1,1
2,铁路,228,271,2,2,1
2,铁路,228,273,3,3,1
2,铁路,228,274,4,4,1
2,铁路,228,275,5,5,1
2,铁路,228,276,6,6,1
2,铁路,228,277,7,7,1
2,铁路,228,279,8,8,1
2,铁路,228,280,9,9,1
2,铁路,228,281,10,10,1
2,铁路,228,282,12,12,1
2,铁路,228,283,13,13,1
2,铁路,228,284,14,14,1
2,铁路,228,285,16,16,1
2,铁路,228,297,15,15,1
2,铁路,228,298,11,11,1
2,铁路,229,270,14,14,1
2,铁路,229,271,13,13,1
2,铁路,229,274,12,12,1
2,铁路,229,275,11,11,1
2,铁路,229,276,10,10,1
2,铁路,229,277,9,9,1
2,铁路,229,279,8,8,1
2,铁路,229,280,7,7,1
2,铁路,229,281,6,6,1
2,铁路,229,282,4,4,1
2,铁路,229,283,3,3,1
2,铁路,229,284,2,2,1
2,铁路,229,285,1,1,1
2,铁路,229,298,5,5,1
2,铁路,23,212,9,9,1
2,铁路,23,214,3,3,1
2,铁路,23,222,2,2,1
2,铁路,23,223,1,1,1
2,铁路,23,228,8,8,1
2,铁路,23,266,7,7,1
2,铁路,23,267,6,6,1
2,铁路,23,300,5,5,1
2,铁路,23,302,4,4,1
2,铁路,230,270,1,1,1
2,铁路,230,271,2,2,1
2,铁路,230,274,3,3,1
2,铁路,230,275,4,4,1
2,铁路,230,276,5,5,1
2,铁路,230,277,6,6,1
2,铁路,230,279,7,7,1
2,铁路,230,280,8,8,1
2,铁路,230,281,9,9,1
2,铁路,230,282,11,11,1
2,铁路,230,283,12,12,1
2,铁路,230,284,13,13,1
2,铁路,230,285,15,15,1
2,铁路,230,297,14,14,1
2,铁路,230,298,10,10,1
2,铁路,231,270,15,15,1
2,铁路,231,271,14,14,1
2,铁路,231,274,13,13,1
2,铁路,231,275,12,12,1
2,铁路,231,276,11,11,1
2,铁路,231,277,10,10,1
2,铁路,231,279,9,9,1
2,铁路,231,280,8,8,1
2,铁路,231,281,7,7,1
2,铁路,231,282,5,5,1
2,铁路,231,283,4,4,1
2,铁路,231,284,3,3,1
2,铁路,231,285,1,1,1
2,铁路,231,297,2,2,1
2,铁路,231,298,6,6,1
2,铁路,232,270,1,1,1
2,铁路,232,271,2,2,1
2,铁路,232,273,3,3,1
2,铁路,232,274,4,4,1
2,铁路,232,275,5,5,1
2,铁路,232,276,6,6,1
2,铁路,232,277,7,7,1
2,铁路,232,279,8,8,1
2,铁路,232,280,9,9,1
2,铁路,232,281,10,10,1
2,铁路,232,282,12,12,1
2,铁路,232,283,13,13,1
2,铁路,232,284,14,14,1
2,铁路,232,285,15,15,1
2,铁路,232,298,11,11,1
2,铁路,233,270,16,16,1
2,铁路,233,271,15,15,1
2,铁路,233,273,14,14,1
2,铁路,233,274,13,13,1
2,铁路,233,275,12,12,1
2,铁路,233,276,11,11,1
2,铁路,233,277,10,10,1
2,铁路,233,278,9,9,1
2,铁路,233,279,8,8,1
2,铁路,233,280,7,7,1
2,铁路,233,281,6,6,1
2,铁路,233,282,4,4,1
2,铁路,233,283,3,3,1
2,铁路,233,284,2,2,1
2,铁路,233,285,1,1,1
2,铁路,233,298,5,5,1
2,铁路,2338,246,3,3,1
2,铁路,2338,249,2,2,1
2,铁路,2338,256,1,1,1
2,铁路,2338,266,4,4,1
2,铁路,2339,246,3,3,1
2,铁路,2339,249,2,2,1
2,铁路,2339,256,1,1,1
2,铁路,2339,266,4,4,1
2,铁路,234,270,1,1,1
2,铁路,234,271,2,2,1
2,铁路,234,274,3,3,1
2,铁路,234,275,4,4,1
2,铁路,234,276,5,5,1
2,铁路,234,277,6,6,1
2,铁路,234,279,7,7,1
2,铁路,234,280,8,8,1
2,铁路,234,281,9,9,1
2,铁路,234,282,11,11,1
2,铁路,234,283,12,12,1
2,铁路,234,284,13,13,1
2,铁路,234,285,14,14,1
2,铁路,234,298,10,10,1
2,铁路,2340,16970,10,10,1
2,铁路,2340,16977,9,9,1
2,铁路,2340,16995,14,14,1
2,铁路,2340,16996,8,8,1
2,铁路,2340,16997,7,7,1
2,铁路,2340,16998,6,6,1
2,铁路,2340,16999,5,5,1
2,铁路,2340,17000,4,4,1
2,铁路,2340,17001,3,3,1
2,铁路,2340,17002,2,2,1
2,铁路,2340,17003,1,1,1
2,铁路,2340,246,3,13,2
2,铁路,2340,249,2,12,2
2,铁路,2340,256,1,11,2
2,铁路,2340,266,4,4,1
2,铁路,2341,16970,21,21,1
2,铁路,2341,16977,20,20,1
2,铁路,2341,16995,25,25,1
2,铁路,2341,16996,19,19,1
2,铁路,2341,16997,18,18,1
2,铁路,2341,16998,16,16,1
2,铁路,2341,16999,14,14,1
2,铁路,2341,17000,13,13,1
2,铁路,2341,17001,12,12,1
2,铁路,2341,17002,10,10,1
2,铁路,2341,17003,8,8,1
2,铁路,2341,17005,17,17,1
2,铁路,2341,17006,15,15,1
2,铁路,2341,17007,11,11,1
2,铁路,2341,17008,9,9,1
2,铁路,2341,17009,7,7,1
2,铁路,2341,17010,6,6,1
2,铁路,2341,17011,5,5,1
2,铁路,2341,17012,4,4,1
2,铁路,2341,17013,3,3,1
2,铁路,2341,17014,2,2,1
2,铁路,2341,17015,1,1,1
2,铁路,2341,246,3,24,2
2,铁路,2341,249,2,23,2
2,铁路,2341,256,1,22,2
2,铁路,2341,266,4,4,1
2,铁路,2342,246,3,3,1
2,铁路,2342,249,2,2,1
2,铁路,2342,256,1,1,1
2,铁路,2342,266,4,4,1
2,铁路,235,270,14,14,1
2,铁路,235,271,13,13,1
2,铁路,235,274,12,12,1
2,铁路,235,275,11,11,1
2,铁路,235,276,10,10,1
2,铁路,235,277,9,9,1
2,铁路,235,279,8,8,1
2,铁路,235,280,7,7,1
2,铁路,235,281,6,6,1
2,铁路,235,282,4,4,1
2,铁路,235,283,3,3,1
2,铁路,235,284,2,2,1
2,铁路,235,285,1,1,1
2,铁路,235,298,5,5,1
2,铁路,236,270,1,1,1
2,铁路,236,271,2,2,1
2,铁路,236,274,3,3,1
2,铁路,236,275,4,4,1
2,铁路,236,276,5,5,1
2,铁路,236,277,6,6,1
2,铁路,236,279,7,7,1
2,铁路,236,280,8,8,1
2,铁路,236,281,9,9,1
2,铁路,236,282,11,11,1
2,铁路,236,283,12,12,1
2,铁路,236,284,13,13,1
2,铁路,236,285,14,14,1
2,铁路,236,298,10,10,1
2,铁路,237,270,15,15,1
2,铁路,237,271,14,14,1
2,铁路,237,273,13,13,1
2,铁路,237,274,12,12,1
2,铁路,237,275,11,11,1
2,铁路,237,276,10,10,1
2,铁路,237,277,9,9,1
2,铁路,237,279,8,8,1
2,铁路,237,280,7,7,1
2,铁路,237,281,6,6,1
2,铁路,237,282,4,4,1
2,铁路,237,283,3,3,1
2,铁路,237,284,2,2,1
2,铁路,237,285,1,1,1
2,铁路,237,298,5,5,1
2,铁路,238,270,1,1,1
2,铁路,238,271,2,2,1
2,铁路,238,273,3,3,1
2,铁路,238,274,4,4,1
2,铁路,238,275,5,5,1
2,铁路,238,276,6,6,1
2,铁路,238,277,7,7,1
2,铁路,238,278,8,8,1
2,铁路,238,279,9,9,1
2,铁路,238,280,10,10,1
2,铁路,238,281,11,11,1
2,铁路,238,282,13,13,1
2,铁路,238,283,14,14,1
2,铁路,238,284,15,15,1
2,铁路,238,285,17,17,1
2,铁路,238,297,16,16,1
2,铁路,238,298,12,12,1
2,铁路,239,270,18,18,1
2,铁路,239,271,17,17,1
2,铁路,239,272,16,16,1
2,铁路,239,273,15,15,1
2,铁路,239,274,14,14,1
2,铁路,239,275,13,13,1
2,铁路,239,276,12,12,1
2,铁路,239,277,11,11,1
2,铁路,239,278,10,10,1
2,铁路,239,279,9,9,1
2,铁路,239,280,8,8,1
2,铁路,239,281,7,7,1
2,铁路,239,282,5,5,1
2,铁路,239,283,4,4,1
2,铁路,239,284,3,3,1
2,铁路,239,285,1,1,1
2,铁路,239,297,2,2,1
2,铁路,239,298,6,6,1
2,铁路,24,245,3,3,1
2,铁路,24,246,2,2,1
2,铁路,24,249,4,4,1
2,铁路,24,256,5,5,1
2,铁路,24,266,1,1,1
2,铁路,240,270,1,1,1
2,铁路,240,271,2,2,1
2,铁路,240,272,3,3,1
2,铁路,240,273,4,4,1
2,铁路,240,274,5,5,1
2,铁路,240,275,6,6,1
2,铁路,240,276,7,7,1
2,铁路,240,277,8,8,1
2,铁路,240,279,9,9,1
2,铁路,240,280,10,10,1
2,铁路,240,281,11,11,1
2,铁路,240,282,13,13,1
2,铁路,240,283,14,14,1
2,铁路,240,284,15,15,1
2,铁路,240,285,16,16,1
2,铁路,240,298,12,12,1
2,铁路,241,270,15,15,1
2,铁路,241,271,14,14,1
2,铁路,241,273,13,13,1
2,铁路,241,274,12,12,1
2,铁路,241,275,11,11,1
2,铁路,241,276,10,10,1
2,铁路,241,277,9,9,1
2,铁路,241,279,8,8,1
2,铁路,241,280,7,7,1
2,铁路,241,281,6,6,1
2,铁路,241,282,4,4,1
2,铁路,241,283,3,3,1
2,铁路,241,284,2,2,1
2,铁路,241,285,1,1,1
2,铁路,241,298,5,5,1
2,铁路,242,270,1,1,1
2,铁路,242,271,2,2,1
2,铁路,242,273,3,3,1
2,铁路,242,274,4,4,1
2,铁路,242,275,5,5,1
2,铁路,242,276,6,6,1
2,铁路,242,277,7,7,1
2,铁路,242,279,8,8,1
2,铁路,242,280,9,9,1
2,铁路,242,281,10,10,1
2,铁路,242,282,12,12,1
