交通类型代码,交通类型中文,route_id,stop_id,最小stop_sequence,最大stop_sequence,经过行程数
3,公交车,1081,880,8,8,2
3,公交车,1081,881,9,9,2
3,公交车,1081,882,10,10,2
3,公交车,1081,883,11,11,2
3,公交车,1081,884,13,13,2
3,公交车,1081,885,14,14,2
3,公交车,1081,886,15,15,2
3,公交车,1081,887,16,16,2
3,公交车,1081,889,19,19,2
3,公交车,1081,890,21,21,2
3,公交车,1082,1112,44,44,2
3,公交车,1082,1120,36,36,2
3,公交车,1082,1121,35,35,2
3,公交车,1082,1126,31,31,2
3,公交车,1082,1130,27,27,2
3,公交车,1082,1131,26,26,2
3,公交车,1082,1147,14,14,2
3,公交车,1082,1149,15,15,2
3,公交车,1082,1152,17,17,2
3,公交车,1082,1153,19,19,2
3,公交车,1082,1154,20,20,2
3,公交车,1082,1155,22,22,2
3,公交车,1082,1156,23,23,2
3,公交车,1082,1157,24,24,2
3,公交车,1082,1158,25,25,2
3,公交车,1082,1160,28,28,2
3,公交车,1082,1161,29,29,2
3,公交车,1082,1165,32,32,2
3,公交车,1082,1166,33,33,2
3,公交车,1082,1170,38,38,2
3,公交车,1082,1171,39,39,2
3,公交车,1082,1172,40,40,2
3,公交车,1082,1173,42,42,2
3,公交车,1082,1174,43,43,2
3,公交车,1082,1176,45,45,2
3,公交车,1082,1178,46,46,2
3,公交车,1082,1449,21,21,2
3,公交车,1082,2700,12,12,2
3,公交车,1082,2701,13,13,2
3,公交车,1082,2705,10,10,2
3,公交车,1082,2706,11,11,2
3,公交车,1082,3069,2,2,2
3,公交车,1082,3070,4,4,2
3,公交车,1082,4056,6,6,2
3,公交车,1082,4057,7,7,2
3,公交车,1082,4058,8,8,2
3,公交车,1082,4059,9,9,2
3,公交车,1082,4267,5,5,2
3,公交车,1082,4354,16,16,2
3,公交车,1082,4357,18,18,2
3,公交车,1082,4817,3,3,2
3,公交车,1082,5357,41,41,2
3,公交车,1082,9246,1,1,2
3,公交车,1083,1840,6,6,2
3,公交车,1083,1841,9,9,2
3,公交车,1083,1921,5,5,2
3,公交车,1083,2729,10,10,2
3,公交车,1083,365,11,11,2
3,公交车,1083,3733,7,7,2
3,公交车,1083,3734,8,8,2
3,公交车,1083,3735,13,13,2
3,公交车,1083,3926,4,4,2
3,公交车,1083,3984,3,3,2
3,公交车,1083,4154,2,2,2
3,公交车,1083,4334,14,14,2
3,公交车,1083,4335,15,15,2
3,公交车,1083,7564,16,16,2
3,公交车,1083,7575,12,12,2
3,公交车,1083,9314,1,1,2
3,公交车,1084,3736,3,3,2
3,公交车,1084,4155,4,4,2
3,公交车,1084,4156,5,5,2
3,公交车,1084,4157,6,6,2
3,公交车,1084,4303,2,2,2
3,公交车,1084,4326,1,1,2
3,公交车,1084,9314,7,7,2
3,公交车,1085,10086,28,28,2
3,公交车,1085,10089,27,27,2
3,公交车,1085,10092,29,29,2
3,公交车,1085,10094,30,30,2
3,公交车,1085,10097,31,31,2
3,公交车,1085,10100,32,32,2
3,公交车,1085,10107,33,33,2
3,公交车,1085,10109,34,34,2
3,公交车,1085,10114,35,35,2
3,公交车,1085,10118,36,36,2
3,公交车,1085,2144,17,17,2
3,公交车,1085,2145,18,18,2
3,公交车,1085,2146,19,19,2
3,公交车,1085,2147,22,22,2
3,公交车,1085,2148,23,23,2
3,公交车,1085,2149,24,24,2
3,公交车,1085,2633,8,8,2
3,公交车,1085,2634,9,9,2
3,公交车,1085,2635,10,10,2
3,公交车,1085,2636,12,12,2
3,公交车,1085,2637,13,13,2
3,公交车,1085,2638,14,14,2
3,公交车,1085,2639,15,15,2
3,公交车,1085,2640,16,16,2
3,公交车,1085,3835,2,2,2
3,公交车,1085,3836,3,3,2
3,公交车,1085,3837,4,4,2
3,公交车,1085,3838,5,5,2
3,公交车,1085,3839,6,6,2
3,公交车,1085,5195,21,21,2
3,公交车,1085,5377,11,11,2
3,公交车,1085,5475,7,7,2
3,公交车,1085,619,20,20,2
3,公交车,1085,9550,25,25,2
3,公交车,1085,9553,26,26,2
3,公交车,1085,9755,1,1,2
3,公交车,1086,10212,1,1,2
3,公交车,1086,11805,77,77,2
3,公交车,1086,1248,18,18,2
3,公交车,1086,1249,19,19,2
3,公交车,1086,1250,20,20,2
3,公交车,1086,1251,21,21,2
3,公交车,1086,1252,22,22,2
3,公交车,1086,1253,23,23,2
3,公交车,1086,1588,7,7,2
3,公交车,1086,1986,5,5,2
3,公交车,1086,1987,6,6,2
3,公交车,1086,1988,8,8,2
3,公交车,1086,1989,9,9,2
3,公交车,1086,1990,10,10,2
3,公交车,1086,1991,12,12,2
3,公交车,1086,1992,13,13,2
3,公交车,1086,1993,14,14,2
3,公交车,1086,2379,37,37,2
3,公交车,1086,2663,41,41,2
3,公交车,1086,2763,70,70,2
3,公交车,1086,3533,42,42,2
3,公交车,1086,3534,43,43,2
3,公交车,1086,3535,44,44,2
3,公交车,1086,3536,45,45,2
3,公交车,1086,3537,46,46,2
3,公交车,1086,3538,47,47,2
3,公交车,1086,3539,48,48,2
3,公交车,1086,3540,49,49,2
3,公交车,1086,3541,50,50,2
3,公交车,1086,3542,51,51,2
3,公交车,1086,3543,52,52,2
3,公交车,1086,3544,53,53,2
3,公交车,1086,3545,54,54,2
3,公交车,1086,3546,55,55,2
3,公交车,1086,3547,56,56,2
3,公交车,1086,3548,57,57,2
3,公交车,1086,3549,58,58,2
3,公交车,1086,3550,59,59,2
3,公交车,1086,3551,60,60,2
3,公交车,1086,3552,61,61,2
3,公交车,1086,3553,62,62,2
3,公交车,1086,3554,63,63,2
3,公交车,1086,3555,64,64,2
3,公交车,1086,3556,66,66,2
3,公交车,1086,3557,67,67,2
3,公交车,1086,3558,68,68,2
3,公交车,1086,3559,69,69,2
3,公交车,1086,3775,2,2,2
3,公交车,1086,3776,3,3,2
3,公交车,1086,3777,4,4,2
3,公交车,1086,3795,24,24,2
3,公交车,1086,3796,25,25,2
3,公交车,1086,3797,26,26,2
3,公交车,1086,3798,27,27,2
3,公交车,1086,3799,28,28,2
3,公交车,1086,3800,29,29,2
3,公交车,1086,3801,30,30,2
3,公交车,1086,3802,31,31,2
3,公交车,1086,3803,32,32,2
3,公交车,1086,3804,33,33,2
3,公交车,1086,3805,34,34,2
3,公交车,1086,3806,35,35,2
3,公交车,1086,4007,71,71,2
3,公交车,1086,4008,72,72,2
3,公交车,1086,4009,73,73,2
3,公交车,1086,4010,74,74,2
3,公交车,1086,4011,75,75,2
3,公交车,1086,4012,76,76,2
3,公交车,1086,4242,36,36,2
3,公交车,1086,4243,38,38,2
3,公交车,1086,4244,39,39,2
3,公交车,1086,4245,40,40,2
3,公交车,1086,4246,65,65,2
3,公交车,1086,4823,15,15,2
3,公交车,1086,4824,16,16,2
3,公交车,1086,4893,11,11,2
3,公交车,1086,5320,17,17,2
3,公交车,1087,11050,1,1,2
3,公交车,1087,11954,31,31,2
3,公交车,1087,3349,15,15,2
3,公交车,1087,3380,14,14,2
3,公交车,1087,3723,2,2,2
3,公交车,1087,3724,3,3,2
3,公交车,1087,3725,4,4,2
3,公交车,1087,3726,6,6,2
3,公交车,1087,3812,24,24,2
3,公交车,1087,3813,25,25,2
3,公交车,1087,3814,26,26,2
3,公交车,1087,3815,27,27,2
3,公交车,1087,3816,29,29,2
3,公交车,1087,3897,8,8,2
3,公交车,1087,3898,9,9,2
3,公交车,1087,3899,10,10,2
3,公交车,1087,3900,11,11,2
3,公交车,1087,3901,12,12,2
3,公交车,1087,3902,16,16,2
3,公交车,1087,3903,18,18,2
3,公交车,1087,3904,21,21,2
3,公交车,1087,3905,23,23,2
3,公交车,1087,4206,17,17,2
3,公交车,1087,4228,19,19,2
3,公交车,1087,4229,22,22,2
3,公交车,1087,4230,20,20,2
3,公交车,1087,4611,30,30,2
3,公交车,1087,5336,28,28,2
3,公交车,1087,781,13,13,2
3,公交车,1087,997,5,5,2
3,公交车,1087,998,7,7,2
3,公交车,1088,12009,1,1,2
3,公交车,1088,1410,22,22,2
3,公交车,1088,1411,24,24,2
3,公交车,1088,1412,25,25,2
3,公交车,1088,1413,26,26,2
3,公交车,1088,1414,27,27,2
3,公交车,1088,1415,29,29,2
3,公交车,1088,2000,14,14,2
3,公交车,1088,2048,37,37,2
3,公交车,1088,2368,39,39,2
3,公交车,1088,2369,40,40,2
3,公交车,1088,2370,41,41,2
3,公交车,1088,3427,38,38,2
3,公交车,1088,3832,4,4,2
3,公交车,1088,3833,5,5,2
3,公交车,1088,3834,6,6,2
3,公交车,1088,418,23,23,2
3,公交车,1088,4844,3,3,2
3,公交车,1088,5216,2,2,2
3,公交车,1088,5328,42,42,2
3,公交车,1088,622,9,9,2
3,公交车,1088,623,10,10,2
3,公交车,1088,624,11,11,2
3,公交车,1088,625,12,12,2
3,公交车,1088,626,13,13,2
3,公交车,1088,627,15,15,2
3,公交车,1088,628,16,16,2
3,公交车,1088,629,17,17,2
3,公交车,1088,630,18,18,2
3,公交车,1088,631,19,19,2
3,公交车,1088,632,20,20,2
3,公交车,1088,633,21,21,2
3,公交车,1088,648,8,8,2
3,公交车,1088,664,7,7,2
3,公交车,1088,667,30,30,2
3,公交车,1088,668,31,31,2
3,公交车,1088,670,32,32,2
3,公交车,1088,671,33,33,2
3,公交车,1088,672,34,34,2
3,公交车,1088,673,35,35,2
3,公交车,1088,674,36,36,2
3,公交车,1088,9208,43,43,2
3,公交车,1088,9319,28,28,2
3,公交车,1089,12011,44,44,2
3,公交车,1089,1429,13,13,2
3,公交车,1089,1430,14,14,2
3,公交车,1089,1431,15,15,2
3,公交车,1089,1432,19,19,2
3,公交车,1089,1433,20,20,2
3,公交车,1089,1434,21,21,2
3,公交车,1089,1435,22,22,2
3,公交车,1089,1436,23,23,2
3,公交车,1089,1438,16,16,2
3,公交车,1089,1575,6,6,2
3,公交车,1089,2300,1,1,2
3,公交车,1089,2301,2,2,2
3,公交车,1089,2365,3,3,2
3,公交车,1089,2366,4,4,2
3,公交车,1089,2367,5,5,2
3,公交车,1089,3796,40,40,2
3,公交车,1089,3797,41,41,2
3,公交车,1089,3798,42,42,2
3,公交车,1089,3799,43,43,2
3,公交车,1089,4419,18,18,2
3,公交车,1089,4420,17,17,2
3,公交车,1089,4433,39,39,2
3,公交车,1089,634,24,24,2
3,公交车,1089,635,25,25,2
3,公交车,1089,636,26,26,2
3,公交车,1089,637,27,27,2
3,公交车,1089,638,28,28,2
3,公交车,1089,639,29,29,2
3,公交车,1089,640,30,30,2
3,公交车,1089,641,31,31,2
3,公交车,1089,642,32,32,2
3,公交车,1089,643,33,33,2
3,公交车,1089,644,34,34,2
3,公交车,1089,645,35,35,2
3,公交车,1089,646,37,37,2
3,公交车,1089,647,38,38,2
3,公交车,1089,666,36,36,2
3,公交车,1089,668,11,11,2
3,公交车,1089,676,7,7,2
3,公交车,1089,677,8,8,2
3,公交车,1089,678,9,9,2
3,公交车,1089,680,10,10,2
3,公交车,1089,681,12,12,2
3,公交车,1090,2539,4,4,2
3,公交车,1090,2540,5,5,2
3,公交车,1090,2541,6,6,2
3,公交车,1090,2542,7,7,2
3,公交车,1090,2543,8,8,2
3,公交车,1090,2544,9,9,2
3,公交车,1090,2545,10,10,2
3,公交车,1090,2546,11,11,2
3,公交车,1090,2547,12,12,2
3,公交车,1090,2548,13,13,2
3,公交车,1090,2549,14,14,2
3,公交车,1090,2550,16,16,2
3,公交车,1090,2624,15,15,2
3,公交车,1090,2718,17,17,2
3,公交车,1090,3835,1,1,2
3,公交车,1090,3836,2,2,2
3,公交车,1090,3837,3,3,2
3,公交车,1091,11044,13,13,2
3,公交车,1091,2908,2,2,2
3,公交车,1091,2909,3,3,2
3,公交车,1091,3748,4,4,2
3,公交车,1091,3749,5,5,2
3,公交车,1091,3750,6,6,2
3,公交车,1091,3751,7,7,2
3,公交车,1091,3752,8,8,2
3,公交车,1091,3753,9,9,2
3,公交车,1091,3754,10,10,2
3,公交车,1091,3755,11,11,2
3,公交车,1091,3756,12,12,2
3,公交车,1091,9253,1,1,2
3,公交车,1092,12265,28,28,2
3,公交车,1092,12363,1,1,2
3,公交车,1092,1456,2,2,2
3,公交车,1092,2023,6,6,2
3,公交车,1092,2478,8,8,2
3,公交车,1092,2480,9,9,2
3,公交车,1092,2481,10,10,2
3,公交车,1092,2482,11,11,2
3,公交车,1092,2483,12,12,2
3,公交车,1092,2484,13,13,2
3,公交车,1092,2485,14,14,2
3,公交车,1092,2486,15,15,2
3,公交车,1092,2487,16,16,2
3,公交车,1092,2488,17,17,2
3,公交车,1092,2489,18,18,2
3,公交车,1092,2522,7,7,2
3,公交车,1092,388,3,3,2
3,公交车,1092,4614,4,4,2
3,公交车,1092,4615,5,5,2
3,公交车,1092,4833,27,27,2
3,公交车,1092,4863,19,19,2
3,公交车,1092,4864,20,20,2
3,公交车,1092,4865,21,21,2
3,公交车,1092,4866,22,22,2
3,公交车,1092,4867,23,23,2
3,公交车,1092,4868,26,26,2
3,公交车,1092,4875,24,24,2
3,公交车,1092,4877,25,25,2
3,公交车,1093,1811,12,12,2
3,公交车,1093,1812,13,13,2
3,公交车,1093,1813,14,14,2
3,公交车,1093,1814,16,16,2
3,公交车,1093,1816,18,18,2
3,公交车,1093,2079,7,7,2
3,公交车,1093,2080,8,8,2
3,公交车,1093,2081,9,9,2
3,公交车,1093,2082,10,10,2
3,公交车,1093,3038,4,4,2
3,公交车,1093,3039,5,5,2
3,公交车,1093,3040,6,6,2
3,公交车,1093,3099,30,30,2
3,公交车,1093,3402,19,19,2
3,公交车,1093,3403,20,20,2
3,公交车,1093,3404,21,21,2
3,公交车,1093,3405,22,22,2
3,公交车,1093,3406,23,23,2
3,公交车,1093,3407,24,24,2
3,公交车,1093,3408,25,25,2
3,公交车,1093,3409,26,26,2
3,公交车,1093,3410,27,27,2
3,公交车,1093,3411,28,28,2
3,公交车,1093,3412,29,29,2
3,公交车,1093,3821,2,2,2
3,公交车,1093,402,17,17,2
3,公交车,1093,405,11,11,2
3,公交车,1093,4180,3,3,2
3,公交车,1093,4424,15,15,2
3,公交车,1093,5337,1,1,2
3,公交车,1093,9666,31,31,2
3,公交车,1094,12012,57,57,2
3,公交车,1094,12352,1,1,2
3,公交车,1094,1261,13,13,2
3,公交车,1094,1262,18,18,2
3,公交车,1094,1597,38,38,2
3,公交车,1094,1610,24,24,2
3,公交车,1094,1617,22,22,2
3,公交车,1094,1618,23,23,2
3,公交车,1094,1620,25,25,2
3,公交车,1094,1621,26,26,2
3,公交车,1094,1622,28,28,2
3,公交车,1094,1623,29,29,2
3,公交车,1094,1624,30,30,2
3,公交车,1094,1625,31,31,2
3,公交车,1094,1626,32,32,2
3,公交车,1094,1627,33,33,2
3,公交车,1094,1628,34,34,2
3,公交车,1094,1629,35,35,2
3,公交车,1094,1630,36,36,2
3,公交车,1094,1631,37,37,2
3,公交车,1094,1633,39,39,2
3,公交车,1094,1673,3,3,2
3,公交车,1094,1674,4,4,2
3,公交车,1094,2032,6,6,2
3,公交车,1094,2033,7,7,2
3,公交车,1094,2034,10,10,2
3,公交车,1094,2035,11,11,2
3,公交车,1094,2036,12,12,2
3,公交车,1094,3110,49,49,2
3,公交车,1094,3213,21,21,2
3,公交车,1094,3214,20,20,2
3,公交车,1094,3215,19,19,2
3,公交车,1094,3217,15,15,2
3,公交车,1094,3226,14,14,2
3,公交车,1094,3229,16,16,2
3,公交车,1094,376,17,17,2
3,公交车,1094,3800,56,56,2
3,公交车,1094,3803,52,52,2
3,公交车,1094,3828,53,53,2
3,公交车,1094,3829,54,54,2
3,公交车,1094,3830,55,55,2
3,公交车,1094,3882,40,40,2
3,公交车,1094,3883,41,41,2
3,公交车,1094,3884,42,42,2
3,公交车,1094,3885,43,43,2
3,公交车,1094,3886,44,44,2
3,公交车,1094,3887,45,45,2
3,公交车,1094,3888,46,46,2
3,公交车,1094,3889,47,47,2
3,公交车,1094,3890,48,48,2
3,公交车,1094,3891,50,50,2
3,公交车,1094,3892,51,51,2
3,公交车,1094,398,27,27,2
3,公交车,1094,4670,2,2,2
3,公交车,1094,4680,9,9,2
3,公交车,1094,5013,5,5,2
3,公交车,1094,5014,8,8,2
3,公交车,1095,1263,40,40,2
3,公交车,1095,1591,30,30,2
3,公交车,1095,1597,23,23,2
3,公交车,1095,1610,9,9,2
3,公交车,1095,1617,7,7,2
3,公交车,1095,1618,8,8,2
3,公交车,1095,1620,10,10,2
3,公交车,1095,1621,11,11,2
3,公交车,1095,1622,13,13,2
3,公交车,1095,1623,14,14,2
3,公交车,1095,1624,15,15,2
3,公交车,1095,1625,16,16,2
3,公交车,1095,1626,17,17,2
3,公交车,1095,1627,18,18,2
3,公交车,1095,1628,19,19,2
3,公交车,1095,1629,20,20,2
3,公交车,1095,1630,21,21,2
3,公交车,1095,1631,22,22,2
3,公交车,1095,1633,24,24,2
3,公交车,1095,1634,25,25,2
3,公交车,1095,1635,26,26,2
3,公交车,1095,1636,27,27,2
3,公交车,1095,1637,28,28,2
3,公交车,1095,1638,29,29,2
3,公交车,1095,3213,6,6,2
3,公交车,1095,3214,5,5,2
3,公交车,1095,3215,4,4,2
3,公交车,1095,398,12,12,2
3,公交车,1095,409,42,42,2
3,公交车,1095,4183,35,35,2
3,公交车,1095,4184,45,45,2
3,公交车,1095,4578,3,3,2
3,公交车,1095,4948,2,2,2
3,公交车,1095,829,1,1,2
3,公交车,1095,843,46,46,2
3,公交车,1095,844,47,47,2
3,公交车,1095,845,48,48,2
3,公交车,1095,846,49,49,2
3,公交车,1095,847,50,50,2
3,公交车,1095,876,51,51,2
3,公交车,1095,901,31,31,2
3,公交车,1095,902,32,32,2
3,公交车,1095,903,33,33,2
3,公交车,1095,904,34,34,2
3,公交车,1095,905,36,36,2
3,公交车,1095,906,37,37,2
3,公交车,1095,907,38,38,2
3,公交车,1095,908,39,39,2
3,公交车,1095,909,41,41,2
3,公交车,1095,910,43,43,2
3,公交车,1095,911,44,44,2
3,公交车,1096,1263,51,51,2
3,公交车,1096,1591,41,41,2
3,公交车,1096,1597,34,34,2
3,公交车,1096,1610,20,20,2
3,公交车,1096,1617,18,18,2
3,公交车,1096,1618,19,19,2
3,公交车,1096,1620,21,21,2
3,公交车,1096,1621,22,22,2
3,公交车,1096,1622,24,24,2
3,公交车,1096,1623,25,25,2
3,公交车,1096,1624,26,26,2
3,公交车,1096,1625,27,27,2
3,公交车,1096,1626,28,28,2
3,公交车,1096,1627,29,29,2
3,公交车,1096,1628,30,30,2
3,公交车,1096,1629,31,31,2
3,公交车,1096,1630,32,32,2
3,公交车,1096,1631,33,33,2
3,公交车,1096,1633,35,35,2
3,公交车,1096,1634,36,36,2
3,公交车,1096,1635,37,37,2
3,公交车,1096,1636,38,38,2
3,公交车,1096,1637,39,39,2
3,公交车,1096,1638,40,40,2
3,公交车,1096,1660,5,5,2
3,公交车,1096,1661,6,6,2
3,公交车,1096,1662,7,7,2
3,公交车,1096,1663,8,8,2
3,公交车,1096,1664,10,10,2
3,公交车,1096,1665,11,11,2
3,公交车,1096,1666,12,12,2
3,公交车,1096,1667,13,13,2
3,公交车,1096,2790,1,1,2
3,公交车,1096,2791,3,3,2
3,公交车,1096,2795,4,4,2
3,公交车,1096,3213,17,17,2
3,公交车,1096,3214,16,16,2
3,公交车,1096,3215,15,15,2
3,公交车,1096,398,23,23,2
3,公交车,1096,409,53,53,2
3,公交车,1096,4183,46,46,2
3,公交车,1096,4184,56,56,2
3,公交车,1096,4247,9,9,2
3,公交车,1096,4578,14,14,2
3,公交车,1096,4587,2,2,2
3,公交车,1096,843,57,57,2
3,公交车,1096,844,58,58,2
3,公交车,1096,845,59,59,2
3,公交车,1096,846,60,60,2
3,公交车,1096,847,61,61,2
3,公交车,1096,876,62,62,2
3,公交车,1096,901,42,42,2
3,公交车,1096,902,43,43,2
3,公交车,1096,903,44,44,2
3,公交车,1096,904,45,45,2
3,公交车,1096,905,47,47,2
3,公交车,1096,906,48,48,2
3,公交车,1096,907,49,49,2
3,公交车,1096,908,50,50,2
3,公交车,1096,909,52,52,2
3,公交车,1096,910,54,54,2
3,公交车,1096,911,55,55,2
3,公交车,1097,11555,1,1,2
3,公交车,1097,12364,35,35,2
3,公交车,1097,1668,10,10,2
3,公交车,1097,1669,13,13,2
3,公交车,1097,1670,15,15,2
3,公交车,1097,1671,34,34,2
3,公交车,1097,2779,21,21,2
3,公交车,1097,2804,16,16,2
3,公交车,1097,2805,17,17,2
3,公交车,1097,2806,19,19,2
3,公交车,1097,2807,20,20,2
3,公交车,1097,2808,23,23,2
3,公交车,1097,2809,25,25,2
3,公交车,1097,2810,26,26,2
3,公交车,1097,2811,27,27,2
3,公交车,1097,2812,30,30,2
3,公交车,1097,2813,31,31,2
3,公交车,1097,2814,32,32,2
3,公交车,1097,2815,33,33,2
3,公交车,1097,399,6,6,2
3,公交车,1097,4577,4,4,2
3,公交车,1097,4578,3,3,2
3,公交车,1097,4616,29,29,2
3,公交车,1097,4618,28,28,2
3,公交车,1097,4620,24,24,2
3,公交车,1097,4622,22,22,2
3,公交车,1097,4624,18,18,2
3,公交车,1097,4625,14,14,2
3,公交车,1097,4626,12,12,2
3,公交车,1097,4628,11,11,2
3,公交车,1097,4630,9,9,2
3,公交车,1097,4631,8,8,2
3,公交车,1097,4633,7,7,2
3,公交车,1097,4635,5,5,2
3,公交车,1097,4948,2,2,2
3,公交车,1098,2308,15,15,2
3,公交车,1098,2309,16,16,2
3,公交车,1098,2310,17,17,2
3,公交车,1098,2311,18,18,2
3,公交车,1098,2312,19,19,2
3,公交车,1098,2314,20,20,2
3,公交车,1098,2315,21,21,2
3,公交车,1098,2316,22,22,2
3,公交车,1098,2317,23,23,2
3,公交车,1098,2868,24,24,2
3,公交车,1098,2869,25,25,2
3,公交车,1098,2870,26,26,2
3,公交车,1098,2871,27,27,2
3,公交车,1098,2872,28,28,2
