行政区,POI业务类型,POI名称,POI细分类型,外文/地图名,地理位置描述,游客需求场景,名称直接命中帖子数（非热度）,来源阶段,证据URL,证据内容,重要口径
董里府,购物商业,Center Point Night Market,夜市,Center Point Night Market,火车站旁,想体验当地夜生活的游客,3,20260901二三线目的地缺口续采,"https://www.xiaohongshu.com/explore/6912b337000000000402102e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6999a4c0000000000a03259b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/65c7319a000000002d002757?xsec_token_redacted=1&xsec_source=pc_dots","「1」
标题：🇹🇭董里Trang 超平价的住宿
正文：步行两分钟就可到达董里火车站夜市
不是很摩登的酒店，却又balik kampung的感觉，房间大大，厕所大大，家具都是木做的[偷笑R]
最重要是干净，空调够冷，有风筒和wifi [赞R]

📍 My Friends Hotel
✨ 双人房，1晚 = RM64 (供参考，我们在9月份入住的）
(Tambon Thap Thiang, Mueang Trang District, Trang 92000, Thailand)

#泰国[话题]# #平价酒店[话题]# #董里[话题]# #董里住宿[话题]# #Trang[话题]# #旅行日记[话题]# #泰国自驾游[话题]# #这次旅行local一下[话题]# #董里旅游[话题]# #小众度假好去[话题]#

「2」
标题：🇹🇭董里必逛夜市！本地人都在逛
正文：来到泰国董里（Trang），晚上不知道去哪里？
直接冲 Center Point Night Market！就在董里火车站旁边，位置超方便 👌
这里真的几乎看不到游客团，满满都是当地人在逛，氛围很chill，很真实的泰南生活感。
夜市不算特别大，但胜在——
✔️ 食物地道
✔️ 价钱便宜
✔️ 选择超多
烤串、炸鸡、泰式炒粿条、冬阴功、@芒果糯米饭、各种泰式甜点饮料……
随便买都不踩雷，而且价格真的很友好 😍
坐在路边的小桌子，吹着晚风，吃着刚刚出炉的热腾腾小吃，听着泰语此起彼落的聊天声，那种感觉真的很local，很舒服。
如果你来到董里，不想去太商业化的地方，
这里绝对是体验当地夜生活的好选择 ✨
📍Center Point Night Market
📌 董里火车站旁
💰 价格亲民
⭐ 推荐指数：必逛！
来董里，一定要留一个晚上给这里 ❤️
#trang[话题]# #trang董里[话题]# #trang[话题]# #trang景点[话题]# #trang[话题]# night market#董里夜市[话题]#

「3*混合贴」
标题：董里夜市
正文：【未在原帖标题或正文中定位到当前POI相关段落；该证据URL需复核】",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
董里府,购物商业,Cinta夜市,夜市,Cinta Night Market,市区,想逛干净夜市的游客,1,20260901二三线目的地缺口续采,https://www.xiaohongshu.com/explore/65c7319a000000002d002757?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：董里夜市
正文：Cinta夜市，干净整洁，美食不算多
火车站夜市：周末才有，档口不多，但是价格确实便宜！也有买衣服！
center piont  market: 当地人的夜市，占一条车道，有很多美食，好吃又便宜，有美食也有卖衣服袜子饰品等等什么都有得卖！
节日限定的钟楼那里在春节期间也有也有夜市，好多档口主要以吃为主！
每天晚上我都去穿梭于每个夜市[暗中观察R][暗中观察R]
我最喜欢25泰铢的西瓜沙冰，100泰铢的凉拌生蚝，10泰铢的烤肉串，10泰铢的椰水，100泰铢的生腌蟹，好好吃",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
董里府,购物商业,Robinson夜市,夜市,Robinson Night Market,Robinson商场旁,想逛夜市的游客,1,20260901二三线目的地缺口续采,https://www.xiaohongshu.com/explore/684318ff0000000022025467?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：董里府Trang一个被时光温柔以待的隐士
正文：不知不觉在董里也因为工作待了许久，这里没有网红景点的浮躁，安静惬意。董里有三个夜市，一个在华侨学校旁边（里面好吃有，特色豆浆，烤黄色鱿鱼）一个在Robinson旁边（特色便宜好吃，木瓜沙拉、甘蔗汁、烤鸡肉串）一个在火车站，个人最爱这个夜市（猪脚饭、烧烤牛肉串、油炸鸡皮、只知道泰国名字的煮米线方便面、仙草冻奶茶、海鲜饼、草莓冰淇淋），路边摊水果一定一定要尝试、烤米饭香肠、炸鸡、炒饭，面条、烤猪肉，都便宜又好吃（在t6学校附近711）。早茶吃过太多家强推chenjia 陈家，小🍠推荐的“金”踩雷又贵分量少口味一般，自助烤肉火锅一定选Robinson夜市那家，体育馆对面烤鸭店、麻辣烫店味道还行，董里网红9酥饼味道一般不值得买，目前董里还没尝试到好吃的面包甜品，购买水果去火车站旁边的菜市场更便宜，购买生活用品物资去lee超市、Makro超市更便宜。追求宁静的旅行者可冲#董里[话题]# #董里府[话题]# #泰国[话题]#",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
佛统府,购物商业,安帕瓦水上市场,水上市场,Amphawa Floating Market / ตลาดน้ําอัมพวา,Amphawa 区,夜市逛吃/本地体验,7,20260831小红书点点AI增量采集,"https://www.xiaohongshu.com/explore/69dc898a000000001a02899f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/662a4565000000001c00642b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66e6322a000000000c01b9fd?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8538a700000000080139c6?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a0002580000000035022787?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：曼谷周边48小时｜宋干节小逃离
正文：▫️ 在安帕瓦水上市场收尾，吃逛买一站式满足

这趟旅程短而精
治愈自己，也温柔对待地球🌍
适合想在节日前找回内心平静的你

「2*混合贴」
标题：离曼谷1小时，在夜功体验地道泰国文化
正文：你肯定听说过泰国著名的安帕瓦水上市场和美功火车市场，但你大概不知道它们都在夜功！安帕瓦水上市场已有数百年历史，周末和假期这里热闹非凡，河中商贩沿岸叫卖，各种美食让人赞不绝口，在这可以体验地道的泰式生活，坐在河边吃泰式炒粉，大概也就在这能体验到了吧～
第一次来邦贡寺庙真震惊到我，整座寺庙被大树包裹，从它的外观不难看出它历史悠久。邦贡寺庙建于大城府晚期，据说这里是泰国的十大灵庙之一，又叫“树中庙”。墙壁上缠绕的枝桠像是精心雕琢的装饰，整座寺庙就是人与自然共同创造的杰作！

「3*混合贴」
标题：来了❗️夜功府一日游攻略📝
正文：📍安帕瓦水上市场

「4*混合贴」
标题：安帕瓦✨曼谷周边会流萤的水上水乡
正文：工作日的安帕瓦安静松弛，一到周五‑周日，大批曼谷本地人奔赴这里，安帕瓦水上市场正式热闹起来。
和大多上午就结束的水上市场不一样👉安帕瓦是全天营业的夜市型水上市场。
商贩一部分在运河岸边步道摆摊，一部分停泊在河道小船上，用长竹竿把美食递到岸边。
烤鱿鱼、泰式炒河粉、芒果糯米饭、椰子冰淇淋、鲜榨果汁，烟火气直接拉满。

「5」
标题：泰国｜安帕瓦水上市场
正文：📍景点名称
安帕瓦水上市场（Amphawa Floating Market）
🌍地理位置
泰国 · 夜功府 · 曼谷西南方向
🏛️景点简介
安帕瓦水上市场是泰国最具本地生活气息的水上市场之一，以沿河木屋、传统小船美食和夜晚萤火虫游船闻名。相比游客众多的丹嫩沙多，这里保留了更多原汁原味的泰国市井氛围。傍晚时分，小船穿梭在河道之间，两岸灯光亮起，充满浓浓东南亚烟火气，被誉为“最适合感受泰式慢生活的水上市场”。
⭐️亮点特色
• 泰国最具生活感的水上市场之一
• 河道小船售卖传统泰式美食
• 夜晚可体验萤火虫游船
• 充满复古东南亚氛围感
📅最佳旅游时间
11月—2月
天气较凉爽舒适，适合傍晚逛市场与夜游河道。
#泰国[话题]# #曼谷旅行[话题]# #泰国旅游[话题]# #安帕瓦[话题]# #坐着游船逛集市[话题]# #全球旅行[话题]# #水上市场[话题]# #东南亚旅行[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
佛统府,购物商业,丹嫩沙多水上市场,水上市场,Damnoen Saduak Floating Market / ตลาดน้ําดําเนินสะดวก,Damnoen Saduak 区,夜市逛吃/本地体验,10,20260831小红书点点AI增量采集,"https://www.xiaohongshu.com/explore/6a762cf40000000021021457?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a351d1e000000000803dd8b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/692ebc52000000001b021a16?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/696f2497000000000d00bd48?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6845288900000000220353a2?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：曼谷美功铁道市场｜全世界最野铁路菜场！🇹🇭
正文：跟一日游：经典玩法是美功铁道市场+丹嫩沙多水上市场，一天搞定两个特色景点（2-3个小时完全够用）

「2*混合贴」
标题：美功铁道市场+水上市场 一日纯干货攻略
正文：丹嫩沙多水上市场（工作日首选）
• 营业：每日07:00–14:00（工作日正常开放）
• 定位：曼谷最老牌网红水上市场，唐人街探案取景地
• 优势：河道规整、船只密集、业态齐全，第一次来曼谷必打卡，拍照氛围感最足
• 适配：工作日出行、新手游客、主打打卡体验

省钱避坑Tips

「3」
标题：美功铁道市场，确实是全球独一份的人文体验
正文：火车过来的时候大家都在欢呼，还和火车上的人击掌🖐🏻，这一刻的快乐和激动是别的地方无法体验的
-
🥥美食：图6网红椰子姐，非常热情，人很好开了椰子不甜还给我换了一个，20🐷一个大椰子冰凉清甜👍🏻👍🏻👍🏻
📸拍照：非常出片，我们是下午2:30这场
🚗曼谷过去：报了个一日游，美功铁道和丹沙水上市场大概750🐷左右，比自己包车划算，因为自己转车去火车站非常麻烦，离曼谷120公里远。
-
行程评分[星R][星R][星R][星R][星R]
在曼谷有时间的朋友一定要去，个人觉得比参观那些寺庙有意思很多，非常快乐，和当地人多交流，多杀价，她们虽然英语一般但很热情❤️，不买也不用不好意思，主打一个都开心，情绪价值充足
#曼谷旅行[话题]# #泰国旅行[话题]# #曼谷旅游攻略[话题]# #曼谷旅游攻略[话题]# #铁路市场冰冰姐[话题]# #美功铁道市场[话题]# #泰国铁路[话题]# #泰兰德女孩[话题]# #人文纪实[话题]# #像当地人一样旅行[话题]#

「4」
标题：曼谷最值得花一天逛的地方
正文：📍美攻铁道市场Mea Klong
⚠️全球最危险的菜市场
特色：火车来了收摊 火车走了营业
物价非常便宜，可以在这里买一些衣服、工艺品很划算
市场很大逛半天都不是问题！

📍丹嫩沙多水上市场
Damnoen Saduak Floating Market
泰国最具代表性的景点之一
《007:金枪人》《唐人街探案》取景地
船票120-150泰铢/人 1小时
物价：吃的还可以
⚠️伴手礼工艺品不建议买 能砍价对半砍都没问题

✅这俩个地方很近 先去美攻市场再去水上市场

公共交通篇：
1.曼谷市区—WongWianYai火车站——Mahachai火车站   票价10🐷  时间约1h
2.Mahachai———轮渡码头 3🐷（步行10分钟）附近的市场很有意思可以小逛一下
码头定位ThaChlom pier
⚠️ps不知道路的話用翻译软件问当地人码头在哪就可以了
3.下船步行10分钟——Ban Lsem火车站
4. Ban Lsem火车站——Mae Khlong美攻火车站

吃完午饭逛1-2小时下午出发📍水上市場

📍美攻铁道市场——丹嫩沙多
1.铁道市场———步行5分钟
Mae Klong Transport Station——双条车20🐷————40分钟后到坐船的地方 水上市场

⚠️⚠️⚠️回程：原来的车站已经倒闭 不要再看其他的攻略了！
直接从丹嫩沙多打车到
Mae Klong Transport Station 坐大巴回曼谷

❤️去程虽然很麻烦 但是也还好 希望你们有时间一定要体验一次整个去的过程很有意思。
#美攻铁道市场[话题]# #美攻铁道攻略[话题]# #丹嫩沙多水上市场[话题]# #曼谷旅行[话题]# #第一视角扫街[话题]# #曼谷最值得去的地方[话题]# #citywalk[话题]# #曼谷公共交通[话题]# #曼谷小众游[话题]# #泰国旅游[话题]#

「5」
标题：叻丕府 chomphon cave唤醒我的武侠梦
正文：从曼谷开车🚗2:20分钟 很近，经过之前去的蛇🐍山⛰️满山猴子，故地重游了等于✌️

洞穴人不算多，是一个免费的景点，山上有几次才鼓起勇气进洞，被密集的蝙蝠🦇恶心🤮到，大概有上百支，黑压压的，在墙壁上趴着，叫声让我起鸡皮疙瘩！一股动物的臭味熏人，楼梯间的猴子🐒成群结伙，各种各样的大小。看到满墙蝙蝠🦇被吓的打退堂鼓回头了。

可想想里面有光线直射进洞的自然景观，闭着眼睛又一次犹豫不决，最后还是下去了，走到洞穴深处，似乎唤醒了沉睡已久的武侠梦，不禁感叹大自然的神奇👍 洞里的那道光简直太绝了👍爱是一道光，生命有裂缝那是光照进来的地方！

乔母蓬洞穴是拉玛五世国王访问该洞穴時命名的。他认为洞穴中名爲“法維奇”的鐘乳石形狀与战地军官肩上的因索弓相似。周圍环绕著阴凉的樹木和美丽的花朵，洞內並不熱，因為洞中央有一個用于通风的火山口。 洞窟寬 30 米，長 25 米。 它是美麗的鐘乳石洞穴之一。
在洞穴的最深處，有行走的佛像和涅槃姿態的佛像，位於上方光線進入的洞口。 拉瑪六世國王在帶領偵察兵部隊在叻丕府練習戰鬥時，曾經參觀過這個洞穴。

看完在周边找个地方吃饭🍽️时间还早之后再去一趟丹嫩莎朵水上市场，雨季没什么游客，感觉很落寞的水上市场，早已没了当初的熙熙攘攘繁华景象[笑哭R]
#这是武侠小说中的地方吧[话题]# #历史遗迹探寻[话题]# #户外探险[话题]# #小众但好玩的地方[话题]# #一秒穿越仙侠世界[话题]# #跟着本地人玩就就对了[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
佛统府,购物商业,蜡烛小镇,商场市场与夜市街区,Baan Hom Tien / บ้านหอมเทียน,Suan Phueng 区,购物/夜市/伴手礼,1,20260831小红书点点AI增量采集,https://www.xiaohongshu.com/explore/6a943bf80000000028007482?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：叻丕｜山脚下的蜡烛小镇Baan Hom Tien
正文：距离曼谷车程大概两小时，在叻丕府的Suan Phueng（สวนผึ้ง），一个位于山脚下的蜡烛小镇，也叫香烛屋。

🎫60泰铢，可领取一个蜡烛杯。
小镇不大，其实就是一段艺术街区，主题就是香烛，有成品蜡烛售卖，也有手工坊体验香薰蜡烛DIY。有售卖一些泰国民族特色服饰，价格不贵，不是大象裤那种，都很有特色，但料子很厚。也有一些棉麻材质的衣服。再就是一些饰品、特色编织饰品包包、生日杯之类的，也有精油皂，总体来说价格都挺便宜的。

“山顶”有家咖啡店，区域比较开阔，类似山顶咖啡店的感觉，不消费也是可以去外面拍照的。

btw 入口处有摄影师可以拍照，你可以拒绝，因为等你逛完出来后他们会把照片打印制作好，直接放在相框上，我发现很多乐园形式的咖啡店都有这一项服务，可以买也可以不买，120泰铢也不贵，拍得还挺好的。

如果是特意从曼谷来这个地方没什么必要，因为区域不大，一个小时足以逛完。可以搜索附近可玩的地方，有一些户外项目，还有动物园，可以连着玩一天也不错。
#泰国旅游[话题]# #曼谷附近[话题]# #泰国蜡烛小镇[话题]# #泰国旅行[话题]# #曼谷周边旅游[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
佛统府,购物商业,美功铁道市场,本地市场,Maeklong Railway Market / ตลาดริมทางรถไฟแม่กลอง,Mueang Samut Songkhram 区,本地采购/生活体验,13,20260831小红书点点AI增量采集,"https://www.xiaohongshu.com/explore/69a91680000000001a02e1da?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a762cf40000000021021457?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a351d1e000000000803dd8b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/662a4565000000001c00642b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/692c508d000000001e033010?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：夜功府一定是曼谷周边必去的小众城市
正文：在曼谷以西的夜功府，藏着泰国最野性又最温柔的一面——美功铁道市场的火车惊险穿行，塔卡水上市场的古老静谧，科隆孔红树林的猴子王国。这里没有拥挤的旅行团，只有本地人守护了百年的生活原貌。

「2*混合贴」
标题：曼谷美功铁道市场｜全世界最野铁路菜场！🇹🇭
正文：泰国“最惊险”的美功铁道市场，这其实是日常操作。

这次特意包车去了趟美功铁道市场，亲眼看到火车贴着菜摊开过去的画面，没亲眼看到真的很难想象有多震撼。菜市场不大，但那种“与火车争地”的市井生命力，比任何网红打卡点都值得看🇹🇭

【这是什么神奇的地方？】
美功铁道市场位于曼谷西部的夜功府，距离市区约80公里，车程1.5-2小时。它是个当地人的传统菜市场，卖海鲜、水果、蔬菜、熟食…但最离谱的是——铁轨就铺在菜摊中间！

1905 年，泰国开通曼谷至美功的窄轨铁路，当年修铁路之时并未搬迁摊贩；政府和居民达成妥协：火车照常行驶，市场照常摆摊，竟成世人惊叹的“铁道穿市”奇观。

摊贩们把摊位紧贴着铁轨两边摆，甚至很多菜篮子直接就放在铁轨上，火车和摊位之间只有不到2米的空隙。这也是全世界唯一一个铁轨上的集市。

【火车什么时候来？】
每天有8趟火车穿过市场（4进4出）时刻表收好！
·火车进站：08:30、11:10、14:30、17:40
·火车出站：06:20、09:00、11:30、15:30
⚠️建议提前至少半小时到！特别是11点那趟，旅行团大军扎堆，人挤人根本抢不到好位置。

【值得拍的瞬间】
拍摄点1：在菜市场中间，待火车驶入时，摊贩几秒内收起遮阳棚，找到某个沿街店铺位置，可以近距离感受和火车贴脸飞行
拍摄点2：走到市场尽头的大马路上！那里视野开阔，能拍到火车正面驶来的壮观场景。

【来都来了，还能干啥？】
买水果！ 山竹、红毛丹、榴莲比曼谷市区便宜不少，新鲜又划算
喝泰奶！ 找个小摊点一杯，边喝边等火车，体验当地人的日常
逛市场！ 各种喊不出名字的海鱼、香料、歪头鱼，闻着鱼腥味+香料味+铁锈味的混合空气，这才是最原汁原味的泰国

【怎么去？】
包车：曼谷出发约1.5小时，最省事，推荐！

「3*混合贴」
标题：美功铁道市场+水上市场 一日纯干货攻略
正文：曼谷独有的火车穿市场奇观，整条集市紧贴铁轨，火车进站瞬间摊贩集体收摊，氛围感独一无二。
• 营业时间：06:00–17:30
• 必看火车班次：8:30、11:10、14:30、17:40
• 最佳时段：11:10（光线柔和、人流适中、最好拍）
• 游玩时长：1小时足矣
• 特点：纯本地集市，物价低、小吃多，几乎无溢价纪念品，主打原生态市井烟火

「4*混合贴」
标题：离曼谷1小时，在夜功体验地道泰国文化
正文：【未在原帖标题或正文中定位到当前POI相关段落；该证据URL需复核】

「5」
标题：🇹🇭铁道市场➕水上市场路线全攻略
正文：铁道市场步骤1-5
🖌️在曼谷出发，按照步骤1-5就能去到美功铁道市场.花费也不贵.
简单总结就是：坐火车1-坐船-坐火车2

去水上市场步骤A-B
🖌️铁道市场去水上市场除非时间不赶，也不怕走路的话可以选择坐双条车.不然的话建议直接打车去水上市场
🖌️关于回程曼谷：从水上市场打车回到图7(A)的长途巴士总站买票回到曼谷.我买的回程车票是16:30分.
⛱️水上市场：可能我去的时候是旺季，又是下午1点左右，没什么人.在图9的位置进去买船票.买船票的位置有好几档，可以都问问，当时我们和另外两个同胞一起商量拼船，4个人一条手摇船大概1200🐷左右.大概是游览1小时还是45分钟，但是其实只有一条街的店铺是都开门，而且卖的东西都差不多，越往后面店铺都一样或者很多都没开门.艇上卖的水果确实便宜，但个人觉得不太新鲜.反正想体验水上市场的话抱着体验心态就好，不用太认真🤡
以上提到的车站地址都发在评论区. #曼谷旅行[话题]# #美功铁道市场[话题]# #水上市场[话题]# #曼谷水上市场[话题]# #曼谷周边游[话题]# #泰国旅游[话题]# #曼谷市场[话题]# #曼谷自由行[话题]# #曼谷旅行攻略[话题]# #泰国自由行[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
佛统府,购物商业,塔卡水上市场,水上市场,Tha Ka Floating Market,Amphawa 区,夜市逛吃/本地体验,1,20260831小红书点点AI增量采集,https://www.xiaohongshu.com/explore/69a91680000000001a02e1da?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：夜功府一定是曼谷周边必去的小众城市
正文：在曼谷以西的夜功府，藏着泰国最野性又最温柔的一面——美功铁道市场的火车惊险穿行，塔卡水上市场的古老静谧，科隆孔红树林的猴子王国。这里没有拥挤的旅行团，只有本地人守护了百年的生活原貌。",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
佛统府,购物商业,Oh Poi Market,夜市与市集,Oh Poi Market,Suan Phueng 区,夜市逛吃/本地体验,1,20260831小红书点点AI增量采集,https://www.xiaohongshu.com/explore/6a2fd6ad000000000e031400?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：🇹🇭泰国叻丕府市集！被低估的宝藏小市场
正文：如果你们来到叻丕府（Ratchaburi），记得千万不要错过这个超有氛围感的周末市集——Oh Poi Market。
这里隐藏在森林与小河流之间，四周围都挂满五颜六色的纯手工编织饰品，我自己本身也买了一件给我的女儿穿，而且在这边逛逛仿佛走进童话世界。
这里市场由当地克伦族社区经营，可以看到许多传统手工艺品、美食和特色文化体验。 重点是他们的食物超好吃和便宜🎉￼
其实让最让我喜欢这里的是，这里保留着当地克伦族（缅甸的第三大民族）的传统文化，在这边有些年纪小小就出来做工了。
⭐️在这里最特别的是早晨还有僧侣乘竹筏沿河化缘的传统场景，非常有泰国在地风情。（可惜我没那么早起🤣）
这里我建议早上来，因为天气比较凉爽又好拍照。
如果你们有经过Ratchaburi,￼那我真心的推荐你们可以把 Oh Poi Market 加进你的泰国旅行清单。
📍地点：Oh Poi Market
⏰营业时间：7:00AM - 2:00PM 左右 ￼
📸拍照建议：
✔ 可以穿白色或浅色长裙（显得更出色）
✔ 站在彩色挂饰走廊中间构图（显得更特别）
✔ 广角模式往上拍超震撼
✔ 早上8点前人最少，而且也凉爽

#泰国旅行[话题]# #叻丕府[话题]# #OhPoiMarket[话题]# #泰国秘境[话题]#
#泰国生活[话题]#  #小众旅行地[话题]# #泰国拍照圣地[话题]# #泰国自由行[话题]# #Ratchaburi[话题]# #泰国宝藏景点[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
甲米府,购物商业,奥南夜市,夜市与市集,Ao Nang Landmark Night Market,奥南,夜市逛吃/本地体验,11,20260831小红书点点AI增量采集,"https://www.xiaohongshu.com/explore/66f263b6000000001b022dc2?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66eae7ec000000002603c51d?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68ac2c62000000001b01ffa4?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8b092f000000003a02d7e4?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8ba7130000000022023109?xsec_token_redacted=1&xsec_source=pc_dots","「1」
标题：甲米奥南夜市的中国餐厅，好吃实惠
正文：来泰国超过3天我就会怀念中国的味道，今天有幸遇到阿峰，他在甲米奥南夜市开了个叫“就这个”的中餐厅，我终于解馋了。老板兼主厨阿峰，为人热情、真诚，带着全家生活在甲米生活了10年，了解这里的风土人情，我们很快交谈甚欢，阿峰欢迎所有华人朋友品尝他的手艺，点赞收藏我得笔记并展示给阿峰，阿峰会赠送一个饮品。餐厅的位置在奥南夜市肯德基旁边，快来吧！

「2*混合贴」
标题：甲米美食｜原来吃了这么多 还有一家4天5顿
正文：①奥南夜市：在我们住的酒店旁边100m，比较小，有卖吃的，纪念品，纹身，住的远没必要特意来，正常22:00收摊

「3*混合贴」
标题：18张图说清楚甲米热门夜市
正文：Ao Nang Landmark Night Market   图2–5
🈺每天 17:00–23:00
作为游客到甲米的第一个夜市，奥南夜市的确是个不错的选择，奥南夜市地方大，环境干净，无论是食物还是小商品的种类都多，而且能坐下来吃饭的桌子也很多，还附带表演，但一般就是吉他弹唱solo，物价会比甲米镇的夜市贵20%左右，但也在能接受的范围

「4*混合贴」
标题：二刷甲米奥南，吃食推荐！
正文：4⃣️奥南夜市⭐⭐⭐⭐ ⭐Aonang landmark night market。很大，品种多样，选择性多，图这个报吃，又苦又咸。椰子50一个，好喝。
5⃣️Secret Kitchen ⭐ 我们从kodam腿过去的，腿了20分钟，没有一个菜好吃。全是苍蝇，这一顿不知道吃了多少苍蝇卵。家庭餐馆，只有两个炒锅，现备菜，上菜巨慢。

「5*混合贴」
标题：甲米美食～（下）🫚🧃
正文：📍An Nang Landmark Night Market奥南夜市
很大 有市场 有广场 有肯德基 星巴克啥的 挺热闹 就是不太符合我们的口味 特别游客化 有些泰式炒饭 泰式沙拉外 还有是些寿司 炸旋风土豆那种😅都是游客 人太多 眼晕😵💫",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
甲米府,购物商业,黑螃蟹夜市,夜市与市集,Black Crab Night Market,甲米镇,夜市逛吃/本地体验,7,20260831小红书点点AI增量采集,"https://www.xiaohongshu.com/explore/65d0598d00000000070270d4?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68ca2f56000000001301fcff?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66eae7ec000000002603c51d?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68ac2c62000000001b01ffa4?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8b092f000000003a02d7e4?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：在甲米每天都想吃的火锅🥘
正文：【未在原帖标题或正文中定位到当前POI相关段落；该证据URL需复核】

「2*混合贴」
标题：甲米兰塔岛｜网红餐厅红黑榜，有一家吃成VIP
正文：📍黑螃蟹夜市，舂鸡脚凉拌那，推荐🔥
本地人很多排队，160🐷一份能拌三样我点了虾，掌中宝，螺肉。酸汁全来自酸芒果和番茄，肉混着水果的清香微酸，也太好吃了吧。对面就是水果冰沙，吃一份，一份打包全都带回酒店美滋滋。P3

「3*混合贴」
标题：甲米美食｜原来吃了这么多 还有一家4天5顿
正文：【未在原帖标题或正文中定位到当前POI相关段落；该证据URL需复核】

「4*混合贴」
标题：18张图说清楚甲米热门夜市
正文：⭕️黑螃蟹夜市：Black Crab Night Market   图6-8
🈺每天 16:00–22:00  逢周一休息
3个夜市里最推荐黑螃蟹夜市，比较干净，摊位很集中，对面就是海，买了东可以西坐在海边吃

⭕️甲米夜市：city night market    图9-11
🈺每天 10:00–22:00  逢周一休息
虽然官方时间写到晚上10点，但实际晚上8、9点很多商家就不营业了，只有一些卖水果的店家开的比较晚，品类重复度比较高，随便逛逛就好

「5*混合贴」
标题：二刷甲米奥南，吃食推荐！
正文：【未在原帖标题或正文中定位到当前POI相关段落；该证据URL需复核】",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
