国家代码,行政层级,行政层级中文,行政区代码,上级行政区代码,中文名称,泰文名称,英文名称,中文显示名,中文名状态,中心纬度,中心经度,西界经度,南界纬度,东界经度,北界纬度,面积平方公里,邮政编码,边界状态,边界文件,边界要素ID,边界坐标系,边界数据时点,Google原生边界支持,Google地图绘制方式,Wikidata网址,名称与代码来源,中心点来源,边界来源
TH,2,县/曼谷区,1011,10,叻甲挽县,ลาดกระบัง,Lat Krabang,叻甲挽县,Wikidata已有中文名,13.7449051,100.7905545,100.7083932,13.6895604,100.878833,13.7939743,128.6263119,,可绘制,泰国_ADM2_县区边界.geojson,TH1011,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q1806807,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1012,10,然那哇县,ยานนาวา,Yannawa,然那哇县,Wikidata已有中文名,13.6938221,100.5398071,100.5169818,13.6778827,100.5548672,13.7165435,12.3946179,,可绘制,泰国_ADM2_县区边界.geojson,TH1012,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q1019651,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1013,10,三攀他旺县,สัมพันธวงศ์,Samphanthawong,三攀他旺县,Wikidata已有中文名,13.7381112,100.5088082,100.4998067,13.7293926,100.5156878,13.7468476,1.4087992,,可绘制,泰国_ADM2_县区边界.geojson,TH1013,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q1972315,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1014,10,拍耶泰县,พญาไท,Phaya Thai,拍耶泰县,Wikidata已有中文名,13.7802077,100.5439009,100.5278865,13.762716,100.5616266,13.7978544,9.2549237,,可绘制,泰国_ADM2_县区边界.geojson,TH1014,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q999098,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1015,10,吞武里县,ธนบุรี,Thon Buri,吞武里县,Wikidata已有中文名,13.7184348,100.4813877,100.4692347,13.6948349,100.4986376,13.7421727,8.0598548,,可绘制,泰国_ADM2_县区边界.geojson,TH1015,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q2305621,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1016,10,曼谷艾县,บางกอกใหญ่,Bangkok Yai,曼谷艾县,Wikidata已有中文名,13.7353497,100.4748345,100.4620522,13.7224432,100.4919698,13.7482095,6.292677,,可绘制,泰国_ADM2_县区边界.geojson,TH1016,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q175236,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1017,10,汇权县,ห้วยขวาง,Huai Khwang,汇权县,Wikidata已有中文名,13.7722521,100.5833694,100.5632974,13.7411446,100.6040951,13.8029809,16.3032752,,可绘制,泰国_ADM2_县区边界.geojson,TH1017,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q1975222,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1018,10,空訕縣,คลองสาน,Khlong San,空訕縣,Wikidata已有中文名,13.7223575,100.5025845,100.4976479,13.7051371,100.5122983,13.7392185,5.9346578,,可绘制,泰国_ADM2_县区边界.geojson,TH1018,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q1019456,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1019,10,打邻仓县,ตลิ่งชัน,Taling Chan,打邻仓县,Wikidata已有中文名,13.7703767,100.4310129,100.4061847,13.7444197,100.4661769,13.8013467,35.6527507,,可绘制,泰国_ADM2_县区边界.geojson,TH1019,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q1759319,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1020,10,曼谷蓮縣,บางกอกน้อย,Bangkok Noi,曼谷蓮縣,Wikidata已有中文名,13.7654183,100.471032,100.4620522,13.7444197,100.490972,13.7871586,12.3081439,,可绘制,泰国_ADM2_县区边界.geojson,TH1020,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q806486,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1021,10,挽坤天县,บางขุนเทียน,Bang Khun Thian,挽坤天县,Wikidata已有中文名,13.5879755,100.4158513,100.3764821,13.4933896,100.4769302,13.6825584,123.3467663,,可绘制,泰国_ADM2_县区边界.geojson,TH1021,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q806447,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1022,10,帕世乍能县,ภาษีเจริญ,Phasi Charoen,帕世乍能县,Wikidata已有中文名,13.7177857,100.4442114,100.4133896,13.687613,100.471638,13.7479338,19.1277666,,可绘制,泰国_ADM2_县区边界.geojson,TH1022,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q1019590,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1023,10,廊鑒縣,หนองแขม,Nong Khaem,廊鑒縣,Wikidata已有中文名,13.6961389,100.3553441,100.3303329,13.6553395,100.3848445,13.738002,36.4034587,,可绘制,泰国_ADM2_县区边界.geojson,TH1023,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q1019620,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1024,10,叻武拉纳县,ราษฎร์บูรณะ,Rat Burana,叻武拉纳县,Wikidata已有中文名,13.6741299,100.5030334,100.4757965,13.6615997,100.5234012,13.6952619,12.753042,,可绘制,泰国_ADM2_县区边界.geojson,TH1024,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q1019633,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1025,10,挽拍县,บางพลัด,Bang Phlat,挽拍县,Wikidata已有中文名,13.7875987,100.487341,100.4659387,13.7619287,100.5164976,13.8132748,11.8602409,,可绘制,泰国_ADM2_县区边界.geojson,TH1025,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q806453,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1026,10,鄰鈴縣,ดินแดง,Din Daeng,鄰鈴縣,Wikidata已有中文名,13.7776776,100.5649312,100.5434312,13.7551262,100.5748962,13.8010698,8.4290125,,可绘制,泰国_ADM2_县区边界.geojson,TH1026,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q113560,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1027,10,汶昆县,บึงกุ่ม,Bung Kum,汶昆县,Wikidata已有中文名,13.8090329,100.6495149,100.6244781,13.7753698,100.6751353,13.8473683,23.4092162,,可绘制,泰国_ADM2_县区边界.geojson,TH1027,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q1001823,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1028,10,沙吞县,สาทร,Sathon,沙吞县,Wikidata已有中文名,13.7136843,100.5271497,100.5081709,13.7025436,100.5537539,13.7261663,7.2347512,,可绘制,泰国_ADM2_县区边界.geojson,TH1028,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q45744,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1029,10,挽赐县,บางซื่อ,Bang Su,挽赐县,Wikidata已有中文名,13.8237366,100.5236649,100.5074006,13.7978544,100.5436295,13.8496281,12.9636683,,可绘制,泰国_ADM2_县区边界.geojson,TH1029,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q166236,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1030,10,乍都节县,จตุจักร,Chatuchak,乍都节县,Wikidata已有中文名,13.8266674,100.564003,100.5374243,13.7949593,100.5898661,13.858934,32.5976662,,可绘制,泰国_ADM2_县区边界.geojson,TH1030,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q1019658,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1031,10,曼柯廉县,บางคอแหลม,Bang Kho Laem,曼柯廉县,Wikidata已有中文名,13.6973921,100.5104844,100.4899981,13.6826786,100.5299457,13.712461,8.5613779,,可绘制,泰国_ADM2_县区边界.geojson,TH1031,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q806446,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1032,10,巴威县,ประเวศ,Prawet,巴威县,Wikidata已有中文名,13.697124,100.6732188,100.6341111,13.6689756,100.7099944,13.7378625,53.8916234,,可绘制,泰国_ADM2_县区边界.geojson,TH1032,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q1019626,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1033,10,孔提县,คลองเตย,Khlong Toei,孔提县,Wikidata已有中文名,13.7195063,100.5693616,100.5506953,13.6960961,100.6016589,13.7428489,13.467102,,可绘制,泰国_ADM2_县区边界.geojson,TH1033,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q1403340,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1034,10,萱銮县,สวนหลวง,Suan Luang,萱銮县,Wikidata已有中文名,13.7254585,100.6274362,100.5981519,13.7007616,100.6590861,13.7480901,24.3801795,,可绘制,泰国_ADM2_县区边界.geojson,TH1034,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q1019611,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1035,10,宗通县,จอมทอง,Chom Thong,宗通县,Wikidata已有中文名,13.6868057,100.4647582,100.4377339,13.6590403,100.4825453,13.7159629,23.2341876,,可绘制,泰国_ADM2_县区边界.geojson,TH1035,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q1019598,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1036,10,廊曼區,ดอนเมือง,Don Mueang,廊曼區,Wikidata已有中文名,13.9211207,100.5920709,100.5588931,13.8876308,100.6225455,13.9543785,36.9626086,,可绘制,泰国_ADM2_县区边界.geojson,TH1036,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q1239362,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1037,10,拉差贴威县,ราชเทวี,Rat Thewi,拉差贴威县,Wikidata已有中文名,13.7609975,100.5341057,100.5191667,13.7478904,100.5649685,13.7743384,7.1786142,,可绘制,泰国_ADM2_县区边界.geojson,TH1037,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q999170,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1038,10,叻抛县,ลาดพร้าว,Lat Phrao,叻抛县,Wikidata已有中文名,13.8220336,100.6080933,100.5883414,13.7997744,100.6371218,13.8446685,21.2653038,,可绘制,泰国_ADM2_县区边界.geojson,TH1038,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q999094,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1039,10,宛他那县,วัฒนา,Watthana,宛他那县,Wikidata已有中文名,13.7265649,100.5904268,100.5500754,13.7046662,100.6057426,13.7484033,12.9652516,,可绘制,泰国_ADM2_县区边界.geojson,TH1039,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q1019417,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1040,10,曼凱縣,บางแค,Bang Khae,曼凱縣,Wikidata已有中文名,13.7109447,100.3991362,100.3593595,13.6714019,100.4278214,13.7494377,47.8457874,,可绘制,泰国_ADM2_县区边界.geojson,TH1040,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q225618,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1041,10,朗四縣,หลักสี่,Lak Si,朗四縣,Wikidata已有中文名,13.8820046,100.5705265,100.5436295,13.8496281,100.5948133,13.914457,22.7470771,,可绘制,泰国_ADM2_县区边界.geojson,TH1041,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q1008352,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1042,10,晒迈县,สายไหม,Sai Mai,晒迈县,Wikidata已有中文名,13.9122696,100.6511095,100.6111318,13.8742483,100.6869534,13.950251,43.4797614,,可绘制,泰国_ADM2_县区边界.geojson,TH1042,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q1025969,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1043,10,汉那尧县,คันนายาว,Khanna Yao,汉那尧县,Wikidata已有中文名,13.8191688,100.6788599,100.6459869,13.7812059,100.704964,13.8563814,25.5336419,,可绘制,泰国_ADM2_县区边界.geojson,TH1043,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q1019432,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1044,10,沙攀松縣,สะพานสูง,Saphan Sung,沙攀松縣,Wikidata已有中文名,13.765376,100.6907791,100.6590106,13.7324969,100.7164032,13.7976796,27.9770878,,可绘制,泰国_ADM2_县区边界.geojson,TH1044,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q1019420,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1045,10,翁通郎縣,วังทองหลาง,Wang Thong Lang,翁通郎縣,Wikidata已有中文名,13.7768742,100.6115946,100.588383,13.7512006,100.6150642,13.802839,17.0838194,,可绘制,泰国_ADM2_县区边界.geojson,TH1045,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q1019428,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1046,10,空三华县,คลองสามวา,Khlong Sam Wa,空三华县,Wikidata已有中文名,13.8735577,100.7370724,100.6754575,13.8154928,100.798996,13.9313879,114.3414912,,可绘制,泰国_ADM2_县区边界.geojson,TH1046,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q1740651,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1047,10,挽那县,บางนา,Bang Na,挽那县,Wikidata已有中文名,13.6664769,100.6191121,100.5887698,13.6536384,100.6537923,13.683015,19.0515353,,可绘制,泰国_ADM2_县区边界.geojson,TH1047,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q806448,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1048,10,他威越他那县,ทวีวัฒนา,Thawi Watthana,他威越他那县,Wikidata已有中文名,13.7702692,100.3691908,100.3279124,13.7360363,100.4110577,13.8041255,50.1384657,,可绘制,泰国_ADM2_县区边界.geojson,TH1048,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q1972329,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1049,10,童酷县,ทุ่งครุ,Thung Khu,童酷县,Wikidata已有中文名,13.6246424,100.4935452,100.4703337,13.6029553,100.5210379,13.6618821,32.0062686,,可绘制,泰国_ADM2_县区边界.geojson,TH1049,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q1972732,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1050,10,挽汶县,บางบอน,Bang Bon,挽汶县,Wikidata已有中文名,13.6566591,100.3845422,100.346837,13.6197032,100.4467971,13.6936845,34.0573464,,可绘制,泰国_ADM2_县区边界.geojson,TH1050,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q534226,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1101,11,沙没巴干县,เมืองสมุทรปราการ,Mueang Samut Prakan,沙没巴干县,Wikidata已有中文名,13.5772387,100.6401259,100.5513574,13.4919718,100.7803728,13.6638079,172.0082845,,可绘制,泰国_ADM2_县区边界.geojson,TH1101,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q2219208,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
TH,2,县/曼谷区,1102,11,邦波县,บางบ่อ,Bang Bo,邦波县,Wikidata已有中文名,13.5876197,100.8701986,100.7658565,13.4784203,100.960971,13.6969034,227.3255331,,可绘制,泰国_ADM2_县区边界.geojson,TH1102,WGS84 / EPSG:4326,2019-02-21,泰国不支持ADM2,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q475191,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,RTSD/OCHA衍生简化边界（canonical package）
