国家代码,行政层级,行政层级中文,行政区代码,上级行政区代码,中文名称,泰文名称,英文名称,中文显示名,中文名状态,中心纬度,中心经度,西界经度,南界纬度,东界经度,北界纬度,面积平方公里,邮政编码,边界状态,边界文件,边界要素ID,边界坐标系,边界数据时点,Google原生边界支持,Google地图绘制方式,Wikidata网址,名称与代码来源,中心点来源,边界来源
TH,3,乡/曼谷分区,100111,1001,邦坤蓬区,บางขุนพรหม,Bang Khun Phrom,邦坤蓬区,Wikidata已有中文名,13.7648683,100.505617,100.5011009,13.7600667,100.5092356,13.7698604,0.4481464,10200,可绘制,泰国_ADM3_乡分区边界.geojson,TH100111,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735610,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100112,1001,讪披耶寺区,วัดสามพระยา,Wat Sam Phraya,讪披耶寺区,Wikidata已有中文名,13.7677648,100.4991625,100.4945632,13.7625926,100.5038989,13.7728868,0.506063,10200,可绘制,泰国_ADM3_乡分区边界.geojson,TH100112,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15733320,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100201,1002,,ดุสิต,Dusit,Dusit,待本地化（英文回退显示）,13.7721762,100.5118335,100.5038989,13.7611558,100.5213247,13.7832493,2.3621543,10300,可绘制,泰国_ADM3_乡分区边界.geojson,TH100201,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735957,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100202,1002,,วชิรพยาบาล,Wachira Phayaban,Wachira Phayaban,待本地化（英文回退显示）,13.7780148,100.5046843,100.4992431,13.7698604,100.5107355,13.7863153,1.1351175,10300,可绘制,泰国_ADM3_乡分区边界.geojson,TH100202,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735955,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100203,1002,,สวนจิตรลดา,Suan Chit Lada,Suan Chit Lada,待本地化（英文回退显示）,13.7679436,100.5205643,100.5120202,13.757139,100.5278135,13.7781255,1.8816972,10300,可绘制,泰国_ADM3_乡分区边界.geojson,TH100203,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735954,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100204,1002,,สี่แยกมหานาค,Si Yaek Maha Nak,Si Yaek Maha Nak,待本地化（英文回退显示）,13.7571391,100.5184495,100.5129737,13.7527031,100.5208364,13.7616781,0.3610607,10300,可绘制,泰国_ADM3_乡分区边界.geojson,TH100204,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735951,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100206,1002,,ถนนนครไชยศรี,Thanon Nakhon Chai Si,Thanon Nakhon Chai Si,待本地化（英文回退显示）,13.7868461,100.5195353,100.5056892,13.7743399,100.5373517,13.8004887,5.6279335,10300,可绘制,泰国_ADM3_乡分区边界.geojson,TH100206,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735949,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100301,1003,,กระทุ่มราย,Krathum Rai,Krathum Rai,待本地化（英文回退显示）,13.8222459,100.8913105,100.8485201,13.7863561,100.9386039,13.8579187,39.892131,10530,可绘制,泰国_ADM3_乡分区边界.geojson,TH100301,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735948,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100302,1003,,หนองจอก,Nong Chok,Nong Chok,待本地化（英文回退显示）,13.8739966,100.8695637,100.8275184,13.8483451,100.9067993,13.89133,30.5867628,10530,可绘制,泰国_ADM3_乡分区边界.geojson,TH100302,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735947,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100303,1003,,คลองสิบ,Khlong Sip,Khlong Sip,待本地化（英文回退显示）,13.9116523,100.8215281,100.7922352,13.8860962,100.8517312,13.938177,30.5056748,10530,可绘制,泰国_ADM3_乡分区边界.geojson,TH100303,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735945,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100304,1003,,คลองสิบสอง,Khlong Sip Song,Khlong Sip Song,待本地化（英文回退显示）,13.9143234,100.8803672,100.8491961,13.8797643,100.9141408,13.9462063,37.7847136,10530,可绘制,泰国_ADM3_乡分区边界.geojson,TH100304,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735944,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100305,1003,,โคกแฝด,Khok Faet,Khok Faet,待本地化（英文回退显示）,13.8328383,100.8312064,100.7990805,13.8079166,100.8557689,13.8575206,22.6242681,10530,可绘制,泰国_ADM3_乡分区边界.geojson,TH100305,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735943,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100306,1003,,คู้ฝั่งเหนือ,Khu Fang Nuea,Khu Fang Nuea,待本地化（英文回退显示）,13.8725306,100.8114559,100.7873271,13.8494664,100.8321328,13.8959624,18.0686166,10530,可绘制,泰国_ADM3_乡分区边界.geojson,TH100306,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735942,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100307,1003,,ลำผักชี,Lam Phak Chi,Lam Phak Chi,待本地化（英文回退显示）,13.7971866,100.8345054,100.7934981,13.7674731,100.8878667,13.8268553,32.134579,10530,可绘制,泰国_ADM3_乡分区边界.geojson,TH100307,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735941,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100308,1003,,ลำต้อยติ่ง,Lam Toiting,Lam Toiting,待本地化（英文回退显示）,13.7789475,100.8778473,100.8407274,13.7378123,100.9075495,13.820067,25.919875,10530,可绘制,泰国_ADM3_乡分区边界.geojson,TH100308,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735940,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100401,1004,玛哈拍他喃区,มหาพฤฒาราม,Maha Phruettharam,玛哈拍他喃区,Wikidata已有中文名,13.7337854,100.5211115,100.5154058,13.7301949,100.5288511,13.7378098,0.6486225,10500,可绘制,泰国_ADM3_乡分区边界.geojson,TH100401,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735679,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100402,1004,是隆,สีลม,Si Lom,是隆,Wikidata已有中文名,13.7238248,100.5290253,100.5151141,13.7180596,100.5444745,13.7294495,1.5205055,10500,可绘制,泰国_ADM3_乡分区边界.geojson,TH100402,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735677,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100403,1004,,สุริยวงศ์,Suriyawong,Suriyawong,待本地化（英文回退显示）,13.7264701,100.5243569,100.516246,13.7223471,100.5363459,13.7305724,0.6017075,10500,可绘制,泰国_ADM3_乡分区边界.geojson,TH100403,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735676,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100404,1004,,บางรัก,Bang Rak,Bang Rak,待本地化（英文回退显示）,13.7252649,100.514453,100.5120759,13.7185366,100.5166382,13.7320957,0.4969036,10500,可绘制,泰国_ADM3_乡分区边界.geojson,TH100404,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735674,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100405,1004,,สี่พระยา,Si Phraya,Si Phraya,待本地化（英文回退显示）,13.7290098,100.5221498,100.515638,13.7252711,100.5336611,13.732584,0.7644502,10500,可绘制,泰国_ADM3_乡分区边界.geojson,TH100405,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735672,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100502,1005,,อนุสาวรีย์,Anusawari,Anusawari,待本地化（英文回退显示）,13.8718534,100.6042065,100.5865336,13.8438492,100.6293999,13.8997271,18.05879,10220,可绘制,泰国_ADM3_乡分区边界.geojson,TH100502,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735937,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100508,1005,,ท่าแร้ง,Tha Raeng,Tha Raeng,待本地化（英文回退显示）,13.864699,100.6558694,100.6189702,13.8425355,100.6856854,13.8867256,22.7821422,10220,可绘制,泰国_ADM3_乡分区边界.geojson,TH100508,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735936,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100601,1006,,คลองจั่น,Khlong Chan,Khlong Chan,待本地化（英文回退显示）,13.7912384,100.6331528,100.6149122,13.7632308,100.6561823,13.8193878,11.7694989,10240,可绘制,泰国_ADM3_乡分区边界.geojson,TH100601,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735671,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100608,1006,,หัวหมาก,Hua Mak,Hua Mak,待本地化（英文回退显示）,13.7569757,100.6399606,100.6009909,13.7383281,100.679024,13.7754059,15.7877298,10240,可绘制,泰国_ADM3_乡分区边界.geojson,TH100608,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735670,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100701,1007,,รองเมือง,Rong Mueang,Rong Mueang,待本地化（英文回退显示）,13.744389,100.5196811,100.5155314,13.7355016,100.52455,13.7532379,1.238818,10330,可绘制,泰国_ADM3_乡分区边界.geojson,TH100701,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735669,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100702,1007,,วังใหม่,Wang Mai,Wang Mai,待本地化（英文回退显示）,13.7413978,100.5263657,100.5216049,13.732584,100.5313071,13.7497678,1.3381091,10330,可绘制,泰国_ADM3_乡分区边界.geojson,TH100702,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735668,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100703,1007,,ปทุมวัน,Pathum Wan,Pathum Wan,待本地化（英文回退显示）,13.7398078,100.5346745,100.5288511,13.7293219,100.5410969,13.7497237,2.1014531,10330,可绘制,泰国_ADM3_乡分区边界.geojson,TH100703,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735667,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100704,1007,,ลุมพินี,Lumphini,Lumphini,待本地化（英文回退显示）,13.7363256,100.5452093,100.5366511,13.7225037,100.5529529,13.7493997,3.3584103,10330,可绘制,泰国_ADM3_乡分区边界.geojson,TH100704,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q3440364,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100801,1008,,ป้อมปราบ,Pom Prap,Pom Prap,待本地化（英文回退显示）,13.74304,100.5124485,100.5056295,13.7380772,100.5162442,13.7481102,0.619406,10100,可绘制,泰国_ADM3_乡分区边界.geojson,TH100801,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735932,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100802,1008,,วัดเทพศิรินทร์,Wat Thep Sirin,Wat Thep Sirin,待本地化（英文回退显示）,13.7487527,100.5120945,100.5069569,13.7456019,100.5168155,13.7519194,0.4404334,10100,可绘制,泰国_ADM3_乡分区边界.geojson,TH100802,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735927,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100803,1008,,คลองมหานาค,Khlong Maha Nak,Khlong Maha Nak,待本地化（英文回退显示）,13.7528787,100.5132706,100.508634,13.7490722,100.5174297,13.7566246,0.5806003,10100,可绘制,泰国_ADM3_乡分区边界.geojson,TH100803,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735926,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100804,1008,班巴区,บ้านบาตร,Ban Bat,班巴区,Wikidata已有中文名,13.7510694,100.5066439,100.5038512,13.7457077,100.5095425,13.7564371,0.4045145,10100,可绘制,泰国_ADM3_乡分区边界.geojson,TH100804,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735925,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100805,1008,,วัดโสมนัส,Wat Sommanat,Wat Sommanat,待本地化（英文回退显示）,13.7600309,100.5103901,100.5054945,13.756334,100.5165263,13.7639252,0.4555005,10100,可绘制,泰国_ADM3_乡分区边界.geojson,TH100805,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735924,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100905,1009,,บางจาก,Bang Chak,Bang Chak,待本地化（英文回退显示）,13.6923792,100.6125199,100.6016605,13.6778989,100.6402033,13.7068928,13.1938865,10260,可绘制,泰国_ADM3_乡分区边界.geojson,TH100905,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735666,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,100910,1009,,พระโขนงใต้,Phra Khanong Tai,Phra Khanong Tai,待本地化（英文回退显示）,13.6911342,100.5982441,100.5845032,13.6799213,100.6106123,13.7047038,,10260,可绘制,泰国_ADM3_乡分区边界.geojson,TH100910,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q38294361,DOPA现行结构 + canonical v1.0.2,由边界计算的几何中心,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,101001,1010,,มีนบุรี,Min Buri,Min Buri,待本地化（英文回退显示）,13.8056311,100.7209974,100.696745,13.7728269,100.7492793,13.837484,24.8458529,10510,可绘制,泰国_ADM3_乡分区边界.geojson,TH101001,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735923,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,101002,1010,,แสนแสบ,Saen Saep,Saen Saep,待本地化（英文回退显示）,13.8122874,100.7692112,100.7356681,13.775442,100.8080074,13.8493058,35.5593952,10510,可绘制,泰国_ADM3_乡分区边界.geojson,TH101002,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735922,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,101101,1011,,ลาดกระบัง,Lat Krabang,Lat Krabang,待本地化（英文回退显示）,13.723157,100.7494608,100.7083415,13.7154346,100.791604,13.7307846,11.12397,10520,可绘制,泰国_ADM3_乡分区边界.geojson,TH101101,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735921,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,101102,1011,,คลองสองต้นนุ่น,Khlong Song Ton Nun,Khlong Song Ton Nun,待本地化（英文回退显示）,13.7527615,100.7242764,100.7065975,13.7273365,100.7390925,13.7782061,16.1672683,10520,可绘制,泰国_ADM3_乡分区边界.geojson,TH101102,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735920,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,101103,1011,,คลองสามประเวศ,Khlong Sam Prawet,Khlong Sam Prawet,待本地化（英文回退显示）,13.7545327,100.753988,100.7389233,13.7273201,100.7692235,13.7820246,17.7607212,10520,可绘制,泰国_ADM3_乡分区边界.geojson,TH101103,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735918,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
TH,3,乡/曼谷分区,101104,1011,,ลำปลาทิว,Lam Pla Thio,Lam Pla Thio,待本地化（英文回退显示）,13.7642401,100.803218,100.7685736,13.7280482,100.8330462,13.8004094,33.4552173,10520,可绘制,泰国_ADM3_乡分区边界.geojson,TH101104,WGS84 / EPSG:4326,2026-08-25,泰国不支持ADM3,加载本GeoJSON到Google Maps Data图层,http://www.wikidata.org/entity/Q15735917,DOPA现行结构 + canonical v1.0.2,Royal Thai Survey Department / HDX,OpenStreetMap行政关系（ODbL）
